trade_date,dailyPnl,Agriculture,cumulativePnl
20100104,0.0,0.0,0.0
20100105,0.0,0.0,0.0
20100106,0.0,0.0,0.0
20100107,9.00588911310716,9.00588911310716,9.00588911310716
20100108,1.8771409389034042,1.8771409389034042,10.883030052010565
20100111,-1.4638916837520772,-1.4638916837520772,9.419138368258487
20100112,1.2527804230686719,1.2527804230686719,10.671918791327158
20100113,3.113884207267371,3.113884207267371,13.78580299859453
20100114,-0.8937156324719814,-0.8937156324719814,12.89208736612255
20100115,0.32528783758200536,0.32528783758200536,13.217375203704554
20100118,0.03109602110574588,0.03109602110574588,13.2484712248103
20100119,-0.24377477760725458,-0.24377477760725458,13.004696447203045
20100120,1.3633725244233015,1.3633725244233015,14.368068971626347
20100121,-0.9000855330486046,-0.9000855330486046,13.467983438577741
20100122,0.15803104882482893,0.15803104882482893,13.626014487402571
20100125,0.04733675720739393,0.04733675720739393,13.673351244609965
20100126,0.9926471307481443,0.9926471307481443,14.66599837535811
20100127,-0.5063299811075301,-0.5063299811075301,14.159668394250579
20100128,0.9263336133022376,0.9263336133022376,15.086002007552816
20100129,0.6239116879307021,0.6239116879307021,15.709913695483518
20100201,1.4140427299803806,1.4140427299803806,17.1239564254639
20100202,0.28854215094857266,0.28854215094857266,17.41249857641247
20100203,-1.6863119224508525,-1.6863119224508525,15.72618665396162
20100204,0.7128691163239494,0.7128691163239494,16.43905577028557
20100205,-0.31911244525192783,-0.31911244525192783,16.119943325033642
20100208,-1.014956327149241,-1.014956327149241,15.104986997884401
20100209,-0.06580721894058651,-0.06580721894058651,15.039179778943815
20100210,0.2998973673599314,0.2998973673599314,15.339077146303746
20100211,-0.9370380707087969,-0.9370380707087969,14.40203907559495
20100212,0.33650359155078585,0.33650359155078585,14.738542667145735
20100222,-1.5067595426936093,-1.5067595426936093,13.231783124452125
20100223,-1.3427164772459845,-1.3427164772459845,11.88906664720614
20100224,0.6959676035862324,0.6959676035862324,12.585034250792374
