,dailyPnl,Energy,cumulativePnl
20100104,0.0,0.0,0.0
20100105,0.0,0.0,0.0
20100106,0.0,0.0,0.0
20100107,0.0,0.0,0.0
20100108,1.45408283859924,1.4540828385992397,1.45408283859924
20100111,-2.3901487667916355,-2.3901487667916355,-0.9360659281923955
20100112,0.6104401030583834,0.6104401030583834,-0.32562582513401217
20100113,2.1309472480673124,2.130947248067313,1.8053214229333001
20100114,-1.3276250936155949,-1.3276250936155949,0.4776963293177052
20100115,0.3648830299021102,0.3648830299021102,0.8425793592198154
20100118,-0.7444021005248604,-0.7444021005248606,0.09817725869495497
20100119,0.3436781836999658,0.3436781836999658,0.44185544239492075
20100120,0.25286954719966187,0.25286954719966187,0.6947249895945826
20100121,-0.1685606490416538,-0.16856064904165383,0.5261643405529288
20100122,-0.04095462837807103,-0.04095462837807101,0.4852097121748578
20100125,0.2648358026826944,0.2648358026826944,0.7500455148575522
20100126,0.5096486992482516,0.5096486992482516,1.2596942141058038
20100127,0.25204966528797235,0.2520496652879724,1.511743879393776
20100128,0.7499366537511073,0.7499366537511073,2.2616805331448835
20100129,0.3111689307249884,0.3111689307249884,2.572849463869872
20100201,0.2593655762765213,0.2593655762765213,2.8322150401463935
20100202,-0.05189378010788522,-0.05189378010788523,2.7803212600385083
20100203,-0.9106802209370946,-0.9106802209370946,1.8696410391014138
20100204,0.080572920854997,0.08057292085499701,1.9502139599564108
20100205,0.15841226624421026,0.1584122662442103,2.108626226200621
20100208,-0.3775189635931289,-0.3775189635931289,1.7311072626074921
20100209,-0.11940682940740925,-0.11940682940740925,1.6117004332000828
20100210,-0.16972181124843408,-0.16972181124843408,1.4419786219516488
20100211,-0.15113645102982048,-0.15113645102982048,1.2908421709218283
20100212,-0.2229182092965318,-0.2229182092965318,1.0679239616252965
20100222,-0.2646726478968129,-0.2646726478968129,0.8032513137284836
20100223,0.020231604423842614,0.020231604423842614,0.8234829181523262
20100224,0.06336624883310489,0.06336624883310489,0.8868491669854311
