,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20100104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100108,0.0,0.0,0.0,0.0,0.0,4.465234103866441,-45.19356497260218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.907987289209139,0.0,0.0,0.0,0.0,-106.78220397065847,-68.61878422430402
20100111,0.0,0.0,0.0,0.0,0.0,0.7060565290287408,-30.090945299786803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.629992036738965,0.0,0.0,0.0,0.0,-68.11324401041942,-57.880206786670804
20100112,0.0,0.0,0.0,0.0,0.0,1.1247245491124946,-25.828230306482578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.393182685144738,0.0,0.0,0.0,0.0,-55.2422028975734,-55.9049596803976
20100113,0.0,0.0,0.0,0.0,0.0,3.1011870626947617,-18.83756637311946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.105941398769216,0.0,0.0,0.0,0.0,-45.10994105286249,-54.00265351753723
20100114,0.0,0.0,0.0,0.0,0.0,4.164316750343662,-16.065192085494566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2229638140643,0.0,0.0,0.0,0.0,-35.00761409230687,-54.136346351411234
20100115,0.0,0.0,0.0,0.0,0.0,5.465968770362352,-14.707737119590362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.700405238305283,0.0,0.0,0.0,0.0,-26.85060463441424,-52.87120852823178
20100118,0.0,0.0,0.0,0.0,0.0,5.65078003199358,-12.411134921464985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63911294109046,0.0,0.0,0.0,0.0,-19.586501765094514,-50.877647235651295
20100119,0.0,0.0,0.0,0.0,0.0,5.551218893008078,-11.213787059360358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83521048885474,0.0,0.0,0.0,0.0,-15.654848535429933,-50.45109179168828
20100120,0.0,0.0,0.0,0.0,0.0,5.805999393297302,-9.102607592323126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.415317242966452,0.0,0.0,0.0,0.0,-11.589670105665295,-48.80392556050503
20100121,0.0,0.0,0.0,0.0,0.0,5.971065234350495,-7.461687626222888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.105762243342868,0.0,0.0,0.0,0.0,-7.833327083921804,-48.16349713705596
20100122,0.0,0.0,0.0,0.0,0.0,5.674834770176671,-6.2077254878116035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.930211948053823,0.0,0.0,0.0,0.0,-5.963815937787442,-48.607716867803774
20100125,0.0,0.0,0.0,0.0,0.0,6.083982505432958,-4.1712340701888655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87457452913297,0.0,0.0,0.0,0.0,-3.8245390144304934,-47.64039522712538
20100126,0.0,0.0,0.0,0.0,0.0,6.70906123234737,-2.906618106481413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.213219575170447,0.0,0.0,0.0,0.0,-2.6762717180681688,-45.92725476808992
20100127,0.0,0.0,0.0,0.0,0.0,7.117324571429105,-2.160101530740515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.831294308687068,0.0,0.0,0.0,0.0,-1.465958536794297,-45.252934520667715
20100128,0.0,0.0,0.0,0.0,0.0,6.97175921144174,-2.1983040220135286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.951699382923236,0.0,0.0,0.0,0.0,-1.1200272765799058,-45.15096878192462
20100129,0.0,0.0,0.0,0.0,0.0,6.962984793107031,-2.809220986111748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.804043873720853,0.0,0.0,0.0,0.0,-1.4167376397393823,-45.44998438531833
20100201,0.0,0.0,0.0,0.0,0.0,7.628943426486273,-3.0803271484043555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.939867641985737,0.0,0.0,0.0,0.0,-1.2843520616663988,-45.529914965189434
20100202,0.0,0.0,0.0,0.0,0.0,7.662040847002767,-3.156661167730773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8955626338568003,0.0,0.0,0.0,0.0,-0.5497168822717053,-45.72875586719545
20100203,0.0,0.0,0.0,0.0,0.0,7.260743512097817,-3.183388190625074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.385939855085219,0.0,0.0,0.0,0.0,0.004881368642163277,-46.27959298096259
20100204,0.0,0.0,0.0,0.0,0.0,7.113717131922521,-3.385676840936564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5985921182623626,0.0,0.0,0.0,0.0,0.03272640042218073,-47.07027509733857
20100205,0.0,0.0,0.0,0.0,0.0,7.11451653247519,-3.005285538213663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2971119930231647,0.0,0.0,0.0,0.0,0.6091493321112326,-44.85343136672322
20100208,0.0,0.0,0.0,0.0,0.0,7.082187021274786,-2.8173677327367743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8270531419790176,0.0,0.0,0.0,0.0,0.9914520386652259,-42.66366299910218
20100209,0.0,0.0,0.0,0.0,0.0,6.843943996842009,-2.316544104790938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20231513791390032,0.0,0.0,0.0,0.0,1.6589306291056096,-40.43552969492524
20100210,0.0,0.0,0.0,0.0,0.0,6.670789606848722,-1.8594265146045643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6573733501634511,0.0,0.0,0.0,0.0,2.075941645249022,-38.139117775125456
20100211,0.0,0.0,0.0,0.0,0.0,6.747177737944068,-1.2306109954969287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9293336990791051,0.0,0.0,0.0,0.0,2.7807835894750155,-36.004120353562186
20100212,0.0,0.0,0.0,0.0,0.0,6.864492573704119,-0.5512041053533385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8432216055958113,0.0,0.0,0.0,0.0,3.4731452277619126,-34.38140005923766
20100222,0.0,0.0,0.0,0.0,0.0,7.046259203690126,0.005477245036885951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.606089934325132,0.0,0.0,0.0,0.0,4.1960153134328735,-32.98764616223882
20100223,0.0,0.0,0.0,0.0,0.0,7.249334823154621,0.5662867838962141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28294863360041955,0.0,0.0,0.0,0.0,4.868645924988294,-31.40454484652663
20100224,0.0,0.0,0.0,0.0,0.0,7.174084454932843,0.9136058204847988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08032203692000375,0.0,0.0,0.0,0.0,5.340740789028549,-29.895406189254636
20100225,0.0,0.0,0.0,0.0,0.0,7.075924747121845,1.2803423036265202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744199383463142,0.0,0.0,0.0,0.0,5.764896081592,-28.463317838770905
20100226,0.0,0.0,0.0,0.0,0.0,7.019625136054276,1.5119520807369777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646491713203741,0.0,0.0,0.0,0.0,6.192243039397128,-27.167709714294087
20100301,0.0,0.0,0.0,0.0,0.0,6.773340193219585,1.4574765248412156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142138830675587,0.0,0.0,0.0,0.0,6.151141865747438,-26.24136341139142
20100302,0.0,0.0,0.0,0.0,0.0,6.672114847860529,1.4617588707179547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7660912886412693,0.0,0.0,0.0,0.0,6.267804737912915,-25.482040243852015
20100303,0.0,0.0,0.0,0.0,0.0,6.548774267605737,1.411614742964798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6371600296958169,0.0,0.0,0.0,0.0,6.099209573018387,-24.903273618908944
20100304,0.0,0.0,0.0,0.0,0.0,6.3983969281089275,1.0884393148317295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28740623261648257,0.0,0.0,0.0,0.0,5.789724555866031,-24.848191773604636
20100305,0.0,0.0,0.0,0.0,0.0,6.247388955886873,0.7694596849850567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005083881977274766,0.0,0.0,0.0,0.0,5.276460136530752,-24.631673860702296
20100308,0.0,0.0,0.0,0.0,0.0,5.816796485335451,0.21691469025207416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5253084958503392,0.0,0.0,0.0,0.0,4.605418632307569,-24.957323573514415
20100309,0.0,0.0,0.0,0.0,0.0,7.350961567378204,-1.9105344558689554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.747342270788063,0.0,0.0,0.0,0.0,2.4207379097811863,-27.71373177258494
20100310,0.0,0.0,0.0,0.0,0.0,9.018843971655683,-3.3836709491953094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5744970499081802,0.0,0.0,0.0,0.0,4.517123464681153,-28.240594041757376
20100311,0.0,0.0,0.0,0.0,0.0,9.144375651434949,-4.727829953449604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4276549335180129,0.0,0.0,0.0,0.0,6.724150099592386,-27.70894114081956
