,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20100104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100107,0.0,0.0,0.0,0.0,0.0,7.628224022215757,-77.20684514056201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.509683300745108,0.0,0.0,0.0,0.0,-182.422366784486,-117.22553532900544
20100108,0.0,0.0,0.0,0.0,0.0,1.2061982083124427,-51.40614499657591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.743126795788696,0.0,0.0,0.0,0.0,-116.3618910241276,-98.8801871414946
20100111,0.0,0.0,0.0,0.0,0.0,1.9214335966140288,-44.12389637188988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.505134313962452,0.0,0.0,0.0,0.0,-94.37352877388814,-95.50575545988616
20100112,0.0,0.0,0.0,0.0,0.0,5.297941630551626,-32.18133091904104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.681297070105355,0.0,0.0,0.0,0.0,-77.0639854430519,-92.25593311427268
20100113,0.0,0.0,0.0,0.0,0.0,7.114149075315119,-27.44511963705669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.29793191349233,0.0,0.0,0.0,0.0,-59.80558164871117,-92.48432850480162
20100114,0.0,0.0,0.0,0.0,0.0,9.337838354915144,-25.12609887820775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4052141325437,0.0,0.0,0.0,0.0,-45.87047902055144,-90.32301859143456
20100115,0.0,0.0,0.0,0.0,0.0,9.653562384777455,-21.20267725020311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.59214561073954,0.0,0.0,0.0,0.0,-33.46078162985702,-86.91729970008821
20100118,0.0,0.0,0.0,0.0,0.0,9.483476191215791,-19.15717694446407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.510432155231538,0.0,0.0,0.0,0.0,-26.74410543418345,-86.18858975817764
20100119,0.0,0.0,0.0,0.0,0.0,9.918732817741938,-15.550523955829686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.084744382693888,0.0,0.0,0.0,0.0,-19.79932022669067,-83.37463807702957
20100120,0.0,0.0,0.0,0.0,0.0,10.200724575548971,-12.747243139466535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55591323310625,0.0,0.0,0.0,0.0,-13.382136847809246,-82.28055625049471
20100121,0.0,0.0,0.0,0.0,0.0,9.694656519460668,-10.605025310642008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.547651002446967,0.0,0.0,0.0,0.0,-10.18834017264867,-83.03944314027693
20100122,0.0,0.0,0.0,0.0,0.0,10.39362784103475,-7.125966342715912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.452602302720646,0.0,0.0,0.0,0.0,-6.533686634373312,-81.3869102595837
20100125,0.0,0.0,0.0,0.0,0.0,11.461486871381164,-4.965547952809414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32277044403716,0.0,0.0,0.0,0.0,-4.572033567527118,-78.46025089546922
20100126,0.0,0.0,0.0,0.0,0.0,12.158947326562364,-3.690229449101396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.670304879027489,0.0,0.0,0.0,0.0,-2.5043838387473265,-77.30826965766614
20100127,0.0,0.0,0.0,0.0,0.0,11.910269396127182,-3.755493028761184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.167640743966622,0.0,0.0,0.0,0.0,-1.9134089675938029,-77.13407554384588
20100128,0.0,0.0,0.0,0.0,0.0,11.8952795373281,-4.799158680485443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.207032829379278,0.0,0.0,0.0,0.0,-2.4202968635573376,-77.64490161830638
20100129,0.0,0.0,0.0,0.0,0.0,13.032976134365796,-5.262305402844404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.730709363014641,0.0,0.0,0.0,0.0,-2.1941347355791407,-77.7814517644576
20100201,0.0,0.0,0.0,0.0,0.0,13.08951841913395,-5.392711331490754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.946661233795289,0.0,0.0,0.0,0.0,-0.939113925321753,-78.12114346034606
20100202,0.0,0.0,0.0,0.0,0.0,12.40395840168214,-5.438370688501415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07604244139479,0.0,0.0,0.0,0.0,0.0083391313134507,-79.06217114351458
20100203,0.0,0.0,0.0,0.0,0.0,12.152784523882213,-5.783952377128119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7309696456216237,0.0,0.0,0.0,0.0,0.055908449154987,-80.4129402574683
20100204,0.0,0.0,0.0,0.0,0.0,12.154150187217526,-5.134107373310695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.215933282448883,0.0,0.0,0.0,0.0,1.0406459012538651,-76.62577474586936
20100205,0.0,0.0,0.0,0.0,0.0,12.098919767439115,-4.813076250508058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4129038922797912,0.0,0.0,0.0,0.0,1.6937562695026565,-72.88486368131599
20100208,0.0,0.0,0.0,0.0,0.0,11.69191509090272,-3.957489568886685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3456269389675139,0.0,0.0,0.0,0.0,2.8340494992581067,-69.07841152219984
20100209,0.0,0.0,0.0,0.0,0.0,11.39610518562694,-3.176568501519201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.123029848970104,0.0,0.0,0.0,0.0,3.546454129537023,-65.1553149579344
20100210,0.0,0.0,0.0,0.0,0.0,11.52660355661473,-2.102325687632816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5876358289549382,0.0,0.0,0.0,0.0,4.750577390656593,-61.50797234616956
20100211,0.0,0.0,0.0,0.0,0.0,11.727019442431828,-0.9416546366425512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4405254367934708,0.0,0.0,0.0,0.0,5.9333798055775775,-58.7357831075841
20100212,0.0,0.0,0.0,0.0,0.0,12.03754214763464,0.0093571022692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0354193507208846,0.0,0.0,0.0,0.0,7.1683016090462095,-56.35475073373
20100222,0.0,0.0,0.0,0.0,0.0,12.384468262299947,0.967421270172582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4833779178598704,0.0,0.0,0.0,0.0,8.31739634177295,-53.650244944064845
20100223,0.0,0.0,0.0,0.0,0.0,12.255913599051071,1.5607669619435325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1372188954249733,0.0,0.0,0.0,0.0,9.123903973594144,-51.07209394672108
20100224,0.0,0.0,0.0,0.0,0.0,12.088221553411367,2.1872846283078133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4688078423605388,0.0,0.0,0.0,0.0,9.848513594639725,-48.62557255434078
20100225,0.0,0.0,0.0,0.0,0.0,11.99204159160037,2.5829573353679387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1044401037235525,0.0,0.0,0.0,0.0,10.578575726550604,-46.41220841964645
20100226,0.0,0.0,0.0,0.0,0.0,11.571298429306854,2.4898935150975112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2201338996086164,0.0,0.0,0.0,0.0,10.508360156015492,-44.829676136608
20100301,0.0,0.0,0.0,0.0,0.0,11.39836917337906,2.497209300323664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30875914572168,0.0,0.0,0.0,0.0,10.707662253789668,-43.5324793732326
20100302,0.0,0.0,0.0,0.0,0.0,11.18765915116568,2.411545115422704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0884982358064317,0.0,0.0,0.0,0.0,10.419641142922435,-42.54373805106439
20100303,0.0,0.0,0.0,0.0,0.0,10.93076063098436,1.85944538068766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4909930984091485,0.0,0.0,0.0,0.0,9.890929548537446,-42.449638470669605
20100304,0.0,0.0,0.0,0.0,0.0,10.672784763548222,1.3145135768015137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0086850968444357,0.0,0.0,0.0,0.0,9.014089525764229,-42.07974808955577
20100305,0.0,0.0,0.0,0.0,0.0,9.937178129888991,0.3705682193727719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.897415632396469,0.0,0.0,0.0,0.0,7.86770955926109,-42.63607479143016
20100308,0.0,0.0,0.0,0.0,0.0,12.558083251694264,-3.2638792261554386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9850883458757207,0.0,0.0,0.0,0.0,4.135490020308582,-47.34501025821239
20100309,0.0,0.0,0.0,0.0,0.0,15.40742559894625,-5.78052559340062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9814473541279629,0.0,0.0,0.0,0.0,7.716869692175471,-48.2450802936491
20100310,0.0,0.0,0.0,0.0,0.0,15.621878806318318,-8.076832073065749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.438947523460617,0.0,0.0,0.0,0.0,11.487264077437791,-47.33682613808247
20100311,0.0,0.0,0.0,0.0,0.0,17.440536165287217,-10.152325140764406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6135902801569104,0.0,0.0,0.0,0.0,16.054458091394654,-46.70126752510693
