level_0,ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,change1,change2,vol,amount,oi,oi_chg,mapping_ts_code,pre_main_close,roll_factor,adj_close,adj_open,adj_high,adj_low,adj_settle
471,IF.CFX,20161220,3299.0,3297.6,3300.0,3302.8,3251.8,3274.0,3262.6,-23.6,-35.0,9340.0,917338.692,28100.0,,IF1701.CFX,,1.343148330104182,4397.467632761091,4432.389489343801,4436.150304668093,4367.649739832779,4382.155741797904
472,IF.CFX,20161221,3274.0,3262.6,3283.0,3319.2,3281.6,3310.0,3304.6,47.4,42.0,9529.0,944193.87,28111.0,,IF1701.CFX,,1.343148330104182,4445.820972644842,4409.55596773203,4458.177937281801,4407.675560069883,4438.56797166228
473,IF.CFX,20161222,3310.0,3304.6,3307.0,3310.0,3285.2,3300.0,3300.8,-4.6,-3.8,7730.0,764850.594,28026.0,,IF1701.CFX,,1.343148330104182,4432.389489343801,4441.79152765453,4445.820972644842,4412.510894058259,4433.464008007884
474,IF.CFX,20161223,3300.0,3300.8,3300.8,3302.8,3261.8,3277.0,3271.2,-23.8,-29.6,8272.0,813771.978,28103.0,,IF1701.CFX,,1.343148330104182,4401.4970777514045,4433.464008007884,4436.150304668093,4381.081223133821,4393.7068174368
475,IF.CFX,20161226,3277.0,3271.2,3266.2,3298.6,3233.8,3289.6,3288.4,18.4,17.2,9606.0,940345.062,28626.0,,IF1701.CFX,,1.343148330104182,4418.420746710717,4386.991075786279,4430.509081681655,4343.473069890904,4416.808968714592
476,IF.CFX,20161227,3289.6,3288.4,3285.8,3305.8,3285.8,3290.4,3291.8,2.0,3.4,7206.0,712469.394,28093.0,,IF1701.CFX,,1.343148330104182,4419.4952653748005,4413.316783056322,4440.179749658405,4413.316783056322,4421.375673036947
477,IF.CFX,20161228,3290.4,3291.8,3289.0,3298.2,3267.2,3281.4,3277.4,-10.4,-14.4,7355.0,724166.004,28054.0,,IF1701.CFX,,1.343148330104182,4407.406930403863,4417.614857712654,4429.971822349613,4388.334224116383,4402.034337083446
478,IF.CFX,20161229,3281.4,3277.4,3277.0,3303.0,3268.6,3283.0,3289.6,5.6,12.2,8831.0,870265.944,27964.0,,IF1701.CFX,,1.343148330104182,4409.55596773203,4401.4970777514045,4436.418934334113,4390.214631778529,4418.420746710717
479,IF.CFX,20161230,3283.0,3289.6,3289.2,3307.4,3282.0,3285.0,3292.0,-4.6,2.4,8283.0,818615.886,27570.0,,IF1701.CFX,,1.343148330104182,4412.242264392238,4417.883487378675,4442.328786986572,4408.212819401925,4421.644302702967
480,IF.CFX,20170103,3285.0,3292.0,3290.0,3346.0,3290.0,3326.0,3327.0,34.0,35.0,9339.0,931823.028,27863.0,,IF1701.CFX,,1.343148330104182,4467.31134592651,4418.958006042759,4494.174312528593,4418.958006042759,4468.654494256613
481,IF.CFX,20170104,3326.0,3327.0,3320.6,3363.0,3320.6,3358.4,3357.2,31.4,30.2,9213.0,923999.91,27247.0,,IF1701.CFX,,1.343148330104182,4510.829351821885,4460.058344943946,4517.007834140364,4460.058344943946,4509.217573825759
482,IF.CFX,20170105,3358.4,3357.2,3359.8,3365.8,3346.4,3350.8,3352.8,-6.4,-4.4,7689.0,773807.664,27281.0,,IF1701.CFX,,1.343148330104182,4500.621424513093,4512.709759484031,4520.768649464656,4494.711571860635,4503.307721173302
483,IF.CFX,20170106,3350.8,3352.8,3353.2,3358.8,3335.0,3336.4,3338.6,-16.4,-14.2,7331.0,735533.082,27071.0,,IF1701.CFX,,1.343148330104182,4481.2800885595925,4503.844980505342,4511.366611153927,4479.399680897447,4484.235014885822
484,IF.CFX,20170109,3336.4,3338.6,3335.0,3360.8,3335.0,3352.0,3352.4,13.4,13.8,7780.0,781816.032,27021.0,,IF1701.CFX,,1.343148330104182,4502.233202509218,4479.399680897447,4514.052907814135,4479.399680897447,4502.77046184126
485,IF.CFX,20170110,3352.0,3352.4,3350.0,3359.8,3341.4,3343.6,3349.6,-8.8,-2.8,7408.0,744664.332,26497.0,,IF1701.CFX,,1.343148330104182,4490.950756536343,4499.54690584901,4512.709759484031,4487.995830210114,4499.009646516968
486,IF.CFX,20170111,3343.6,3349.6,3345.4,3360.0,3320.2,3323.0,3328.6,-26.6,-21.0,9173.0,918878.784,26052.0,,IF1701.CFX,,1.343148330104182,4463.2819009361965,4493.368423530531,4512.978389150052,4459.521085611905,4470.80353158478
487,IF.CFX,20170112,3323.0,3328.6,3323.4,3335.2,3297.4,3300.0,3310.0,-28.6,-18.6,8714.0,868053.42,24971.0,,IF1701.CFX,,1.343148330104182,4432.389489343801,4463.819160268238,4479.6683105634675,4428.89730368553,4445.820972644842
488,IF.CFX,20170113,3300.0,3310.0,3309.0,3334.6,3302.6,3309.2,3313.0,-0.8,3.0,9409.0,935853.756,24173.0,,IF1701.CFX,,1.343148330104182,4444.746453980759,4444.477824314738,4478.862421565405,4435.8816750020715,4449.850417635155
489,IF.CFX,20170116,3309.2,3313.0,3309.0,3313.6,3191.4,3301.2,3291.4,-11.8,-21.6,12079.0,1193223.24,20980.0,,IF1701.CFX,,1.343148330104182,4434.001267339925,4444.477824314738,4450.656306633217,4286.523580694487,4420.838413704905
490,IF.CFX,20170117,3301.2,3291.4,3308.6,3326.0,3291.4,3315.4,3318.2,24.0,26.8,10767.0,1069107.846,16255.0,,IF1701.CFX,,1.343148330104182,4453.073973627405,4443.940564982697,4467.31134592651,4420.838413704905,4456.834788951696
491,IF.CFX,20170118,3315.4,3318.2,3315.2,3358.2,3310.2,3345.0,3343.0,26.8,24.8,9632.0,964331.538,11646.0,,IF1701.CFX,,1.343148330104182,4492.831164198489,4452.805343961384,4510.560722155864,4446.089602310863,4490.144867538281
492,IF.CFX,20170119,3345.0,3324.0,3322.0,3337.0,3313.6,3322.2,3322.0,-1.8,-2.0,8718.0,869615.13,19719.0,,IF1702.CFX,3326.0,1.3446846505106584,4467.31134592651,4467.042408996407,4487.212678754067,4455.747057932118,4467.042408996407
493,IF.CFX,20170120,3322.2,3322.0,3320.2,3356.6,3320.2,3353.0,3349.4,31.0,27.4,9525.0,955251.762,22190.0,,IF1702.CFX,,1.3446846505106584,4508.727633162238,4464.621976625488,4513.568497904076,4464.621976625488,4503.8867684204
494,IF.CFX,20170123,3353.0,3349.4,3355.2,3379.2,3347.8,3352.0,3352.0,2.6,2.6,7862.0,792700.716,22485.0,,IF1702.CFX,,1.3446846505106584,4507.382948511727,4511.685939393361,4543.958371005617,4501.735272979583,4507.382948511727
495,IF.CFX,20170124,3352.0,3352.0,3358.0,3364.4,3342.6,3353.4,3351.6,1.4,-0.4,6796.0,683180.184,21848.0,,IF1702.CFX,,1.3446846505106584,4509.265507022442,4515.451056414791,4524.057038178059,4494.742912796927,4506.845074651523
496,IF.CFX,20170125,3353.4,3351.6,3346.0,3370.0,3336.0,3369.2,3363.8,17.6,12.2,6715.0,676193.256,21779.0,,IF1702.CFX,,1.3446846505106584,4530.51152450051,4499.314840608663,4531.587272220919,4485.867994103556,4523.2502273877535
497,IF.CFX,20170126,3369.2,3363.8,3370.4,3394.8,3370.0,3377.6,3380.4,13.8,16.6,6096.0,618517.194,21579.0,,IF1702.CFX,,1.3446846505106584,4541.8068755648,4532.125146081124,4564.935451553583,4531.587272220919,4545.5719925862295
498,IF.CFX,20170203,3377.6,3380.4,3387.0,3387.6,3342.6,3357.0,3353.2,-23.4,-27.2,6655.0,670469.85,21929.0,,IF1702.CFX,,1.3446846505106584,4514.10637176428,4554.4469112796005,4555.253722069906,4494.742912796927,4508.996570092339
499,IF.CFX,20170206,3357.0,3353.2,3358.0,3368.6,3343.0,3354.0,3351.6,0.8,-1.6,7671.0,772555.074,21477.0,,IF1702.CFX,,1.3446846505106584,4510.072317812748,4515.451056414791,4529.704713710204,4495.280786657131,4506.845074651523
500,IF.CFX,20170207,3354.0,3351.6,3354.6,3360.6,3331.2,3349.0,3344.0,-2.6,-7.6,7257.0,728794.866,21105.0,,IF1702.CFX,,1.3446846505106584,4503.348894560195,4510.879128603055,4518.947236506118,4479.413507781105,4496.625471307641
501,IF.CFX,20170208,3349.0,3344.0,3344.8,3373.8,3328.8,3369.4,3364.8,25.4,20.8,8905.0,895047.258,20500.0,,IF1702.CFX,,1.3446846505106584,4530.780461430612,4497.70121902805,4536.697073892859,4476.18626461988,4524.594912038264
502,IF.CFX,20170209,3369.4,3364.8,3367.0,3400.8,3366.6,3380.6,3381.2,15.8,16.4,8169.0,829521.078,19503.0,,IF1702.CFX,,1.3446846505106584,4545.840929516332,4527.553218269387,4573.003559456647,4527.015344409183,4546.647740306638
503,IF.CFX,20170210,3380.6,3381.2,3386.4,3410.2,3382.6,3402.0,3398.4,20.8,17.2,8802.0,896448.99,18387.0,,IF1702.CFX,,1.3446846505106584,4574.61718103726,4553.640100489294,4585.6435951714475,4548.5302988173535,4569.776316295422
504,IF.CFX,20170213,3402.0,3398.4,3409.4,3426.2,3404.4,3419.0,3418.2,20.6,19.8,8678.0,889213.254,15562.0,,IF1702.CFX,,1.3446846505106584,4597.476820095942,4584.567847451039,4607.158549579618,4577.844424198485,4596.401072375533
505,IF.CFX,20170214,3419.0,3401.2,3404.2,3408.6,3395.6,3402.6,3401.8,1.4,0.6,4154.0,423844.362,21528.0,,IF1703.CFX,3419.4,1.3513238975948232,4598.0146939561455,4600.176812192297,4606.122637341714,4588.555426672981,4596.933634838069
506,IF.CFX,20170215,3402.6,3401.8,3402.6,3418.8,3384.6,3390.0,3397.8,-11.8,-4.0,7258.0,741517.998,25124.0,,IF1703.CFX,,1.3513238975948232,4580.988012846451,4598.0146939561455,4619.906141097182,4573.690863799438,4591.52833924769
507,IF.CFX,20170216,3390.0,3397.8,3393.0,3412.4,3392.8,3411.8,3405.8,14.0,8.0,7909.0,807450.642,28570.0,,IF1703.CFX,,1.3513238975948232,4610.446873814018,4585.041984539235,4611.257668152575,4584.771719759717,4602.338930428449
508,IF.CFX,20170217,3411.8,3405.8,3420.0,3439.6,3391.0,3392.4,3398.4,-13.4,-7.4,11628.0,1190975.934,32160.0,,IF1703.CFX,,1.3513238975948232,4584.231190200679,4621.527729774295,4648.013678167154,4582.339336744046,4592.339133586247
509,IF.CFX,20170220,3392.4,3398.4,3401.0,3464.4,3400.2,3462.6,3451.8,64.2,53.4,16250.0,1674208.962,37926.0,,IF1703.CFX,,1.3513238975948232,4679.094127811834,4595.852575719994,4681.526510827505,4594.771516601918,4664.499829717811
510,IF.CFX,20170221,3462.6,3451.8,3459.8,3475.8,3455.6,3459.2,3459.8,7.4,8.0,15502.0,1610658.45,37873.0,,IF1703.CFX,,1.3513238975948232,4674.499626560012,4675.31042089857,4696.931603260086,4669.634860528671,4675.31042089857
511,IF.CFX,20170222,3459.2,3459.8,3461.8,3469.6,3453.0,3467.0,3463.4,7.2,3.6,13003.0,1350118.494,37941.0,,IF1703.CFX,,1.3513238975948232,4685.039952961252,4678.013068693759,4688.553395094998,4666.121418394924,4680.1751869299105
512,IF.CFX,20170223,3467.0,3463.4,3463.4,3468.8,3441.0,3453.6,3447.8,-9.8,-15.6,14452.0,1497800.22,37780.0,,IF1703.CFX,,1.3513238975948232,4666.932212733481,4680.1751869299105,4687.472335976923,4649.905531623786,4659.094534127432
513,IF.CFX,20170224,3453.6,3447.8,3450.0,3455.8,3438.2,3453.0,3450.6,5.2,2.8,12742.0,1317745.638,37553.0,,IF1703.CFX,,1.3513238975948232,4666.121418394924,4662.06744670214,4669.90512530819,4646.121824710521,4662.878241040697
514,IF.CFX,20170227,3453.0,3450.6,3450.0,3453.2,3418.2,3426.6,3426.4,-24.0,-24.2,13212.0,1362635.856,37542.0,,IF1703.CFX,,1.3513238975948232,4630.446467498421,4662.06744670214,4666.391683174443,4619.095346758624,4630.1762027189025
515,IF.CFX,20170228,3426.6,3426.4,3431.6,3445.6,3421.0,3429.4,3427.8,3.0,1.4,13489.0,1388761.632,37328.0,,IF1703.CFX,,1.3513238975948232,4634.230174411687,4637.203086986395,4656.121621552723,4622.87905367189,4632.068056175535
516,IF.CFX,20170301,3429.4,3427.8,3430.0,3461.6,3427.8,3435.2,3438.6,7.4,10.8,15034.0,1553171.916,37779.0,,IF1703.CFX,,1.3513238975948232,4642.0678530177365,4635.040968750243,4677.74280391424,4632.068056175535,4646.662354269559
517,IF.CFX,20170302,3435.2,3438.6,3444.4,3449.8,3412.0,3418.0,3420.6,-20.6,-18.0,14706.0,1513807.182,37329.0,,IF1703.CFX,,1.3513238975948232,4618.825081979106,4654.500032875609,4661.797181922621,4610.717138593537,4622.338524112852
518,IF.CFX,20170303,3418.0,3420.6,3413.0,3415.0,3391.0,3405.0,3404.8,-15.6,-15.8,14394.0,1469784.54,37064.0,,IF1703.CFX,,1.3513238975948232,4601.257871310373,4612.068462491132,4614.771110286321,4582.339336744046,4600.9876065308545
519,IF.CFX,20170306,3405.0,3404.8,3405.2,3431.0,3402.8,3422.0,3421.4,17.2,16.6,14571.0,1494998.082,36103.0,,IF1703.CFX,,1.3513238975948232,4624.2303775694845,4601.528136089892,4636.392292647838,4598.284958735665,4623.419583230928
520,IF.CFX,20170307,3422.0,3421.4,3422.6,3432.6,3417.4,3432.6,3428.4,11.2,7.0,11863.0,1218677.94,34150.0,,IF1703.CFX,,1.3513238975948232,4638.55441088399,4625.041171908042,4638.55441088399,4618.014287640549,4632.878850514092
521,IF.CFX,20170308,3432.6,3428.4,3430.0,3436.4,3421.4,3430.4,3428.6,2.0,0.2,11551.0,1188030.33,33256.0,,IF1703.CFX,,1.3513238975948232,4635.581498309281,4635.040968750243,4643.689441694851,4623.419583230928,4633.1491152936105
522,IF.CFX,20170309,3430.4,3428.6,3424.6,3425.6,3389.2,3403.8,3403.8,-24.8,-24.8,15795.0,1613806.41,31918.0,,IF1703.CFX,,1.3513238975948232,4599.63628263326,4627.743819703232,4629.095143600826,4579.906953728375,4599.63628263326
523,IF.CFX,20170310,3403.8,3403.8,3403.0,3416.8,3402.0,3406.6,3409.2,2.8,5.4,12514.0,1280342.082,28809.0,,IF1703.CFX,,1.3513238975948232,4603.419989546524,4598.555223515184,4617.203493301992,4597.203899617589,4606.933431680271
524,IF.CFX,20170313,3406.6,3409.2,3407.4,3454.0,3395.6,3452.8,3449.0,43.6,39.8,16304.0,1677616.68,25685.0,,IF1703.CFX,,1.3513238975948232,4665.851153615406,4604.501048664601,4667.472742292519,4588.555426672981,4660.716122804545
525,IF.CFX,20170314,3452.8,3449.0,3452.6,3454.8,3440.6,3446.0,3444.6,-3.0,-4.4,11545.0,1194368.394,21471.0,,IF1703.CFX,,1.3513238975948232,4656.662151111761,4665.580888835886,4668.553801410595,4649.365002064748,4654.770297655128
526,IF.CFX,20170315,3446.0,3444.6,3440.0,3458.6,3438.2,3451.4,3451.4,6.8,6.8,13454.0,1392184.98,15482.0,,IF1703.CFX,,1.3513238975948232,4663.959300158773,4648.554207726192,4673.688832221455,4646.121824710521,4663.959300158773
527,IF.CFX,20170316,3451.4,3424.8,3434.0,3473.0,3434.0,3456.8,3453.6,32.0,28.8,13703.0,1420801.788,28885.0,,IF1704.CFX,3481.4,1.3609404701129997,4704.499017086618,4673.469574368041,4726.546252702448,4673.469574368041,4700.144007582256
528,IF.CFX,20170317,3456.8,3453.6,3461.0,3467.0,3396.2,3407.2,3421.8,-46.4,-31.8,16559.0,1709386.77,32737.0,,IF1704.CFX,,1.3609404701129997,4636.996369769012,4710.214967061092,4718.3806098817695,4622.026024597769,4656.866100632663
529,IF.CFX,20170320,3407.2,3421.8,3423.2,3426.6,3405.8,3417.6,3415.2,-4.2,-6.6,13051.0,1337122.338,33285.0,,IF1704.CFX,,1.3609404701129997,4651.150150658187,4658.77141729082,4663.3986148892045,4635.091053110855,4647.883893529916
530,IF.CFX,20170321,3417.6,3415.2,3415.6,3435.6,3409.0,3435.0,3427.2,19.8,12.0,14060.0,1444205.184,34603.0,,IF1704.CFX,,1.3609404701129997,4674.830514838154,4648.4282697179615,4675.647079120222,4639.446062615216,4664.215179171272
531,IF.CFX,20170322,3435.0,3427.2,3415.0,3433.6,3399.0,3421.4,3420.0,-5.8,-7.2,15137.0,1551886.95,34814.0,,IF1704.CFX,,1.3609404701129997,4656.321724444617,4647.611705435894,4672.925198179995,4625.836657914086,4654.416407786459
532,IF.CFX,20170323,3421.4,3420.0,3425.8,3450.0,3409.0,3433.8,3429.6,13.8,9.6,17346.0,1786365.228,35794.0,,IF1704.CFX,,1.3609404701129997,4673.197386274019,4662.309862513114,4695.2446218898485,4639.446062615216,4667.481436299544
533,IF.CFX,20170324,3433.8,3429.6,3438.4,3494.4,3438.0,3483.4,3477.0,53.8,47.4,17054.0,1769861.052,35795.0,,IF1704.CFX,,1.3609404701129997,4740.700033591624,4679.457712436538,4755.670378762866,4678.913336248493,4731.9900145829
534,IF.CFX,20170327,3483.4,3477.0,3479.2,3489.6,3460.4,3461.0,3464.8,-16.0,-12.2,14595.0,1521627.762,35006.0,,IF1704.CFX,,1.3609404701129997,4710.214967061092,4734.984083617148,4749.137864506323,4709.398402779024,4715.386540847521
535,IF.CFX,20170328,3461.0,3464.8,3472.0,3472.8,3450.0,3458.0,3458.2,-6.8,-6.6,13020.0,1352010.63,35060.0,,IF1704.CFX,,1.3609404701129997,4706.132145650753,4725.185312232335,4726.274064608426,4695.2446218898485,4706.404333744776
536,IF.CFX,20170329,3458.0,3458.2,3463.2,3471.8,3439.6,3456.6,3459.0,-1.6,0.8,15005.0,1556643.096,35399.0,,IF1704.CFX,,1.3609404701129997,4704.226828992594,4713.20903609534,4724.913124138313,4681.090841000673,4707.493086120866
537,IF.CFX,20170330,3456.6,3459.0,3451.2,3461.8,3422.2,3431.6,3430.8,-27.4,-28.2,18073.0,1864779.672,34416.0,,IF1704.CFX,,1.3609404701129997,4670.20331723977,4696.877750453984,4711.303719437183,4657.410476820707,4669.114564863679
538,IF.CFX,20170331,3431.6,3430.8,3431.0,3452.8,3429.2,3450.4,3446.4,19.6,15.6,13610.0,1404954.972,32783.0,,IF1704.CFX,,1.3609404701129997,4695.788998077895,4669.386752957702,4699.055255206165,4666.937060111498,4690.345236197442
539,IF.CFX,20170405,3450.4,3446.4,3485.0,3511.2,3471.8,3507.2,3505.2,60.8,58.8,16966.0,1779560.424,32358.0,,IF1704.CFX,,1.3609404701129997,4773.090416780312,4742.877538343804,4778.534178660764,4724.913124138313,4770.368535840086
540,IF.CFX,20170406,3507.2,3505.2,3508.0,3509.0,3487.0,3504.0,3503.4,-1.2,-1.8,13606.0,1428368.982,31699.0,,IF1704.CFX,,1.3609404701129997,4768.735407275951,4774.179169156403,4775.540109626516,4745.59941928403,4767.918842993883
541,IF.CFX,20170407,3504.0,3503.4,3501.8,3520.8,3494.2,3510.6,3510.8,7.2,7.4,13559.0,1426197.612,31488.0,,IF1704.CFX,,1.3609404701129997,4777.717614378696,4765.741338241703,4791.599207173849,4755.398190668843,4777.98980247272
542,IF.CFX,20170410,3510.6,3510.8,3513.0,3513.8,3500.8,3501.6,3503.0,-9.2,-7.8,10484.0,1102931.598,30311.0,,IF1704.CFX,,1.3609404701129997,4765.469150147679,4780.983871506968,4782.072623883058,4764.38039777159,4767.374466805838
543,IF.CFX,20170411,3501.6,3503.0,3550.0,3550.0,3460.2,3505.0,3499.0,2.0,-4.0,16548.0,1734446.598,31071.0,,IF1704.CFX,,1.3609404701129997,4770.096347746064,4831.338668901149,4831.338668901149,4709.126214685001,4761.930704925386
544,IF.CFX,20170412,3505.0,3499.0,3502.0,3512.4,3486.2,3496.0,3497.8,-3.0,-1.2,14280.0,1500180.132,29036.0,,IF1704.CFX,,1.3609404701129997,4757.847883515047,4766.013526335725,4780.1673072249005,4744.51066690794,4760.29757636125
545,IF.CFX,20170413,3496.0,3497.8,3495.6,3519.0,3491.4,3508.6,3509.6,10.8,11.8,12549.0,1320544.986,28054.0,,IF1704.CFX,,1.3609404701129997,4774.995733438471,4757.303507327001,4789.149514327646,4751.587557352527,4776.356673908584
546,IF.CFX,20170414,3508.6,3509.6,3507.6,3511.8,3472.8,3477.0,3478.8,-32.6,-30.8,14666.0,1534672.146,27310.0,,IF1704.CFX,,1.3609404701129997,4731.9900145829,4773.634792968358,4779.350742942833,4726.274064608426,4734.439707429104
547,IF.CFX,20170417,3477.0,3478.8,3471.0,3479.6,3455.2,3472.4,3468.8,-6.4,-10.0,15781.0,1642212.36,23751.0,,IF1704.CFX,,1.3609404701129997,4725.729688420381,4723.824371762222,4735.528459805194,4702.321512334436,4720.8303027279735
548,IF.CFX,20170418,3472.4,3468.8,3470.2,3485.8,3461.4,3462.6,3471.0,-6.2,2.2,13572.0,1415018.25,19123.0,,IF1704.CFX,,1.3609404701129997,4712.392471813273,4722.7356193861315,4743.9662907198945,4710.759343249138,4723.824371762222
549,IF.CFX,20170419,3462.6,3471.0,3459.2,3461.4,3426.0,3440.0,3442.2,-31.0,-28.8,15082.0,1558008.024,13597.0,,IF1704.CFX,,1.3609404701129997,4681.635217188719,4707.765274214888,4710.759343249138,4662.582050607137,4684.6292862229675
550,IF.CFX,20170420,3440.0,3424.0,3425.0,3449.0,3422.0,3441.6,3439.4,17.6,15.4,12756.0,1315171.212,23419.0,,IF1705.CFX,3458.6,1.3676629212961475,4706.948709932822,4684.245505439305,4717.0694155504125,4680.142516675417,4703.93985150597
551,IF.CFX,20170421,3441.6,3439.4,3445.0,3456.0,3432.4,3441.2,3438.6,1.8,-0.8,14686.0,1517654.142,26774.0,,IF1705.CFX,,1.3676629212961475,4706.401644764303,4711.598763865229,4726.643055999486,4694.366211056897,4702.845721168933
552,IF.CFX,20170424,3441.2,3438.6,3439.0,3441.8,3398.2,3408.2,3411.8,-30.4,-26.8,16700.0,1709450.814,27859.0,,IF1705.CFX,,1.3676629212961475,4661.2687683615295,4703.392786337451,4707.222242517081,4647.592139148568,4666.192354878196
553,IF.CFX,20170425,3408.2,3411.8,3413.0,3434.0,3412.4,3422.6,3423.8,10.8,12.0,13559.0,1392633.696,26365.0,,IF1705.CFX,,1.3676629212961475,4680.963114428195,4667.833550383752,4696.55447173097,4667.012952630974,4682.60430993375
554,IF.CFX,20170426,3422.6,3423.8,3427.2,3448.8,3425.4,3427.8,3433.4,4.0,9.6,14130.0,1457099.31,26765.0,,IF1705.CFX,,1.3676629212961475,4688.074961618935,4687.254363866156,4716.795882966154,4684.792570607824,4695.733873978193
555,IF.CFX,20170427,3427.8,3433.4,3421.6,3435.2,3391.0,3426.8,3428.2,-6.6,-5.2,16466.0,1685993.85,27298.0,,IF1705.CFX,,1.3676629212961475,4686.707298697638,4679.595451506898,4698.195667236526,4637.744966115236,4688.622026787452
556,IF.CFX,20170428,3426.8,3428.2,3426.0,3430.8,3404.2,3420.4,3417.8,-7.8,-10.4,12840.0,1316732.034,26609.0,,IF1705.CFX,,1.3676629212961475,4677.954256001343,4685.613168360602,4692.177950382823,4655.798116676345,4674.398332405974
557,IF.CFX,20170502,3420.4,3417.8,3413.8,3422.0,3404.0,3407.4,3407.6,-10.4,-10.2,10671.0,1092087.15,26510.0,,IF1705.CFX,,1.3676629212961475,4660.174638024493,4668.927680720789,4680.142516675417,4655.524584092086,4660.448170608752
558,IF.CFX,20170503,3407.4,3407.6,3410.0,3419.6,3390.4,3396.8,3396.2,-10.8,-11.4,12320.0,1258093.446,26960.0,,IF1705.CFX,,1.3676629212961475,4645.677411058754,4663.730561619863,4676.860125664306,4636.924368362459,4644.856813305976
559,IF.CFX,20170504,3396.8,3396.2,3391.2,3412.8,3382.0,3383.4,3390.0,-12.8,-6.2,13859.0,1411029.258,26653.0,,IF1705.CFX,,1.3676629212961475,4627.3507279133855,4638.0184986994955,4667.560017799493,4625.435999823571,4636.37730319394
560,IF.CFX,20170505,3383.4,3390.0,3379.8,3384.8,3351.2,3360.4,3362.8,-29.6,-27.2,14100.0,1424794.53,26821.0,,IF1705.CFX,,1.3676629212961475,4595.894480723574,4622.42714139672,4629.265456003201,4583.311981847649,4599.176871734685
561,IF.CFX,20170508,3360.4,3362.8,3361.0,3368.0,3331.2,3339.4,3348.8,-23.4,-14.0,14202.0,1427931.294,26135.0,,IF1705.CFX,,1.3676629212961475,4567.173559376355,4596.715078476352,4606.288718925425,4555.958723421726,4580.029590836539
562,IF.CFX,20170509,3339.4,3348.8,3335.0,3351.8,3326.0,3342.2,3343.0,-6.6,-5.8,14041.0,1406583.606,25514.0,,IF1705.CFX,,1.3676629212961475,4571.003015555984,4561.155842522652,4584.132579600428,4548.846876230987,4572.097145893021
563,IF.CFX,20170510,3342.2,3343.0,3346.8,3354.6,3323.2,3323.8,3334.4,-19.2,-8.6,13822.0,1387144.944,24886.0,,IF1705.CFX,,1.3676629212961475,4545.838017804135,4577.294264993947,4587.962035780057,4545.0174200513575,4560.335244769874
564,IF.CFX,20170511,3323.8,3334.4,3320.0,3352.6,3310.0,3341.4,3340.6,7.0,6.2,15477.0,1545789.78,24629.0,,IF1705.CFX,,1.3676629212961475,4569.908885218947,4540.64089870321,4585.226709937464,4526.964269490249,4568.814754881911
565,IF.CFX,20170512,3341.4,3340.6,3341.6,3370.6,3338.4,3367.2,3364.6,26.6,24.0,14561.0,1466382.954,22196.0,,IF1705.CFX,,1.3676629212961475,4605.194588588388,4570.182417803207,4609.844642520795,4565.805896455059,4601.638664993018
566,IF.CFX,20170515,3367.2,3364.6,3376.6,3399.0,3376.6,3386.6,3387.2,22.0,22.6,12135.0,1233848.142,19631.0,,IF1705.CFX,,1.3676629212961475,4631.727249261533,4618.050620048572,4648.686269485605,4618.050620048572,4632.547847014311
567,IF.CFX,20170516,3386.6,3387.2,3383.0,3431.2,3370.0,3431.0,3417.4,43.8,30.2,14494.0,1475200.488,16036.0,,IF1705.CFX,,1.3676629212961475,4692.4514829670825,4626.803662744867,4692.725015551341,4609.024044768017,4673.8512672374545
568,IF.CFX,20170517,3431.0,3397.0,3410.0,3411.4,3390.4,3391.0,3393.0,-6.0,-4.0,9158.0,933700.134,25605.0,,IF1706.CFX,3411.0,1.375729349614025,4665.098224541159,4691.237082183826,4693.163103273285,4664.27278693139,4667.849683240387
569,IF.CFX,20170518,3391.0,3393.0,3377.0,3395.0,3370.0,3374.8,3375.8,-18.2,-17.2,12386.0,1256492.958,31248.0,,IF1706.CFX,,1.375729349614025,4642.811409077412,4645.838013646563,4670.601141939615,4636.207908199264,4644.187138427026
570,IF.CFX,20170519,3374.8,3375.8,3381.2,3388.4,3373.6,3381.8,3379.4,6.0,3.6,12395.0,1257191.628,32944.0,,IF1706.CFX,,1.375729349614025,4652.44151452471,4651.616076914941,4661.521328232163,4641.160533857875,4649.139764085637
571,IF.CFX,20170522,3381.8,3379.4,3380.0,3405.6,3371.2,3382.2,3379.2,2.8,-0.2,15003.0,1524299.154,34204.0,,IF1706.CFX,,1.375729349614025,4652.991806264556,4649.965201695405,4685.183873045524,4637.858783418801,4648.864618215714
572,IF.CFX,20170523,3382.2,3379.2,3384.2,3421.6,3379.2,3402.0,3397.4,22.8,18.2,17974.0,1832758.542,33506.0,,IF1706.CFX,,1.375729349614025,4680.231247386913,4655.743264963783,4707.195542639348,4648.864618215714,4673.902892378689
573,IF.CFX,20170524,3402.0,3397.4,3399.2,3407.6,3374.0,3402.0,3399.6,4.6,2.2,16750.0,1703292.84,32595.0,,IF1706.CFX,,1.375729349614025,4680.231247386913,4676.379205207993,4687.935331744751,4641.710825597721,4676.92949694784
574,IF.CFX,20170525,3402.0,3399.6,3402.4,3493.6,3400.6,3486.0,3479.2,86.4,79.6,19227.0,1986519.096,32817.0,,IF1706.CFX,,1.375729349614025,4795.792512754491,4680.781539126759,4806.248055811558,4678.305226297453,4786.437553177116
