trade_date,A.DCE,AP.ZCE,B.DCE,C.DCE,CF.ZCE,CS.DCE,JD.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RM.ZCE,SR.ZCE,UR.ZCE,Y.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-132.97778538176172,-192.7103967056771,28.150700976808018,31.993406413096444,-11.206178649245766,68.04000424724848,-2.9117553651221137,0.0,237.82101533775509,-15.527905767210376,-14.568551010204795,78.64298925799457,1.320808729783582,0.0,-16.127968897766316
20180104,-129.68150833123573,-230.7173076281845,34.542893865298446,23.683986178267652,-18.61543684250826,39.14446730557307,-3.5743534030249364,0.0,173.41985575700622,-17.40351415763675,-17.011830339053414,64.20184358210857,-1.6581673861282624,0.0,-18.95299622940336
20180105,-114.75454354449455,-260.26565977787425,38.79030809001733,20.116719851057557,-15.75115231438388,29.96279984994834,-6.948497561440758,0.0,161.77400638469877,-19.00815923052813,-18.43815914822347,55.2778190706839,-2.62510312631858,0.0,-20.198526624208064
20180108,-112.6743544013455,-255.43103736437834,35.91726084032767,14.164614833545254,-14.790095173014477,21.886242428117445,-8.79081661254554,0.0,135.42097815594587,-18.574258474512682,-18.305972950103524,44.134008466770844,-3.1858121884874517,0.0,-19.72837604786349
20180109,-97.81930275676145,-198.09742906471487,29.63950128864238,10.756232325807382,-13.699537420397276,17.338343521119388,-9.062006674502506,0.0,117.09335980653526,-17.893839972210422,-18.092507481858153,37.86516725797413,-3.6589348669886204,0.0,-19.455884167306245
20180110,-87.48250689560675,-162.45935031360477,20.215842790052854,7.878326091857676,-14.952543195698777,14.551031039362831,-9.429415999420558,0.0,107.2749323210251,-17.72020782831919,-17.941264322275313,34.00954610629031,-3.9802165626662314,0.0,-19.70799385784618
20180111,-75.38639785858891,-137.75653505511195,14.902614693670573,6.002601972997665,-12.945508947445585,12.28940547177465,-9.848935120335172,0.0,95.80122596441909,-17.747857222765173,-18.142255132863372,29.931183519746227,-4.293572732198081,0.0,-20.16005303175549
20180112,-66.56576702838953,-119.91149846974527,10.306429911827683,6.288279654732054,-5.019575214662239,11.996063714118419,-11.218927273782388,0.0,83.83114797439345,-17.15039939096336,-17.73201333288366,26.57467851370398,-4.600498509761997,0.0,-20.226219231250784
20180115,-59.08002750371383,-107.3139872613149,6.448623463686042,6.590237328137456,-2.426109344321155,11.875052488730113,-12.434735581764082,0.0,76.3099032205572,-16.844707750338912,-17.639549419950352,26.76462836525408,-6.944571993634273,0.0,-20.54158137902984
20180116,-51.76631985345153,-98.28929593641233,3.188699071743211,9.835070881663105,-0.43778078087480077,13.56122221364627,-13.846711645518965,0.0,68.75745177741975,-16.95155571202388,-18.06591744223958,25.666255676175187,-6.566914588986948,0.0,-20.990257559070635
20180117,-47.013416750514274,-91.83422342196278,0.6362398948841639,11.816133409963903,0.2513901598393547,13.863192463581264,-15.081933795695512,0.0,63.5838984699478,-17.185109193476272,-18.424438374410585,24.8837561400569,-10.004775654444535,0.0,-21.498525047300262
20180118,-43.3742024151968,-86.95564673372616,-1.4185608241456062,12.72238583072062,3.062985548617974,14.231732549084063,-16.98644484439097,0.0,59.91669622961349,-17.519977196407908,-18.77730284339525,24.45292870035613,-14.612781405817246,0.0,-22.092091460338022
20180119,-39.81248644187364,-83.55635368932514,-2.497700352116308,12.702422797439606,3.5734167798073733,13.95836916447332,-18.641427737393176,0.0,57.68336349765121,-18.609000204081667,-19.52239392041334,24.67006138012778,-19.527304523614703,0.0,-22.54028783368609
20180122,-37.165936023239375,-79.87003074613773,-3.0550158758863475,12.77289560215668,5.080863998498668,13.82843976360532,-20.137239054905372,0.0,51.894902705644746,-19.326274823139514,-19.910426185354275,21.697722793064997,-24.57750788616393,0.0,-22.124882887820867
20180123,-35.17684682143904,-77.17148405038725,-1.1149380309506614,11.524742616217608,5.573743050873074,13.266306937936553,-21.500023579130946,0.0,47.45199878965557,-20.036975777903727,-20.351958632317217,19.389131287669464,-28.909263243062775,0.0,-21.923379662738796
20180124,-33.44090648108319,-75.4173361602976,0.483503676016296,10.548829934211083,5.564822518726163,12.870269121273116,-21.78059766097311,0.0,41.74887594680079,-20.362988635916743,-20.791200820075634,16.51579438657245,-30.485809305779085,0.0,-21.880323253187765
20180125,-31.923404921363,-74.38453698420382,1.8110942037274838,9.800583680468392,5.589360468175187,12.615906140258085,-22.049342895812725,0.0,38.09356480429075,-20.74272375744706,-21.07791876431984,15.217885151718637,-31.904505653617203,0.0,-21.966231434613107
20180126,-30.833161036520778,-73.40583317009157,3.4973358717090863,9.92550416586036,6.418418431958124,12.464663774814992,-23.12986978600445,0.0,35.197149076903564,-20.527239175665756,-21.192716475497992,14.158318617500068,-32.35456522989746,0.0,-21.558558717287685
20180129,-30.077320182828984,-70.94183259956138,4.904712493553774,10.07990939927446,6.35612257381443,12.387417569631356,-24.148635456813157,0.0,33.84295348802361,-21.10167189723205,-22.084315466111544,14.28638079789613,-32.80557379619848,0.0,-22.161198830425345
20180130,-29.196111680509542,-69.12445362841184,6.8624996335401605,10.309514020590257,5.5213581228471185,12.434902609528573,-25.38592351007315,0.0,33.60993592586948,-22.990914627723345,-23.55123584805886,15.28382488619413,-34.81046106235154,0.0,-23.581643167407385
20180131,-28.3843780368958,-67.73226047313972,9.543012385585996,11.02309115177621,4.844996200338629,12.798374052995541,-26.68746183300333,0.0,33.39570978890034,-24.08084876443859,-24.73559243152641,16.096924549461168,-33.82350602460399,0.0,-24.317121799707618
20180201,-27.780683604213884,-66.65272083834728,10.047393515274225,11.940925182757496,4.294951938527326,12.813122129385997,-27.747210748825243,0.0,32.24925186065003,-25.942756157131672,-25.825614139981823,16.786538140200427,-36.62861822009832,0.0,-25.687941985680364
20180202,-27.172921875056385,-65.90806151554435,10.455388143996085,12.734818444849122,3.858543186714633,12.824748944767894,-28.590740102952605,0.0,29.514529321576674,-27.4301386071707,-26.628438081159796,17.293651193138864,-38.99606411886543,0.0,-26.73122304836715
20180205,-26.204989393386796,-65.38885563015677,10.36249209222493,16.686779617885232,2.9602785776098823,13.842136058961781,-27.567242076188258,0.0,28.145426060665162,-28.69916233952603,-27.404051786218602,17.76168375294249,-40.93541014632023,0.0,-27.909660690875203
20180206,-25.38675623446277,-66.06020429724953,11.028060664220039,21.383650075086454,2.2263466787509723,15.584542073625116,-26.13989214314935,0.0,27.048723308045993,-29.76264880783484,-28.52714031962169,18.172308291118135,-42.530845593028715,0.0,-29.11713329796836
20180207,-24.464339687287428,-60.06413777795788,12.264002055907751,25.901844139106224,1.62747378725417,17.42890305570883,-24.95617021319158,0.0,26.896734333076886,-30.480463660720478,-29.414477367425633,19.959339142366154,-43.84411270072764,0.0,-29.64374841406401
20180208,-23.445899540950172,-54.53574623325988,13.9689714608112,29.8280658579544,0.6826454405111353,18.1738306756649,-24.635056308897212,0.0,26.855517473353387,-31.049931103814835,-29.894620457451254,21.562627939142242,-43.16811289437586,0.0,-30.04889457380094
20180209,-22.253041809360095,-49.98856858947404,15.10429794800502,32.47336645293205,-0.11995064603152338,18.87747933974983,-24.32921028809574,0.0,27.077637410566748,-31.6529644805634,-30.70840041007024,23.1716714832501,-43.43722297577815,0.0,-30.54365738294243
20180212,-21.38311759185908,-34.06297074417606,16.731824919537196,32.938210666796884,-1.365433105045729,17.966456784298707,-23.086480748097422,0.0,28.057393478036623,-32.140757833784036,-29.939662799904408,24.928798310788867,-41.72745195062351,0.0,-30.64303360677495
20180213,-21.218306368839432,-21.049651229640396,17.218848422262436,30.431468722042098,-2.3851803108581984,15.824618936183482,-22.585475384992243,0.0,29.847266887548578,-32.7952078635044,-29.355547999475032,26.303423473177407,-40.31277036624904,0.0,-30.71924453423422
20180214,-21.357679483699055,-20.715077643472917,17.79341422216627,28.62459980421255,-3.221981584846357,14.10447340532544,-22.91546166711588,0.0,31.33416065682366,-33.354706757834535,-28.959945203698833,26.99261261135824,-39.53162947042511,0.0,-31.08426362649277
20180222,-20.469495829858687,-21.19712012032581,18.872874260984638,27.153071567083536,-3.8449505387796923,11.1584618646839,-23.205837972976425,0.0,31.637902222427496,-33.86667263454241,-28.536636734936287,27.341979773008358,-38.934016511749505,0.0,-31.12366540070831
20180223,-20.858963893257442,-15.295707615978609,17.138120895077282,25.348814328694,-3.787590498813743,8.109468178828344,-21.54541755774527,0.0,31.71221121335938,-32.673434469862514,-27.55628946581685,27.461902175150463,-37.86165668045521,0.0,-29.861841486304296
20180226,-21.004211562646397,-9.55265501218976,16.002633738712966,24.976455663483453,-2.5891224344312094,6.9363354121218554,-20.196736786055357,0.0,32.271426985109905,-31.24712096019156,-26.01136514260233,28.198728616582027,-36.200270885032275,0.0,-28.32784701616267
20180227,-20.707595699202066,-4.350989543104643,15.213792797271465,25.02795982967822,-1.6032203409143533,5.980795561945653,-19.070745246942018,0.0,32.33931582838742,-30.088852828153925,-24.75025528499319,28.56907247972926,-35.82415320553444,0.0,-27.063832958011638
20180228,-19.995201818393493,-0.05867177879941419,15.093876541618231,25.083424688539562,-0.7908308016347175,3.084578734341291,-18.187751386583667,0.0,32.90475335149502,-28.879915883333126,-22.854896874079405,29.275313398615268,-35.71216633065059,0.0,-25.389572308035255
20180301,-19.03339122844524,3.524363249867099,15.641770279021502,25.117528746867222,0.7538349155413846,0.7524530724223643,-17.524518094768858,0.0,33.46675030723549,-27.89013174872436,-20.77448934797785,29.663300368345904,-35.62293836864889,0.0,-23.59800486278668
20180302,-17.451616682432675,5.5097697681796305,16.09479638455476,26.05572916786029,2.0022630083523087,-0.5084559164547472,-16.714250582533737,0.0,33.77297765242291,-26.528737883719685,-19.4499018762521,29.859772722149515,-34.7864880416858,0.0,-21.409771968506778
20180305,-16.122280447725604,7.153540415416906,15.706442855884681,29.006237178132004,4.167803246583549,1.4721494998714877,-16.322174083702347,0.0,34.001104843012975,-25.60599158571223,-18.384975995637635,30.12526060111901,-33.834313442673825,0.0,-19.626798266871216
20180306,-15.004748379704221,9.057731812513731,15.000976166978214,30.641242029126786,7.00621114839828,3.0902707257296846,-15.668803165760202,0.0,33.923823644689314,-25.226734360490717,-17.330432844694336,29.814102090525463,-33.35877194603389,0.0,-17.98250644153911
20180307,-15.275121746775705,10.61452593130476,14.578828385508118,29.679864507715365,7.371851512072158,4.411850037317155,-15.589981680162762,0.0,33.61249880185798,-25.15008578783185,-16.007594208450804,29.491390078852845,-33.49303865965482,0.0,-17.144999057162252
20180308,-16.17385531565942,11.887543433260321,14.559240998501375,27.889169493546085,7.01651399139222,5.685931572659229,-16.251031121478103,0.0,33.4655547984847,-25.121859030417237,-15.465410245771968,29.571265004893775,-33.64606012794741,0.0,-16.57756472645565
20180309,-16.69185253168169,13.071435769224971,15.391730975407564,25.08147653668542,7.290098975833291,6.330823201425972,-16.792323765369314,0.0,33.243777054809634,-25.486955577977668,-15.381812044747134,29.83004362459264,-34.02061471941864,0.0,-16.69136130514313
20180312,-17.309113783399987,12.932318567166073,16.09929047828379,22.419096074410966,6.641548534329272,5.773491690092408,-17.361095525110482,0.0,31.601954068891022,-25.48420704589579,-15.3119281470152,29.50314284836846,-33.09125770999976,0.0,-16.81571223573223
20180313,-17.81394216831137,12.821428879781633,16.634030865721314,20.239133005148865,5.60770467044452,5.314267432923184,-17.818513237304362,0.0,30.700646100077662,-24.000026972801702,-14.27805786055244,29.77464793825229,-33.256911326251455,0.0,-16.052827870290038
20180314,-18.259792008542284,13.001470098210229,16.692735003390162,18.480924104816363,4.760314482715553,4.948302553840754,-17.940603105677006,0.0,30.054718321737138,-22.77303349414359,-13.437544562513045,30.099914916519047,-33.413773560051894,0.0,-15.461846708329544
20180315,-18.349269857082657,12.513054127441398,16.8398987241157,16.399272907286775,4.072691192560496,4.229612838662285,-18.345753355997466,0.0,28.93647675428986,-21.507831223014403,-12.751386480637906,29.508857088885144,-33.27795621204288,0.0,-14.483293682622035
20180316,-15.691070797743098,12.64534966879743,17.364952299187927,14.687259388658726,2.5996268909247755,4.363830576353869,-18.492671618679992,0.0,28.431359720219586,-20.943431201131002,-12.189986614113067,29.04208396384896,-32.53041903050175,0.0,-14.077962683441761
20180319,-13.741653768556706,12.75711938020309,17.89046439737871,13.75312700441389,0.6090485613104781,4.474362498374021,-18.026088427299115,0.0,27.354158012331375,-19.842829310955363,-12.274084684354756,28.668864267229658,-31.448805503573222,0.0,-13.766089652223297
20180320,-12.658789504130256,12.85162686606969,18.16359803093686,12.389231577525624,-1.0217149857049883,3.468054400306478,-17.709937962583123,0.0,25.53886831265035,-18.915129492012337,-12.667982647187198,27.524773112297765,-30.541059893763773,0.0,-13.479914448599358
20180321,-11.356775091799424,13.317876481683115,18.52745170823753,11.300451773977647,-1.853785073075976,2.636359076275688,-17.394808466079596,0.0,24.054069131628427,-17.522736309688224,-12.173548624981295,26.58409022490575,-31.575023788893503,0.0,-12.389235280547181
20180322,-10.35502093954573,14.260514262499914,18.20570826293822,9.133695273951773,-2.5470428409748282,0.7985473937474782,-16.91865607171105,0.0,22.853372119960223,-16.29723197936418,-11.42451666733435,26.1987000177934,-32.05858384726932,0.0,-10.767473752248126
20180323,-5.771089876662518,16.451751779622803,18.955695237230707,8.522899355947276,-3.0813573773468494,0.3710600319812415,-16.506602178339904,0.0,23.31203006993613,-14.830982618007702,-9.86700608291917,27.027472734910567,-33.25313058164041,0.0,-7.643955998594697
20180326,-1.2675205456738823,18.482385538929957,20.041411897890164,8.619612717816107,-4.611792645372612,-0.03530479535712733,-16.183282682786118,0.0,24.12060858035169,-13.646601330903973,-8.610396400050062,27.660708658061882,-34.2767767231819,0.0,-5.071623366686234
20180327,1.9513985435250498,19.591437569188777,20.067807775960887,7.668252438416868,-3.9577198525017234,0.5098647180871223,-15.780022876090053,0.0,24.456381184293775,-12.657842808949415,-7.58180932978968,27.577178930456093,-35.179794611389475,0.0,-4.061178325838873
20180328,4.165182215932619,20.49551334540646,20.45056177585139,6.890629983090545,-4.464235727546481,2.3474748177596245,-15.55679768446633,0.0,24.807248032004864,-11.872423796977442,-6.763389445377557,27.701224869722513,-35.90022502563083,0.0,-3.620424546556694
20180329,5.992290282826305,20.391855302584805,20.45489692702346,5.698069827809496,-4.895524268364563,2.44726837037865,-15.259826387491149,0.0,24.658767075837957,-11.716356883961378,-7.0603961150344645,27.061004526143822,-34.569383787790244,0.0,-4.205507038318567
20180330,7.253000035143682,20.630327158255792,20.4130113706314,4.276645609918763,-4.829137721007489,2.047672404428038,-14.435058157526695,0.0,24.889610255532393,-10.101194335745607,-4.82747688373388,27.55407399828947,-31.01229830834689,0.0,-2.0712118672353994
20180402,8.27966809519469,21.12331617901901,21.013266297098173,2.9963184166121204,-4.894353823123827,1.7284891804011642,-13.706160315966166,0.0,25.090992076237143,-7.78965703103026,-2.0554150358798218,27.927706389985094,-27.538138359398715,0.0,0.5347068279133647
