,GMV
20180102,0.0
20180103,866.167800498954
20180104,695.1351735650212
20180105,698.7412332509933
20180108,667.6394138003277
20180109,602.1099895492753
20180110,549.315834803047
20180111,477.511060170668
20180112,407.7915593688149
20180115,358.6108471012852
20180116,329.54908265361547
20180117,323.4140751973497
20180118,322.0016602165232
20180119,320.5466686189945
20180122,316.3175651593991
20180123,316.1380142447016
20180124,307.1624431378032
20180125,300.753367105163
20180126,303.0214735447814
20180129,302.69377689391735
20180130,297.03319040867734
20180131,274.2063042679269
20180201,263.23148953198046
20180202,263.53439530485036
20180205,269.83167330326023
20180206,277.4266353706116
20180207,273.17606484576936
20180208,288.4377063578595
20180209,304.3310196583863
20180212,311.8490596298947
20180213,303.7920415298177
20180214,291.7556240826174
20180222,284.88545525657105
20180223,244.37561286018493
20180226,226.0732222160061
20180227,232.13127804958043
20180228,236.07427802267202
20180301,222.15496362946985
20180302,218.69802753223252
20180305,213.69081459962368
20180306,218.2234428905722
20180307,220.2697867441059
20180308,225.78219358969426
20180309,230.9603187223665
20180312,224.2059261563956
20180313,223.43247950516496
20180314,222.83470772859005
20180315,223.40563273308797
20180316,223.64877506988162
20180319,216.38162552525145
20180320,209.8818898046995
20180321,204.28821772495516
20180322,201.73850966288717
20180323,199.9261076899294
20180326,202.9517806641595
20180327,201.70332134076585
20180328,209.34285661605676
20180329,213.20133519821016
20180330,198.13273608968572
20180402,204.46209178160092
20180403,205.99971824872412
20180404,198.41138123867844
20180409,193.5851468004786
20180410,177.78568610691892
20180411,176.87460955659944
20180412,183.38976526364974
20180413,198.61625764699656
20180416,202.03036148776636
20180417,214.5615759429419
20180418,217.11215019413746
20180419,202.52017727986902
20180420,216.2294771938198
20180423,219.11926551097093
20180424,224.41055491890046
20180425,232.9040729054676
20180426,235.79431707395318
20180427,246.09583886127857
20180502,241.76613539858297
20180503,238.76941056150508
20180504,242.9333889037228
20180507,248.4540575356178
20180508,242.87260694587786
20180509,211.5930412780074
20180510,210.13300483725115
20180511,188.6062182150113
20180514,191.69253937899413
20180515,180.22475995207054
20180516,163.38640518281707
20180517,182.54173349320243
20180518,164.99407342634538
20180521,163.88370012726818
20180522,177.53601196402425
