,PnL
20180102,0.0
20180103,0.0
20180104,-1.1009817458860853
20180105,-0.1789566741502516
20180108,-0.4258071287654038
20180109,1.212141424030831
20180110,0.10939402809333483
20180111,0.10686024163662146
20180112,0.35760894293302564
20180115,0.09052071343128251
20180116,0.6454826039465276
20180117,0.18319030424000457
20180118,-0.27743294050249234
20180119,1.055609851743925
20180122,-0.3077702790694038
20180123,-0.20658453536173477
20180124,-0.27531875527404376
20180125,-0.21820466305363254
20180126,-0.15693982921758606
20180129,0.7424699060956017
20180130,0.07148654629141099
20180131,-0.4698545414119804
20180201,1.0722104426060928
20180202,0.8212244730459667
20180205,0.08078093664440437
20180206,-0.03977680284527669
20180207,0.5539599759384997
20180208,-0.3312477170451861
20180209,-0.23140139751405192
20180212,-0.4541525097160656
20180213,-0.10525018227014882
20180214,1.5446619114511286
20180222,0.6015145362495001
20180223,-2.6986097525999435
20180226,-0.5374349971954807
20180227,0.24920246035384405
20180228,0.2797187008854603
20180301,-0.08987181953524981
20180302,0.23060295379021797
20180305,0.9233821788897205
20180306,0.21612128444709935
20180307,0.20130735648040263
20180308,1.1565568773338377
20180309,0.7312245647112966
20180312,-0.5615364465606073
20180313,-0.22031971710284673
20180314,-0.7721185558410886
20180315,-0.15935279514416884
20180316,0.7304950622712667
20180319,0.3919994853783324
20180320,0.5827470838794131
20180321,0.831704339873023
20180322,-0.682235776065836
20180323,3.5564845711340944
20180326,0.560346592049136
20180327,-0.8968418373211908
20180328,0.9320966977618154
20180329,-0.9490822148437948
20180330,-1.2421789665053946
20180402,-0.16035964796195412
20180403,0.633708359583878
20180404,0.920855705333512
20180409,-0.30657198736373314
20180410,-1.334598069025644
20180411,0.6201485107123046
20180412,-0.5063396106198744
20180413,-1.6454263223150698
20180416,1.0689561443142481
20180417,-0.21573138649165347
20180418,-0.9014912442422035
20180419,-0.9602541214005471
20180420,0.47313466556104156
20180423,-0.6886082144204794
20180424,-0.3762998609967332
20180425,-0.17123456160995384
20180426,0.34133636151035235
20180427,0.1740147163954948
20180502,-0.2035033907328767
20180503,0.13101327422082432
20180504,-0.13007987543666036
20180507,-0.021266135738801425
20180508,-0.3782548151250633
20180509,0.30234788199522733
20180510,-0.37863373829076136
20180511,-0.10218781952540815
20180514,0.5005738421267029
20180515,0.8709489241114642
20180516,-0.38063084531978536
20180517,-0.31736505642240204
20180518,0.8381184967257722
20180521,0.4720018084037911
20180522,0.47718531344314075
20180523,-0.6797737406825661
20180524,0.6791826903485909
20180525,-0.14519273130734214
20180528,-0.2283910353839685
20180529,2.2569317890197476
20180530,-0.5128661801075748
20180531,0.6982800869226653
20180601,0.5233247077963122
20180604,-0.7241771100333763
20180605,0.12013044169865321
20180606,0.4081923883580106
20180607,0.7355055353111865
20180608,-1.0093377415072535
20180611,0.34756054349768345
20180612,0.9014475212375118
20180613,-0.563955200133769
20180614,-0.38987153980032324
20180615,0.7026444980187201
20180619,-2.944103970015661
20180620,0.7393228056179671
20180621,-0.23780751036938946
20180622,0.6879663445719774
20180625,-0.25615853069645067
20180626,-0.9056737358311462
20180627,-0.551129709446032
20180628,0.9064514156607009
20180629,0.18960376592655565
20180702,-1.0675136453550338
20180703,0.4331006009642422
20180704,-0.10409853454260877
20180705,-0.126191317355213
20180706,-0.09747388147482482
20180709,0.3103087988113109
20180710,0.9145670639315875
20180711,-0.06598062148516277
20180712,-0.05008805606583327
20180713,0.27056972709935523
20180716,-10.064572842816212
20180717,-1.5156305199933406
20180718,0.3106703254746427
20180719,-0.1693156719382806
20180720,0.19885175230370553
20180723,-0.9765552497241322
20180724,0.40237921457619397
20180725,-0.3456477882898157
20180726,-0.20128567042770315
20180727,0.5103132531163939
20180730,0.40606547950811556
20180731,0.2986297272882388
20180801,-0.6889557262126698
20180802,0.4494601513462652
20180803,1.5847713557519516
20180806,1.9865768934906782
20180807,1.1472756098480892
20180808,0.026180212623656197
20180809,0.09181099619347399
20180810,-0.7478653686071889
20180813,1.971774904990558
20180814,0.20350686734258341
20180815,-0.03328454853899531
20180816,-0.15884684188902878
20180817,0.7611013778665205
20180820,1.2413967959627275
20180821,-0.5211647690987632
20180822,0.12407449644981335
20180823,-1.1142930225744117
20180824,-0.05490532160157836
20180827,-0.9529175533605784
20180828,0.6356488785652692
20180829,-0.25602872938792537
20180830,0.32642887343997834
20180831,-0.24507429721002133
20180903,0.46017854397941055
20180904,0.010867087274277471
20180905,-0.4132789081938128
20180906,0.04862795188615128
20180907,0.3725054473947999
20180910,0.23863548742549573
20180911,-0.8613882731268775
20180912,0.5313988175563295
20180913,-0.88950613889759
20180914,-0.14873041232560485
20180917,-0.13583416446340932
20180918,-0.1702659770055995
20180919,0.13985838099232312
20180920,-0.37611252410203916
20180921,-0.4465516196690987
20180925,0.006478935112332169
20180926,0.33282987481129345
20180927,-0.21719098303498885
20180928,-0.03506886125685111
20181008,0.1430236964310746
20181009,-0.1478247983167764
20181010,-0.10407545935872933
20181011,-0.045232183602214794
20181012,-0.1772957455583237
20181015,0.3928706783856803
20181016,0.28498171437675385
20181017,0.0858589478183357
20181018,0.07906924955631024
20181019,-0.05355243609415757
20181022,-0.3833970844581335
20181023,0.05851965291208106
20181024,-0.10571397477763983
20181025,0.7876691959774615
20181026,0.5456334618870201
20181029,0.2117007516826398
20181030,-0.35046717384969533
20181031,-0.2814820334058865
20181101,0.6637390614186269
20181102,-1.0749451616712933
20181105,-0.03755813429917056
20181106,0.33559429848284555
20181107,0.4480350936731581
20181108,-0.05277607688421716
20181109,0.7166139207233116
20181112,-0.1961702228964492
20181113,-0.3991231149899358
20181114,0.9747017891359905
20181115,-0.33279708126095825
20181116,-1.035998461078709
20181119,0.9437757277853684
20181120,1.0613619628626525
20181121,1.017667690965467
20181122,0.9701462930499815
20181123,1.187294343628576
20181126,0.9279420015493829
20181127,0.4738021714512607
20181128,-1.5476552017839513
20181129,0.17871367272527916
20181130,-0.3035874706478179
20181203,-0.4758742856241405
20181204,-0.6616359443624125
20181205,0.027952585531098972
20181206,0.2926555641128763
20181207,0.8080604424651672
20181210,-0.5587917382204067
20181211,0.4032914686287237
20181212,0.3292012574102423
20181213,0.9216631419147853
20181214,0.40314886465040806
20181217,0.2545201236347382
20181218,-0.47752627821188326
20181219,0.41977904362775625
20181220,0.0075453064079642924
20181221,0.30059640924008035
20181224,0.4282553247640054
20181225,0.4335165298757357
20181226,0.1294942352040332
20181227,-0.14792266559554648
20181228,-0.14209597931512277
20190102,-0.3111973574470399
20190103,-0.8380326350702229
20190104,-0.6942581303790593
20190107,0.06830118548192227
20190108,0.11843953671597483
20190109,-0.7161231861327085
20190110,0.47284447652446465
20190111,1.0360490829362639
20190114,1.3006753860821114
20190115,-0.7233683794079834
20190116,0.4212099290440109
20190117,-0.11052709437920788
20190118,-0.4431070560932677
20190121,-0.810492868951385
20190122,0.6566509150641732
20190123,0.08452785251514643
20190124,0.02692134206257634
20190125,-0.030994747225606155
20190128,-0.8379530649088612
20190129,0.36306766065232554
20190130,-0.01659463982591304
20190131,0.42947562109311993
20190201,0.9828116044626835
20190211,-0.1600272754781471
20190212,-0.11787204694523716
20190213,-1.133625221482208
20190214,0.4216999589100096
20190215,-0.9646465426927412
20190218,1.0559000774407565
20190219,0.6358397813960511
20190220,0.3193997352523182
20190221,0.5140646078791908
20190222,0.6552304878297651
20190225,0.14404579386278873
20190226,-0.27985526821929546
20190227,0.19839716578325708
20190228,-0.41242104781619354
20190301,1.568419467060462
20190304,0.07534060034970635
20190305,-0.662104636211387
20190306,-0.38861984475749806
20190307,-0.6603019710153034
20190308,-0.9378387819670431
20190311,0.11378566896871535
20190312,-0.07405035579716877
20190313,-0.10197703378199212
20190314,-0.24923204633088492
20190315,-0.855435053945746
20190318,-0.3893444466926601
20190319,0.3225767670354159
20190320,0.40903624743902134
20190321,-0.15782823809035723
