,AD.SHF,AL.SHF,AO.SHF,CU.SHF,NI.SHF,PB.SHF,SN.SHF,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,0.0,-38.433351377004826,0.0,88.0582586326516,-12.703383457783055,27.559925449760573,22.36289917659439,-65.91340099187326
20180104,0.0,-46.18584141960646,0.0,59.86686078226709,-15.53545542378803,32.36910977350009,27.559785122978514,-62.98473240125603
20180105,0.0,-46.29905139567625,0.0,53.0397377904394,-16.8627524290159,14.974813725420539,31.97783496169534,-66.90854994966547
20180108,0.0,-21.33690850225284,0.0,51.21567378355828,-17.956310671908124,25.150153826944543,33.060072329946024,-34.33061228174793
20180109,0.0,-28.17651857799244,0.0,49.1823577140655,-18.77796832162089,30.851175119420194,34.777728389577454,-15.626952583485123
20180110,0.0,-11.816900713842218,0.0,49.04259065264986,-19.42050525811404,32.99863420790103,35.97220495282267,-5.5730851369950605
20180111,0.0,-1.36973250951213,0.0,48.377417522926535,-20.190818330109227,21.368827646601186,37.47751955846437,1.6096060585902794
20180112,0.0,6.526356250517418,0.0,48.442764417398955,-19.528867755446324,13.016809249751901,38.84652226717377,7.2375771221551695
20180115,0.0,12.677813647853075,0.0,48.85928643133235,-18.959386939265485,19.830174754863997,40.165430062418935,11.906165815877285
20180116,0.0,15.074370506089384,0.0,47.985022347094535,-17.953855443670466,23.548155505434007,41.09079662459775,15.206915066780596
20180117,0.0,17.280988897268564,0.0,47.050276949886886,-17.32244641676636,26.024050586488265,42.186435686929315,18.29949020869464
20180118,0.0,7.934347547752049,0.0,31.197811570703863,-9.037960803185223,18.9159165325603,42.41069986104974,20.835717390849968
20180119,0.0,0.8663812687193109,0.0,18.328792295640355,-10.557710535980632,23.056968898650638,40.41031813240842,23.04838852493442
20180122,0.0,-4.93449525658069,0.0,8.076816851718721,-11.575834834194398,26.526916560733447,39.27150521434838,10.115902278336304
20180123,0.0,-9.802265737501758,0.0,-0.39677951603734357,-12.37324266791231,29.37564106476525,38.36203506244401,-0.7011624537506504
20180124,0.0,-13.749237575042995,0.0,-6.445228368129257,-13.005310751734916,31.391883314189556,20.487314336404967,4.7713755442624475
20180125,0.0,-16.799976102323537,0.0,-10.271942740003006,-7.171013315048802,32.92091211753336,23.689913959204254,9.191274383146975
20180126,0.0,-19.19022122688416,0.0,-13.521304273000835,-2.3268027783806065,33.89450186253593,26.579309686720798,0.48435268433629464
20180129,0.0,-10.375923507555898,0.0,-16.330641270703456,1.6560317983819428,34.5548617749842,27.415081100316574,4.558775610980709
20180130,0.0,-14.077974261279545,0.0,-18.47756751750244,4.875399924312258,35.0496774093784,27.962972303493796,7.8730066339990215
20180131,0.0,-16.84562641528917,0.0,-20.491601678681715,7.566433943889088,35.74356022444963,28.62797709038227,10.700454386579041
20180201,0.0,-18.89460245964792,0.0,-11.75276415598933,9.767230411805892,36.37425000831662,29.106962754123327,13.128598377465128
20180202,0.0,-9.884129085746533,0.0,-14.79747439908568,11.543744401468734,28.32261108905191,29.47828884253798,14.983867197509225
20180205,0.0,-2.3997800245489453,0.0,-17.348348289584727,12.946997612039478,30.370494648241586,29.986200740524602,16.32220002924174
20180206,0.0,3.1042658504703144,0.0,-19.819145727660693,14.182619611593276,32.375289378009676,30.327754130718194,17.289204424825748
20180207,0.0,-2.6596711451136654,0.0,-21.838038966622378,15.100627767223292,34.15816961515409,30.9409943565559,18.2688874270348
20180208,0.0,3.320986414078962,0.0,-23.296842659694747,11.306999857933237,35.890949686541326,31.170234742187002,19.19579306128903
20180209,0.0,8.1933292921402,0.0,-24.52602907781409,8.095082408333782,37.49100416309277,30.99767366294292,11.033750774201112
20180212,0.0,1.475094259133424,0.0,-25.539906898465645,10.029398699290466,38.87504565023942,20.948122206100745,13.224429771152606
20180213,0.0,-5.264818198942412,0.0,-26.421657736905683,6.879649362874572,31.400804279245207,12.707995135827352,6.069698508419633
20180214,0.0,-9.944268000484028,0.0,-27.094474833502463,4.23016022516883,25.467451214544653,15.854437443494476,0.5695465240949307
20180222,0.0,-13.592139755435495,0.0,-27.514368027259035,2.0913895513865324,29.965297661828615,18.35164319874586,4.438648410862608
20180223,0.0,-16.243594784827472,0.0,-27.47002302545519,4.96851290666077,24.485121251124905,20.780723534870003,7.441065128204234
20180226,0.0,-18.28122527385662,0.0,-27.445880723093225,2.910928785151638,20.18724182042335,22.896961972670248,9.898378734752429
20180227,0.0,-9.212363177760317,0.0,-27.42947361523496,5.739546172646479,16.618239353069725,24.539696753047625,11.906513509284268
20180228,0.0,-1.7748150007264223,0.0,-27.670035582150714,8.174124775656397,13.488268407791887,16.08470584875017,13.625287339569178
20180301,0.0,4.726799112497187,0.0,-28.737877406976708,11.323180336938124,10.849968246858891,9.246189523837195,6.762811860834177
20180302,0.0,10.189618163929048,0.0,-29.56304988067843,7.763596176996566,9.02521834153422,3.671000885206425,1.1158106597451836
20180305,0.0,14.51435618802911,0.0,-30.38644600409414,4.877607149908138,7.77858897642385,-2.04266407816483,-4.553092945411313
20180306,0.0,18.111036948513128,0.0,-30.948486865633466,2.5252465618397775,6.741783777401181,-6.727124659010938,-9.160985130862793
20180307,0.0,20.53264234676184,0.0,-31.460812255097803,0.6662279109715705,5.825244614685186,-10.587862057793709,-13.171947427482838
20180308,0.0,22.66633267981494,0.0,-31.830086277048576,-0.8644597778666497,5.100404152689017,-13.742661244141965,-16.332433163993066
20180309,0.0,24.35926671003406,0.0,-32.122757698884236,-2.1154465289173863,5.073737441535792,-16.011257360679508,-18.925652037101788
20180312,0.0,25.64970013017955,0.0,-31.931286076360337,3.1502992059086603,5.327276289718439,-18.087692934980858,-20.452755064491033
20180313,0.0,26.33052825825023,0.0,-31.886060761409897,1.2859479877268547,17.733721808921803,-19.856396506294047,-21.62190051432913
20180314,0.0,26.631210890373406,0.0,-31.791340031339377,-0.11542261256342155,26.86791020180505,-21.686350498670866,-22.593381681162704
20180315,0.0,26.657077092275692,0.0,-32.06483338139218,-1.1981863728204525,23.185466783895933,-23.559492214602077,-23.392586356167637
20180316,0.0,16.071380304501535,0.0,-22.35246997029864,-2.112565491088292,20.304313640419085,-25.687648374858348,-23.89630096286604
