trade_date,PnL
20180102,0.0
20180103,0.0
20180104,-1.2268655145360634
20180105,0.4622032093529277
20180108,0.17951535378235722
20180109,-0.0007761221595148277
20180110,0.6756985867568938
20180111,-0.011793842333501095
20180112,0.18602869143681813
20180115,-1.276147725560585
20180116,0.5426652355842949
20180117,0.7056005224492602
20180118,-0.05611783530768154
20180119,0.100552857338855
20180122,-0.049713754378907994
20180123,0.2387582956920266
20180124,1.1646896678916265
20180125,-1.0803624222487211
20180126,-0.5107904067946603
20180129,-0.44419580727892427
20180130,-0.26111539231958947
20180131,-0.049731191081131575
20180201,-0.26961134121599756
20180202,0.32471242635967096
20180205,0.6580610827280674
20180206,0.32107745922117764
20180207,-1.2662178690157055
20180208,0.7870789852343152
20180209,0.497441365278296
20180212,-0.11151148514046362
20180213,0.44152589951648885
20180214,0.7957622226966161
20180222,-1.0307651106323976
20180223,0.448739598815656
20180226,0.6476537974037284
20180227,-0.6073851832367779
20180228,-1.177504345718312
20180301,-0.21586015657427718
20180302,0.4555946939308
20180305,0.5125225936091465
20180306,-0.24081639557364098
20180307,0.7447604041379353
20180308,-0.2770260135509976
20180309,-0.7644911165355021
20180312,-0.017579654670134604
20180313,-0.17088062700860923
20180314,0.37778275621611174
20180315,-0.24765487085224328
20180316,-0.8095491622720993
20180319,-1.328067232489356
20180320,0.7655718978781805
20180321,-0.19496773298356443
20180322,2.146789330374501
20180323,1.573391635003298
20180326,-0.35998776902179663
20180327,0.1732279616290539
20180328,-1.7864251774750097
20180329,-2.89589965502967
20180330,0.6643468792854827
20180402,0.44023844180911675
20180403,1.3615371316033495
20180404,-0.336815694325296
20180409,-0.4076579836286425
20180410,0.14138493281097694
20180411,0.9679954568171627
20180412,0.5353171523635268
20180413,-1.4354348567066235
20180416,0.9097696945366439
20180417,0.3819200984909883
20180418,0.1409559516187024
20180419,0.8597139809457603
20180420,-0.546475931183691
20180423,-0.5748735718274575
20180424,-0.687488289553717
20180425,-0.15870106290838853
20180426,0.05338005052576136
20180427,-0.46373765795609045
20180502,-0.5400914694727672
20180503,0.15190369026774528
20180504,0.08098846366353946
20180507,0.4618422081962659
20180508,-0.09461523202285349
20180509,-0.16466105689731847
20180510,0.13690365368869917
20180511,0.18313571868072986
20180514,-0.0017005804502057884
20180515,-0.4943773826782075
20180516,-1.3989368972611005
20180517,-0.887218189475794
20180518,0.09093630121957809
20180521,-0.2737178370304835
20180522,0.1802951491136827
20180523,-0.04967642559800938
20180524,1.274492753978752
20180525,0.5174886945329379
20180528,-0.20298263745827677
20180529,0.639788409405062
20180530,0.545020418871451
20180531,-0.7068029137932899
20180601,0.1326975163234208
20180604,-0.67701883065213
20180605,-0.06382579343098936
20180606,-0.23863968439560573
20180607,-0.5630210299283874
20180608,0.2156918449206514
20180611,-1.4099968233071023
20180612,-0.030399219263555204
20180613,0.27211975498984553
20180614,-2.383410708899737
20180615,-0.40104657642256986
20180619,4.798366416431816
20180620,0.7050921353170592
20180621,0.41508790643766436
20180622,-1.2727413180738436
20180625,-0.11851599736904632
20180626,-0.19544650679143707
20180627,-0.14598716972502887
20180628,0.5911104613312332
20180629,-0.3574729743173921
20180702,-0.37286419496319484
20180703,0.13576911078699022
20180704,-0.6442460222583606
20180705,0.02131797619889282
20180706,-0.3158177295780129
20180709,-0.018466390998687462
20180710,0.872627087432137
20180711,-0.4231472824105356
20180712,0.7614026500725417
20180713,0.11273806155356317
20180716,-0.11030011735962858
20180717,0.4788215579040923
20180718,2.869351897752069
20180719,-0.9912042883878265
20180720,-0.3238155644310497
20180723,-1.293435678780302
20180724,0.3395670957658227
20180725,-0.620630524807187
20180726,-0.37303159851962353
20180727,0.963474314768146
20180730,-0.11046727213895201
20180731,-0.45950594955349994
20180801,0.2881941755036104
20180802,0.7368690574420556
20180803,0.6832273332685822
20180806,-0.5615819746715833
20180807,0.09886025153312644
20180808,0.8047188803577637
20180809,-0.07442877556886483
20180810,0.306352944765857
20180813,-0.40327699311866266
20180814,3.2579827107742534
20180815,1.0588919139898858
20180816,5.949593119263924
20180817,0.0521941734870324
20180820,-1.6649593934407487
20180821,-0.7940380993242108
20180822,0.4206098679924688
20180823,0.6602713381795904
20180824,-0.3030132405734584
20180827,-1.0360852309714101
20180828,-0.7551410049979771
20180829,1.4260397101982185
20180830,-0.23837462700241532
20180831,0.14332974868973747
20180903,1.2564205559400412
20180904,1.2886157809453118
20180905,1.370496530221348
20180906,-0.4374292898080852
20180907,0.032483844626261825
20180910,-0.03410590156387924
20180911,-0.27533864108354456
20180912,0.3159832213812499
20180913,0.12356440845426526
20180914,0.05478006409189882
20180917,-0.0805518054902154
20180918,0.04223102103530964
20180919,0.1368172485387356
20180920,0.2215133949140953
20180921,0.7075782104694985
20180925,-0.8355131456435876
20180926,0.6143116078894074
20180927,-0.565871794685636
20180928,-1.571848471789092
20181008,2.1427233484282415
20181009,-0.4126465370488711
20181010,0.00914809279517386
20181011,0.8490152432234104
20181012,1.7915621602021514
20181015,1.1123205425687335
20181016,-0.056766216550108974
20181017,-0.3327287168208976
20181018,-0.1888635919940984
20181019,0.9212354177011621
20181022,-0.10672460273864304
20181023,0.5499558932142729
20181024,0.523884886012447
20181025,0.739432471726807
20181026,-0.5156871258128969
20181029,-0.26288449964495886
20181030,-0.903917992818455
20181031,-1.2570664598910535
20181101,0.016783917486349283
20181102,0.9250021170071807
20181105,0.11591874629730654
20181106,0.04904290880383347
20181107,-0.3973473138627365
20181108,-0.4654788175363681
20181109,-0.836764952012733
20181112,-1.9135952146811173
20181113,-0.7609750132607473
20181114,-0.2297632465258278
20181115,1.3691311820108796
20181116,0.637795035285331
20181119,0.6719399538254258
20181120,0.5997407110762162
20181121,-0.31501382672289596
20181122,0.8805957661433458
20181123,-0.4849686654337198
20181126,-0.4377417154234323
20181127,-0.940025770877136
20181128,-0.9486729122537665
20181129,2.242895079257805
20181130,-0.11347082633409845
20181203,-0.684354280905777
20181204,0.29138549506878986
20181205,0.024549549693232624
20181206,0.4272683539619444
20181207,0.17177577389187693
20181210,0.6402622416595015
20181211,-0.0015296991185870207
20181212,0.15735915291702535
20181213,0.07941139241053805
20181214,0.20427873395639543
20181217,0.13238072451504218
20181218,-0.6946435419145817
20181219,-0.460216807977243
20181220,0.4475711514978078
20181221,-1.6145671612449588
20181224,-0.2986801967244669
20181225,-0.7289476959009547
20181226,-0.8104785095222959
20181227,-0.11658419611160244
20181228,-2.5738978561147787
20190102,-0.5261309695524654
20190103,-2.5803751310750394
20190104,-0.4168515331007262
20190107,0.8753230690807301
20190108,1.5556393384664813
20190109,0.48445121841245375
20190110,-0.5183557078043752
20190111,1.346783635713578
20190114,0.4278124157690681
20190115,0.29767461967595377
20190116,-0.0007549059769679072
20190117,-0.11195730684692028
20190118,-0.10560440333992142
20190121,2.0584456655751073
20190122,0.4030299382053425
20190123,-0.7424431847419233
20190124,0.5391891490455003
20190125,0.15770195270312337
20190128,-2.8295837453949013
20190129,-0.7418986059010357
20190130,-0.7133434936985132
20190131,-0.07002907275578853
20190201,-0.7474712558120448
20190211,0.6926575797069457
20190212,-0.2484151041403603
20190213,0.4672510044542061
20190214,1.0067090942807446
20190215,-1.2040550780037502
20190218,-1.4931458782017115
20190219,-0.018657781228484223
20190220,-1.5949779418036523
20190221,1.4585076735224494
20190222,1.314084213222884
20190225,-0.1879504766532364
20190226,0.6196134654118318
20190227,0.3062399381064487
20190228,1.6489483021569395
20190301,0.8704011418243767
20190304,3.8322389566713815
20190305,1.073224031532039
20190306,-1.28437933138166
20190307,0.9762503908639066
20190308,-1.5881543306310606
20190311,-1.0338569997105516
20190312,-0.04880980782813903
20190313,-0.62522241268083
20190314,0.8092981721529882
20190315,-0.07698660455250038
20190318,-0.13077935741835803
20190319,-0.5507244718919843
20190320,0.31515372791717255
20190321,-1.6871673421116977
20190322,0.5485754939818087
