trade_date,GMV
20180102,0.0
20180103,0.0
20180104,0.0
20180105,0.0
20180108,0.0
20180109,0.0
20180110,0.0
20180111,0.0
20180112,0.0
20180115,0.0
20180116,0.0
20180117,0.0
20180118,0.0
20180119,0.0
20180122,0.0
20180123,0.0
20180124,0.0
20180125,0.0
20180126,0.0
20180129,27.801203295475702
20180130,43.84122854904369
20180131,50.15926511703469
20180201,49.752738482972006
20180202,50.75163278381303
20180205,54.38478534502094
20180206,56.73236586985016
20180207,54.39173384747761
20180208,56.08897048763635
20180209,58.44732344106227
20180212,60.57672718184096
20180213,67.79846190736929
20180214,70.49646762479657
20180222,77.64890682043249
20180223,82.88172291818009
20180226,86.95668239097711
20180227,91.9086381600857
20180228,95.74647528981343
20180301,95.13316090395595
20180302,92.68599880492533
20180305,94.34893792431014
20180306,92.46021133751438
20180307,89.99992310562939
20180308,92.21911136830585
20180309,96.92372094318485
20180312,100.81190460638715
20180313,105.48190274346818
20180314,106.91588975540445
20180315,112.09364929382345
20180316,116.02088715413286
20180319,117.88237041119159
20180320,116.91520374298226
20180321,115.0669051017908
20180322,112.92555289323586
20180323,111.89478083612032
20180326,109.21126988820086
20180327,104.54090830351343
20180328,122.055259840288
20180329,113.53973675601033
20180330,99.06476788070906
20180402,86.97682765135562
20180403,78.5587263166918
20180404,72.9110791565905
20180409,68.79702894083407
20180410,64.4385565640804
20180411,61.48021941272265
20180412,58.14691335391707
20180413,56.55862594866137
20180416,58.70950726701562
20180417,61.63825368396259
20180418,60.23210171756166
20180419,56.85599711842959
20180420,55.013507048866124
20180423,51.78595008058835
20180424,46.67239205210122
20180425,39.212465805517
20180426,32.91204002545071
20180427,34.04602527902942
20180502,35.02362399196786
20180503,37.444754743350735
20180504,48.52098516159472
20180507,62.140714501780764
20180508,71.57973789502397
20180509,76.47473568198707
20180510,83.50481112479322
20180511,90.6783184600373
20180514,93.01838947928233
20180515,96.2027474764306
20180516,105.03699621703332
20180517,105.44443580771026
20180518,105.02048914658212
20180521,110.34839098014956
20180522,115.90299759268109
20180523,115.37636108831103
20180524,111.26882538401735
20180525,105.85460902093924
20180528,97.40686252746657
20180529,92.1600649213147
20180530,90.1717467452789
20180531,89.69024094636536
20180601,88.61124276000872
20180604,85.29412957462928
20180605,84.19163226790215
20180606,82.20270126555505
20180607,80.10132596568874
20180608,78.04073709730854
20180611,77.04308190973705
20180612,75.98588186508637
20180613,70.06542840424049
20180614,66.75997336472211
20180615,64.09753960452566
20180619,58.23173622830194
20180620,53.686305786025066
20180621,55.574262776326094
20180622,55.77404049923346
20180625,54.534402187847995
20180626,56.1194750970239
20180627,104.11114477781311
20180628,141.625707613164
20180629,169.659423386982
20180702,168.46590298864112
20180703,168.16851281173896
20180704,166.9403858511463
20180705,163.3665879513007
20180706,157.1818493055842
20180709,151.32168420794522
20180710,151.37122759029705
20180711,152.72693055065298
20180712,156.00799953196906
20180713,158.58098770582498
20180716,84.75127173618256
20180717,64.05110902637314
20180718,54.93288529315352
20180719,48.75067032645161
20180720,47.01987020264031
20180723,51.2340022763002
20180724,57.081073365888976
20180725,60.4362327899303
20180726,65.15945416413877
20180727,69.63235409364538
20180730,76.66236450433627
20180731,84.34938856457032
20180801,91.11899234605802
20180802,103.0208713631907
20180803,115.44224587813655
20180806,129.02396018421737
20180807,136.9209444581711
20180808,138.36010292869312
20180809,136.77156936249602
20180810,128.32586010435418
20180813,117.48136967346352
20180814,109.82069506071879
20180815,102.26860025175101
20180816,94.8608971955089
20180817,88.2736335630664
20180820,78.88929371850028
20180821,68.27635362836935
20180822,61.259141799860366
20180823,53.6526436348168
20180824,47.722800349374566
20180827,44.38569634633451
20180828,43.63454627914743
20180829,42.60901555302986
20180830,45.92255676317885
20180831,50.14566510331008
20180903,55.55747814236736
20180904,61.90726479336952
20180905,66.50638354536093
20180906,67.8170093605497
20180907,68.22243185941554
20180910,68.51362941410835
20180911,69.23492111427026
20180912,71.5039955889759
20180913,75.17555787844181
20180914,77.20634453636808
20180917,78.07097401563917
20180918,78.58488573378729
20180919,78.54125239806537
20180920,79.1112592608434
20180921,79.16094579013313
20180925,78.19845672562133
20180926,82.33614566951772
20180927,84.90133111111031
20180928,85.44549953921829
20181008,84.82982883101073
20181009,82.31148998663993
20181010,78.13829060249924
20181011,77.02290602056794
20181012,73.56165395169052
20181015,70.60888722042792
20181016,70.73034474069799
20181017,71.13639848163314
20181018,72.1185346060848
20181019,75.43127856765213
20181022,77.15417624201652
20181023,77.48141711354319
20181024,77.41383715269302
20181025,77.06113851857684
20181026,75.59654336579251
20181029,74.68573880612578
20181030,73.9183687607577
20181031,72.14434342136991
20181101,71.36415614839791
20181102,74.85816875526778
20181105,79.2269607008266
20181106,82.49380371244888
20181107,85.07248409233829
20181108,86.12462322737784
20181109,90.4273223441936
20181112,93.62667716441965
20181113,97.9836851534889
20181114,100.73265052574511
20181115,101.55148434165521
20181116,100.12130339082255
20181119,101.05165482621908
20181120,107.20259346001463
20181121,115.01574059032129
20181122,116.29165502709694
20181123,116.1054522985718
20181126,113.13380969150097
20181127,105.2833538566955
20181128,94.00013301805659
20181129,103.17173239046915
20181130,105.11575287523058
20181203,104.38826443072134
20181204,98.79932058863893
20181205,90.28858054972136
20181206,80.17246564882441
20181207,71.41072708152942
20181210,67.17102797533744
20181211,63.91334342385716
20181212,78.06336065466706
20181213,74.99938192995184
20181214,72.97692786131316
20181217,75.64107223752082
20181218,78.59511221168717
20181219,81.22159012403762
20181220,84.2474464654835
20181221,87.68071619827123
20181224,89.60816419231838
20181225,88.80380586409008
20181226,87.77938112818043
20181227,86.84736999532802
20181228,86.0552137887145
20190102,84.3942756068086
20190103,83.42965309372735
20190104,85.46975398007922
20190107,87.32046022113985
20190108,88.65271855406284
20190109,90.59217211931339
20190110,92.48552225259759
20190111,94.35484453420659
20190114,95.43849371858522
20190115,94.40996267029618
20190116,93.74837861034521
20190117,93.02477010367551
20190118,91.6473105211781
20190121,91.57594292443055
20190122,90.02982034001394
20190123,88.34445142231542
20190124,89.24401957598798
20190125,92.37571004823299
20190128,91.77084830667648
20190129,87.30420821238864
20190130,84.92857767072334
20190131,84.19297705499088
20190201,85.08048577375871
20190211,85.63821157035673
20190212,86.9733348997088
20190213,87.59414036459117
20190214,91.32309957447767
20190215,89.45027089457153
20190218,85.14252401880219
20190219,83.3345089358729
20190220,83.82488205005191
20190221,85.19907283936205
20190222,82.92452569415211
20190225,79.92669694682417
20190226,76.38290156982698
20190227,73.71007894132623
20190228,69.05949887587226
20190301,65.68640252311357
20190304,66.14328811306694
20190305,69.33831365553046
20190306,72.45578613305585
20190307,72.74338946205141
20190308,68.33259723538256
20190311,63.99520957834696
20190312,64.25670343740101
20190313,68.18247243780675
20190314,71.05791904762016
20190315,68.45736826322793
20190318,70.15575072148575
20190319,72.86874641151663
20190320,75.29188754221173
20190321,78.62912665696086
20190322,81.94429468755344
20190325,85.7860476818228
20190326,91.19248635889087
20190327,94.34180057350808
20190328,98.16521224885072
20190329,101.76632663938953
20190401,101.7350846882743
20190402,103.57500728828802
20190403,106.34087050156089
20190404,108.71705196569512
20190408,111.3224584642537
20190409,113.97883171626992
20190410,108.97225319485992
20190411,107.50320358761758
20190412,105.79285250618972
20190415,106.29734881074624
20190416,105.17480406442795
20190417,103.7014902597571
20190418,103.92850420783583
20190419,104.56770020139682
20190422,99.01079698442112
20190423,91.18700954259185
20190424,92.1875394222346
20190425,94.89837605699634
20190426,97.81926509053275
20190429,96.37775527105381
20190430,89.90254423247416
20190506,83.28551218881923
20190507,78.25026544565569
20190508,74.38990839172118
20190509,75.4586570303888
20190510,73.34717907759105
20190513,73.53264933497513
20190514,77.58142198198487
20190515,78.37259960337813
20190516,77.61047196094441
20190517,78.73770819304477
20190520,77.47363811572043
20190521,77.33374073859821
20190522,80.87542755689726
