,AG.SHF,AU.SHF
20180102,0.0,0.0
20180103,-139.03090107158692,363.84260161270714
20180104,-142.4030324693859,223.87134710613296
20180105,-155.70181457889728,186.89555900589497
20180108,-171.1343895838392,175.38360137992748
20180109,-186.45157444546155,173.7332587048318
20180110,-183.42094828595026,172.8161258020098
20180111,-181.7385984257024,174.38577302676194
20180112,-138.70240016825693,178.02670672613502
20180115,-107.27412156236042,183.20999441453853
20180116,-83.5796870763735,187.4041493471645
20180117,-65.48584882833444,189.06617589304125
20180118,-51.42297283227213,186.29593186209064
20180119,-40.35481689912423,184.093569898837
20180122,-31.55510814842044,183.61120668495604
20180123,-24.519840692678425,183.47830013967328
20180124,5.720763593523037,182.76860609515063
20180125,5.321691156578657,182.39001231444138
20180126,4.996813679240463,179.33686298663818
20180129,4.746813131641873,176.3201039103783
20180130,4.494434954029885,172.15941436479002
20180131,4.286098565398675,169.4646200189906
20180201,4.11838459110729,168.12504467415977
20180202,3.9829771760152477,167.59240986005125
20180205,3.748486653266709,164.27943499976678
20180206,3.5364488396149785,159.1703398943133
20180207,3.3572433783087723,151.14131590514498
20180208,14.046963508314667,145.03597278252877
20180209,0.26023942837929376,139.5115254584467
20180212,-0.24928237913869544,135.201548934517
20180213,11.194631863258179,130.89064148454872
20180214,20.6028727615346,126.40453850018987
20180222,28.068488370658944,122.11085738495188
20180223,34.014258317871345,118.42238430426553
20180226,38.63004264574987,115.07293929140182
20180227,42.445803788873896,112.25911978737354
20180228,45.41386546915752,109.71145672644965
20180301,49.664668722988594,107.99800352287255
20180302,53.09995573604385,106.54616661981248
20180305,55.75236090145248,105.23498114482614
20180306,58.47909092777952,104.96690807294945
20180307,60.502113025476454,104.44168411165603
20180308,62.1618763180283,104.01913231252502
20180309,63.48364382613387,103.40844566992928
20180312,68.04048842365803,103.87200526557235
20180313,72.98482487014567,105.25321179921671
20180314,77.74275343327488,110.32178144741776
20180315,85.39054210154326,114.60258359762955
20180316,91.4694921102995,118.36507044676905
20180319,94.88737839927572,120.84871082614177
20180320,76.81774873865861,123.09482362356881
20180321,83.53715980309725,126.83887295047548
20180322,88.39056866727162,129.43684147687128
20180323,92.81228256744393,128.40075845551607
20180326,97.80912701484017,127.97465591509508
20180327,101.64292356102727,128.37212567596757
20180328,104.20099996921456,129.98455858128625
20180329,103.20414859570722,127.75788394334316
20180330,102.15343132018225,126.16662569624808
20180402,101.31666025494971,125.15640198733604
20180403,83.5844586913937,123.1824855459864
20180404,86.26135779225717,121.92895175421053
20180409,88.4625819118131,120.78625439852148
20180410,90.40290352696883,120.40379165672613
20180411,91.72722140247338,119.4265260990887
20180412,92.75533283288813,118.49633801256533
20180413,93.16974127945198,116.68572583901137
20180416,75.56009336454514,114.98738617477203
20180417,62.496123898362264,113.94589175556101
20180418,51.846375481079974,113.60049067054108
20180419,42.97512288615826,113.48311468363883
20180420,34.60978275228948,112.84836119703321
20180423,27.742554513049416,113.21177519567529
20180424,22.170758802891907,116.57579261237676
20180425,17.611625535536902,119.33359216537505
20180426,13.87941810574992,121.49482729722506
20180427,-2.572444812141891,123.94366289092493
20180502,-2.6943006125286972,130.91601770659463
20180503,-17.095724794005914,136.83869004892867
20180504,-14.581537868785158,141.70264811081262
20180507,-27.062872637168326,148.79553958818116
20180508,-37.34570013956698,154.64944954135308
20180509,-31.157683769086944,159.97348579994323
20180510,-40.562465020226746,129.56115444386626
20180511,-48.21701202608643,142.74762951460002
20180514,-54.489527976077206,155.2423416046633
20180515,-59.2761725042884,169.4892560734625
20180516,-63.22687399689035,175.03408570068822
20180517,-66.5385391547413,178.95225580572063
20180518,-69.2337692797113,145.03129951687575
20180521,-78.58572729677307,117.21903539744244
20180522,-85.34391770272616,94.49223270491684
20180523,-90.61122898543942,75.86491871083622
20180524,-99.43954642013904,60.7964877415894
20180525,-106.0855074173017,48.53859773470282
20180528,-110.6706464323023,38.53948840344621
20180529,-114.64144314554264,60.6386653587832
20180530,-120.40910396016312,78.46541170169316
20180531,-123.15186238888373,92.97333260821303
20180601,-124.76311412259601,104.57469236459073
20180604,-126.2004575332045,86.66631241558399
