trade_date,AG.SHF,AU.SHF
20180102,0.0,0.0
20180103,-128.837369411065,337.16622211433855
20180104,-131.9622613253969,207.457444534682
20180105,-144.2859972010506,173.19266430224494
20180108,-158.58707956152458,162.52474568940642
20180109,-172.78123200637057,160.99540359892634
20180110,-169.97280669192378,160.1455134688244
20180111,-168.4138041338392,161.60007657516806
20180112,-169.55239716528632,164.97406262008187
20180115,-161.88374131898627,169.77731963364906
20180116,-154.98265212347718,173.6639655825503
20180117,-147.1263395014478,175.20413490039036
20180118,-140.58683921584839,172.6370008976365
20180119,-135.7679538769151,170.5961127234997
20180122,-132.6648281917069,170.14911563797344
20180123,-130.6539953945865,170.0259535960118
20180124,-82.18196789822343,169.36829322642302
20180125,-82.52631917340022,169.01745735895747
20180126,-82.73795559933106,166.1881602402487
20180129,-83.20905426102249,163.39258529585447
20180130,-82.43079454160545,159.5369511033256
20180131,-81.71994380297173,157.039734930945
20180201,-81.1818342968451,155.7983751884295
20180202,-80.77025259273195,155.30479233902284
20180205,-77.53620148318316,152.23471969593274
20180206,-74.41290922409222,147.50021557933604
20180207,-71.71991270738306,140.0598672702206
20180208,-48.14769150752157,134.40215850758523
20180209,-49.762224601044885,129.28275515769073
20180212,-29.899235922591572,125.2887794782795
20180213,-13.887011610990802,121.29394112689388
20180214,-0.7487159129648852,117.13675230802603
20180222,9.782866305425625,113.15787728302426
20180223,18.247120618204708,109.73983737105917
20180226,24.940433747049436,106.63596851083955
20180227,30.452246091384545,104.02845392161963
20180228,34.81868933711828,101.66758159478228
20180301,40.07961864144608,100.07975614262493
20180302,44.34423826592594,98.73436568652873
20180305,47.6866190088507,97.51931431230037
20180306,50.93695015047821,97.27089594541695
20180307,53.403540782823136,96.78418059650426
20180308,55.42583691000308,96.39260964486435
20180309,57.04684283161359,95.82669760689231
20180312,61.59368456508093,96.25626972652606
20180313,66.44066525662191,97.53620832317293
20180314,71.06668463744151,102.23315824666331
20180315,78.33123430854671,106.20009857253042
20180316,84.10969543499371,109.68672567737285
20180319,87.39579290272229,111.98826936712221
20180320,90.57157624299687,114.06970063161516
20180321,93.27347898102504,117.53924202497457
20180322,94.8871158667877,119.94673149798912
20180323,96.62508747488758,118.98661248894852
20180326,99.32504961579232,118.59175113090448
20180327,101.29825317742795,118.96007902072296
20180328,102.3764615562594,120.4542908273927
20180329,100.39535575915114,118.39087254645091
20180330,98.55658119730896,116.91628290465728
20180402,97.07335902566477,115.98012724307601
20180403,63.33390177050787,114.15093531681644
20180404,68.38223316115193,112.98930869312704
20180409,72.52290697248277,111.93039214863776
20180410,76.03983358633847,111.57597098635755
20180411,78.6733979074243,110.67035703513089
20180412,80.77677315559565,109.80836890730112
20180413,82.10223247033478,108.13050803129177
20180416,82.81011542631646,106.55668801703173
20180417,52.011307323207625,105.59155436549652
20180418,25.902912169615078,105.27147755636483
20180419,8.226443647857355,105.16270739614897
20180420,19.61136267061014,104.57449305812449
20180423,29.460052763531476,104.91126210177828
20180424,36.42433955492743,108.02863493961713
20180425,42.131546742794974,110.58423687438673
20180426,46.84796282262496,112.58701357309316
20180427,25.423021465090464,114.85630431048126
20180502,34.566110642991596,121.31745680340023
20180503,14.481872135381519,126.80588792618411
20180504,25.72058815058365,131.31322806991378
20180507,7.021086673061595,137.8860796620343
20180508,-8.344138644303401,143.3107899481856
20180509,7.231181230958198,148.24447606342335
20180510,-8.048498425390925,152.25625029805244
20180511,-20.512733192283285,158.62240025828729
20180514,-30.719736596309062,165.41178142833508
20180515,-38.7508323875275,174.6956667781528
20180516,-45.35356594866862,176.62793938993
20180517,-50.829263324419784,177.6357291599521
20180518,-55.29611473441273,177.6564477131126
20180521,-65.57359090815882,179.04521262443302
20180522,-73.15452699856912,179.5117090062653
20180523,-79.11421186810672,180.65587706205753
20180524,-88.17771271608254,177.5738259621279
20180525,-95.0584164920089,173.39848512848985
20180528,-99.89811923269292,169.28013869477616
20180529,-104.06111520060796,165.47425495181437
20180530,-109.80135342142245,162.12460376894936
20180531,-112.66656982100949,159.31207069507113
20180601,-114.42441207318883,156.7618548126413
20180604,-115.97296487162875,102.45528236519255
20180605,-117.25762337142922,109.55903674400311
20180606,-117.9795826801685,64.10637537102421
20180607,-118.50907108739656,26.870702325826766
20180608,-119.55995008666719,-3.755636633462552
20180611,-117.25684303375998,-28.509574960776753
20180612,-118.01044304047088,-49.64478597374315
20180613,-119.75473261657619,-71.97652277087144
20180614,-116.0165924318208,-91.34598701061748
20180615,-113.02015248584199,-107.2672931548137
20180619,-102.83050083564888,-115.85788488647742
20180620,-94.54375802187732,-122.11804934327303
20180621,-87.78878090256006,-126.92994093883405
20180622,-82.06468126608567,-132.27829792655393
20180625,-77.40213359925673,-137.87121843562238
20180626,-73.68103753139293,-143.56243484632807
20180627,-70.63812918233181,-148.99810437226083
20180628,-68.11911960264632,-154.21674681881686
20180629,-66.24862027849203,-158.28201747027188
20180702,-64.77776351937388,-161.1685513495752
20180703,-63.580244747168706,-165.8028977314271
20180704,-62.58419499052457,-169.20908204724014
20180705,-61.79909059796687,-172.2785714847759
20180706,-61.21200885842676,-174.61949804366392
20180709,-60.731099040531014,-176.49537749052126
20180710,-60.785619015428466,-176.9588485768278
20180711,-60.828581717005136,-176.60753321909417
20180712,-60.858566231386106,-175.46085519486888
20180713,-62.25054927169119,-176.33759518445495
20180716,-63.48278143293304,-177.00482351942733
20180717,-90.18941681655552,-185.02586448005079
20180718,-100.08423220044958,-183.9578203930023
20180719,-107.97543554198496,-181.91364970823315
20180720,-119.49960215469524,-181.43319738418518
20180723,-127.42583986271622,-179.72864440992078
20180724,-134.38476245971648,-178.28327061298185
20180725,-138.21795251660544,-177.2179402439375
20180726,-141.5412879647744,-176.78034333600348
20180727,-143.77854408008514,-176.2249739027611
20180730,-145.5188044257067,-176.32334793774066
20180731,-146.3509249891798,-176.42498077447163
20180801,-147.7207361126504,-177.19614646124046
20180802,-148.79115043399258,-177.40643565293735
20180803,-149.61549394007926,-177.820336523904
20180806,-149.66152436740552,-178.1132198455763
20180807,-149.85207217623577,-179.54253519249622
20180808,-149.90765806700196,-181.7245286209543
20180809,-150.06384220509847,-184.4223991667951
20180810,-150.2078804117634,-186.63881965504146
20180813,-150.40388677581728,-187.77011630349568
20180814,-146.85941844760745,-182.84999796630285
20180815,-149.43861783824238,-185.14615937861055
20180816,-138.62754779904915,-178.5236934281351
20180817,-129.6471936701355,-173.38350722697845
20180820,-122.2817447684728,-167.842586572311
20180821,-116.20972233265614,-162.01390218111837
20180822,-111.70360218705427,-157.2679608088305
20180823,-107.99864509333052,-153.60047811934493
20180824,-104.7658346216674,-150.57807157541714
20180827,-101.83716945765093,-147.16325227732548
20180828,-99.42989499137148,-143.90557379784144
20180829,-97.16709432093549,-140.74690761682072
20180830,-95.25344946617574,-138.12144728197381
20180831,-93.67418878099346,-90.07579428123323
20180903,-92.32976527616057,-96.19238615153759
20180904,-90.87446223467671,-56.461367257736065
20180905,-88.63638013543597,-23.91265646907388
20180906,-86.4721183790377,2.3727755625316442
20180907,-84.6584301050506,23.56240057216359
20180910,-83.17636270530711,40.92274254629408
20180911,-81.84911250731051,56.99046780511128
20180912,-53.122154870680035,70.14566516418238
20180913,-61.659540040682174,88.18542170486015
20180914,-68.70361346145918,103.59740058134709
20180917,-37.73183167584357,116.56762627833082
20180918,-12.60502067604819,128.64796847754621
20180919,7.885698037507026,138.50768619962733
20180920,22.715945093677472,146.57020808732725
20180921,33.68052303897759,152.5034421757555
20180925,42.55232953566863,157.07864707978783
20180926,20.468824951346573,161.49397750650968
20180927,2.0122740722047325,165.97565456347084
20180928,-12.422650101825855,163.753696110044
20181008,-23.010835701677458,154.8368278900264
20181009,-32.16469426783291,147.8444581668947
20181010,-12.231509630794989,142.53258579409703
20181011,6.337764493507923,137.54278839116557
20181012,-10.691902777104431,130.96083236964049
20181015,6.82066119128587,124.72389847555445
20181016,21.078728420015658,119.93965543201233
20181017,32.75230761242383,115.79123576864065
20181018,41.61249566647798,112.46007519285021
20181019,48.464009360398734,109.74770596780147
20181022,54.0219347986191,107.47073040757263
20181023,59.10366203449982,106.11593781678009
20181024,63.04804792174718,104.99721249334763
20181025,66.30217268224713,103.95390943482388
20181026,69.03964718502486,103.01307127129145
20181029,71.93987138568541,102.10953460126349
20181030,73.8021144365574,101.64009880428593
20181031,75.59462230245171,99.93929212065926
20181101,77.02640157076958,98.83909825104794
