,A.DCE,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SN.SHF,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-67.19017995147804,0.0,-14.485518418423457,-16.01736060004921,0.0,-43.668580574421014,37.9084697462633,-11.427888501501734,0.0,0.0,19.123781449365946,-8.60391663073365,34.64021536794934,36.69887823458128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.185335004272064,0.0,0.0,0.0,0.0,102.90825616415628,0.0,-5.294221461148787,-8.136873481867848,-6.795979932861391,11.48578638664871,0.0,0.0,0.0,0.0,0.0,0.0,38.07637183393636,0.0,0.0,0.0,0.0,0.0,0.0,9.319890338482644,0.0,9.047556658584085,0.0,0.0,0.0,0.0,-7.176386755416017,-27.469858189211923
20180104,-65.52465779257807,0.0,-14.83685809252231,-19.248263555728908,0.0,-52.281026401820746,23.324976655322093,-14.02282450930995,0.0,0.0,14.156897508031202,-11.490682660868664,20.313434085622475,24.949921429861146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.137748381788196,0.0,0.0,0.0,0.0,47.66933600504447,0.0,-6.474506715999937,-9.413817049716604,-8.123958972348372,13.490046664390922,0.0,0.0,0.0,0.0,0.0,0.0,31.08443984290794,0.0,0.0,0.0,0.0,0.0,0.0,11.48572790450782,0.0,-1.87829243363699,0.0,0.0,0.0,0.0,-8.605196068608933,-26.24931563402844
20180105,-57.98245480528067,0.0,-16.222447567273232,-19.295444583280872,0.0,-58.97674504880584,19.472498857699726,-15.747079128041062,0.0,0.0,12.813962291536383,-10.897154455260472,16.09472814584187,22.104671486698034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6133812225357325,0.0,0.0,0.0,0.0,53.63326583314576,0.0,-7.027666770858442,-10.379294870283466,-8.950058509313008,6.240855474865943,0.0,0.0,0.0,0.0,0.0,0.0,27.376180953267813,0.0,0.0,0.0,0.0,0.0,0.0,13.32698022522156,0.0,2.4511001070275777,0.0,0.0,0.0,0.0,-9.289756243554052,-27.884593286116793
20180108,-56.32275645940181,0.0,-17.83035521769321,-8.892301746428485,0.0,-57.881209457474505,18.273077197207144,-17.591549704354215,0.0,0.0,10.281942720031564,-10.992121025842128,12.717163673044679,21.344480405020306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.955508188778419,0.0,0.0,0.0,0.0,49.06211545417876,0.0,-7.483414606683162,-10.06122992388747,-8.876574542243102,10.481497672198897,0.0,0.0,0.0,0.0,0.0,0.0,23.689202597359756,0.0,0.0,0.0,0.0,0.0,0.0,13.778010009537766,0.0,4.762893392134624,0.0,0.0,0.0,0.0,-9.048999672592963,-14.307516176334252
20180109,-48.69364005984021,0.0,-19.426240461342623,-11.742755766745791,0.0,-44.88929341944171,18.10112931344496,-18.100835024294724,0.0,0.0,8.975949801155942,-11.190461338455012,10.927204823213899,20.49708210297094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.085842026821721,0.0,0.0,0.0,0.0,45.61605924860929,0.0,-7.825846020903067,-9.93638893038203,-8.885685630032858,12.857437072705519,0.0,0.0,0.0,0.0,0.0,0.0,21.15791138095026,0.0,0.0,0.0,0.0,0.0,0.0,14.493854855439944,0.0,6.4320294487209075,0.0,0.0,0.0,0.0,-9.042132408640708,-6.5126387796436385
20180110,-43.6496952819199,0.0,-19.110481944965372,-4.9247737479858635,0.0,-36.81362993649395,18.00557396960719,-15.35705379041345,0.0,0.0,8.108176052190377,-11.924054530910082,7.026330543316831,20.438833229466685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.316406963922462,0.0,0.0,0.0,0.0,43.39984908460212,0.0,-8.093627659556088,-10.013446001502139,-8.884689210752557,13.75240525428935,0.0,0.0,0.0,0.0,0.0,0.0,19.65053189840054,0.0,0.0,0.0,0.0,0.0,0.0,14.991661087691998,0.0,7.543911349453865,0.0,0.0,0.0,0.0,-9.243335814050143,-2.322621137521554
20180111,-37.530077148297394,0.0,-18.93519925817401,-0.5708453399042585,0.0,-31.21592012440703,18.16911425891933,-13.121946961328696,0.0,0.0,7.605447307727061,-6.859981566100439,4.202591793645178,20.16161780331948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.602000837091588,0.0,0.0,0.0,0.0,40.102518271832125,0.0,-8.414660871779699,-10.153629766973228,-9.038640557612057,8.905604266941394,0.0,0.0,0.0,0.0,0.0,0.0,13.547294214194583,0.0,0.0,0.0,0.0,0.0,0.0,15.619011188352488,0.0,8.510373459233143,0.0,0.0,0.0,0.0,-9.515560223998476,0.6708142730402098
20180112,-33.07005812053058,0.0,-14.451292171963289,2.719903357984733,0.0,-27.17219736059717,18.548460229894307,-11.759017190113868,0.0,0.0,7.697543660773526,-1.96223607148166,2.448676018448552,20.18885156606348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.130734673625101,0.0,0.0,0.0,0.0,30.43425933783047,0.0,-8.138788467372905,-10.020075301955043,-8.944311671058166,5.4248437917927035,0.0,0.0,0.0,0.0,0.0,0.0,9.295788515424759,0.0,0.0,0.0,0.0,0.0,0.0,16.189552378808294,0.0,9.383202754123282,0.0,0.0,0.0,0.0,-9.631805383354603,3.01630949377957
20180115,-29.46609950490231,0.0,-11.176804952962621,5.283565068941256,0.0,-24.31757486670706,19.088502829774292,-10.93279972904562,0.0,0.0,7.865912941550083,0.4233896548128749,3.8373713675472416,20.36243994844487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.648755513477479,0.0,0.0,0.0,0.0,24.195641671484058,0.0,-7.90145346376881,-10.007247221971364,-8.985784925811753,8.26436020879224,0.0,0.0,0.0,0.0,0.0,0.0,7.032811098354825,0.0,0.0,0.0,0.0,0.0,0.0,16.739216173345277,0.0,3.8917913283595795,0.0,0.0,0.0,0.0,-9.848329883357286,4.9619755864170365
20180116,-25.743651333164667,0.0,-8.708100769105217,6.2823464403690705,0.0,-22.272560861143667,19.525488478705622,-10.43003759607313,0.0,0.0,8.746864382177852,2.2635870353987118,5.358690890064794,19.998084444821334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.172817689569875,0.0,0.0,0.0,0.0,18.95543782072716,0.0,-7.482391373615293,-10.035028646351172,-9.16406711629109,9.813853975332524,0.0,0.0,0.0,0.0,0.0,0.0,4.958947386884284,0.0,0.0,0.0,0.0,0.0,0.0,17.124868982236517,0.0,0.12505781496336227,0.0,0.0,0.0,0.0,-10.115073130425294,6.337585287570839
