Factor,Parameters,Mode,SharpRatio,POT
DownsideUpsideVolatility,{'N': 10},RAW,0.599,14.7124
DownsideUpsideVolatility,{'N': 10},STATE_MACHINE,0.7285,14.6891
DownsideUpsideVolatility,{'N': 20},RAW,0.6965,23.3156
DownsideUpsideVolatility,{'N': 20},STATE_MACHINE,0.6751,17.2056
DownsideUpsideVolatility,{'N': 30},RAW,0.697,27.1634
DownsideUpsideVolatility,{'N': 30},STATE_MACHINE,0.6843,19.1465
DownsideUpsideVolatility,{'N': 40},RAW,0.6229,26.1658
DownsideUpsideVolatility,{'N': 40},STATE_MACHINE,0.5821,17.3492
DownsideUpsideVolatility,{'N': 50},RAW,0.4385,19.0571
DownsideUpsideVolatility,{'N': 50},STATE_MACHINE,0.3313,10.3452
DownsideUpsideVolatility,{'N': 60},RAW,0.3193,14.1744
DownsideUpsideVolatility,{'N': 60},STATE_MACHINE,0.3502,11.4483
