Factor,Parameters,Mode,SharpRatio,POT
OBV,{'N': 10},RAW,-0.2426,-7.3383
OBV,{'N': 10},STATE_MACHINE,0.0146,0.2254
OBV,{'N': 20},RAW,-0.1656,-10.1764
OBV,{'N': 20},STATE_MACHINE,0.0931,1.8929
OBV,{'N': 30},RAW,-0.1791,-16.9313
OBV,{'N': 30},STATE_MACHINE,-0.1128,-2.5381
OBV,{'N': 40},RAW,-0.2652,-12.169
OBV,{'N': 40},STATE_MACHINE,-0.3014,-7.5746
OBV,{'N': 50},RAW,-0.0514,-3.0041
OBV,{'N': 50},STATE_MACHINE,-0.4094,-10.8358
OBV,{'N': 60},RAW,-0.301,-20.1837
OBV,{'N': 60},STATE_MACHINE,-0.4123,-11.1767
