Factor,Parameters,Mode,SharpRatio,POT
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",RAW,0.4845,19.5714
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",STATE_MACHINE,0.8153,20.2487
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",RAW,0.4685,23.9616
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",STATE_MACHINE,0.8348,26.7581
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",RAW,0.3625,20.1419
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",STATE_MACHINE,0.623,20.5834
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",RAW,0.3876,19.5117
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",STATE_MACHINE,0.7864,25.4387
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",RAW,0.2658,14.3927
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",STATE_MACHINE,0.621,20.7938
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",RAW,0.2007,10.2594
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",STATE_MACHINE,0.582,19.4089
