Factor,Parameters,Mode,SharpRatio,POT
ATR,{'N': 10},RAW,0.3222,18.2642
ATR,{'N': 10},STATE_MACHINE,0.2172,9.9002
ATR,{'N': 20},RAW,0.3697,21.5603
ATR,{'N': 20},STATE_MACHINE,0.233,10.6175
ATR,{'N': 30},RAW,0.3461,19.0473
ATR,{'N': 30},STATE_MACHINE,0.2244,10.2258
ATR,{'N': 40},RAW,0.3606,19.5678
ATR,{'N': 40},STATE_MACHINE,0.223,10.1711
ATR,{'N': 50},RAW,0.3938,21.0767
ATR,{'N': 50},STATE_MACHINE,0.2252,10.2685
ATR,{'N': 60},RAW,0.3955,21.0374
ATR,{'N': 60},STATE_MACHINE,0.2207,10.078
