Factor,Parameters,Mode,SharpRatio,POT
CMF,{'N': 10},RAW,0.3758,8.3018
CMF,{'N': 10},STATE_MACHINE,0.512,8.9895
CMF,{'N': 20},RAW,0.5158,14.9681
CMF,{'N': 20},STATE_MACHINE,0.4293,9.4638
CMF,{'N': 30},RAW,0.5274,17.4128
CMF,{'N': 30},STATE_MACHINE,0.5003,12.5246
CMF,{'N': 40},RAW,0.3858,12.9801
CMF,{'N': 40},STATE_MACHINE,0.3322,8.8179
CMF,{'N': 50},RAW,0.2524,8.926
CMF,{'N': 50},STATE_MACHINE,0.3142,8.5774
CMF,{'N': 60},RAW,0.1198,4.3907
CMF,{'N': 60},STATE_MACHINE,0.2472,6.8829
