Factor,Parameters,Mode,SharpRatio,POT
OpenInterestROC,{'N': 10},RAW,0.238,9.8535
OpenInterestROC,{'N': 10},STATE_MACHINE,0.1217,3.9602
OpenInterestROC,{'N': 20},RAW,0.1348,8.0644
OpenInterestROC,{'N': 20},STATE_MACHINE,0.0354,1.6942
OpenInterestROC,{'N': 30},RAW,-0.1167,-8.0536
OpenInterestROC,{'N': 30},STATE_MACHINE,-0.2433,-14.5568
OpenInterestROC,{'N': 40},RAW,-0.1054,-8.0554
OpenInterestROC,{'N': 40},STATE_MACHINE,-0.3075,-21.0409
OpenInterestROC,{'N': 50},RAW,-0.1859,-15.8193
OpenInterestROC,{'N': 50},STATE_MACHINE,-0.3695,-27.8193
OpenInterestROC,{'N': 60},RAW,-0.4736,-42.6681
OpenInterestROC,{'N': 60},STATE_MACHINE,-0.6226,-48.394
