Factor,Parameters,Mode,SharpRatio,POT
MovingAverageBias,{'N': 10},RAW,0.1697,10.0848
MovingAverageBias,{'N': 10},STATE_MACHINE,0.5525,15.1837
MovingAverageBias,{'N': 20},RAW,0.1738,14.5532
MovingAverageBias,{'N': 20},STATE_MACHINE,0.4969,18.871
MovingAverageBias,{'N': 30},RAW,0.2588,26.8919
MovingAverageBias,{'N': 30},STATE_MACHINE,0.543,24.9549
MovingAverageBias,{'N': 40},RAW,0.3257,39.4698
MovingAverageBias,{'N': 40},STATE_MACHINE,0.637,33.4147
MovingAverageBias,{'N': 50},RAW,0.3512,47.1978
MovingAverageBias,{'N': 50},STATE_MACHINE,0.6263,36.7131
MovingAverageBias,{'N': 60},RAW,0.3517,51.123
MovingAverageBias,{'N': 60},STATE_MACHINE,0.6554,41.1078
