Factor,Parameters,Mode,SharpRatio,POT
OvernightVsIntraday,{'N': 10},RAW,0.2779,15.0172
OvernightVsIntraday,{'N': 10},STATE_MACHINE,0.4838,14.0237
OvernightVsIntraday,{'N': 20},RAW,0.3148,21.9549
OvernightVsIntraday,{'N': 20},STATE_MACHINE,0.3458,14.2738
OvernightVsIntraday,{'N': 30},RAW,0.345,28.5263
OvernightVsIntraday,{'N': 30},STATE_MACHINE,0.2635,12.8054
OvernightVsIntraday,{'N': 40},RAW,0.2283,20.8395
OvernightVsIntraday,{'N': 40},STATE_MACHINE,0.1906,10.5263
OvernightVsIntraday,{'N': 50},RAW,0.1325,13.2367
OvernightVsIntraday,{'N': 50},STATE_MACHINE,0.0839,4.7981
OvernightVsIntraday,{'N': 60},RAW,0.0528,5.5796
OvernightVsIntraday,{'N': 60},STATE_MACHINE,0.0414,2.4184
