Factor,Parameters,Mode,SharpRatio,POT
BollingerBands,{'N': 10},RAW,0.4406,12.1032
BollingerBands,{'N': 10},STATE_MACHINE,0.4406,12.1032
BollingerBands,{'N': 20},RAW,0.341,13.5002
BollingerBands,{'N': 20},STATE_MACHINE,0.341,13.5002
BollingerBands,{'N': 30},RAW,0.463,22.3426
BollingerBands,{'N': 30},STATE_MACHINE,0.463,22.3426
BollingerBands,{'N': 40},RAW,0.494,28.334
BollingerBands,{'N': 40},STATE_MACHINE,0.494,28.334
BollingerBands,{'N': 50},RAW,0.4588,30.217
BollingerBands,{'N': 50},STATE_MACHINE,0.4588,30.217
BollingerBands,{'N': 60},RAW,0.4859,36.7606
BollingerBands,{'N': 60},STATE_MACHINE,0.4859,36.7606
