Factor,Parameters,Mode,SharpRatio,POT
DonchianChannel,{'N': 10},RAW,0.5245,16.9468
DonchianChannel,{'N': 10},STATE_MACHINE,0.566,16.1191
DonchianChannel,{'N': 20},RAW,0.3885,17.3189
DonchianChannel,{'N': 20},STATE_MACHINE,0.4282,16.8666
DonchianChannel,{'N': 30},RAW,0.5662,30.9886
DonchianChannel,{'N': 30},STATE_MACHINE,0.545,25.7569
DonchianChannel,{'N': 40},RAW,0.6589,40.6753
DonchianChannel,{'N': 40},STATE_MACHINE,0.6395,34.0074
DonchianChannel,{'N': 50},RAW,0.6897,46.4049
DonchianChannel,{'N': 50},STATE_MACHINE,0.6174,36.0623
DonchianChannel,{'N': 60},RAW,0.6212,44.1577
DonchianChannel,{'N': 60},STATE_MACHINE,0.5427,33.7954
