Factor,Parameters,Mode,SharpRatio,POT
NoiseFader,{'N': 10},RAW,-0.6581,-15.6483
NoiseFader,{'N': 10},STATE_MACHINE,-0.5395,-17.5041
NoiseFader,{'N': 20},RAW,-0.4723,-16.448
NoiseFader,{'N': 20},STATE_MACHINE,-0.4279,-18.6829
NoiseFader,{'N': 30},RAW,-0.8578,-38.151
NoiseFader,{'N': 30},STATE_MACHINE,-0.8049,-43.0338
NoiseFader,{'N': 40},RAW,-0.6612,-32.4366
NoiseFader,{'N': 40},STATE_MACHINE,-0.6778,-39.0872
NoiseFader,{'N': 50},RAW,-0.6155,-34.769
NoiseFader,{'N': 50},STATE_MACHINE,-0.6363,-40.9804
NoiseFader,{'N': 60},RAW,-0.5175,-31.1993
NoiseFader,{'N': 60},STATE_MACHINE,-0.5171,-35.1761
