Factor,Parameters,Mode,SharpRatio,POT
PriceVolumeCorrelation,{'N': 10},RAW,0.464,19.1045
PriceVolumeCorrelation,{'N': 10},STATE_MACHINE,0.452,14.9861
PriceVolumeCorrelation,{'N': 20},RAW,0.4649,28.3175
PriceVolumeCorrelation,{'N': 20},STATE_MACHINE,0.4046,18.6331
PriceVolumeCorrelation,{'N': 30},RAW,0.4049,30.5104
PriceVolumeCorrelation,{'N': 30},STATE_MACHINE,0.3771,20.6706
PriceVolumeCorrelation,{'N': 40},RAW,0.1696,14.7172
PriceVolumeCorrelation,{'N': 40},STATE_MACHINE,0.0214,1.3758
PriceVolumeCorrelation,{'N': 50},RAW,0.0609,5.8953
PriceVolumeCorrelation,{'N': 50},STATE_MACHINE,-0.0395,-2.7865
PriceVolumeCorrelation,{'N': 60},RAW,-0.0511,-5.2736
PriceVolumeCorrelation,{'N': 60},STATE_MACHINE,-0.1768,-13.1319
