Factor,Parameters,Mode,SharpRatio,POT
IntradayAmplitude,{'N': 10},RAW,0.3922,63.267
IntradayAmplitude,{'N': 10},STATE_MACHINE,0.3028,44.1051
IntradayAmplitude,{'N': 20},RAW,0.4112,75.132
IntradayAmplitude,{'N': 20},STATE_MACHINE,0.3077,44.9426
IntradayAmplitude,{'N': 30},RAW,0.4047,69.4127
IntradayAmplitude,{'N': 30},STATE_MACHINE,0.299,43.7192
IntradayAmplitude,{'N': 40},RAW,0.4005,67.7454
IntradayAmplitude,{'N': 40},STATE_MACHINE,0.303,44.2877
IntradayAmplitude,{'N': 50},RAW,0.3918,65.8997
IntradayAmplitude,{'N': 50},STATE_MACHINE,0.3073,44.9233
IntradayAmplitude,{'N': 60},RAW,0.3912,65.6251
IntradayAmplitude,{'N': 60},STATE_MACHINE,0.3047,44.5528
