trade_date,M.DCE,Y.DCE,P.DCE,OI.ZCE,RM.ZCE
20240809,1.8522507985368637,1.5844938278507412,1.6144195938913837,1.3395136305493676,1.5313321029686122
20240812,1.9033083277205345,1.5862185739924668,1.5919993959307441,1.3381550553711634,1.5376740089332097
20240813,1.8531266802863176,1.564429198553311,1.5715005741830443,1.3244727279415756,1.5352229088999927
20240814,1.8309531370953422,1.5486036094077542,1.557108147158781,1.3125672626947378,1.5439748406068055
20240815,1.7933375968776635,1.5355335888380737,1.5418431665967725,1.337647642471517,1.532899163395205
20240816,1.7819860647078196,1.5237717712651269,1.5299606183890135,1.3574943120819252,1.5469313193835224
20240819,1.7813989195058235,1.5245525133401876,1.5229464958284276,1.377718201858466,1.556622466831513
20240820,1.7687391118665974,1.5225753419303325,1.5158702812412128,1.3913829859997529,1.5639133463434907
20240821,1.7530184550408552,1.5209935552151137,1.5195537879535608,1.3930371471644163,1.5646263109468044
20240822,1.741180936243585,1.5223867770549715,1.5175379784666867,1.3953570209193658,1.5687104303660206
20240823,1.7410534957766128,1.5390188158376448,1.5269455842423842,1.4246455771616708,1.6004008361785813
20240826,1.745206997641047,1.533670823716971,1.4989743508571136,1.4161404524681496,1.6056484822385866
20240827,1.7387775825448206,1.5249905688633432,1.4730463862144105,1.41638281944913,1.607441893137102
20240828,1.7278978934768114,1.5164142241578218,1.4526811382977558,1.41340933819534,1.6091231230250191
20240829,1.712275247056927,1.5142466444380813,1.4335870642806237,1.4190915446224828,1.6039212068405226
20240830,1.6917003325616917,1.5110536972031918,1.4336718649149367,1.4130528837346576,1.5965274417545499
20240902,1.6772587613936973,1.501135244697059,1.4303222180764927,1.3943385930453924,1.5949715391468389
20240903,1.6665476456478359,1.514293317070119,1.48066677230512,1.3404952150506895,1.5327485316015654
20240904,1.6613386398514733,1.5040689346315377,1.5041684933892838,1.2890398796315938,1.4878973799172917
20240905,1.6452953002160953,1.4976220806176088,1.523171941515327,1.2476678111169208,1.4390850947069098
20240906,1.6256522611795075,1.4943587149483255,1.55030508378029,1.2141637568642334,1.4027571703197261
20240909,1.606247961916191,1.4943093293027276,1.573670539116655,1.188030557214741,1.3765252799794432
20240910,1.6669879413404736,1.5324144402840765,1.6058288318008849,1.1800258629489195,1.3734858645578303
20240911,1.7152469963385397,1.569921931621002,1.631263782516099,1.1786650093093942,1.3684835946589418
20240912,1.7648381929675376,1.595588541331029,1.651752605104619,1.1723643321204753,1.3663571199760456
20240913,1.8066460297610258,1.6248025394948826,1.6681572597357373,1.1733834735371496,1.36957836850363
20240918,1.8209938399485384,1.6206209296134026,1.6586149088700783,1.1724512803551972,1.373465297070829
20240919,1.7859853359711342,1.6165786115088097,1.6302677090080264,1.1742835259774742,1.3658376745473848
20240920,1.758853563847543,1.609894627694646,1.6009080070249873,1.17462255262353,1.3623454648477793
20240923,1.7380757909890643,1.604493603072573,1.5847821731173668,1.1746372104346388,1.3602479004408778
20240924,1.7156940068188198,1.596020065085441,1.568013168056376,1.1740306116030257,1.3596957759351094
20240925,1.6782859990871655,1.599531946608809,1.5897937926462198,1.1748742278246407,1.3459814747076948
20240926,1.6379497451343017,1.5972252057762233,1.5957052020054299,1.173978428649062,1.3310694741488367
20240927,1.604662724387907,1.5968036290061007,1.603225123550735,1.176345925898838,1.3193547931440868
20240930,1.5700178487389949,1.5945581683076362,1.6107049245628742,1.1807318831090203,1.3099156442768798
20241008,1.5000438217357555,1.6106055859988733,1.6037544940440163,1.1959037961317427,1.2775004857711156
20241009,1.443448356015391,1.6611506536015592,1.6182363780415847,1.2288893535551841,1.2542998446232492
20241010,1.401225690864514,1.735012973389541,1.6302553724311675,1.4525679617885092,1.266358620669645
20241011,1.3624024659082195,1.8578055946624987,1.6598735383177667,1.6713931695402804,1.2729384651913767
20241014,1.3368347346355371,1.953602359525189,1.6914256834892296,1.8155072136572055,1.3087797476358685
20241015,1.3213291779703988,2.0047281921899507,1.691567782973626,1.926243965467777,1.3416263751155983
20241016,1.3085709797173468,2.0256711323489696,1.6850467438674588,1.9999887483816658,1.3681465135778006
20241017,1.2941373657329902,2.0271392207339853,1.6807846375520106,2.0350500432526375,1.3924488293729225
20241018,1.280546281382819,2.0311957570457952,1.6773887095327855,2.0727485456735595,1.4221609269374802
20241021,1.2734041658182118,2.0407720356248062,1.6851768078590819,2.0254432814364094,1.4217315255994403
20241022,1.2672793887682579,2.0471056800696186,1.7003657427651169,1.9844809401317904,1.4210352049582962
20241023,1.2740682100899559,2.0545577561580477,1.7092463004731893,1.9430137847777458,1.4149204529437127
20241024,1.2904300027725517,2.0621849634868044,1.7440756668490567,1.9103045455290373,1.4129661023952538
20241025,1.3039659798577499,2.0692671463633343,1.7780250664493333,1.8824796514766264,1.4120133378534692
20241028,1.3121905401485083,2.0597491418923504,1.798438491294073,1.8621352504911899,1.4097547838145825
20241029,1.3267847838101319,2.0493322527672735,1.8136082304399808,1.842159702503643,1.417100457411141
20241030,1.345732666495786,2.039591606162325,1.8213580486607233,1.824606611147063,1.4260409809249261
20241031,1.377062427237231,2.0550467531870074,1.8380384254267663,1.8271448286453777,1.4557008238186582
20241101,1.4016988971755413,2.051146916078882,1.841435489299633,1.7916518118968685,1.4807293584578511
20241104,1.4391459779947142,2.0464442238810947,1.8546447988271506,1.7614116234828043,1.5103395419324612
20241105,1.5985827146819003,2.0277368350390663,1.8646137819161113,1.7204182422206127,1.588289348753207
20241106,1.7141282487262304,2.0065245828159743,1.87751389234555,1.68378900923408,1.64629121153636
20241107,1.7474126830932208,1.9739188381737343,1.8741598256770233,1.6426396704447503,1.65090077400138
20241108,1.7893278237859558,1.953281018340867,1.8730023952784893,1.5837192204289714,1.64904032127104
20241111,1.785929835276824,1.9449414519677595,1.8767674235161795,1.5419854361198853,1.6285430380658212
20241112,1.7828642953273917,1.8981172224801819,1.9060596834415848,1.4905445578729568,1.6093756929597538
20241113,1.7740413117243083,1.794976641670747,1.8471656885845955,1.4434921876221547,1.585559935265819
20241114,1.7766439752765824,1.7126877756995602,1.8013982495844318,1.4075777605048523,1.5676007260423077
20241115,1.7340488381739059,1.6450235482221804,1.7645302663326694,1.3794475220677742,1.5389755355263524
20241118,1.6980138058610788,1.5832932417425636,1.7140243620908502,1.3754567347525473,1.5535734644868022
20241119,1.664529688676712,1.528342415266867,1.6788527443713657,1.3722774555484496,1.5649768685058085
20241120,1.633792474492063,1.4964231205238308,1.6616522551491733,1.3828235895602654,1.5826825896065047
20241121,1.6034358016941688,1.4677716033894121,1.5988060763437515,1.386497389056001,1.5874718293581904
20241122,1.5704277213530724,1.4480354599213279,1.5484440070954801,1.3874554867816244,1.5835559428390333
20241125,1.5449037785736357,1.4309404871580897,1.5070912708097814,1.3893788499411814,1.5795971918506466
20241126,1.5261758887162478,1.416461917550637,1.4765362421746426,1.3841578170678648,1.5742088210306429
20241127,1.5057481877671315,1.399356609194496,1.4506122609192345,1.3755982296741631,1.5659373294919743
20241128,1.483248226534307,1.3816154875740996,1.4276778542535422,1.3644623887437366,1.5505914485953955
20241129,1.4640065253240762,1.3624169672885258,1.4034802466734373,1.384933249382393,1.5322693613535308
20241202,1.4417839006766893,1.3486542766383711,1.380909539508319,1.3965034067943445,1.51322002626858
20241203,1.418347253154911,1.3317784660582674,1.3586205581075181,1.408083252642775,1.4909354088591122
20241204,1.3947890721223755,1.319425160246629,1.3394552255307421,1.4052650499596253,1.4657609594669583
20241205,1.3976114512061308,1.3174909968745496,1.3294203520079524,1.3975163682895118,1.4812500711405328
20241206,1.399284681125167,1.3165631797779442,1.3233626330353099,1.429719513963453,1.502543168260472
20241209,1.4344962151916092,1.314413292640002,1.3171735164566234,1.4523714827648173,1.5485728046785943
20241210,1.4653666956666178,1.3237586363394243,1.3055223090770114,1.500917313171538,1.5828451433279978
20241211,1.4918496837356003,1.377066022469031,1.3195968471448336,1.5293142119582994,1.6094627615978965
20241212,1.5057068007039331,1.412533797895163,1.331490641013398,1.5453693752775282,1.624733990829884
20241213,1.5807671848820117,1.4372464087470278,1.3439458913613054,1.5527840224110256,1.6783802503230791
20241216,1.634006486184934,1.4776807022672322,1.3647122315405356,1.5397703514280445,1.7209389102623087
20241217,1.6784559873375788,1.5333110648324024,1.3794642560780705,1.5309475014664315,1.7552057762407405
20241218,1.6941514159867683,1.511450314560786,1.3809877822800576,1.5042113637078713,1.7751101219114989
20241219,1.7058374311251532,1.4877822577413164,1.4043213659803244,1.4880620646517004,1.7838940000987664
20241220,1.676434569522279,1.4591298142244546,1.422559177569159,1.4554457760153208,1.764214857704194
20241223,1.6599301245000198,1.4342568749230786,1.4449940669958805,1.4264350204475762,1.7511716604171097
20241224,1.6423895767165528,1.4120187941241955,1.4630020731825644,1.4164008494734315,1.7416035637901006
20241225,1.6186240065792692,1.3983451439865062,1.4854144999010563,1.4090878369472595,1.7241622795026819
20241226,1.5933471896769427,1.3871507727692443,1.5038440451545698,1.4059241172909267,1.7080520671203356
20241227,1.5713871706710454,1.3928745931569881,1.5579641278850502,1.3977455213304963,1.693017916929007
20241230,1.551361195086583,1.402176554103472,1.6058155578355575,1.3903973953006379,1.6791104669523809
20241231,1.5348500878052922,1.4119943874810605,1.6901235179717757,1.3816782475949405,1.665504723865541
20250102,1.538263851658143,1.424130738101505,1.749729177022732,1.3983653154927917,1.688282476309068
20250103,1.552308292530769,1.424871735897721,1.7842677073657276,1.4066132052079048,1.684960640253105
20250106,1.562380604005809,1.4193777808333679,1.81110220149726,1.4093971734527144,1.680000686070002
20250107,1.549354753667759,1.4134134851932623,1.782400876567235,1.4107398991817723,1.6431523130041723
20250108,1.5372074610279425,1.4040494567801205,1.774615279048903,1.4043887120581156,1.6060147249603396
20250109,1.5254502983283798,1.413143554762599,1.7527252709250594,1.4163569143640635,1.5753677432864854
20250110,1.5005695491553903,1.411084175900791,1.726924728895327,1.4250120210035384,1.5488080874885968
20250113,1.4425882550101528,1.3931200122490996,1.6803055462023704,1.4163236696819723,1.491974143041218
20250114,1.3980825153419225,1.3720168566813744,1.6377032516067906,1.416977160237574,1.4471583560521262
20250115,1.3717743978597388,1.348114191113527,1.588488076898809,1.412295236351571,1.40894084679086
20250116,1.371087073550686,1.3877998971036145,1.5567847367691432,1.3973870021748278,1.3846304972479058
20250117,1.3750496594221122,1.4533826076034524,1.5456356770457624,1.3857146692222992,1.3677525614263053
20250120,1.3961682526176094,1.5213513912147083,1.5373079571812356,1.4221898253286283,1.3729554681553797
20250121,1.4197949889330455,1.569583356179975,1.528014329469244,1.4463905335236973,1.3813847582578729
20250122,1.436736149857153,1.6065239902370834,1.5177058336852298,1.4607817001988403,1.3859842016762332
20250123,1.4500430548454826,1.6263558913798335,1.5082933361696276,1.4720553907980767,1.396093795951657
20250124,1.4660436845912364,1.6416502934642505,1.500408505017476,1.4783121596128614,1.406783718850568
20250127,1.4777648093508828,1.6312455089559013,1.4744325618479899,1.4773261808428038,1.4151591549279305
20250205,1.435053356904252,1.6000537095256107,1.4442049236552505,1.4687355823875516,1.3916876215433471
20250206,1.394959830416969,1.5675785859308462,1.4179209453419896,1.4644012617042699,1.3606347159176704
20250207,1.3607636672548091,1.5280661932379025,1.3983051063732392,1.4565529620293627,1.333418432994216
20250210,1.3374265296052033,1.4972992085368195,1.377989711235532,1.4528860251100832,1.3261978464162043
20250211,1.3187385390890287,1.4753339247608042,1.3610465869443917,1.4505637003548724,1.3213997829274864
20250212,1.3112434793751402,1.4535630943748323,1.3630592001214845,1.4443444237938385,1.3456665083908168
20250213,1.303467573717344,1.4236867119064038,1.3513246340913398,1.4302257452445128,1.3665393553917273
20250214,1.3042694468594407,1.4014160925905628,1.3575380141330193,1.4111592154457853,1.3855954242407411
20250217,1.3047220800218533,1.3802914233712815,1.3618556950712453,1.3953929926362303,1.3934259206476975
20250218,1.33727277822608,1.3771440081745645,1.382741690419966,1.4059197892500763,1.4348410214176648
20250219,1.3561206776081673,1.3734860299293739,1.3905922603704048,1.405708216927358,1.4509567274661834
20250220,1.3684815730610136,1.372590807784106,1.424736349329666,1.4033006454766437,1.4713489265309967
20250221,1.3819240508136932,1.3777063309860056,1.4680127411124675,1.5001382815487678,1.4912615253830424
20250224,1.3847834182016285,1.3784284681098142,1.484142281977232,1.5777771394645421,1.5013163814034074
20250225,1.3857159495000793,1.3793090377093506,1.4930508313299513,1.6238788688009298,1.502351570187769
20250226,1.386190444057831,1.3822476959847556,1.4947959103356714,1.658350727131718,1.4989923933583542
20250227,1.38021547067538,1.3884320425644998,1.4923903543638468,1.6785794821227404,1.4965611698679722
20250228,1.374629948401233,1.4039449874488805,1.5009521555261913,1.7018315819791565,1.4901857688163902
20250303,1.356087736662341,1.4205785135393618,1.498074698440032,1.7201564978990833,1.4772358284164755
20250304,1.3423605376523589,1.4442862397967164,1.4847600578746971,1.737177943187035,1.4614764526576864
20250305,1.3534999995530086,1.4814458798868857,1.4812339187974692,1.750146664157934,1.4587221879345533
20250306,1.367070731376334,1.523005079840797,1.4735061091036625,1.7539692839438832,1.4717396958957272
20250307,1.3797632075602244,1.599886811199277,1.46859579188854,1.7481583003066883,1.4812471242199439
20250310,1.3853214628157242,1.6753280785040778,1.4674926495258136,1.6682123568727458,1.4276259966253977
