Factor,Parameters,Mode,SharpRatio,POT
DonchianChannel,{'N': 10},RAW,0.418,11.0102
DonchianChannel,{'N': 10},STATE_MACHINE,0.3343,7.5186
DonchianChannel,{'N': 20},RAW,0.3261,11.78
DonchianChannel,{'N': 20},STATE_MACHINE,0.2205,7.1935
DonchianChannel,{'N': 30},RAW,0.2527,10.9516
DonchianChannel,{'N': 30},STATE_MACHINE,0.2483,9.9496
DonchianChannel,{'N': 40},RAW,0.3492,17.2656
DonchianChannel,{'N': 40},STATE_MACHINE,0.3322,15.2479
DonchianChannel,{'N': 50},RAW,0.3445,18.4984
DonchianChannel,{'N': 50},STATE_MACHINE,0.244,11.8142
DonchianChannel,{'N': 60},RAW,0.2932,16.8317
DonchianChannel,{'N': 60},STATE_MACHINE,0.1499,7.6495
