,Kurtosis_{'N': 50},Kurtosis_{'N': 60},Kurtosis_{'N': 40},OvernightVsIntraday_{'N': 50},OvernightVsIntraday_{'N': 40},OvernightVsIntraday_{'N': 60},Skewness_{'N': 40},Skewness_{'N': 50},Skewness_{'N': 60},NoiseFader_{'N': 30},NoiseFader_{'N': 60},NoiseFader_{'N': 20},ShortTermReversal_{'N': 60},ShortTermReversal_{'N': 20},ShortTermReversal_{'N': 30},AmihudIlliquidity_{'N': 60},AmihudIlliquidity_{'N': 50},AmihudIlliquidity_{'N': 10},BuyingSellingPressure_{'N': 40},BuyingSellingPressure_{'N': 10},BuyingSellingPressure_{'N': 50},BollingerBands_{'N': 20},BollingerBands_{'N': 60},BollingerBands_{'N': 50},DonchianChannel_{'N': 10},DonchianChannel_{'N': 40},DonchianChannel_{'N': 50},"DualMACrossover_{'fast_n': 5, 'slow_n': 20}","DualMACrossover_{'fast_n': 30, 'slow_n': 60}","DualMACrossover_{'fast_n': 10, 'slow_n': 60}","MACD_{'fast_n': 24, 'slow_n': 52, 'signal_n': 18}","MACD_{'fast_n': 19, 'slow_n': 39, 'signal_n': 9}","MACD_{'fast_n': 8, 'slow_n': 17, 'signal_n': 9}",MovingAverageBias_{'N': 50},MovingAverageBias_{'N': 60},MovingAverageBias_{'N': 20},RSI_{'N': 10},RSI_{'N': 40},RSI_{'N': 50},TimeSeriesMomentum_{'N': 40},TimeSeriesMomentum_{'N': 10},TimeSeriesMomentum_{'N': 50},ATR_{'N': 20},ATR_{'N': 30},ATR_{'N': 10},DownsideUpsideVolatility_{'N': 40},DownsideUpsideVolatility_{'N': 50},DownsideUpsideVolatility_{'N': 10},HistoricalVolatility_{'N': 20},HistoricalVolatility_{'N': 40},HistoricalVolatility_{'N': 60},IntradayAmplitude_{'N': 20},IntradayAmplitude_{'N': 30},IntradayAmplitude_{'N': 40},VIXFix_{'N': 30},VIXFix_{'N': 20},VIXFix_{'N': 10},CMF_{'N': 40},CMF_{'N': 10},CMF_{'N': 50},OBV_{'N': 60},OBV_{'N': 50},OBV_{'N': 20},OpenInterestROC_{'N': 40},OpenInterestROC_{'N': 50},OpenInterestROC_{'N': 60},PriceOiDivergence_{'N': 50},PriceOiDivergence_{'N': 40},PriceOiDivergence_{'N': 10},PriceVolumeCorrelation_{'N': 50},PriceVolumeCorrelation_{'N': 40},PriceVolumeCorrelation_{'N': 60},VolumeMomentum_{'N': 20},VolumeMomentum_{'N': 10},VolumeMomentum_{'N': 30}
Kurtosis_{'N': 50},1.0,0.9187657386752317,0.9049640124527849,-0.0017951485352859186,-0.023894949517411286,0.009759635186839992,-0.08611132819966856,-0.09256807360901269,-0.04952156381575166,0.1647642710664089,0.19454362614898085,0.1663504664882381,0.19454362614898085,0.1663504664882381,0.1647642710664089,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.1407801519309727,-0.12062391061229591,-0.13930825100374702,-0.15787544081068974,-0.1857772252387712,-0.16795806841395133,-0.11182072999128945,-0.1607086339053097,-0.17496260233655297,-0.177681635138243,-0.1517833456313044,-0.18679886810102564,-0.14299944486816027,-0.11417811823673017,-0.05683478128373414,-0.19713087398633372,-0.19778485778306065,-0.14549409233746524,-0.17551394194691544,-0.1862496182671679,-0.19653717936873732,-0.18729166264159725,-0.17883452002822925,-0.19756163706524396,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.17523826440140255,-0.1761091640544242,-0.07319569808600299,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.6476211844952756,-0.6476528586113127,-0.6476528586113127,-0.14493078606377544,-0.10757025124592791,-0.13948579097110095,-0.13390325694154717,-0.1228449321425177,-0.07422676789252368,0.5022231044404226,0.5272650653327591,0.5352312826443925,0.15158483706812123,0.087182798610795,-0.23052143145194937,-0.18089880618679322,-0.16576864028994562,-0.1797289994085283,0.25586843806949533,0.24588369949232483,0.266193418324834
Kurtosis_{'N': 60},0.9187657386752317,1.0,0.8015500107422978,0.015915072218459742,-0.006716335681496775,0.003077724863136738,-0.039703201094414386,-0.05451936730847398,-0.020104783213454464,0.17221741583134964,0.223016036076542,0.17169731179968525,0.223016036076542,0.17169731179968525,0.17221741583134964,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.13693723771868382,-0.09621254381743265,-0.1354940545982003,-0.15284752542653995,-0.1847421447499254,-0.16033733330116892,-0.08452816959911022,-0.1600422869598509,-0.18114674662956237,-0.1641075511084229,-0.174724252772671,-0.2109881720235057,-0.14108187403131567,-0.08494164915580416,-0.023739875584965275,-0.2057756015626278,-0.2073442547446976,-0.13421900817555488,-0.15442606698366237,-0.20323429929691406,-0.21739872876405716,-0.20442434422260322,-0.15857500775136685,-0.21851565112175333,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.1634903270481001,-0.17903323299336962,-0.04987117791145802,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.7627241394934408,-0.7626913692233843,-0.7626913692233843,-0.12653437642900095,-0.073532698899958,-0.11174747797434388,-0.11759070136670415,-0.11800308158431955,-0.05876524926939771,0.5643688687548759,0.6028972305237623,0.6399500443403336,0.11704955239991797,0.06568978294329672,-0.26485879269633544,-0.20927932173800376,-0.19971493852126931,-0.20276383926064284,0.2987976443897915,0.25970101808141166,0.3142236610629853
Kurtosis_{'N': 40},0.9049640124527849,0.8015500107422978,1.0,-0.0052386848275312314,-0.03723099803535083,0.03090453238279449,-0.10919059491304732,-0.08922914949176433,-0.035062847601103724,0.1659332348022073,0.17057677964410178,0.16373945677050566,0.17057677964410178,0.16373945677050566,0.1659332348022073,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.12614136252271266,-0.1187302145068012,-0.1211756793234424,-0.1449969211776703,-0.16810777387694814,-0.15825697739484226,-0.10206574700727622,-0.15646920005655388,-0.16587949606172447,-0.17253938865317875,-0.12529775045681196,-0.1693289291678618,-0.16672725915780515,-0.12809569185197725,-0.04750842876571749,-0.18648516158229528,-0.18589404051766273,-0.13942963924255586,-0.17277718869231976,-0.1715999594342571,-0.1748898266852854,-0.17244460542721568,-0.17570223418917993,-0.17600296546813987,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.15662445032524105,-0.1614311494213221,-0.08180566039650979,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.5659139478320858,-0.5659710924606522,-0.5659710924606522,-0.14411464445122188,-0.1126083256696307,-0.13853888430467448,-0.1529059796026608,-0.1424334286892242,-0.08851692890402917,0.4557371985420043,0.4485711995464102,0.4486335146046791,0.1604966937395705,0.1494356787639589,-0.18078642082792185,-0.1778170249005771,-0.1699988778592906,-0.1727677505974378,0.22020360569517727,0.22504685382419076,0.21961694924985897
OvernightVsIntraday_{'N': 50},-0.0017951485352859186,0.015915072218459742,-0.0052386848275312314,1.0,0.904684348311032,0.908622986639088,0.14961765854758757,0.15626830842366676,0.13354878511349216,-0.6105594102820184,-0.6623609912595905,-0.5123567126934149,-0.6623609912595905,-0.5123567126934149,-0.6105594102820184,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,0.5669460873514562,0.345142772541936,0.6144969537839612,0.33501471850732745,0.49518368556051773,0.4935595770435985,0.35832787473614675,0.644517668644606,0.7006562291313804,0.45617194895117597,0.6416011181424284,0.6733273546658971,0.3370118620253049,0.1827294429084481,0.019858915396898612,0.6503008882956192,0.67441580812885,0.47316134179231667,0.40589206059167476,0.6764802006579107,0.7085706688925424,0.6761983352640712,0.40461528249482515,0.7084297155494697,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,0.5483952420349343,0.57723179271784,0.3332427400370974,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,-0.08288969163108431,-0.08300642418831836,-0.08300642418831836,0.6027509198247843,0.3376354730292239,0.6871240225647969,0.31347199953294985,0.31038104886397877,0.28222635399602136,0.036784114745253525,0.027713645653176914,0.03991790099680693,-0.2777124300467206,-0.25353380780231227,0.09361805489200421,0.3116664955677816,0.29082991720453977,0.3185888766905815,0.12138100498945034,0.09142633895276185,0.14628109429156538
OvernightVsIntraday_{'N': 40},-0.023894949517411286,-0.006716335681496775,-0.03723099803535083,0.904684348311032,1.0,0.8029713311656497,0.16375672788151976,0.13721924407326028,0.1279356716350859,-0.6814143457868735,-0.6084033426865739,-0.5648365966584364,-0.6084033426865739,-0.5648365966584364,-0.6814143457868735,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,0.6219518323500068,0.3541444247487748,0.5931936622549848,0.34156255768876304,0.4981082747324332,0.5086691119563397,0.3564769307577143,0.6999452678560673,0.7306862302464496,0.48466503926283705,0.5940789057537879,0.6883154861267635,0.4454582234359579,0.2454691410668135,-0.00365936398406791,0.6953522779973992,0.6904794347140155,0.49613926621764953,0.41402748629819164,0.7153950251875346,0.6534709171995254,0.7150250592087851,0.4124745166794678,0.6534073916446753,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,0.5686861928633012,0.5209456021843124,0.3449551380744724,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,-0.04834050994710924,-0.048457073884757944,-0.048457073884757944,0.6703650772254851,0.34929364582414707,0.6649712992392312,0.31332643240510055,0.3167830377807076,0.27443838482920846,0.025895374694178276,0.00542839050782727,0.009802449439694293,-0.23570297546898789,-0.2504475074644153,0.10110381994550693,0.31458146223940603,0.3391038247673533,0.31742432390785735,0.08091012744558931,0.04203517614710776,0.11324669837429141
OvernightVsIntraday_{'N': 60},0.009759635186839992,0.003077724863136738,0.03090453238279449,0.908622986639088,0.8029713311656497,1.0,0.12212425066039918,0.1378452285682152,0.12604535827531493,-0.5760258732804496,-0.7045155625861594,-0.5146419781216565,-0.7045155625861594,-0.5146419781216565,-0.5760258732804496,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,0.502383499405652,0.34157533759104797,0.5576688985361508,0.34421515327003077,0.4986940253960499,0.48817210861388793,0.34223459326702727,0.6120970522788957,0.6573710678640277,0.45726608203656877,0.5912594388553072,0.6424445988139769,0.287381558874073,0.18078210461538252,0.04038833485250158,0.6149473313481805,0.649428828972374,0.46327468040896086,0.3988695781327009,0.6222237139674931,0.6732760489280332,0.6222427182737502,0.3975608873060305,0.673248898327839,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,0.5117578659311248,0.5587205081813161,0.33111003766664465,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,-0.06516051748310409,-0.0652724448750443,-0.0652724448750443,0.514708875731555,0.32922062637173655,0.6064770847610337,0.30790875760936026,0.299485013702807,0.2684049232575175,0.02101040533490024,0.013567645083415127,0.02409959688651939,-0.3122940580925245,-0.24202948807672856,0.10478270941360293,0.3200325845461429,0.27325294893644814,0.3590984388316343,0.15294592443088886,0.10216748438368004,0.18380735947531668
Skewness_{'N': 40},-0.08611132819966856,-0.039703201094414386,-0.10919059491304732,0.14961765854758757,0.16375672788151976,0.12212425066039918,1.0,0.8335983220464716,0.6840305939638079,-0.2320053530223498,-0.16812597442343233,-0.16780572785858922,-0.16812597442343233,-0.16780572785858922,-0.2320053530223498,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,-0.010991721182645955,-0.019418826875200777,-0.02971090241368792,0.1922446880016711,0.23112812176912859,0.22608954051180016,0.1398091235294806,0.21543666098185862,0.2312927949569256,0.15982927405576888,0.1697934317954183,0.19323998100300138,0.21476840993738835,0.10271853626612086,-0.018666467374345838,0.2103423965463058,0.2243377044130902,0.16145437810864816,0.13713919277402192,0.22237604566787159,0.2022822108922291,0.2219643142250994,0.1358135188174891,0.20243693271512067,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,0.6387814886559593,0.557027688860288,0.28007327846098967,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,-0.07507747817392277,-0.07495951065809106,-0.07495951065809106,0.08253064058851588,0.039436486295522724,0.07012299310602026,-0.1100687912270548,-0.09473839789486642,-0.0002362799709513341,0.005225106189509202,0.04252881045888514,0.07490134954792516,0.018888535803408667,-0.0290825207015358,-0.0364696985272601,0.36650711780202605,0.3576291341299307,0.33910884594462637,0.09257813549071586,0.009142035316301577,0.11087837890662376
Skewness_{'N': 50},-0.09256807360901269,-0.05451936730847398,-0.08922914949176433,0.15626830842366676,0.13721924407326028,0.1378452285682152,0.8335983220464716,1.0,0.8422810398095808,-0.1987157002824119,-0.19574700865468123,-0.173429798775765,-0.19574700865468123,-0.173429798775765,-0.1987157002824119,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,-0.043023585839489405,-0.040267639492908736,-0.044695411577787926,0.16083645733228183,0.19376552156808297,0.18207415180494677,0.10672443701335312,0.19784044193868683,0.21602627465325272,0.17101523671572408,0.18238405443566888,0.18702604501188755,0.16915046207470152,0.0844504495595789,-0.02443217798574129,0.19503605543196356,0.21488720787160043,0.15313230097772618,0.12400933701041768,0.1864726208774722,0.22874366555395773,0.1862631218655684,0.12261407561802737,0.2290320900346781,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,0.5594387216469827,0.6394470078719213,0.24420846850373967,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,-0.07515442301731885,-0.07506514840427256,-0.07506514840427256,0.033066576358267395,0.015049990452069966,0.06193707739842585,-0.13884319597556272,-0.12243762112292687,-0.01581581917968311,-0.020959798888623368,0.022551757444221273,0.06973260245794646,0.004778273358043442,-0.0315731576066833,-0.039621498757543436,0.34498554296258926,0.3133341513264776,0.32461398017919135,0.1107352156727309,0.05030971785794011,0.13877523828555932
Skewness_{'N': 60},-0.04952156381575166,-0.020104783213454464,-0.035062847601103724,0.13354878511349216,0.1279356716350859,0.12604535827531493,0.6840305939638079,0.8422810398095808,1.0,-0.1744900651976632,-0.20189710180109696,-0.1443581199862057,-0.20189710180109696,-0.1443581199862057,-0.1744900651976632,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,-0.07259851493429051,-0.06904299676053653,-0.07504610188947788,0.12309307361198371,0.1657146878646708,0.14718093055196999,0.07587708373664868,0.14636381735416285,0.1673117308740952,0.1352039374456142,0.13633771422680893,0.15824523173020455,0.11674962622682589,0.06560644263365764,-0.02534527328181538,0.15729936086078417,0.18034475087764282,0.11872041621937786,0.08543408456100167,0.14366218986540044,0.18493968939825065,0.14315009479068838,0.08403657548519826,0.18484918137160963,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,0.457294812327283,0.5316998566263658,0.17416993270914022,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,-0.09259148282402348,-0.09253981800925266,-0.09253981800925266,-0.005209618653629088,-0.027830762661150435,0.02447254109463861,-0.12744656924139694,-0.11037972244910846,-0.001394114835527332,-0.016118230436110152,0.007164100202724565,0.05973726318193167,0.005069405556419201,-0.031328782229401324,0.01012308091200636,0.3118841686396968,0.27631931179714797,0.3124372787734773,0.11657940501101366,0.04965642557164497,0.17790854207048937
NoiseFader_{'N': 30},0.1647642710664089,0.17221741583134964,0.1659332348022073,-0.6105594102820184,-0.6814143457868735,-0.5760258732804496,-0.2320053530223498,-0.1987157002824119,-0.1744900651976632,1.0,0.726562280544351,0.8300296774964404,0.726562280544351,0.8300296774964404,1.0,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.6726467820354628,-0.49322895350751594,-0.5944952305426523,-0.47787095201532087,-0.6492710392048142,-0.651418815041001,-0.4993504747747207,-0.9168896701948657,-0.9084093963080909,-0.7070984768872145,-0.6522600899438848,-0.8886390359317634,-0.7022879152677906,-0.4450215411349652,-0.05248934288070095,-0.947157304322831,-0.9215821457558228,-0.7029255233031362,-0.5946131034882104,-0.8818911517751936,-0.7747644916558833,-0.8820017905346971,-0.5938277270819017,-0.7748937217874906,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.711175847426526,-0.6364330874178052,-0.5368563401599789,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.17184132610231043,-0.17180410160357454,-0.17180410160357454,-0.6913663493131591,-0.4876166502513619,-0.6155611164677386,-0.36971855223579114,-0.39219783054831037,-0.3495095266096967,0.05734308786528943,0.10654303916771254,0.15517144530122903,0.24576473871258364,0.2860122085654092,-0.1979409108525554,-0.32076402190453074,-0.3560007359181903,-0.29626439672412724,-0.07443419778930296,-0.03731674158762888,-0.10930028139979531
