Factor,Parameters,Mode,SharpRatio,POT
Kurtosis,{'N': 10},RAW,-0.697,-16.6974
Kurtosis,{'N': 10},STATE_MACHINE,-0.6797,-11.5315
Kurtosis,{'N': 20},RAW,-0.3611,-15.9971
Kurtosis,{'N': 20},STATE_MACHINE,-0.2055,-6.2007
Kurtosis,{'N': 30},RAW,-0.3137,-18.7699
Kurtosis,{'N': 30},STATE_MACHINE,0.0189,0.7954
Kurtosis,{'N': 40},RAW,-0.2518,-18.6367
Kurtosis,{'N': 40},STATE_MACHINE,-0.0403,-2.0092
Kurtosis,{'N': 50},RAW,-0.1282,-11.4431
Kurtosis,{'N': 50},STATE_MACHINE,-0.0862,-5.1797
Kurtosis,{'N': 60},RAW,-0.2107,-21.016
Kurtosis,{'N': 60},STATE_MACHINE,-0.1166,-8.4804
