trade_date,dailyPnl,Energy,cumulativePnl
20100104,0.0,0.0,0.0
20100105,0.0,0.0,0.0
20100106,0.0,0.0,0.0
20100107,7.200820713187418,7.200820713187418,7.200820713187418
20100108,1.758061550309303,1.758061550309303,8.95888226349672
20100111,-2.937926781229634,-2.937926781229634,6.0209554822670865
20100112,0.7725495544264824,0.7725495544264824,6.793505036693569
20100113,3.049708659120659,3.049708659120659,9.843213695814228
20100114,-1.9186457271146384,-1.9186457271146384,7.92456796869959
20100115,0.43096363287392025,0.43096363287392025,8.35553160157351
20100118,-1.1116385951757528,-1.1116385951757528,7.243893006397757
20100119,0.5554800579768732,0.5554800579768732,7.79937306437463
20100120,0.36431216561870133,0.36431216561870133,8.163685229993332
20100121,-0.26709341089528793,-0.26709341089528793,7.896591819098044
20100122,-0.23755482854843468,-0.23755482854843468,7.65903699054961
20100125,0.4061793757703337,0.4061793757703337,8.065216366319943
20100126,0.818453153644445,0.818453153644445,8.883669519964387
20100127,0.44103763020972964,0.44103763020972964,9.324707150174117
20100128,1.3598980832291607,1.3598980832291607,10.684605233403278
20100129,0.5334033477577064,0.5334033477577064,11.218008581160985
20100201,0.4288351484519051,0.4288351484519051,11.64684372961289
20100202,-0.09176351083332976,-0.09176351083332976,11.55508021877956
20100203,-1.6266608186955076,-1.6266608186955076,9.928419400084053
20100204,0.12725850792105323,0.12725850792105323,10.055677908005107
20100205,0.26317798592258634,0.26317798592258634,10.318855893927694
20100208,-0.6067227412028052,-0.6067227412028052,9.712133152724888
20100209,-0.19928613395256847,-0.19928613395256847,9.51284701877232
20100210,-0.2742946818223216,-0.2742946818223216,9.238552336949997
20100211,-0.22334202242314438,-0.22334202242314438,9.015210314526852
20100212,-0.31307982291997305,-0.31307982291997305,8.70213049160688
20100222,-0.3664544457784592,-0.3664544457784592,8.335676045828421
20100223,0.03693872540933733,0.03693872540933733,8.372614771237759
20100224,0.10052300060867744,0.10052300060867744,8.473137771846435
