Factor,Parameters,Mode,SharpRatio,POT
VolumeMomentum,{'N': 10},RAW,-0.1893,-5.0082
VolumeMomentum,{'N': 10},STATE_MACHINE,-0.0601,-1.2239
VolumeMomentum,{'N': 20},RAW,0.1441,6.3912
VolumeMomentum,{'N': 20},STATE_MACHINE,0.0725,2.3764
VolumeMomentum,{'N': 30},RAW,0.3794,22.1853
VolumeMomentum,{'N': 30},STATE_MACHINE,0.2643,12.2263
VolumeMomentum,{'N': 40},RAW,0.5392,38.3663
VolumeMomentum,{'N': 40},STATE_MACHINE,0.35,20.2969
VolumeMomentum,{'N': 50},RAW,0.5905,51.089
VolumeMomentum,{'N': 50},STATE_MACHINE,0.4076,29.8133
VolumeMomentum,{'N': 60},RAW,0.5882,65.5622
VolumeMomentum,{'N': 60},STATE_MACHINE,0.3283,33.1173
