Factor,Parameters,Mode,SharpRatio,POT
AmihudIlliquidity,{'N': 10},RAW,-0.8296,-158.2368
AmihudIlliquidity,{'N': 10},STATE_MACHINE,0.0845,16.4761
AmihudIlliquidity,{'N': 20},RAW,-0.8429,-204.5752
AmihudIlliquidity,{'N': 20},STATE_MACHINE,0.0933,18.1749
AmihudIlliquidity,{'N': 30},RAW,-0.8618,-215.3114
AmihudIlliquidity,{'N': 30},STATE_MACHINE,0.0942,18.3644
AmihudIlliquidity,{'N': 40},RAW,-0.8419,-218.3837
AmihudIlliquidity,{'N': 40},STATE_MACHINE,0.1043,20.3843
AmihudIlliquidity,{'N': 50},RAW,-0.8056,-212.9403
AmihudIlliquidity,{'N': 50},STATE_MACHINE,0.11,21.5029
AmihudIlliquidity,{'N': 60},RAW,-0.7627,-203.7182
AmihudIlliquidity,{'N': 60},STATE_MACHINE,0.1145,22.4297
