Factor,Parameters,Mode,SharpRatio,POT
OBV,{'N': 10},RAW,-0.0044,-0.305
OBV,{'N': 10},STATE_MACHINE,0.0009,0.0228
OBV,{'N': 20},RAW,-0.141,-10.5543
OBV,{'N': 20},STATE_MACHINE,0.0742,2.954
OBV,{'N': 30},RAW,-0.3941,-52.35
OBV,{'N': 30},STATE_MACHINE,0.0439,2.1299
OBV,{'N': 40},RAW,-0.0418,-5.0115
OBV,{'N': 40},STATE_MACHINE,-0.0909,-5.017
OBV,{'N': 50},RAW,0.2205,104.2661
OBV,{'N': 50},STATE_MACHINE,-0.0489,-2.965
OBV,{'N': 60},RAW,0.1095,26.6883
OBV,{'N': 60},STATE_MACHINE,-0.1372,-8.853
