Factor,Parameters,Mode,SharpRatio,POT
PriceOiDivergence,{'N': 10},RAW,0.2372,10.9078
PriceOiDivergence,{'N': 10},STATE_MACHINE,0.035,0.9399
PriceOiDivergence,{'N': 20},RAW,-0.1666,-11.8681
PriceOiDivergence,{'N': 20},STATE_MACHINE,-0.4925,-19.2943
PriceOiDivergence,{'N': 30},RAW,-0.0678,-6.7956
PriceOiDivergence,{'N': 30},STATE_MACHINE,-0.1709,-8.5439
PriceOiDivergence,{'N': 40},RAW,-0.0142,-1.8651
PriceOiDivergence,{'N': 40},STATE_MACHINE,-0.2227,-13.987
PriceOiDivergence,{'N': 50},RAW,-0.1292,-19.4473
PriceOiDivergence,{'N': 50},STATE_MACHINE,-0.0827,-6.2051
PriceOiDivergence,{'N': 60},RAW,0.0003,0.054
PriceOiDivergence,{'N': 60},STATE_MACHINE,-0.1061,-9.4426
