Factor,Parameters,Mode,SharpRatio,POT
VIXFix,{'N': 10},RAW,-0.0467,-3.5595
VIXFix,{'N': 10},STATE_MACHINE,-0.0073,-0.8602
VIXFix,{'N': 20},RAW,-0.1115,-9.9189
VIXFix,{'N': 20},STATE_MACHINE,-0.0073,-0.8616
VIXFix,{'N': 30},RAW,-0.1889,-18.2708
VIXFix,{'N': 30},STATE_MACHINE,-0.0072,-0.8452
VIXFix,{'N': 40},RAW,-0.1881,-19.2901
VIXFix,{'N': 40},STATE_MACHINE,-0.0072,-0.8452
VIXFix,{'N': 50},RAW,-0.1127,-11.9783
VIXFix,{'N': 50},STATE_MACHINE,-0.0073,-0.8606
VIXFix,{'N': 60},RAW,-0.043,-4.7066
VIXFix,{'N': 60},STATE_MACHINE,-0.0077,-0.8976
