Factor,Parameters,Mode,SharpRatio,POT
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",RAW,0.346,22.803
DualMACrossover,"{'fast_n': 5, 'slow_n': 20}",STATE_MACHINE,0.7018,25.8413
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",RAW,0.4164,35.9736
DualMACrossover,"{'fast_n': 10, 'slow_n': 40}",STATE_MACHINE,0.7605,40.024
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",RAW,0.3283,32.2474
DualMACrossover,"{'fast_n': 10, 'slow_n': 60}",STATE_MACHINE,0.6219,36.7924
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",RAW,0.4329,35.2226
DualMACrossover,"{'fast_n': 20, 'slow_n': 40}",STATE_MACHINE,0.6963,37.7648
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",RAW,0.2895,27.7362
DualMACrossover,"{'fast_n': 20, 'slow_n': 60}",STATE_MACHINE,0.5618,34.9752
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",RAW,0.1946,17.768
DualMACrossover,"{'fast_n': 30, 'slow_n': 60}",STATE_MACHINE,0.4581,28.0869
