,Kurtosis_{'N': 40},Kurtosis_{'N': 30},Kurtosis_{'N': 50},OvernightVsIntraday_{'N': 50},OvernightVsIntraday_{'N': 40},OvernightVsIntraday_{'N': 30},Skewness_{'N': 40},Skewness_{'N': 50},Skewness_{'N': 30},NoiseFader_{'N': 10},NoiseFader_{'N': 60},NoiseFader_{'N': 50},ShortTermReversal_{'N': 60},ShortTermReversal_{'N': 50},ShortTermReversal_{'N': 10},AmihudIlliquidity_{'N': 10},AmihudIlliquidity_{'N': 20},AmihudIlliquidity_{'N': 30},BuyingSellingPressure_{'N': 40},BuyingSellingPressure_{'N': 30},BuyingSellingPressure_{'N': 50},BollingerBands_{'N': 50},BollingerBands_{'N': 60},BollingerBands_{'N': 30},DonchianChannel_{'N': 40},DonchianChannel_{'N': 30},DonchianChannel_{'N': 50},"DualMACrossover_{'fast_n': 20, 'slow_n': 40}","DualMACrossover_{'fast_n': 10, 'slow_n': 40}","DualMACrossover_{'fast_n': 5, 'slow_n': 20}","MACD_{'fast_n': 24, 'slow_n': 52, 'signal_n': 18}","MACD_{'fast_n': 19, 'slow_n': 39, 'signal_n': 9}","MACD_{'fast_n': 6, 'slow_n': 13, 'signal_n': 5}",MovingAverageBias_{'N': 40},MovingAverageBias_{'N': 50},MovingAverageBias_{'N': 30},RSI_{'N': 20},RSI_{'N': 30},RSI_{'N': 10},TimeSeriesMomentum_{'N': 30},TimeSeriesMomentum_{'N': 40},TimeSeriesMomentum_{'N': 20},ATR_{'N': 50},ATR_{'N': 60},ATR_{'N': 20},DownsideUpsideVolatility_{'N': 20},DownsideUpsideVolatility_{'N': 30},DownsideUpsideVolatility_{'N': 10},HistoricalVolatility_{'N': 20},HistoricalVolatility_{'N': 10},HistoricalVolatility_{'N': 50},IntradayAmplitude_{'N': 50},IntradayAmplitude_{'N': 60},IntradayAmplitude_{'N': 40},VIXFix_{'N': 60},VIXFix_{'N': 10},VIXFix_{'N': 20},CMF_{'N': 40},CMF_{'N': 30},CMF_{'N': 50},OBV_{'N': 40},OBV_{'N': 20},OBV_{'N': 10},OpenInterestROC_{'N': 30},OpenInterestROC_{'N': 60},OpenInterestROC_{'N': 40},PriceOiDivergence_{'N': 60},PriceOiDivergence_{'N': 10},PriceOiDivergence_{'N': 50},PriceVolumeCorrelation_{'N': 10},PriceVolumeCorrelation_{'N': 30},PriceVolumeCorrelation_{'N': 20},VolumeMomentum_{'N': 60},VolumeMomentum_{'N': 50},VolumeMomentum_{'N': 40}
Kurtosis_{'N': 40},1.0,0.9375876057396625,0.9544773774413996,0.14123287015484673,0.12181590654564822,0.08933117618529424,0.31372625193980347,0.293296559497837,0.3295676134763574,0.017807685096591693,-0.22707440725322833,-0.2327824100910968,-0.22707440725322833,-0.2327824100910968,0.017807685096591693,-0.7068370493268016,-0.7969846916800046,-0.7976544642116994,-0.012861725413864867,-0.02158491468570073,0.006791901497934674,-0.12880742470846665,-0.1148261126470072,-0.12073683307318404,0.04285035841623334,0.03307818701724348,0.05420407381709073,0.23289557620311932,0.21778170964114052,0.19159685520519157,-0.2818632630068376,-0.33379825159566107,-0.37109169441781625,0.2123779365095567,0.22067506108933468,0.2121595733917422,0.1819214460845964,0.2246153429057499,0.1982895184693449,0.2237014876461286,0.23436335672855754,0.17973990449408875,-0.6693708805114629,-0.6696446536091293,-0.6681866606474843,0.180724154600694,0.24677639534698917,0.21633847080479016,-0.7969846916800046,-0.7068370493268016,-0.7994398843619249,-0.6693708805114629,-0.6696446536091293,-0.6689291160347088,-0.6677609458877758,-0.6676800041953129,-0.6676984737218762,-0.07628474196534704,-0.056469405008072994,-0.03379073066952662,-0.1329228590405767,-0.1569141577343523,-0.1687674893318563,0.6189076823816801,0.7301508765353003,0.6792437804010601,-0.2721870012202916,0.04654766698614399,-0.21035255736271596,-0.06833752778260826,-0.10657293391907693,-0.09816933860068339,0.6738361841835189,0.6440018331650186,0.5905830445562382
Kurtosis_{'N': 30},0.9375876057396625,1.0,0.872215617412252,0.13764159928626743,0.12008166993249858,0.08283043198596442,0.34398683231041194,0.3169589851148067,0.36924862596115926,-0.002252988935279197,-0.24848251712924624,-0.2524501359610699,-0.24848251712924624,-0.2524501359610699,-0.002252988935279197,-0.6140705826449613,-0.7195300150582788,-0.7201770352868646,-0.010415310389946864,-0.011474293559862537,0.011733124639854839,-0.10507724736443638,-0.09338360802402401,-0.09101839326665002,0.05161397992730918,0.043242643528675795,0.058748826922070334,0.25951816643338943,0.2492492121613945,0.2235127709049255,-0.2737842853618749,-0.33288971951418833,-0.38382138162629015,0.2448810640679891,0.2496047650519279,0.24432847777573963,0.21654876874640638,0.2581740152845803,0.23281455649811897,0.2574382213405366,0.2550746883238162,0.21481759555829452,-0.5730521058926413,-0.5734532536187333,-0.5719047994357304,0.22297230863529482,0.28857779536646916,0.25129065934763095,-0.7195300150582788,-0.6140705826449613,-0.7220434111840552,-0.5730521058926413,-0.5734532536187333,-0.572358917463578,-0.5712848095395264,-0.57118515604446,-0.5712155341260119,-0.0659467716786361,-0.04193506152392889,-0.022646194486899092,-0.1212100903554962,-0.15487403575524814,-0.16718532604605107,0.5899982705541781,0.6678579074505698,0.6369981166549029,-0.24245426479848894,0.028941053801752478,-0.20974148229519907,-0.06837839638314978,-0.07637474715364152,-0.07806100229198645,0.6554954518996475,0.6319775982936736,0.5838564453550084
Kurtosis_{'N': 50},0.9544773774413996,0.872215617412252,1.0,0.15852795912169237,0.15281657535885682,0.12718942860284255,0.2703207281484662,0.2627446521541107,0.28495789977995156,0.020666951080249983,-0.23221541311872043,-0.23610497253474957,-0.23221541311872043,-0.23610497253474957,0.020666951080249983,-0.7720215653061508,-0.850002311395852,-0.8506486937795327,0.0051369609267414695,0.004993335478782283,0.025660597453225728,-0.13857741203528007,-0.12174102088572782,-0.13377401017586063,0.057477256951715315,0.04709464526999641,0.0709774835015414,0.2320767052928812,0.21358477264068199,0.1805838717015416,-0.2688837071393646,-0.3242193057010999,-0.3695897621837695,0.20609273201709538,0.21641201832049842,0.20394703381179793,0.17380258206308707,0.21895682324593785,0.18123709261086815,0.21799761042924187,0.23090480632215987,0.17151705415321244,-0.7378847711309869,-0.7373563182951082,-0.7369953483172936,0.1562445227049783,0.2236433642883391,0.19168729957073777,-0.850002311395852,-0.7720215653061508,-0.8520076934825073,-0.7378847711309869,-0.7373563182951082,-0.7377325319411303,-0.7361949121567103,-0.7361289605851962,-0.7361435189759878,-0.05940129180847697,-0.03640843841736433,-0.01956601380446328,-0.12255988443819227,-0.15946728435998736,-0.17852717198299872,0.609261592660196,0.783284613356423,0.6952745384191532,-0.30179040015290254,0.05410006184900649,-0.22120694886458445,-0.06794218534257018,-0.10830775927226828,-0.09437818960567791,0.6998968931067143,0.6665703092316543,0.5943961234023301
OvernightVsIntraday_{'N': 50},0.14123287015484673,0.13764159928626743,0.15852795912169237,1.0,0.938748537837552,0.8455728779939821,-0.07162090666490846,-0.13969120329129947,-0.029570506146548107,-0.30225131932584876,-0.322265876051136,-0.3917781332236688,-0.322265876051136,-0.3917781332236688,-0.30225131932584876,-0.29911358263681437,-0.28380924305570177,-0.28417763215679753,0.5086833909739281,0.4727167298626385,0.531212198637016,0.257936918934628,0.24312723325588523,0.23739485908912045,0.47196641908608833,0.4457170937749257,0.4952863655617835,0.3690534219738874,0.3890674521704161,0.30810133750928254,0.3075487045869767,0.20715027274084674,-0.01429553429672677,0.3887378927645003,0.413578745845957,0.3554433173663061,0.35403298071649,0.40078401162991245,0.2594752571028553,0.4000470150006787,0.4082585475973957,0.3533586010782268,-0.300822010983117,-0.30032217711641396,-0.30077054327909936,0.24706019371415747,0.2537886304804788,0.20700777439921542,-0.28380924305570177,-0.29911358263681437,-0.2825435373827387,-0.300822010983117,-0.30032217711641396,-0.3020419412519918,-0.29794459398498563,-0.29793592594578994,-0.2979148773875459,0.5204706716900278,0.49259439311162084,0.5462567728145281,0.3108691892750888,0.24214275714826602,0.17460665990645666,0.1558228600039269,0.20005911046658614,0.12673034347508785,-0.11039196111047102,-0.015428726254152342,-0.08387593373994867,0.2657761416140442,0.23972236219601942,0.2955891009543987,0.2417240966989511,0.25185013680775775,0.1976209799246856
OvernightVsIntraday_{'N': 40},0.12181590654564822,0.12008166993249858,0.15281657535885682,0.938748537837552,1.0,0.9246274337392474,-0.07968508070410645,-0.14428239874203524,-0.03970480829736466,-0.32792600937181615,-0.29868095519208065,-0.3664294538676469,-0.29868095519208065,-0.3664294538676469,-0.32792600937181615,-0.2813231336770914,-0.2670380957119938,-0.2673081786191811,0.5407202691748558,0.5257864808803052,0.5078697628049728,0.26610293977127814,0.24881037676885856,0.23722155847588938,0.5012883071788574,0.4750398217254344,0.5075508934608651,0.38799755658444185,0.41540165165865395,0.3352410807676479,0.3381518662130048,0.24429872683438364,-0.014442012500772887,0.4139195947405297,0.4290980120825314,0.38058577975344277,0.3787829634271818,0.4225910664296717,0.2815697328496531,0.4219008940528217,0.4215208375620793,0.3781827019192837,-0.28176821621448916,-0.28038466276569146,-0.28318754882369507,0.2591596779390071,0.2595989810692449,0.2186689257162665,-0.2670380957119938,-0.2813231336770914,-0.26436380283233957,-0.28176821621448916,-0.28038466276569146,-0.28400607979263054,-0.2803874718000384,-0.2803656342383428,-0.28035656323958213,0.5499600651531659,0.5352769936841285,0.5107027208467444,0.32263242007285475,0.2567934725996219,0.19041225403073447,0.11390052831577538,0.18688306550178152,0.0897431846677214,-0.09216937388554984,-0.005240461923046781,-0.04964648751537019,0.2738961047879471,0.23738095628117695,0.29773653261424093,0.22901352415366524,0.23011848104734448,0.1697621913414372
OvernightVsIntraday_{'N': 30},0.08933117618529424,0.08283043198596442,0.12718942860284255,0.8455728779939821,0.9246274337392474,1.0,-0.10397672404563943,-0.14103689093632618,-0.05285165155661657,-0.3870346392347754,-0.28225450353109205,-0.33966017134027987,-0.28225450353109205,-0.33966017134027987,-0.3870346392347754,-0.2173214813784538,-0.20586535680544732,-0.20609593847685964,0.5231312801937055,0.5985321987884676,0.47012557146953876,0.3003764070819727,0.280711919532711,0.2809756751825875,0.5145130626052998,0.5174487029980895,0.5023741440187126,0.38865929687119766,0.4311579253752657,0.3825631022901224,0.3832544567353188,0.31648840195094424,0.03202329077326749,0.4380182819993405,0.43503755750334927,0.4196808958955613,0.4168083288147324,0.4504980043285798,0.33145147687702986,0.44988066270742066,0.38811574269606375,0.4163034830131487,-0.21677914071872034,-0.21501472700641364,-0.21918836278355325,0.29257351741285365,0.2677842057602943,0.26177432317020133,-0.20586535680544732,-0.2173214813784538,-0.2025045940698428,-0.21677914071872034,-0.21501472700641364,-0.2195641218351337,-0.2164318089835695,-0.2164087394186841,-0.21639852957423242,0.5205888129556124,0.6040123702723355,0.46686703291301734,0.35181810363937277,0.2792541202302549,0.21525793056250633,0.03738441598557446,0.1439911765915597,0.02443652779708232,-0.06740906265560105,0.0002921665674403953,-0.018138803037337767,0.31606321810339255,0.237805189790173,0.3133961341019429,0.17882591270132903,0.17408498270783976,0.11452149190360353
Skewness_{'N': 40},0.31372625193980347,0.34398683231041194,0.2703207281484662,-0.07162090666490846,-0.07968508070410645,-0.10397672404563943,1.0,0.9168803812556977,0.9136073942941875,-0.21741578267478898,-0.42045078842120065,-0.42491700049834547,-0.42045078842120065,-0.42491700049834547,-0.21741578267478898,-0.10400726446179866,-0.2286839866711303,-0.2285197873819842,0.013026661295976481,0.007388927895374904,0.025588613097008016,0.3097381577941936,0.3232250483434532,0.3030731336421863,0.21240252380644176,0.19168214967301667,0.2173802012286191,0.442367337554245,0.42186677327021277,0.39180805633952936,-0.06376780171046799,-0.16071784365080682,-0.1989362037576578,0.42913141161301765,0.42584283039243465,0.42342348312739975,0.4098061576164008,0.44377052202714723,0.40644798261778836,0.4437704148295197,0.4474313958556685,0.4096417109432588,-0.059418138823250095,-0.05849267402648104,-0.06288911283639621,0.5991524382874314,0.6905664626022054,0.5348328606314257,-0.2286839866711303,-0.10400726446179866,-0.22701734616657246,-0.059418138823250095,-0.05849267402648104,-0.06063805668091468,-0.06495204616971885,-0.06497209528899701,-0.0649655427552084,0.06966706086639254,0.0645778933171526,0.0893721526646319,0.01446804287611573,0.012065722150550014,0.0375668943620197,0.3910887958956095,0.27852468932304536,0.3710314607843066,0.060521438075039784,-0.03689961823822083,-0.037809320768206575,0.11816482336781514,0.200970685892646,0.12366190210033833,0.33921420261119145,0.339256595119027,0.3535392396236259
Skewness_{'N': 50},0.293296559497837,0.3169589851148067,0.2627446521541107,-0.13969120329129947,-0.14428239874203524,-0.14103689093632618,0.9168803812556977,1.0,0.8168858219708369,-0.20633487278271356,-0.4168523285651309,-0.41934829909153215,-0.4168523285651309,-0.41934829909153215,-0.20633487278271356,-0.09582997073266533,-0.21896274020846707,-0.21887840223321425,0.0038355211946044976,0.023176550734218926,0.009938569905533485,0.2790499643139719,0.2971912529449901,0.2724730034539649,0.17032021379351422,0.16297500733507087,0.18016436277476142,0.40030715157783714,0.3843151140602769,0.3746200300792053,-0.10152810255842196,-0.1777645339712286,-0.18782948076184694,0.3952935176207987,0.3918538510491763,0.3970265449545788,0.3863856472695184,0.4006559627035015,0.39364504234961784,0.400682451718496,0.40199285243816324,0.38621492079448905,-0.05311878781582719,-0.05134295281474094,-0.056006148497896764,0.5548125239348142,0.6240088752217196,0.5042928713953838,-0.21896274020846707,-0.09582997073266533,-0.21804650467777836,-0.05311878781582719,-0.05134295281474094,-0.05415316943718803,-0.058197289363886455,-0.058203232633996925,-0.0582137310509374,0.047595737890540765,0.06145947013573876,0.062282073433972115,-0.0010769638230603501,0.0037138155066180133,0.030341047564587227,0.3583429883871372,0.29425178779669936,0.3601395887114768,0.028557368818913038,-0.03153660034969469,-0.052970053464194346,0.07714702033608954,0.15389981172049438,0.07241076668720149,0.32704674053873917,0.32010949870998723,0.33524524628661956
Skewness_{'N': 30},0.3295676134763574,0.36924862596115926,0.28495789977995156,-0.029570506146548107,-0.03970480829736466,-0.05285165155661657,0.9136073942941875,0.8168858219708369,1.0,-0.22445643542361496,-0.41824006654834617,-0.4294460453657798,-0.41824006654834617,-0.4294460453657798,-0.22445643542361496,-0.08971792906064077,-0.21947010178635976,-0.2194516191527268,0.0228218106569492,0.02558411172699826,0.037883424724126154,0.3123549390786001,0.3228470307754706,0.3091067940742145,0.2377367079743804,0.21715788286528018,0.2369283218927217,0.4808247460365268,0.46100491555094525,0.4212203177746617,-0.03246575044800738,-0.13797980425704745,-0.24141956990931357,0.45754787953945436,0.4492592023438121,0.451606310139095,0.443982508769745,0.4862336285019724,0.41939094026679424,0.4861026488702945,0.45582806897526307,0.44367221593365286,-0.04524769684755344,-0.04522368735718002,-0.04674119395358564,0.6528665334922802,0.7430480390501303,0.5595578134811245,-0.21947010178635976,-0.08971792906064077,-0.21946146263607794,-0.04524769684755344,-0.04522368735718002,-0.04543278726487175,-0.04891904096700179,-0.04893677459986004,-0.04894674190262745,0.08171108644761058,0.09445722338927286,0.10254468831650322,0.03430841211477759,0.019903424307070195,0.03477210739117023,0.3791033512495187,0.2580423683455896,0.36268730794607157,0.05947846228148383,-0.02470512902794724,-0.022564848100154692,0.16411360393198018,0.24524195139276,0.1908574697406231,0.3283123559028702,0.3358248045335982,0.35060457820595803
NoiseFader_{'N': 10},0.017807685096591693,-0.002252988935279197,0.020666951080249983,-0.30225131932584876,-0.32792600937181615,-0.3870346392347754,-0.21741578267478898,-0.20633487278271356,-0.22445643542361496,1.0,0.5228409900908197,0.5622605724225795,0.5228409900908197,0.5622605724225795,1.0,-0.08543371073567982,-0.05116579794534815,-0.051853290364993566,-0.5541712197210653,-0.6038047715978156,-0.502314911411751,-0.7744926132103757,-0.7569288064343381,-0.7839747352697424,-0.7691813029734431,-0.8396785918629499,-0.7225902169264228,-0.5193958950886485,-0.6557832425916553,-0.8679870254031229,-0.6277378732069303,-0.6902160219568074,-0.424419031584504,-0.7759085255655185,-0.7293511086482489,-0.8298628279539655,-0.7845312261926568,-0.6756707918045504,-0.9091471722777303,-0.6757890971950947,-0.6095389085096667,-0.7844584820750045,-0.100096290795554,-0.1017660654945737,-0.09845772224040675,-0.6984609910968486,-0.5681919205058794,-0.8091669003792541,-0.05116579794534815,-0.08543371073567982,-0.05314840173162073,-0.100096290795554,-0.1017660654945737,-0.09889453085414698,-0.09697643252240881,-0.09695904800166924,-0.09694232747165986,-0.5678927266143272,-0.6210265276585056,-0.5387286209030216,-0.5403959833993184,-0.61263277101861,-0.5949028231983096,-0.028017193458369605,0.023063807761470774,-0.005149454366256488,-0.09141152197255206,0.17038953578375998,0.0003691910356740773,-0.5838569803599476,-0.30806935582589706,-0.42569299322041076,-0.07346766761825561,-0.05625235292904988,-0.038999322336653486
