Factor,Parameters,Mode,SharpRatio,POT
ShortTermReversal,{'N': 10},RAW,-0.3225,-18.1341
ShortTermReversal,{'N': 10},STATE_MACHINE,-0.4853,-12.3316
ShortTermReversal,{'N': 20},RAW,-0.37,-27.5687
ShortTermReversal,{'N': 20},STATE_MACHINE,-0.7651,-31.0135
ShortTermReversal,{'N': 30},RAW,-0.4191,-34.1599
ShortTermReversal,{'N': 30},STATE_MACHINE,-0.7731,-36.0362
ShortTermReversal,{'N': 40},RAW,-0.3894,-34.1357
ShortTermReversal,{'N': 40},STATE_MACHINE,-0.6927,-35.3328
ShortTermReversal,{'N': 50},RAW,-0.2715,-24.8415
ShortTermReversal,{'N': 50},STATE_MACHINE,-0.5582,-29.0338
ShortTermReversal,{'N': 60},RAW,-0.1887,-18.6431
ShortTermReversal,{'N': 60},STATE_MACHINE,-0.4545,-24.0731
