strategyFile,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
MovingAverageV4_F_10_S_15_ZO_0.6_ZC_0.1_trend.csv,0.395407214968944,-63.90960872512986,875,10.276326297775242,9.545738403532287
MovingAverageV4_F_10_S_15_ZO_0.6_ZC_0.2_trend.csv,0.3774623841578963,-55.97276371671542,875,7.728991831710866,8.274828770527991
MovingAverageV4_F_10_S_15_ZO_0.6_ZC_0.3_trend.csv,0.39159494735113637,-61.209916388474355,875,6.383570867467175,7.692158210532133
MovingAverageV4_F_10_S_15_ZO_0.6_ZC_0.4_trend.csv,0.468260799403144,-45.85410137675635,871,4.641879104976066,7.244752409170939
MovingAverageV4_F_10_S_15_ZO_0.6_ZC_0.5_trend.csv,0.5024239027712859,-41.04533062697584,871,2.980251346499103,6.002159913481617
MovingAverageV4_F_10_S_15_ZO_0.7_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.7_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.7_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.7_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.7_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.8_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.8_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.8_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.8_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.8_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.9_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.9_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.9_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.9_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_0.9_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.0_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.0_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.0_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.0_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.0_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.1_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.1_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.1_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.1_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.1_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.2_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.2_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.2_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.2_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.2_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.3_ZC_0.1_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.3_ZC_0.2_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.3_ZC_0.3_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.3_ZC_0.4_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_15_ZO_1.3_ZC_0.5_trend.csv,,0.0,0,,
MovingAverageV4_F_10_S_20_ZO_0.6_ZC_0.1_trend.csv,0.3761211787253553,-66.75638896953798,1056,14.74340309372156,8.945005798061631
MovingAverageV4_F_10_S_20_ZO_0.6_ZC_0.2_trend.csv,0.36074793314007186,-58.94707731780039,875,12.37431062088597,9.04353322055047
MovingAverageV4_F_10_S_20_ZO_0.6_ZC_0.3_trend.csv,0.3512982986903801,-60.227090828348494,875,11.525576495376335,8.40388706001983
MovingAverageV4_F_10_S_20_ZO_0.6_ZC_0.4_trend.csv,0.4012667979727505,-55.478460286547815,875,10.550117620058524,9.143782541604299
MovingAverageV4_F_10_S_20_ZO_0.6_ZC_0.5_trend.csv,0.4673270089605257,-49.93985549470251,875,9.324583264108101,9.8166735376115
