strategyFile,strategy_name,window,z_open,z_close,max_hold,zscore_method,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
MovingAverageV3_3_mean_reversion_M_10_ZO_1.6_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,10,1.6,0.2,10,price_ratio_over_vol,-0.34015173678595206,-120.31482057494371,3845,7.304364398704023,-4.768284162376288
MovingAverageV3_3_mean_reversion_M_10_ZO_1.4_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,10,1.4,0.2,10,price_ratio_over_vol,-0.34263446832822636,-117.63162552661815,3845,7.387416865241674,-4.5262685461233945
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.0,15,price_ratio_over_vol,-0.3480747440430946,-146.94227264542477,3850,14.433100543177027,-8.191542787075395
MovingAverageV3_3_mean_reversion_M_10_ZO_1.4_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,10,1.4,0.0,10,price_ratio_over_vol,-0.35124377976453497,-116.43095686690181,3845,9.301298802605402,-5.434799614393807
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.0,15,price_ratio_over_vol,-0.35630688005400973,-122.72699316139243,3850,12.909322303531651,-7.623730144072286
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.0,15,price_ratio_over_vol,-0.35718120634256323,-140.03427680619754,3850,13.592684785369576,-7.476183067172317
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.0,15,price_ratio_over_vol,-0.35981813791073075,-134.6080356665744,3850,13.171725486161131,-7.531931456433437
MovingAverageV3_3_mean_reversion_M_10_ZO_1.6_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,10,1.6,0.0,10,price_ratio_over_vol,-0.3623106445669082,-129.41889779478404,3850,9.034943390079006,-5.733101485179972
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.2,5,price_ratio_over_vol,-0.362465195761969,-120.14153133915038,3849,6.934014356709003,-5.236765313196411
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.0,10,price_ratio_over_vol,-0.3664613519885322,-132.76270638008626,3850,13.325549239514517,-8.475756772622553
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.2,15,price_ratio_over_vol,-0.3678026205516716,-144.6639858878289,3850,10.066325645916418,-6.176235622809106
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.0,15,price_ratio_over_vol,-0.3847554535279532,-154.45534894007622,3850,14.133196954199336,-9.34419725459238
MovingAverageV3_3_mean_reversion_M_10_ZO_1.8_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,10,1.8,0.2,10,price_ratio_over_vol,-0.38527571546794137,-124.45913219207108,3606,7.240805857775204,-5.687699221187017
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.2,10,price_ratio_over_vol,-0.385665502018677,-145.3941862812931,3850,8.818876973892579,-6.848839174835178
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.2,5,price_ratio_over_vol,-0.40214355120047335,-131.43398066547311,3849,6.720671625303781,-5.98888167448799
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.4,10,price_ratio_over_vol,-0.4021977653584923,-149.39373403019724,3850,10.326242418756225,-8.052335602228258
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.2,15,price_ratio_over_vol,-0.40700610303027573,-150.5699797431128,3850,11.623349181193873,-8.781845161234576
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.2,5,price_ratio_over_vol,-0.40714441890098196,-139.07542962948207,3848,6.495740588073646,-6.232474086361916
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.4,10,price_ratio_over_vol,-0.40945513930803956,-150.2370216660839,3850,7.908687826506871,-6.967208259096444
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.4,5,price_ratio_over_vol,-0.4108174820004233,-127.037418370143,3849,6.562820556366968,-5.8007648116925905
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.0,5,price_ratio_over_vol,-0.4132420711220443,-127.68358372185003,3848,7.355370162647224,-6.149989101347128
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.0,5,price_ratio_over_vol,-0.41444076818459835,-134.82520973313456,3848,7.039718153161502,-6.278684228474684
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.0,10,price_ratio_over_vol,-0.42040501319383866,-153.31453807107926,3850,11.808845208845218,-8.995150209637556
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.2,15,price_ratio_over_vol,-0.42083994440438743,-149.59310189223478,3850,11.742429622115138,-8.783288378192193
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.0,15,price_ratio_over_vol,-0.4221176578016688,-149.30542917090693,3850,14.963981880455194,-9.964769290422138
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.2,10,price_ratio_over_vol,-0.4232075392064187,-141.00041929524534,3850,11.487338452000571,-8.959249827125504
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.0,10,price_ratio_over_vol,-0.42351146559568603,-140.73165821011006,3850,12.949750590706232,-10.025180840167675
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.0,5,price_ratio_over_vol,-0.4245745486834739,-142.36183080307654,3848,6.761259308877416,-6.592487539117482
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.0,15,price_ratio_over_vol,-0.4274958589497793,-159.43201308337137,3850,15.311226964112503,-11.518401512506523
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.0,15,price_ratio_over_vol,-0.43005866839135504,-146.35268700385492,3850,15.600402676615134,-11.371339467879707
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.0,10,price_ratio_over_vol,-0.43067179443316594,-150.34795335754077,3850,12.194775940570336,-9.088373456095258
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.2,15,price_ratio_over_vol,-0.43294481418517744,-152.61869525642507,3850,12.732316227461864,-9.52435347420576
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.4,15,price_ratio_over_vol,-0.4355572251038638,-153.60321850151954,3850,8.582579549106942,-7.591171091972486
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.4,5,price_ratio_over_vol,-0.435737178761558,-150.99838881054612,3850,8.745610486285301,-7.94206526203601
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.4,15,price_ratio_over_vol,-0.43944090696343596,-150.86240553561458,3850,8.504675291405155,-7.265986719982987
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.4,10,price_ratio_over_vol,-0.4400567402332211,-145.404878311227,3850,7.885692570777125,-6.810336244203997
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.4,5,price_ratio_over_vol,-0.4401207713575819,-138.2198551661603,3849,6.4252399547461785,-6.433808007101803
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.4,10,price_ratio_over_vol,-0.44029119485269713,-158.45460949676527,3850,10.466122567247798,-9.350583386912204
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.2,15,price_ratio_over_vol,-0.44111404752696254,-149.49762695056634,3850,11.769241961297828,-8.85184950626021
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.4,10,price_ratio_over_vol,-0.44197601461067454,-147.9943537904774,3850,7.913609031783039,-7.207486873755026
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.2,5,price_ratio_over_vol,-0.4453208225948219,-149.9414202454304,3850,9.121380160197168,-8.257153258897738
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.2,10,price_ratio_over_vol,-0.4479834614478387,-151.11546918512838,3850,8.926652142338416,-7.700940514354753
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.4,5,price_ratio_over_vol,-0.44886179835544837,-145.85762706670027,3848,6.261610633307271,-6.779814131865519
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.4,15,price_ratio_over_vol,-0.45422261840780265,-157.62511146936936,3850,11.001898974553736,-9.340316098535904
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.2,15,price_ratio_over_vol,-0.4551433633830357,-162.27828601690095,3850,12.788483312665125,-10.486482329356392
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.0_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.0,15,price_ratio_over_vol,-0.45547981529877596,-143.78241908931076,3850,16.039835969537204,-11.941673969539986
MovingAverageV3_3_mean_reversion_M_15_ZO_1.8_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.8,0.0,10,price_ratio_over_vol,-0.45744155686720833,-154.2400638086501,3845,10.315913815913811,-8.776809287942445
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.2,10,price_ratio_over_vol,-0.4579464222085491,-147.7608561548151,3850,9.034683247870145,-7.536068471325497
MovingAverageV3_3_mean_reversion_M_25_ZO_1.4_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.4,0.0,5,price_ratio_over_vol,-0.4588123408213879,-150.8190860571884,3850,9.53804415877123,-8.680186484809825
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.2_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.2,15,price_ratio_over_vol,-0.4629411954382641,-172.0677900695617,3850,12.786226361840253,-11.197668839423132
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.4,15,price_ratio_over_vol,-0.463543926445697,-161.63376648715976,3850,10.168822670760555,-9.525452445424067
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.0,10,price_ratio_over_vol,-0.4662426540655042,-157.85591133258882,3850,12.578159615280711,-11.225362826074281
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.4,15,price_ratio_over_vol,-0.46715554533371423,-153.9832350244594,3850,8.404684398570858,-7.224368801194159
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.0,10,price_ratio_over_vol,-0.4723066716972657,-159.26451466840172,3425,11.460821084642681,-10.229761435637782
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.2,5,price_ratio_over_vol,-0.47593846597802897,-158.21335321727364,3850,8.69193497260336,-9.271307983705757
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.0,5,price_ratio_over_vol,-0.47622389181686586,-159.1103480923883,3850,8.929881239477632,-9.347426888661875
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.2,10,price_ratio_over_vol,-0.47646998278707103,-152.37712834792933,3850,11.458581809070408,-10.549009777945827
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.4,5,price_ratio_over_vol,-0.47931255415274066,-162.90126863797164,3850,8.483812787447018,-9.241159768789828
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.4,10,price_ratio_over_vol,-0.47973794988240503,-166.79887791775133,3850,10.535840912594425,-10.727857917195356
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.4,15,price_ratio_over_vol,-0.4851897651115177,-161.39434238193255,3850,10.094439708250444,-9.489835549831218
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.4,15,price_ratio_over_vol,-0.4875209904127702,-155.83714026398326,3850,9.9504550499445,-9.029584720502893
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.2,5,price_ratio_over_vol,-0.4881232779761688,-154.6114610066001,3850,8.200491249616208,-8.241226290258926
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.4,5,price_ratio_over_vol,-0.490016697351827,-167.22648755731112,3850,8.64098507845568,-9.186057290354306
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.0,5,price_ratio_over_vol,-0.49143100966269376,-155.374887048287,3850,8.574104297816117,-8.449664752291888
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.2,5,price_ratio_over_vol,-0.4935214715785457,-163.72192366513855,3850,8.915585814624901,-9.371184819730335
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.4,10,price_ratio_over_vol,-0.4940859988280431,-158.2003747477652,3850,9.321894594136587,-8.991024826421272
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.2,10,price_ratio_over_vol,-0.4943357223919147,-154.64686585837262,3850,10.51325214899713,-9.563277553673858
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.2,10,price_ratio_over_vol,-0.49647027844856223,-163.76446750770208,3850,11.348148148148152,-11.425495987114324
MovingAverageV3_3_mean_reversion_M_15_ZO_1.4_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.4,0.0,10,price_ratio_over_vol,-0.49818238111609264,-159.52973069301223,3850,10.944877726371445,-9.277810151625005
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.4,15,price_ratio_over_vol,-0.4985512315676106,-172.33087478109533,3850,11.263869819476223,-10.908425470579733
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.0,5,price_ratio_over_vol,-0.49969166576445945,-159.65341640781114,3850,7.951594314252786,-8.847800186669838
MovingAverageV3_3_mean_reversion_M_15_ZO_1.6_ZC_0.0_H_10_price_ratio_over_vol.csv,mean_reversion,15,1.6,0.0,10,price_ratio_over_vol,-0.5003520888820846,-163.77188567732097,3850,10.613892935178445,-9.509427726033076
MovingAverageV3_3_mean_reversion_M_20_ZO_1.4_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.4,0.4,5,price_ratio_over_vol,-0.5009151302129665,-155.89904110772758,3850,7.8152928743961345,-8.247821095518255
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.0,5,price_ratio_over_vol,-0.5044452145563771,-158.96569671812497,3850,8.239402912424447,-8.788045371817548
MovingAverageV3_3_mean_reversion_M_25_ZO_1.6_ZC_0.0_H_5_price_ratio_over_vol.csv,mean_reversion,25,1.6,0.0,5,price_ratio_over_vol,-0.509112136783603,-167.96671636915175,3850,9.23548092400052,-9.799585400741433
MovingAverageV3_3_mean_reversion_M_25_ZO_1.8_ZC_0.4_H_15_price_ratio_over_vol.csv,mean_reversion,25,1.8,0.4,15,price_ratio_over_vol,-0.5101640065118808,-178.4853495913318,3850,11.418632330664362,-11.852071159671016
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.2,10,price_ratio_over_vol,-0.5129962063164905,-160.7761575737928,3850,10.260647191895343,-10.591669293682672
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.4,10,price_ratio_over_vol,-0.5175363852510065,-168.66936163076048,3850,9.388348117957321,-10.33290602034365
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.2,5,price_ratio_over_vol,-0.5176987620552341,-163.84636528953442,3850,7.7453553775353665,-9.126827069165891
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.2_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.2,5,price_ratio_over_vol,-0.5217607386612955,-163.5480981578914,3850,7.978996687939251,-9.028058160917249
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.4,5,price_ratio_over_vol,-0.5342275421381227,-165.49144654260516,3850,7.702044088176353,-9.1122255211493
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.4_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.4,10,price_ratio_over_vol,-0.5384046078520908,-168.4570278034952,3850,9.366381252816588,-10.271457398637223
MovingAverageV3_3_mean_reversion_M_20_ZO_1.8_ZC_0.4_H_5_price_ratio_over_vol.csv,mean_reversion,20,1.8,0.4,5,price_ratio_over_vol,-0.5403219671712147,-168.82736095301257,3850,7.527014982386149,-9.439124946035792
MovingAverageV3_3_mean_reversion_M_20_ZO_1.6_ZC_0.2_H_10_price_ratio_over_vol.csv,mean_reversion,20,1.6,0.2,10,price_ratio_over_vol,-0.544522704719096,-166.93746174468518,3850,10.408280135185883,-10.90159024646449
MovingAverageV3_3_trend_M_20_ZO_1.6_ZC_0.8_H_30_price_ratio_over_vol.csv,trend,20,1.6,0.8,30,price_ratio_over_vol,0.5479195799237596,-39.46641280746965,875,8.022028104823397,9.930174208934842
MovingAverageV3_3_trend_M_20_ZO_1.6_ZC_0.8_H_15_price_ratio_over_vol.csv,trend,20,1.6,0.8,15,price_ratio_over_vol,0.5475963050950386,-40.09439135851869,875,7.8722321838121845,9.75187792641117
MovingAverageV3_3_trend_M_20_ZO_1.6_ZC_0.8_H_20_price_ratio_over_vol.csv,trend,20,1.6,0.8,20,price_ratio_over_vol,0.5456235587964832,-39.27897930138553,875,7.960300474212097,9.817761637409292
