strategyFile,zscore_method,window,z_open,z_close,max_hold,signal_mode,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.6_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.6,25,trend,0.5253129895268178,-33.92831728902533,875,7.720428529498091,12.228426161423542
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.6_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.6,20,trend,0.525222186150592,-36.33645889292785,875,9.452419882275995,14.589345774154848
MovingAverageV3_2_M_40_ZO_1.8_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.8,0.2,5,trend,0.5238977257067124,-34.388221782840446,875,9.904495453678386,13.802275557638865
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.4,5,trend,0.5211147799886625,-38.825274848363506,875,7.015775886796062,9.528636785370837
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.2_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.2,10,trend,0.5210171370517631,-40.400495697599894,875,9.712069534602264,11.49752778789954
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.6_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.6,10,trend,0.5199914714493606,-35.823920539935685,875,9.35378540511808,14.383311371296342
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.4,5,trend,0.5187915922288963,-32.83042860705949,875,7.117482703565727,11.76774761485549
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.6_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.6,5,trend,0.5184397626771923,-32.08658373614833,875,7.038881491344874,11.748024507505049
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.6_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.6,15,trend,0.5183282804809116,-37.55879400774262,875,8.420638767706143,10.844627329509814
MovingAverageV3_2_M_20_ZO_1.2_ZC_0.6_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.2,0.6,20,trend,0.5179782001467955,-37.21592860337013,875,8.143059892137384,9.840602108227376
MovingAverageV3_2_M_40_ZO_1.8_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.8,0.0,5,trend,0.5179446077373595,-34.72666630555358,875,9.977635173772155,13.662561372412394
MovingAverageV3_2_M_45_ZO_1.2_ZC_0.6_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.2,0.6,5,trend,0.5174404386712663,-39.76948659148712,875,10.964425162689809,12.921458276815466
MovingAverageV3_2_M_40_ZO_1.4_ZC_0.2_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.4,0.2,10,trend,0.516988505733066,-38.93548881281616,875,13.636232359698074,15.32646756362651
MovingAverageV3_2_M_25_ZO_1.8_ZC_0.8_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,1.8,0.8,5,trend,0.51689096885989,-34.31788803016619,875,7.179992785860287,11.185480018277715
MovingAverageV3_2_M_40_ZO_1.8_ZC_0.8_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.8,0.8,5,trend,0.5163156157565282,-34.994744675201886,875,9.53644646924829,13.425020338030087
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.8_H_30_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.8,30,trend,0.516104241167515,-36.371317736757575,875,6.863467580691231,11.436414706530238
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.4_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.4,15,trend,0.515892823180096,-34.90301475798245,875,8.226167902085848,13.495556733490059
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.8_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.8,10,trend,0.5155586180751848,-36.23361544043759,875,8.90372272143774,13.92867864866596
MovingAverageV3_2_M_40_ZO_1.4_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.4,0.4,5,trend,0.5151297364191749,-41.35988926370463,875,10.518849262420165,12.89604572280238
MovingAverageV3_2_M_40_ZO_1.4_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.4,0.2,5,trend,0.5141550700462737,-41.592654607395886,875,10.709326688940482,12.908940568096856
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.8_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.8,10,trend,0.5131638914460269,-39.295615865602656,875,7.175642625405538,9.659626162209946
MovingAverageV3_2_M_40_ZO_1.2_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.2,0.0,5,trend,0.5128809607709127,-41.59657033452389,875,11.364571551677717,12.687929268543545
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.2,5,trend,0.5128395278310769,-32.80322071014997,875,7.179872374368519,11.64067758010276
MovingAverageV3_2_M_40_ZO_1.4_ZC_0.0_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.4,0.0,10,trend,0.5127953197525011,-40.056144787181154,875,14.833957219251339,15.612937404096051
MovingAverageV3_2_M_40_ZO_1.4_ZC_0.8_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.4,0.8,5,trend,0.5124273098472398,-42.32295161507379,875,9.822212467076385,12.350745150448981
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.8_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.8,15,trend,0.5124092928252555,-36.45673616430204,875,6.67553865652725,11.103009363536973
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.0,5,trend,0.5120013128895909,-33.34591899764126,875,7.241365568544101,11.666657554136334
MovingAverageV3_2_M_35_ZO_1.6_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,35,1.6,0.0,5,trend,0.5109513481018492,-40.15772399104678,875,9.610756925930218,12.432460981010976
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.8_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.8,10,trend,0.5109231506065854,-37.18047419365551,875,6.406776831914539,11.869969803465825
MovingAverageV3_2_M_50_ZO_1.4_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,50,1.4,0.0,5,trend,0.5109226498659428,-38.702059963708905,875,12.20951570760163,14.290643049939057
MovingAverageV3_2_M_45_ZO_1.2_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.2,0.4,5,trend,0.5107801139424398,-39.52889680887708,875,11.397911256009282,13.050220845733428
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.8_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.8,20,trend,0.5101542359161056,-39.586736340917085,875,7.483035668594239,9.875115387448036
MovingAverageV3_2_M_40_ZO_2.0_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,2.0,0.0,5,trend,0.510154000513126,-37.59171879254514,859,9.56826392202304,13.795407944766671
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.8_H_30_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.8,30,trend,0.5099707673263137,-36.65051208263296,875,6.561194740286786,10.001285396113815
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.6_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.6,25,trend,0.5092554025623336,-36.10697357454109,875,9.66832174776564,14.440861787355281
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.2_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.2,20,trend,0.5091525178503491,-38.20447243909207,875,10.310246340592643,13.95642278685264
MovingAverageV3_2_M_35_ZO_1.6_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,35,1.6,0.2,5,trend,0.5090384801942373,-39.78014388082511,875,9.489743886893038,12.365449756024757
MovingAverageV3_2_M_25_ZO_1.2_ZC_0.0_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,1.2,0.0,25,trend,0.5088906497085678,-41.43469276386263,875,19.774342203062293,15.684767752099937
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.6_H_30_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.6,30,trend,0.5088761545393997,-36.50406136750074,875,8.784114165606503,10.840622556392354
MovingAverageV3_2_M_35_ZO_1.6_ZC_0.2_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,35,1.6,0.2,15,trend,0.5088743487905202,-39.45847226913362,875,13.98591650499389,15.823333525532705
MovingAverageV3_2_M_40_ZO_1.8_ZC_0.6_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.8,0.6,5,trend,0.5088612430468102,-34.71970694341954,875,9.680699974638598,13.3116749572423
MovingAverageV3_2_M_50_ZO_1.4_ZC_0.0_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,50,1.4,0.0,10,trend,0.5086205018823929,-37.49051403122408,888,16.215915573302908,17.23996216449677
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.8_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.8,20,trend,0.5085367606508502,-37.37126259548211,875,6.803185437997726,11.181212388398237
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.0_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.0,15,trend,0.5084854149072907,-36.10490218740527,875,11.7333904109589,14.878741823941303
MovingAverageV3_2_M_50_ZO_1.4_ZC_0.2_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,50,1.4,0.2,10,trend,0.5083518880638672,-39.92667038515786,881,14.992236133454576,16.671119918080365
MovingAverageV3_2_M_45_ZO_1.6_ZC_0.0_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.6,0.0,20,trend,0.508324630034561,-37.15301475925703,881,20.048437107181748,19.85278655291188
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.6_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.6,5,trend,0.5082695660358422,-37.78728619058552,875,6.746221990620116,9.121573204476741
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.6_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.6,20,trend,0.5079114672674351,-37.15385077786361,875,7.387882880117856,10.520597949571398
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.8_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.8,25,trend,0.5078906413823854,-38.34442895034458,875,6.841722515328675,11.214105741101625
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.8_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.8,15,trend,0.5077846561409628,-39.04182604277439,875,7.4013937636705815,9.809891915101971
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.8_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.8,20,trend,0.5077067156059725,-44.12097890415174,875,8.563544749260178,13.402786493063404
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.6_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.6,15,trend,0.5075070435531874,-37.96939561434287,875,9.063963311609944,13.86122146786139
MovingAverageV3_2_M_45_ZO_1.6_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.6,0.4,5,trend,0.5071160683896117,-38.87451160201719,875,10.8803064944695,13.716902380088769
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.8_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.8,10,trend,0.5070872146709007,-37.17707400823775,875,6.164730362406797,9.503865584085037
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.6_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.6,25,trend,0.5069242420330649,-37.41497812585388,875,8.722298673418836,10.791131034845312
MovingAverageV3_2_M_45_ZO_1.4_ZC_0.6_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.4,0.6,10,trend,0.5068329935501574,-39.2775315385086,875,12.641511859613033,14.851467728830205
MovingAverageV3_2_M_20_ZO_1.2_ZC_0.2_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.2,0.2,10,trend,0.5066329238140078,-40.95980293395529,875,9.848751319029189,10.615955163254073
MovingAverageV3_2_M_40_ZO_1.4_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.4,0.0,5,trend,0.5065609595932202,-42.06399680890367,875,10.904724051782878,12.811649003095617
MovingAverageV3_2_M_50_ZO_1.4_ZC_0.8_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,50,1.4,0.8,5,trend,0.5064586216789755,-39.69720507705068,875,11.144522281744864,13.516895727132725
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.4_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.4,15,trend,0.5063174905664124,-32.81838864244061,875,8.146739916148618,11.897592997211776
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.6_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.6,10,trend,0.5061051224613661,-33.549425843586846,875,6.833193512304252,10.974295888462455
MovingAverageV3_2_M_40_ZO_2.0_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,2.0,0.4,5,trend,0.5059591005030275,-37.59952887644198,859,9.46207932282067,13.657703732306633
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.6_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.6,10,trend,0.5054514954635143,-42.17300683649751,875,8.217051866738812,12.968286219496083
MovingAverageV3_2_M_45_ZO_1.2_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.2,0.2,5,trend,0.5053117038998775,-39.65312020878254,875,11.70567593159918,13.057457405457116
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.4_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.4,25,trend,0.5052715532143615,-34.84570155019347,875,10.866548193280867,14.79050809150644
MovingAverageV3_2_M_20_ZO_1.4_ZC_0.4_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,1.4,0.4,10,trend,0.5052491489538687,-41.52441262724872,875,8.805863964643741,10.755218237629384
MovingAverageV3_2_M_50_ZO_1.6_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,50,1.6,0.0,5,trend,0.5050724425408899,-40.621780977765795,875,11.75390102541239,14.401973225391165
MovingAverageV3_2_M_45_ZO_1.2_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.2,0.0,5,trend,0.5044876661052593,-39.65765682098639,875,11.993622020812362,13.142717214949673
MovingAverageV3_2_M_20_ZO_2.0_ZC_0.8_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,20,2.0,0.8,10,trend,0.5044543315211591,-42.84561385978057,875,7.7427475057559505,12.543066922832192
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.4_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.4,20,trend,0.5042171613305987,-41.49619815592244,875,8.708941363756963,13.248128246416014
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.8_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.8,25,trend,0.5041004069910525,-36.592085240717566,875,6.545368114564146,9.859660255266151
MovingAverageV3_2_M_45_ZO_1.6_ZC_0.6_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.6,0.6,5,trend,0.5040288158808723,-39.81303502584015,875,10.704998768776166,13.538218998006505
MovingAverageV3_2_M_40_ZO_1.2_ZC_0.4_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,1.2,0.4,25,trend,0.50402599005986,-38.80596688878818,875,13.775974643423137,14.319955053958633
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.6_H_25_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.6,25,trend,0.5039574226464589,-35.782228585152424,875,7.453939655704324,10.479425171584284
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.8_H_20_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.8,20,trend,0.5038236585264176,-36.86959526756493,875,6.51674470985715,9.825275758233387
MovingAverageV3_2_M_25_ZO_2.0_ZC_0.2_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,25,2.0,0.2,10,trend,0.5037683843893838,-38.36754637713281,875,10.19504761904762,14.304117688333779
MovingAverageV3_2_M_30_ZO_2.0_ZC_0.0_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,30,2.0,0.0,10,trend,0.5037411493488971,-34.04195585651125,875,11.806194418889913,15.35355729531016
MovingAverageV3_2_M_35_ZO_1.4_ZC_0.0_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,35,1.4,0.0,5,trend,0.5033616611858438,-40.26369354357419,875,10.060573224250962,11.885583888100083
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.8_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.8,15,trend,0.5032967539989798,-36.15419513307292,875,6.424648674075382,9.721803736693694
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.8_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.8,5,trend,0.5032600350169432,-35.47937814892468,875,5.16640152720331,8.2928470759915
MovingAverageV3_2_M_40_ZO_2.0_ZC_0.8_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,2.0,0.8,5,trend,0.5032168109674605,-36.719165002737654,859,9.299651805830546,13.536884057791006
MovingAverageV3_2_M_40_ZO_2.0_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,40,2.0,0.2,5,trend,0.5031935806112049,-37.497054300992176,875,9.517692779709554,13.595139662096106
MovingAverageV3_2_M_45_ZO_1.6_ZC_0.2_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,45,1.6,0.2,5,trend,0.502783677716411,-39.076465763109,875,11.005874713994187,13.64690588325331
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.6_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.6,10,trend,0.5026702579794146,-36.618624278070186,875,6.771146921669323,9.893803653039605
MovingAverageV3_2_M_15_ZO_1.6_ZC_0.4_H_5_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.6,0.4,5,trend,0.5019619043045196,-33.7943207793065,875,5.5793239707374385,8.504477426009723
MovingAverageV3_2_M_50_ZO_1.6_ZC_0.2_H_15_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,50,1.6,0.2,15,trend,0.5019572885195679,-42.17874277533876,875,16.38503177218169,18.052926773574587
MovingAverageV3_2_M_15_ZO_1.8_ZC_0.4_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,1.8,0.4,10,trend,0.5017708659511463,-31.515092533946316,875,7.344984909103674,11.146912298979576
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.2_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.2,10,trend,0.5017146315310231,-46.10575527860935,875,7.872073578595319,12.472421087052078
MovingAverageV3_2_M_15_ZO_2.0_ZC_0.4_H_10_trend_price_minus_ma_over_atr.csv,price_minus_ma_over_atr,15,2.0,0.4,10,trend,0.501343762824553,-40.51255627567906,875,7.297170207406165,12.19918721353865
