sector,strategyFile,window,z_open,z_close,max_hold,signal_mode,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.2_ZC_0.8_H_15_trend.csv,30,1.2,0.8,15,trend,0.01932047555262541,-49.15107745414131,1411,7.571976967370444,0.11085286590752583
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.4_ZC_0.4_H_20_mean_reversion.csv,25,1.4,0.4,20,mean_reversion,0.019270057442647686,-59.841240965184966,2381,10.529201430274135,0.1434088144595948
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.4_H_20_mean_reversion.csv,25,1.2,0.4,20,mean_reversion,0.01925214769041092,-46.82675528201108,2383,10.409638554216867,0.13518326075866607
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.6_H_30_mean_reversion.csv,20,2.0,0.6,30,mean_reversion,0.019122439907683815,-76.77167898973529,2356,8.189655172413792,0.14323725434424428
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.8_ZC_0.8_H_15_mean_reversion.csv,30,1.8,0.8,15,mean_reversion,0.01911636254506366,-65.98842511054255,2352,8.510903426791277,0.1509659047799463
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.2_ZC_0.4_H_30_trend.csv,15,1.2,0.4,30,trend,0.018991279265836415,-47.744832397463725,2010,8.105352591333899,0.09756779927317383
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.8_ZC_0.0_H_25_mean_reversion.csv,15,1.8,0.0,25,mean_reversion,0.0189646380523577,-47.35802636294841,2165,18.61487603305785,0.21167671067106705
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.6_ZC_0.6_H_5_trend.csv,10,1.6,0.6,5,trend,0.01896130627391093,-38.58652497905094,1447,3.5477663230240553,0.0614042461636861
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.4_H_5_trend.csv,20,2.0,0.4,5,trend,0.018887940359109293,-62.163136672438704,1365,4.208226221079691,0.09281020750953589
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.4_ZC_0.0_H_5_trend.csv,35,1.4,0.0,5,trend,0.018885975820369126,-61.41787055773655,1411,7.352051835853132,0.11140205759792869
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.6_ZC_0.4_H_20_trend.csv,20,1.6,0.4,20,trend,0.01867262086832339,-66.21940294842412,1411,9.553191489361701,0.1321969713267467
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.8_ZC_0.6_H_25_trend.csv,25,1.8,0.6,25,trend,0.018499422288325053,-57.8270726170951,1411,9.463768115942027,0.14879633399122985
Bond,MovingAverageV3_1_sector_Bond_M_45_ZO_1.6_ZC_0.8_H_5_mean_reversion.csv,45,1.6,0.8,5,mean_reversion,0.018426128577484595,-52.53946666081478,2352,6.792000000000001,0.12404825683122989
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.8_ZC_0.2_H_5_mean_reversion.csv,30,1.8,0.2,5,mean_reversion,0.018412670664849976,-55.96362934617865,2352,5.333333333333334,0.10725626436376076
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.6_ZC_0.6_H_30_trend.csv,15,1.6,0.6,30,trend,0.018376849171592116,-47.07739895051521,2231,7.014520813165537,0.10120308179695583
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.8_ZC_0.6_H_15_trend.csv,10,1.8,0.6,15,trend,0.018233873731324634,-44.40819290925418,1363,5.249758919961429,0.08557933477191085
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.8_ZC_0.4_H_15_trend.csv,25,1.8,0.4,15,trend,0.018074846637433816,-72.97302716846848,1411,9.394886363636365,0.1407194614192474
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.2_H_15_mean_reversion.csv,40,1.8,0.2,15,mean_reversion,0.017987933363928142,-63.741249002533976,2373,11.63110307414105,0.17761304222722668
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.2_ZC_0.8_H_10_trend.csv,30,1.2,0.8,10,trend,0.017884081916445756,-48.44205143224588,1411,7.3196261682243,0.09858230574108598
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_2.0_ZC_0.6_H_25_trend.csv,30,2.0,0.6,25,trend,0.01777046006062745,-56.2294625303201,1411,10.59073359073359,0.18163251337407138
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.2_ZC_0.6_H_20_trend.csv,15,1.2,0.6,20,trend,0.01768667207312361,-52.04786446343113,2231,6.418990203466467,0.0798641632754526
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.2_ZC_0.4_H_15_mean_reversion.csv,10,1.2,0.4,15,mean_reversion,0.017568762133553482,-51.589211836800885,1114,6.5178211163416275,0.07313422791889536
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.6_ZC_0.4_H_5_mean_reversion.csv,35,1.6,0.4,5,mean_reversion,0.01745707089689836,-61.828671166333514,2596,6.375886524822696,0.10234333438190632
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.6_ZC_0.6_H_25_mean_reversion.csv,30,1.6,0.6,25,mean_reversion,0.017411722313290218,-58.17922658777782,2373,10.58702064896755,0.14840940755815168
Bond,MovingAverageV3_1_sector_Bond_M_50_ZO_1.8_ZC_0.8_H_20_trend.csv,50,1.8,0.8,20,trend,0.01729702043785785,-55.26716374616248,1411,11.668122270742357,0.19819494945812174
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.4_ZC_0.8_H_10_trend.csv,25,1.4,0.8,10,trend,0.017276397764185547,-49.92203294151429,1411,6.794794794794794,0.09656644612318661
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.8_ZC_0.6_H_20_trend.csv,35,1.8,0.6,20,trend,0.016969860923214734,-73.92491404875476,1411,11.410256410256409,0.17171135512870025
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.6_ZC_0.2_H_10_trend.csv,30,1.6,0.2,10,trend,0.016925541422011105,-45.70540521214268,1411,9.242219215155615,0.12711993782243922
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.6_H_15_mean_reversion.csv,25,1.2,0.6,15,mean_reversion,0.016880400151728134,-61.01547349287323,2383,8.203650336215178,0.10104070088902337
Bond,MovingAverageV3_1_sector_Bond_M_45_ZO_1.8_ZC_0.0_H_30_trend.csv,45,1.8,0.0,30,trend,0.016877904152320215,-62.9181523394403,1411,20.847926267281103,0.24782580660284284
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.4_H_20_trend.csv,20,2.0,0.4,20,trend,0.01686463309988308,-70.31049431302067,1387,9.562500000000002,0.13272240601704743
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.6_ZC_0.6_H_20_trend.csv,35,1.6,0.6,20,trend,0.016794606888342674,-53.584584690539636,1411,11.359872611464965,0.1546032291308453
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.8_H_25_trend.csv,40,1.8,0.8,25,trend,0.016559794382586934,-60.85168057780681,1411,10.48507462686567,0.16715359710722544
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.8_ZC_0.0_H_15_trend.csv,35,1.8,0.0,15,trend,0.016536118724965375,-70.19407241960855,1411,12.654044750430291,0.16001772239849946
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.6_ZC_0.2_H_30_mean_reversion.csv,20,1.6,0.2,30,mean_reversion,0.01653148748251245,-56.27045370384636,1315,13.188965517241376,0.1442826009843018
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.2_ZC_0.0_H_30_trend.csv,10,1.2,0.0,30,trend,0.016460875219108193,-50.29362662608068,1363,21.973813420621934,0.16613960823287055
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.4_ZC_0.4_H_15_trend.csv,10,1.4,0.4,15,trend,0.01619578600529918,-49.31444467562847,2231,6.604582409460458,0.07251702870866159
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.6_ZC_0.4_H_10_trend.csv,30,1.6,0.4,10,trend,0.016090192601430135,-45.57564225345791,1411,8.664893617021276,0.1174745562026154
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.8_ZC_0.4_H_30_trend.csv,15,1.8,0.4,30,trend,0.01599830238658156,-47.98285076600064,2010,8.545454545454545,0.10422465055957117
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.4_ZC_0.0_H_5_trend.csv,30,1.4,0.0,5,trend,0.01599310041335549,-52.50691788498979,1411,6.932806324110673,0.08796548094453857
Bond,MovingAverageV3_1_sector_Bond_M_45_ZO_2.0_ZC_0.8_H_10_mean_reversion.csv,45,2.0,0.8,10,mean_reversion,0.01598294740188704,-78.03089834629344,2247,8.322429906542057,0.163243158926408
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.6_ZC_0.6_H_10_mean_reversion.csv,25,1.6,0.6,10,mean_reversion,0.01590183931009791,-78.95139765105816,2373,7.452606635071091,0.10070697400329394
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.4_ZC_0.6_H_25_trend.csv,15,1.4,0.6,25,trend,0.01555846397570786,-48.792865161320336,2231,6.717557251908397,0.07763218805002793
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.8_ZC_0.6_H_15_trend.csv,20,1.8,0.6,15,trend,0.015548359140763931,-63.347533828743856,1426,7.507995079950801,0.10096484377885984
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.4_ZC_0.2_H_5_trend.csv,35,1.4,0.2,5,trend,0.015499186784517475,-64.12469381357657,1411,7.243534482758622,0.0908854541138633
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.4_ZC_0.6_H_20_trend.csv,15,1.4,0.6,20,trend,0.015456820929287608,-51.069709956043,2231,6.674005080440305,0.07681201268587673
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.6_ZC_0.8_H_25_mean_reversion.csv,35,1.6,0.8,25,mean_reversion,0.015440314626805321,-57.46693829057216,2373,9.72727272727273,0.12739918198444888
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.4_ZC_0.0_H_20_trend.csv,10,1.4,0.0,20,trend,0.015256020079366363,-53.87950264753041,2231,16.157826649417853,0.13089981064829653
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_2.0_ZC_0.8_H_10_mean_reversion.csv,10,2.0,0.8,10,mean_reversion,0.01518134664257743,-44.661335981566,2612,4.277016742770167,0.08257993731878036
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.8_ZC_0.6_H_5_mean_reversion.csv,10,1.8,0.6,5,mean_reversion,0.015094870646527588,-30.916972222420462,1167,3.3517364203027604,0.05382316524260969
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.4_ZC_0.2_H_5_trend.csv,40,1.4,0.2,5,trend,0.01507753032883717,-64.45050065289836,1411,7.712328767123287,0.09579541072451596
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.2_ZC_0.6_H_15_trend.csv,15,1.2,0.6,15,trend,0.014916295625210203,-50.19755306845533,2231,6.331096196868009,0.06706098111305246
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.8_H_20_trend.csv,20,2.0,0.8,20,trend,0.014870725196433473,-59.716240051688544,1387,6.959885386819485,0.10307431334939969
Bond,MovingAverageV3_1_sector_Bond_M_50_ZO_2.0_ZC_0.8_H_20_mean_reversion.csv,50,2.0,0.8,20,mean_reversion,0.01478477622106905,-45.660676556489996,1907,11.434065934065936,0.19610658542116613
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.8_H_5_mean_reversion.csv,20,2.0,0.8,5,mean_reversion,0.014714805167173774,-61.87713620517695,2071,4.033505154639175,0.07123523178712482
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.6_H_5_trend.csv,20,2.0,0.6,5,trend,0.01469211571259224,-62.48309448051011,1365,4.143958868894601,0.07188564659719032
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.4_ZC_0.6_H_30_trend.csv,25,1.4,0.6,30,trend,0.014561077087759782,-47.80147360191651,1411,9.202749140893472,0.09980677449523097
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_2.0_ZC_0.8_H_15_mean_reversion.csv,30,2.0,0.8,15,mean_reversion,0.014334990932113247,-71.95486868916336,2352,8.581132075471698,0.12723636229862145
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.8_H_30_trend.csv,20,2.0,0.8,30,trend,0.014191345617165315,-64.17189881784822,1411,7.074285714285714,0.09971191891516679
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.6_H_30_trend.csv,25,1.2,0.6,30,trend,0.01407320965850586,-40.07748353319639,1411,8.823053589484328,0.08822158168826925
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.6_ZC_0.4_H_30_mean_reversion.csv,15,1.6,0.4,30,mean_reversion,0.013773078586683142,-52.526003032903475,2386,8.466321243523316,0.08328674439833715
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.8_H_30_trend.csv,25,1.2,0.8,30,trend,0.013770490970771168,-45.17985158114798,1411,6.900615655233071,0.07195094079081438
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.8_ZC_0.4_H_25_mean_reversion.csv,15,1.8,0.4,25,mean_reversion,0.013535711142726937,-42.75783305333978,1630,8.401368301026226,0.08590267047000463
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.4_ZC_0.6_H_25_mean_reversion.csv,30,1.4,0.6,25,mean_reversion,0.013501146948126765,-59.16706114703093,2381,10.075757575757578,0.10302383247354091
Bond,MovingAverageV3_1_sector_Bond_M_45_ZO_1.6_ZC_0.6_H_5_mean_reversion.csv,45,1.6,0.6,5,mean_reversion,0.01331233878521282,-55.3387184121452,2352,6.904,0.08985325951378206
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.0_H_5_trend.csv,20,2.0,0.0,5,trend,0.013274346397600606,-60.5303120241539,1365,4.381443298969073,0.06592107955674172
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.4_ZC_0.4_H_30_trend.csv,15,1.4,0.4,30,trend,0.013258714429130946,-51.42583541294758,2010,8.418779342723004,0.07463583582198441
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.4_H_25_trend.csv,20,2.0,0.4,25,trend,0.01311723113598572,-74.8806335803293,1411,10.036036036036034,0.10616124310371179
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.4_ZC_0.4_H_5_trend.csv,20,1.4,0.4,5,trend,0.012910870895117428,-61.22194123430382,1411,5.530966143682907,0.057794619815947815
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.6_H_5_trend.csv,40,1.8,0.6,5,trend,0.012853153603287072,-56.02944243166469,1411,5.833333333333333,0.08643389448171104
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_2.0_ZC_0.0_H_25_trend.csv,15,2.0,0.0,25,trend,0.012725553851901964,-42.3388788493811,1426,18.195933456561924,0.14844636806519124
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_2.0_ZC_0.4_H_15_trend.csv,15,2.0,0.4,15,trend,0.012687874729930278,-72.24167542723322,1387,7.585635359116024,0.08731869804437345
Bond,MovingAverageV3_1_sector_Bond_M_50_ZO_2.0_ZC_0.8_H_10_mean_reversion.csv,50,2.0,0.8,10,mean_reversion,0.012631104560894533,-57.33178540143847,2247,8.453658536585365,0.1310739946357336
Bond,MovingAverageV3_1_sector_Bond_M_45_ZO_1.8_ZC_0.2_H_15_trend.csv,45,1.8,0.2,15,trend,0.012619040685162711,-46.4890317578507,1411,12.200392927308448,0.13703504961114552
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_2.0_ZC_0.2_H_15_trend.csv,35,2.0,0.2,15,trend,0.012283774677668011,-58.43157947085402,1363,11.045267489711932,0.12540106889457778
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.8_ZC_0.2_H_20_mean_reversion.csv,30,1.8,0.2,20,mean_reversion,0.012278039770131127,-55.983635374908545,2373,13.086115992970122,0.1248625537426281
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.8_ZC_0.2_H_15_trend.csv,15,1.8,0.2,15,trend,0.01226398899018915,-50.307940629740436,2010,9.274440518256773,0.08147008395892034
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.8_ZC_0.0_H_15_mean_reversion.csv,30,1.8,0.0,15,mean_reversion,0.012213116075540563,-59.58827407478229,2373,12.822934232715006,0.12018712279639622
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.8_H_20_trend.csv,25,1.2,0.8,20,trend,0.011880369949124028,-48.311396620390845,1411,6.83639545056868,0.06186044160477028
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.2_ZC_0.2_H_20_mean_reversion.csv,10,1.2,0.2,20,mean_reversion,0.011685809150985748,-78.60047969288249,1715,9.795954265611257,0.0612072603648153
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_2.0_ZC_0.4_H_20_mean_reversion.csv,15,2.0,0.4,20,mean_reversion,0.011665042912546005,-74.57620871980575,2356,8.05099150141643,0.08303538527754525
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.6_H_25_mean_reversion.csv,20,2.0,0.6,25,mean_reversion,0.011601335401837838,-76.22258427025993,2356,8.131805157593124,0.08502870535508206
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.2_ZC_0.4_H_5_mean_reversion.csv,10,1.2,0.4,5,mean_reversion,0.01154705321864104,-42.051281381132,1932,4.280775275013094,0.03587455383165261
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_2.0_ZC_0.4_H_10_mean_reversion.csv,10,2.0,0.4,10,mean_reversion,0.011495536330403722,-53.643512299123216,2250,5.772307692307692,0.07208047952256282
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.8_ZC_0.6_H_10_trend.csv,15,1.8,0.6,10,trend,0.01142766066744011,-58.78313571998895,2231,5.9958549222797926,0.05985218077738875
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_2.0_ZC_0.6_H_30_mean_reversion.csv,25,2.0,0.6,30,mean_reversion,0.011358209414834943,-68.34661173318976,2373,9.617449664429532,0.09871883392811763
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.6_ZC_0.8_H_20_trend.csv,25,1.6,0.8,20,trend,0.011280430348935989,-52.65137103930535,1411,7.547215496368041,0.07369022534372441
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.2_ZC_0.0_H_15_mean_reversion.csv,30,1.2,0.0,15,mean_reversion,0.011145009803426729,-65.23776571214263,1968,16.129032258064516,0.10956288499073022
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.4_ZC_0.6_H_20_trend.csv,30,1.4,0.6,20,trend,0.011078163172303984,-56.45994178768521,1411,9.84788029925187,0.0826420295023892
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.6_ZC_0.6_H_10_trend.csv,35,1.6,0.6,10,trend,0.010783802403202454,-43.67794968533573,1411,8.77247191011236,0.08120750953461724
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.8_H_5_trend.csv,40,1.8,0.8,5,trend,0.010739240207164984,-55.221218775424575,1411,5.7976190476190474,0.0721605619900709
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.6_ZC_0.6_H_30_trend.csv,25,1.6,0.6,30,trend,0.010667308970891371,-53.665330508397986,1411,9.341085271317828,0.07978561776420827
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.4_ZC_0.0_H_5_mean_reversion.csv,25,1.4,0.0,5,mean_reversion,0.010647340019921054,-65.64102865828933,2393,6.64,0.056076523025471954
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.6_ZC_0.6_H_10_trend.csv,20,1.6,0.6,10,trend,0.01062855382885798,-65.89328234911603,1411,6.48637739656912,0.05878187754030709
Bond,MovingAverageV3_1_sector_Bond_M_50_ZO_1.8_ZC_0.4_H_15_trend.csv,50,1.8,0.4,15,trend,0.010594736924466169,-53.48787302061464,1411,12.280254777070063,0.12130902632030974
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.2_H_20_mean_reversion.csv,25,1.2,0.2,20,mean_reversion,0.010588196248774818,-44.99219102242377,1587,12.466666666666665,0.08345401401538251
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_2.0_ZC_0.8_H_25_mean_reversion.csv,30,2.0,0.8,25,mean_reversion,0.010437427248518462,-69.45756849792862,2352,9.272727272727272,0.09814523044896786
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_2.0_ZC_0.6_H_25_trend.csv,15,2.0,0.6,25,trend,0.010421966659815334,-61.45359771425334,1387,7.016574585635358,0.07147682466979047
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.6_ZC_0.8_H_10_trend.csv,25,1.6,0.8,10,trend,0.010065939636520303,-53.21077478413706,1411,6.750000000000001,0.06089390794162577
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_2.0_ZC_0.8_H_30_mean_reversion.csv,30,2.0,0.8,30,mean_reversion,0.009780982623572286,-73.81802540959534,2352,9.553030303030303,0.09273791702459568
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_2.0_ZC_0.8_H_20_trend.csv,30,2.0,0.8,20,trend,0.009751884985979736,-54.81486407835448,1363,9.196153846153846,0.09151290885046574
Bond,MovingAverageV3_1_sector_Bond_M_50_ZO_1.6_ZC_0.8_H_5_mean_reversion.csv,50,1.6,0.8,5,mean_reversion,0.00957199399307348,-73.99994700863026,2352,7.050561797752808,0.06734901050371708
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.8_ZC_0.6_H_10_trend.csv,25,1.8,0.6,10,trend,0.009337983366736715,-53.73016256326692,1411,7.0396825396825395,0.06075073949453406
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.8_ZC_0.6_H_25_trend.csv,35,1.8,0.6,25,trend,0.009327018392257858,-69.67626752876858,1411,11.31768953068592,0.09368235078898578
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.4_ZC_0.2_H_5_mean_reversion.csv,25,1.4,0.2,5,mean_reversion,0.009201850642254362,-68.65599337996399,2393,6.4643848288621655,0.04792009317923347
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.8_ZC_0.2_H_15_mean_reversion.csv,30,1.8,0.2,15,mean_reversion,0.009197284924156309,-58.28502397009834,1976,11.233830845771145,0.08486031703812114
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_2.0_ZC_0.4_H_25_trend.csv,15,2.0,0.4,25,trend,0.009141513548062764,-59.087324605498594,1387,8.267605633802818,0.06696822797532564
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.2_ZC_0.2_H_15_trend.csv,30,1.2,0.2,15,trend,0.009122970680732916,-50.17015890128422,1363,12.757306226175348,0.0769868750002516
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.2_H_5_trend.csv,40,1.8,0.2,5,trend,0.009099981145344499,-56.246215833484456,1411,5.9671641791044765,0.06155653684312203
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_2.0_ZC_0.6_H_30_trend.csv,15,2.0,0.6,30,trend,0.009071204417789034,-61.085613144430816,1387,7.060773480662983,0.06258768683554573
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.8_ZC_0.6_H_30_trend.csv,20,1.8,0.6,30,trend,0.008829132998231464,-56.970465545471534,1411,8.097378277153558,0.06004777636397894
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.6_ZC_0.4_H_20_trend.csv,30,1.6,0.4,20,trend,0.008711341696030087,-54.95557099297859,1411,11.762762762762764,0.07825162343842768
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.6_ZC_0.8_H_15_mean_reversion.csv,10,1.6,0.8,15,mean_reversion,0.008422938091375901,-63.67151098553972,2384,4.18155410312273,0.030456318850114083
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.4_ZC_0.8_H_25_trend.csv,30,1.4,0.8,25,trend,0.008412647654080316,-53.638558487513706,1411,8.497641509433961,0.057253388498219634
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.8_H_20_trend.csv,40,1.8,0.8,20,trend,0.008182925801511233,-60.45211953487784,1411,10.368421052631579,0.08303091893781028
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.6_ZC_0.6_H_25_mean_reversion.csv,35,1.6,0.6,25,mean_reversion,0.008120936227216359,-60.64732273197947,2373,11.389067524115756,0.07525470819377443
Bond,MovingAverageV3_1_sector_Bond_M_15_ZO_1.6_ZC_0.6_H_25_trend.csv,15,1.6,0.6,25,trend,0.008106843860010857,-50.259924419235304,2231,6.97584541062802,0.0443957944703495
Bond,MovingAverageV3_1_sector_Bond_M_25_ZO_1.2_ZC_0.8_H_25_trend.csv,25,1.2,0.8,25,trend,0.007903700895513401,-45.49758803536581,1411,6.857392825896763,0.04118483988284594
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.8_ZC_0.0_H_15_mean_reversion.csv,20,1.8,0.0,15,mean_reversion,0.007878481295163524,-73.18285640586353,2373,12.141496598639456,0.06447627719625869
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_2.0_ZC_0.2_H_5_trend.csv,20,2.0,0.2,5,trend,0.007642814425491745,-61.19666310291956,1365,4.303341902313624,0.03777491175857487
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_2.0_ZC_0.4_H_15_trend.csv,40,2.0,0.4,15,trend,0.0076277580553278206,-45.35448186075867,1411,10.962962962962962,0.08374093057644627
Bond,MovingAverageV3_1_sector_Bond_M_20_ZO_1.6_ZC_0.8_H_15_mean_reversion.csv,20,1.6,0.8,15,mean_reversion,0.007516500894368872,-61.830979157289825,1650,6.574712643678161,0.042796124959096286
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.4_ZC_0.6_H_5_mean_reversion.csv,30,1.4,0.6,5,mean_reversion,0.007447738515829039,-72.58971203523073,2381,6.43385214007782,0.03941910489344061
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.8_ZC_0.0_H_5_mean_reversion.csv,30,1.8,0.0,5,mean_reversion,0.007387983336926936,-55.304167044703846,2352,5.3999999999999995,0.04319547574685169
Bond,MovingAverageV3_1_sector_Bond_M_30_ZO_1.2_ZC_0.4_H_15_trend.csv,30,1.2,0.4,15,trend,0.0071930528516049004,-53.52583907498592,1411,10.913145539906106,0.054939236700134314
Bond,MovingAverageV3_1_sector_Bond_M_40_ZO_1.8_ZC_0.4_H_5_trend.csv,40,1.8,0.4,5,trend,0.007173221030228383,-56.5442914443931,1411,5.913690476190476,0.04834657031540805
Bond,MovingAverageV3_1_sector_Bond_M_35_ZO_1.6_ZC_0.2_H_10_trend.csv,35,1.6,0.2,10,trend,0.006991278385244187,-34.72452307118059,1411,9.752489331436701,0.05451300187815188
Bond,MovingAverageV3_1_sector_Bond_M_10_ZO_1.2_ZC_0.6_H_10_mean_reversion.csv,10,1.2,0.6,10,mean_reversion,0.006873093666235004,-44.43833042384843,2554,4.808631459398069,0.023304734462547442
