strategyFile,cross_section_method,window,z_open,z_close,max_hold,signal_mode,zscore_method,vol_window,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_trend_VW_10_rank.csv,rank,15,1.2,0.4,20,trend,price_ratio_over_vol,10,0.8163088607117195,-30.31545393610736,1022,5.216362446687339,5.4224384191454575
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_trend_VW_10_zscore.csv,zscore,15,1.2,0.4,20,trend,price_ratio_over_vol,10,0.7838133705394593,-38.42199595316339,1035,4.5541624252034305,4.631728136582546
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_trend_VW_20_rank.csv,rank,15,1.2,0.4,20,trend,price_ratio_over_vol,20,0.8105829379994921,-28.513477200912263,1012,5.3856838670816805,5.588656927524458
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_trend_VW_20_zscore.csv,zscore,15,1.2,0.4,20,trend,price_ratio_over_vol,20,0.7780047913874035,-36.44240950792579,1019,4.643576151347509,4.712883917239192
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_trend_VW_30_rank.csv,rank,15,1.2,0.4,20,trend,price_ratio_over_vol,30,0.8549866303387297,-28.83052207572399,1014,5.4285043463044245,5.943305811152924
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_trend_VW_30_zscore.csv,zscore,15,1.2,0.4,20,trend,price_ratio_over_vol,30,0.8310256323500015,-37.00564011678986,1030,4.662473511160248,5.051846467952223
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_mean_reversion_VW_10_rank.csv,rank,15,1.2,0.4,20,mean_reversion,price_ratio_over_vol,10,-0.8163088607117193,-219.63863001840576,3845,5.21636244668734,-5.422438419145458
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_mean_reversion_VW_10_zscore.csv,zscore,15,1.2,0.4,20,mean_reversion,price_ratio_over_vol,10,-0.7838133705394593,-211.00880992154376,3845,4.5541624252034305,-4.631728136582546
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_mean_reversion_VW_20_rank.csv,rank,15,1.2,0.4,20,mean_reversion,price_ratio_over_vol,20,-0.8105829379994922,-226.80270219635955,3845,5.3856838670816805,-5.588656927524458
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_mean_reversion_VW_20_zscore.csv,zscore,15,1.2,0.4,20,mean_reversion,price_ratio_over_vol,20,-0.7780047913874035,-218.24968954903576,3845,4.643576151347509,-4.712883917239192
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_mean_reversion_VW_30_rank.csv,rank,15,1.2,0.4,20,mean_reversion,price_ratio_over_vol,30,-0.8549866303387297,-226.21013411790295,3845,5.4285043463044245,-5.943305811152925
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.4_H_20_mean_reversion_VW_30_zscore.csv,zscore,15,1.2,0.4,20,mean_reversion,price_ratio_over_vol,30,-0.8310256323500015,-219.60898155000868,3845,4.662473511160248,-5.051846467952223
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_trend_VW_10_rank.csv,rank,15,1.2,0.6,10,trend,price_ratio_over_vol,10,0.7102943698409311,-29.853112378687115,1325,4.558675371344739,4.423357484992182
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_trend_VW_10_zscore.csv,zscore,15,1.2,0.6,10,trend,price_ratio_over_vol,10,0.7835416677723042,-27.130948182209863,1002,4.272988648036541,4.679159837805459
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_trend_VW_20_rank.csv,rank,15,1.2,0.6,10,trend,price_ratio_over_vol,20,0.7225536795236046,-26.810066807160126,1008,4.663118721011699,4.620653119264636
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_trend_VW_20_zscore.csv,zscore,15,1.2,0.6,10,trend,price_ratio_over_vol,20,0.791613378590765,-24.83757734238236,977,4.340770733716224,4.822674680506863
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_trend_VW_30_rank.csv,rank,15,1.2,0.6,10,trend,price_ratio_over_vol,30,0.756197261525394,-28.22767724615983,1019,4.6915627354999705,4.871903157735197
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_trend_VW_30_zscore.csv,zscore,15,1.2,0.6,10,trend,price_ratio_over_vol,30,0.8157440574853319,-26.53606382157332,994,4.357371976069828,4.992233382108066
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_mean_reversion_VW_10_rank.csv,rank,15,1.2,0.6,10,mean_reversion,price_ratio_over_vol,10,-0.710294369840931,-194.60952124767286,3845,4.558675371344736,-4.42335748499218
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_10_mean_reversion_VW_10_zscore.csv,zscore,15,1.2,0.6,10,mean_reversion,price_ratio_over_vol,10,-0.7835416677723042,-206.97230704257225,3883,4.272988648036541,-4.679159837805459
