,PnL
20180102,0.0
20180103,0.0
20180104,-0.8814347810458999
20180105,-0.3704422856772243
20180108,-0.31164428248159737
20180109,1.3093771246241548
20180110,-0.2155307341064313
20180111,0.8439505191962146
20180112,0.8177867775356721
20180115,-0.18848598719276077
20180116,1.000172799386685
20180117,0.33030155903876035
20180118,-0.023947934852299152
20180119,0.8955034622801706
20180122,-0.5401218353482425
20180123,-0.43194222725517295
20180124,0.026840185990096882
20180125,0.24436785811990835
20180126,-0.4968374833001924
20180129,0.6978657649416065
20180130,0.15264924605529695
20180131,-0.3076623727221924
20180201,1.3149273370181433
20180202,0.9964165219548696
20180205,-0.34113231959770796
20180206,0.13906958000774622
20180207,1.6076050424552688
20180208,0.13549921598826137
20180209,0.052550178734376625
20180212,-0.8655882237430105
20180213,-0.3952786163187519
20180214,1.9477080096655082
20180222,1.2694291746807307
20180223,-3.0505739703791277
20180226,0.09593210659158016
20180227,0.2586897214277025
20180228,0.3416038591240396
20180301,0.10291717726661051
20180302,0.670866410610972
20180305,0.6327861097092968
20180306,0.2957484551413851
20180307,-0.6704302271876214
20180308,0.6893650365043588
20180309,0.1643256135193827
20180312,-0.7842527264759348
20180313,-0.17204894861193512
20180314,-0.7768732165412452
20180315,-0.44031835108564715
20180316,0.9906560474381073
20180319,0.6219181846801362
20180320,0.1561263105007648
20180321,0.5755308394361279
20180322,-1.1159298930957708
20180323,2.19126467834113
20180326,0.6391508754672524
20180327,-0.4913942698210682
20180328,1.0628513439332172
20180329,0.02428068328722052
20180330,-0.20736260534955972
20180402,-0.4371229238355257
20180403,0.21404514661856955
20180404,0.8631216153496486
20180409,0.2205151415372162
20180410,-0.8998778644343655
20180411,0.05598355186874826
20180412,-0.21018760076155732
20180413,-0.8326321802631182
20180416,-0.015390478345244464
20180417,-0.04846600546374604
20180418,-0.22064793703873037
20180419,-0.279740005210482
20180420,-0.1792061416501649
20180423,-0.0335943771814875
20180424,0.22064748170566867
20180425,-0.09229773265680039
20180426,0.2203722252010974
20180427,0.1052228687322257
20180502,0.4095454047830906
20180503,-0.2996862482793709
20180504,-0.3473806499756058
20180507,-0.05831793789335545
20180508,-0.37586990799903447
20180509,-0.45767059669292676
20180510,-0.28773576568249654
20180511,0.1874965425412474
20180514,0.2366956862689929
20180515,1.1372929891899328
20180516,-0.5210902777876197
20180517,-0.09523302427076187
20180518,0.2931609825761755
20180521,0.3256129205146141
20180522,0.6502284937581717
20180523,-0.6477439894461793
20180524,0.20174879868731962
20180525,0.021518258498338407
20180528,0.45382325740002133
20180529,1.50168775250996
20180530,-0.518672361261456
20180531,0.49485175158435374
20180601,0.5771865434239393
20180604,-0.9365446979200216
20180605,1.1167244583220817
20180606,0.6269592099583283
20180607,0.5045899812765675
20180608,1.6387142994283785
20180611,-0.13721858871728515
20180612,1.1959843041847376
20180613,0.8258909953485326
20180614,-0.48998619813994415
20180615,0.2274730515270309
20180619,0.2605330768220698
20180620,0.6343405273159934
20180621,-0.1423871733525111
20180622,0.35764856709593407
20180625,-0.40225619403531654
20180626,-0.9220090459790726
20180627,-0.5860028109390993
20180628,0.6554929070879884
20180629,0.3761174801507055
20180702,-1.5631541273562377
20180703,0.37084752165905854
20180704,-0.2738346269117428
20180705,-0.7403438222485076
20180706,0.08843179244440012
20180709,0.6669968519654411
20180710,0.7440832565852828
20180711,-0.2724471359680711
20180712,0.4437027458050206
20180713,0.13633077637492655
20180716,6.258117355122884
20180717,-0.45334384489113383
20180718,0.10405572587856594
20180719,-0.04777453552057977
20180720,0.7107516004727019
20180723,-0.7342542972140436
20180724,0.031053708002109385
20180725,0.03937185795365759
20180726,-0.4650246334407441
20180727,0.0015728682298505197
20180730,0.047482968744448316
20180731,0.20850963056611468
20180801,-0.9808495361293743
20180802,0.1915337107684793
20180803,0.9259050503902277
20180806,1.7514586298475083
20180807,-0.5649277873051208
20180808,0.3834700889941497
20180809,-0.3542817357888595
20180810,-0.4306561873607799
20180813,1.2213015498991584
20180814,0.5786273256025547
20180815,0.36928767828478637
20180816,0.5633310785063488
20180817,0.6922160262528912
20180820,0.035638148519287975
20180821,-0.9332668961310147
20180822,0.5453342708560152
20180823,-1.5192476548784342
20180824,0.2166642416470334
20180827,-0.6660705358683134
20180828,0.46132625643107517
20180829,-0.26086905733520477
20180830,-0.1066276151552528
20180831,0.023295048122452415
20180903,-0.41048308563735114
20180904,-0.2121638299096001
20180905,-0.2949625731465801
20180906,0.25764142673375157
20180907,-0.008237199529923791
20180910,0.2326780285423607
20180911,-0.9051051390639478
20180912,0.34425762411797056
20180913,-0.1772622728335592
20180914,0.16009550015662785
20180917,-0.4596942651995803
20180918,0.3093683282585197
20180919,0.6574031444490511
20180920,-0.01880184836148464
20180921,-0.13145068243364
20180925,0.12533575557213605
20180926,-0.04042712564007155
20180927,-0.2653187021694506
20180928,0.354161587006914
20181008,1.1405825922621133
20181009,0.8790951104676056
20181010,0.36290869483562044
20181011,-0.8678763650094395
20181012,0.0025021492244132614
20181015,-0.5012684683244991
20181016,-0.1711635378141952
20181017,0.6729859820902259
20181018,-0.07382678957711195
20181019,-0.2611170775999401
20181022,-0.43663386709647306
20181023,0.10799996860318634
20181024,1.069835456075886
20181025,0.7744299652090486
20181026,0.7396586181016506
20181029,-0.5041631438849987
20181030,0.0662322851733407
20181031,-0.6969225597894663
20181101,0.015291650872031532
20181102,0.21475263532558972
20181105,-0.32156824082689306
20181106,-0.16140719675717377
20181107,0.33429970580299234
20181108,0.14954945222048718
20181109,0.4426996901336578
20181112,-0.55958406595484
20181113,0.05777853564364958
20181114,1.867527998286885
20181115,-0.0964660993680777
20181116,-0.13451331641419112
20181119,1.0158090650928902
20181120,0.027964458065860086
20181121,0.5097684372145636
20181122,-0.32306919356600755
20181123,-0.4210379172317195
20181126,-0.42837441249368297
20181127,1.0548180473084523
20181128,-0.3579609374263678
20181129,-0.3331673029927998
20181130,-0.2101357468215879
20181203,-0.4113459517587699
20181204,-0.17538907648872953
20181205,0.4543249720842055
20181206,-0.28869665903505864
20181207,0.8648831364822108
20181210,-1.0566485715526404
20181211,0.39445718467045426
20181212,0.2320805318775351
20181213,0.8816297342290832
20181214,0.342313131997857
20181217,-0.22358036803815245
20181218,-0.5504150324722267
20181219,0.2897134635693142
20181220,0.027271019524359563
20181221,-0.0012583866113890154
20181224,-0.07522633271767105
20181225,0.22882059844184938
20181226,0.2904195300096672
20181227,-0.1745507438781739
20181228,0.01884389611975391
20190102,-0.5292889339339433
20190103,-0.2271966846053119
20190104,-0.20394769577353355
20190107,-0.3016034667270629
20190108,-0.2888262370229237
20190109,-0.3014399306262383
20190110,-0.0762544083904821
20190111,0.3594067691461069
20190114,0.6290619808785899
20190115,-0.4050848716204324
20190116,0.263858432126121
20190117,-0.005019368313205573
20190118,0.692192112529889
20190121,-0.37768391393766515
20190122,0.2185428077430113
20190123,0.25632260702083837
20190124,0.179656638542364
20190125,0.2135143316614467
20190128,0.3307632018153216
20190129,0.44067490154368605
20190130,0.5802203464471737
20190131,0.3930538608946112
20190201,1.383977571884589
20190211,0.7976993813714554
20190212,-0.43718428727921876
20190213,-1.2059225308370758
20190214,-0.19782355011102712
20190215,-0.9830783208536921
20190218,0.7716832027609355
20190219,0.4678454672490904
20190220,0.2764462304032193
20190221,-0.004219525608748742
20190222,0.3743909594500017
20190225,-0.07635289369933604
20190226,0.12448620321567766
20190227,0.34109238888281657
20190228,-0.32282791996078347
20190301,0.24898718754102822
20190304,-0.12825453600922201
20190305,-0.6612115876217607
20190306,-1.5662297264706726
20190307,0.426158639796688
20190308,-0.6906071994718496
20190311,-0.4073964630766537
20190312,0.44089695599058687
20190313,-0.24394726289931792
20190314,0.017591145357453052
20190315,-0.5349051647321184
20190318,0.4361175125285351
20190319,0.39648601965096514
20190320,-0.3521810321893873
20190321,-0.23280648911693258
