,RB.SHF,HC.SHF,SS.SHF,JM.DCE,J.DCE,I.DCE,SF.ZCE,SM.ZCE
20140128,-21.184370319607464,0.0,0.0,-24.376756012125075,-29.00159143775832,-23.685976284479096,0.0,0.0
20140129,-21.183273626427884,0.0,0.0,-23.465761051714136,-27.379529231623053,-23.437178715596882,0.0,0.0
20140130,-21.1304922644894,0.0,0.0,-22.451469434431726,-25.750767512126014,-22.81318862457867,0.0,0.0
20140207,-20.92460143492917,0.0,0.0,-21.339751619002314,-24.07593695643726,-21.963902415631868,0.0,0.0
20140210,-20.708025021284232,0.0,0.0,-20.125878883415236,-22.475396632517143,-21.052775392920797,0.0,0.0
20140211,-20.31106293047427,0.0,0.0,-18.888050982706975,-20.919281036300085,-19.982927503581017,0.0,0.0
20140212,-19.879570913184114,0.0,0.0,-17.42255786564693,-19.315616119387265,-18.403481786519713,0.0,0.0
20140213,-19.290864166521008,0.0,0.0,-15.708004075934138,-17.643076242958482,-16.349697490209948,0.0,0.0
20140214,-18.943600065220732,0.0,0.0,-14.14193194506117,-16.39874657473305,-15.42593698084062,0.0,0.0
20140217,-18.799331242408567,0.0,0.0,-12.664721133987463,-15.414670228325237,-14.490308955945947,0.0,0.0
20140218,-18.354328695272226,0.0,0.0,-11.008916004741206,-14.192602001605172,-13.080119285227076,0.0,0.0
20140219,-17.723318440399638,0.0,0.0,-9.261643106223818,-12.96636778421047,-11.385743659321747,0.0,0.0
20140220,-16.94414158345228,0.0,0.0,-7.433132545192856,-11.722850388053994,-9.657134352080497,0.0,0.0
20140221,-16.188163088055095,0.0,0.0,-5.5498703842923085,-10.503915813786,-8.105978968224845,0.0,0.0
20140224,-15.334396606760814,0.0,0.0,-3.558394409934708,-9.240374622389071,-6.530734687612462,0.0,0.0
20140225,-14.60393027081589,0.0,0.0,-1.7439797085006863,-8.100733546031824,-5.344102699192443,0.0,0.0
20140226,-13.956032884943374,0.0,0.0,0.06215620736978229,-7.053479513748821,-4.454892377557658,0.0,0.0
20140227,-13.420255760756316,0.0,0.0,1.7984939862079932,-6.071638977459514,-3.8971006802157797,0.0,0.0
20140228,-12.938786311611517,0.0,0.0,3.548185510473785,-4.984417425562634,-3.7531226654800562,0.0,0.0
20140303,-12.574730337387273,0.0,0.0,5.245343572277629,-3.9397651497173523,-4.120083174526236,0.0,0.0
20140304,-12.585610066780378,0.0,0.0,6.686985240404132,-3.2643642215944846,-5.309052849646032,0.0,0.0
20140305,-12.815183182899593,0.0,0.0,7.974899698250593,-2.725857983980387,-6.877105286849909,0.0,0.0
20140306,-13.167369364827623,0.0,0.0,9.077122382703132,-2.3515338102394625,-8.863303258539714,0.0,0.0
20140307,-13.60149279965524,0.0,0.0,9.856364843554148,-2.113205799728711,-11.102727228238143,0.0,0.0
20140310,-14.211263375590624,0.0,0.0,10.096932987035688,-2.0552869352349132,-13.70349531103923,0.0,0.0
20140311,-14.773484780033833,0.0,0.0,10.014850700464187,-2.1522261043855178,-16.069955180791293,0.0,0.0
20140312,-15.354486891230321,0.0,0.0,9.593650797242882,-2.371414283498068,-18.170362556409515,0.0,0.0
20140313,-15.943892433468685,0.0,0.0,8.893816429377592,-2.6118889673494077,-20.1992987970324,0.0,0.0
20140314,-16.46018459661912,0.0,0.0,7.922482087868014,-2.8716563765260474,-21.742955507678467,0.0,0.0
20140317,-16.98328154664261,0.0,0.0,6.659016576501743,-3.1650518876474267,-23.053722642071214,0.0,0.0
20140318,-17.77689164091816,0.0,0.0,5.165023517913977,-3.5484641053418837,-24.1102358603655,0.0,0.0
20140319,-18.510857815332127,0.0,0.0,3.608369214875887,-3.8313716653373193,-24.860013532558646,0.0,0.0
20140320,-19.333783494420278,0.0,0.0,1.9823216564895725,-4.056789152013294,-25.353871726777236,0.0,0.0
20140321,-20.17488195672255,0.0,0.0,0.3750373344513623,-4.220629606996488,-25.48158227871536,0.0,0.0
20140324,-20.854589195638972,0.0,0.0,-1.0307612207139156,-4.324954789338833,-25.143128951766574,0.0,0.0
20140325,-21.58660050048177,0.0,0.0,-2.377325664968521,-4.250690266992107,-24.49668704524803,0.0,0.0
20140326,-21.4313681847266,0.0,0.0,-3.2378347604394873,-3.7807685408518514,-23.339862194926056,0.0,0.0
20140327,-20.90428500872262,0.0,0.0,-3.847321816671495,-3.1009288580573227,-21.76999120074114,0.0,0.0
20140328,-20.20460047143172,0.0,0.0,-4.223640664024274,-2.196767571821645,-20.172007223744064,0.0,0.0
20140331,-18.99685924888485,0.0,0.0,-4.169623471486742,-0.9503113599899768,-18.149940389509748,0.0,0.0
20140401,-17.07085361975135,0.0,0.0,-3.7538212863533644,0.7442953045964219,-15.663804621025761,0.0,0.0
20140402,-14.636535879290832,0.0,0.0,-3.1435190277959966,2.7606332934063773,-12.934715567511526,0.0,0.0
20140403,-11.739315462732716,0.0,0.0,-2.3640974305190534,5.025985571353251,-10.078932679652139,0.0,0.0
20140404,-8.238720875053405,0.0,0.0,-1.2229717357007235,7.517094195344613,-7.08351668238115,0.0,0.0
20140408,-3.981647453953347,0.0,0.0,0.49296460355300215,10.550819010946071,-3.860307609048025,0.0,0.0
20140409,2.33848361427237,0.0,0.0,2.815609699605926,13.960298338259205,0.0505141714158004,0.0,0.0
20140410,8.436368507550117,0.0,0.0,5.177723516987727,17.071612793482245,3.844890867516834,0.0,0.0
20140411,14.494887673940081,0.0,0.0,7.614962310118717,19.954412766454052,7.574204188120206,0.0,0.0
20140414,20.475388641485463,0.0,0.0,10.007295461865425,22.528233706159607,11.199434395055693,0.0,0.0
20140415,26.11938686551506,0.0,0.0,12.244724570657588,24.79487808617964,14.350829973399119,0.0,0.0
20140416,31.530938535718747,0.0,0.0,14.314399449881046,26.63036595212514,17.255471800007196,0.0,0.0
20140417,35.81965741482087,0.0,0.0,16.093409127706487,27.972355086009685,19.468559907335173,0.0,0.0
20140418,39.401771539072925,0.0,0.0,17.639096204652148,28.86802767881441,21.327317036863477,0.0,0.0
20140421,41.29294244152139,0.0,0.0,18.611436008136973,28.796809186376187,22.60050083280565,0.0,0.0
20140422,42.08173098610174,0.0,0.0,19.044568251140284,28.127828983068774,23.354663244229176,0.0,0.0
20140423,40.67506073971554,0.0,0.0,18.975731525032675,26.931514552157697,23.189081298897648,0.0,0.0
20140424,39.125890005698146,0.0,0.0,18.701742247388804,25.827270329829812,22.717055526248352,0.0,0.0
20140425,37.28826092085285,0.0,0.0,18.2101565597171,24.672799059176846,22.0001084934284,0.0,0.0
20140428,35.22579701432869,0.0,0.0,17.62022970729559,23.52188458087382,21.11982241574113,0.0,0.0
20140429,32.74553689531216,0.0,0.0,16.899487761640515,22.215222087290908,19.93087323945895,0.0,0.0
20140430,29.882115695139795,0.0,0.0,16.10317560519584,20.883418522554813,18.519814369799462,0.0,0.0
20140505,27.47171686264653,0.0,0.0,15.290395331534267,19.496375096694297,17.327026862106695,0.0,0.0
20140506,25.20432370877745,0.0,0.0,14.498531457467713,18.158306178685304,16.214900266468053,0.0,0.0
20140507,23.971973157307367,-26.96875081737308,0.0,14.14260439861839,17.49519336769234,15.368749024635555,0.0,0.0
20140508,22.97769090411644,-29.0164627945325,0.0,13.985601975740606,16.971501122348588,14.48426377463169,0.0,0.0
20140509,22.198263648936617,-32.06011639506531,0.0,13.959150128403644,16.566440029674688,13.590579484536875,0.0,0.0
20140512,20.982860011500488,-34.15969028599585,0.0,13.861158636141948,16.06693865694643,12.57156507572448,0.0,0.0
20140513,19.7005194296101,-35.04749400269982,0.0,13.693464566847307,15.540578431142114,11.499642530805804,0.0,0.0
20140514,18.34083898915238,-35.658059217358236,0.0,13.56823879325489,15.08774854992962,10.385168112422408,0.0,0.0
20140515,17.194617332420847,-36.09811631021031,0.0,13.454126446317378,14.763386503037648,9.555718082405932,0.0,0.0
20140516,15.982842927275136,-36.56836531140274,0.0,13.361166504684004,14.529582548458727,8.765148698448929,0.0,0.0
20140519,14.66158987369489,-37.205870767055295,0.0,13.256132153950595,14.208656179774831,7.926933917928603,0.0,0.0
20140520,13.199278722473016,-37.886766458825626,0.0,13.12911580307331,13.902944454344427,6.989662072865614,0.0,0.0
20140521,11.649526612803973,-40.540126142579986,0.0,13.089201814105895,13.776335700897963,5.93814131228765,0.0,0.0
20140522,10.014973183699441,-42.63419355755094,0.0,12.872507189152623,13.492368689293283,4.970597661656952,0.0,0.0
20140523,8.284748614999666,-43.955386604200584,0.0,12.539764904299599,13.142521830208956,4.061588910345844,0.0,0.0
20140526,6.656143308977362,-45.27024610957138,0.0,12.2052672379891,12.76457204580277,3.2367202710569813,0.0,0.0
20140527,5.326920733545613,-45.47379643145434,0.0,11.860910196838182,12.312715634510766,2.5283693487447527,0.0,0.0
20140528,4.309815800850952,-45.18082210042306,0.0,11.534144212004058,11.888766852953843,1.9171090121823955,0.0,0.0
20140529,3.4836975039724685,-44.90133842073394,0.0,11.172899968999117,11.44180606427576,1.3343088685149056,0.0,0.0
20140530,2.9260085196106855,-44.51881576259153,0.0,10.799166519954744,10.970614033673241,0.7442651827566448,0.0,0.0
20140603,2.4847954495313,-43.59320620726268,0.0,10.555657800110987,10.743820848030468,0.19017361509767983,0.0,0.0
20140604,2.2056922962051586,-42.54104557410696,0.0,10.39227319976444,10.583141694530937,-0.31831500621627395,0.0,0.0
20140605,2.053333659944308,-40.57099098953864,0.0,10.006363274098542,10.24244591615284,-0.7212002047099374,0.0,0.0
20140606,2.089580690248806,-38.68652026501349,0.0,9.722713491617753,9.980090378316193,-1.0928137359112848,0.0,0.0
20140609,2.294250584984649,-36.757843392611434,0.0,9.52105462051259,9.785187450177919,-1.4572262525697366,0.0,0.0
20140610,2.582895327568577,-34.52576771773013,0.0,9.321449496972239,9.642983463692499,-1.7831334777190824,0.0,0.0
20140611,2.7644059391300972,-33.5919641957908,0.0,9.345506653467767,9.734040395124957,-2.1524249160395006,0.0,0.0
20140612,2.7614142973696536,-33.10412359788252,0.0,9.330345652548928,9.739505129373391,-2.576596309781475,0.0,0.0
20140613,2.585555012447523,-32.5915240638377,0.0,9.279160405175963,9.686175751667648,-3.034685785222162,0.0,0.0
20140616,2.2796459481463347,-32.135185805795004,0.0,9.245122086677831,9.616642711812132,-3.5171418013801277,0.0,0.0
20140617,1.970706078624365,-32.11566937904064,0.0,9.155882883626738,9.605088959962336,-4.0380747833089545,0.0,0.0
20140618,1.6794407344510889,-31.980936119942164,0.0,9.00360498249923,9.57147126500945,-4.526277159956017,0.0,0.0
20140619,1.3478921437828728,-31.466380308865993,0.0,8.832978621339004,9.531331358384177,-5.059056532552784,0.0,0.0
20140620,0.9525180268079066,-30.837421025458337,0.0,8.599069091224269,9.460712234811654,-5.632707145171838,0.0,0.0
20140623,0.6570664017192681,-30.01758833755634,0.0,8.33362653576335,9.37373882567091,-6.090323104228897,0.0,0.0
20140624,0.65511076732847,-28.87149001901729,0.0,8.064132114487133,9.27027016029672,-6.386511847112267,0.0,0.0
20140625,0.9995095301438611,-27.73420860433858,0.0,7.836032934360612,9.435223569457362,-6.624122789915768,0.0,0.0
20140626,1.8354321334994697,-26.382371835610364,0.0,7.611741872887903,9.671589911198792,-6.678788077410574,0.0,0.0
20140627,3.451285484761474,-24.543908588132997,0.0,7.571285480969637,10.220258479100028,-6.376585035094938,0.0,0.0
20140630,5.559623783701364,-22.31459762898917,0.0,7.548144961573824,10.748704321481664,-5.817604791393364,0.0,0.0
20140701,8.68304998540378,-19.882745092659764,0.0,7.5317192118079745,11.12328219477179,-5.005372326482105,0.0,0.0
20140702,12.18104169881771,-17.264868756706946,0.0,7.549375821162856,11.533665871842635,-3.9947139155900606,0.0,0.0
20140703,16.090202823359263,-14.657884520588185,0.0,7.676991451543022,12.017144936659408,-2.7079986758787373,0.0,0.0
20140704,20.255247041003493,-11.899326988511843,0.0,7.870942048132272,12.65411430020109,-1.1611321126430707,0.0,0.0
20140707,24.492310677785444,-9.14135638852514,0.0,7.794563046156278,13.109920149727596,0.4494545249215098,0.0,0.0
20140708,28.46490145272937,-6.559382052853478,0.0,7.411665502754247,13.421943665305756,2.0156485794883237,0.0,0.0
20140709,32.075028375756155,-3.629311812266868,0.0,6.713837848803443,13.272892915502718,3.69833455995747,0.0,0.0
20140710,35.24670584861347,-0.7259882981707185,0.0,5.688725403791432,12.904792276503132,5.206718931258569,0.0,0.0
20140711,37.90382098911719,2.1040139332942935,0.0,4.124450015432473,12.044171261740757,6.559997765070151,0.0,0.0
20140714,40.25979428196994,5.174929927044032,0.0,2.0134652043731056,10.675705097419746,7.81572653053199,0.0,0.0
20140715,42.27241247167025,9.082460708945362,0.0,-0.6467494031970437,8.927998939633595,9.072021875933613,0.0,0.0
20140716,44.10696089693371,13.416260872500535,0.0,-3.675205591593422,6.876812595920212,10.269449721925811,0.0,0.0
20140717,45.507851586478964,17.897504808550856,0.0,-7.120138333112124,4.411153915854123,11.330064112397167,0.0,0.0
20140718,46.472641647992766,22.12709019128757,0.0,-10.95946365483134,1.456898179865629,12.209297767749192,0.0,0.0
20140721,45.859932042267864,25.02110787172405,0.0,-15.119948949643423,-1.9190517398452427,12.669785066821598,0.0,0.0
20140722,44.94976553657774,27.601774501608155,0.0,-19.00645951168112,-5.212046294256558,12.991874858098685,0.0,0.0
20140723,43.707712403241345,29.776296375534372,0.0,-22.83994223369805,-8.615079073749673,13.118819928351233,0.0,0.0
20140724,42.18674664161937,31.547487846618253,0.0,-26.578849890235734,-12.13828317144703,13.237186383264753,0.0,0.0
20140725,40.445128521879255,33.01935082592322,0.0,-30.235377204561697,-16.395052920503744,13.292802429740068,0.0,0.0
20140728,38.42605297521975,33.93180240139324,0.0,-33.1016568379891,-20.86082599822727,13.206402894880162,0.0,0.0
20140729,35.759799720433875,34.02623370680114,0.0,-34.73820227578927,-24.874256214142846,13.017604355584826,0.0,0.0
20140730,32.95190655563464,33.53117481584288,0.0,-35.59317962871753,-28.17271712612601,12.781871818721838,0.0,0.0
20140731,30.152276762007613,32.43921008307433,0.0,-35.966492715426405,-31.130529019527888,12.517749518680166,0.0,0.0
20140801,27.53259049657009,31.099316886593154,0.0,-35.868551064250795,-33.7902824493879,12.253056705598363,0.0,0.0
20140804,26.192174335729604,30.572740156979393,0.0,-35.27040668629879,-35.86684633976817,12.185650129732885,0.0,0.0
20140805,25.049345233049873,30.0159559025725,0.0,-33.610982373418274,-36.99777592782063,12.106925470457565,0.0,0.0
20140806,24.319662633616748,29.566119890534736,0.0,-31.581159718132675,-37.652347049593416,12.147015411227427,0.0,0.0
20140807,23.916954402503958,29.45740906509802,0.0,-29.029633270286766,-37.74328444077203,12.300425819798972,0.0,0.0
20140808,23.58395114313693,29.632599938752165,0.0,-25.734415492121933,-36.41623237000366,12.352029926512882,0.0,0.0
20140811,23.33637178914328,29.74783982050817,0.0,-22.451590423568263,-34.152289703607615,12.43050719270396,0.0,0.0
20140812,23.053801819524516,29.842298264923294,0.0,-19.59841224021806,-31.63356609536137,12.42475827073243,0.0,0.0
20140813,22.63112701112547,29.80151970873104,0.0,-17.058105303767476,-29.45617687982065,12.288059314268171,0.0,0.0
20140814,22.09231769324425,29.74800640604888,0.0,-14.605741640242062,-27.28264462147329,11.992130892321134,0.0,0.0
20140815,21.33331327992015,29.321991957632846,0.0,-12.364516749562767,-25.04826464552849,11.54699077144762,0.0,0.0
20140818,20.85575344462399,29.46723929708027,0.0,-9.833697984387385,-22.65437061050256,11.255336951756505,0.0,0.0
20140819,20.092316309499186,29.24917925358685,0.0,-8.283298001928069,-21.240387345402297,10.765496021639041,0.0,0.0
20140820,18.971067002257943,28.74749795665624,0.0,-6.916226186492629,-19.98223120487924,10.099946004823426,0.0,0.0
20140821,17.40792714231746,27.61464921325851,0.0,-5.827659798708816,-19.053612581470645,9.21024717267225,0.0,0.0
20140822,15.489312983684648,25.805458220655332,0.0,-5.0935370368001545,-18.498870709731253,8.248302480266164,0.0,0.0
20140825,13.352801834935851,23.0891316043906,0.0,-4.513947099890933,-17.975387810663534,7.196209264820185,0.0,0.0
20140826,11.060051188325676,19.591126282401003,0.0,-4.030620653444689,-17.48296141268239,6.130307303047425,0.0,0.0
20140827,8.592600412804803,15.36898319521886,0.0,-3.465882436422012,-16.73739361501438,5.081067922206738,0.0,0.0
20140828,5.915046564432101,10.548634997050492,0.0,-2.875112165943218,-15.791988183275949,4.0041490331638245,0.0,0.0
20140829,3.0505164858299163,5.52304666872872,0.0,-2.1111128485212283,-14.733554625060842,2.892173581511307,0.0,0.0
20140901,-0.43547537557010996,-0.07977198750056937,0.0,-1.4910067443897275,-13.717439429243548,1.5397862894402445,0.0,0.0
20140902,-4.734285457721798,-5.676651189884859,0.0,-0.8443663146826278,-12.635328903014726,0.15801569355797104,0.0,0.0
20140903,-9.42489799888418,-11.63529037183204,0.0,-0.10090669762175347,-11.316765137471304,-1.1846575297358202,0.0,0.0
20140904,-13.692907593368437,-17.825660501089274,0.0,0.6849356523437794,-9.86188281676157,-2.484222060347967,0.0,0.0
20140905,-18.42044556679515,-24.228950284398785,0.0,1.439320179849748,-8.442527402646338,-3.938865785181489,0.0,0.0
20140909,-23.464851746506795,-29.990144262599138,0.0,2.064563600237436,-7.211737594891937,-5.560361914306115,0.0,0.0
20140910,-27.869356971770294,-34.59791436423566,0.0,2.38926063024837,-6.408883699709652,-7.33705019223584,0.0,0.0
20140911,-32.229557140573725,-38.421376017360174,0.0,2.4307968782549527,-6.018967261412857,-9.160249940833706,0.0,0.0
20140912,-36.48739456629232,-41.52871220769098,0.0,2.2474331859988044,-5.918314239189497,-11.008530425332138,0.0,0.0
20140915,-39.72880560062429,-43.433470361649796,0.0,1.9602696898918262,-6.024722963507666,-12.702398420430086,0.0,0.0
20140916,-42.00328487527295,-44.748360561159785,0.0,1.8682861028002837,-6.022880768847899,-14.335218867227445,0.0,0.0
20140917,-42.92172748919782,-45.33768602526717,0.0,1.8503699916281127,-5.870124380336953,-15.780004870460608,0.0,0.0
20140918,-42.95497162675851,-45.12441147115338,0.0,1.932655701449892,-5.792574274900823,-17.134726653712605,0.0,0.0
20140919,-42.8836889700428,-44.06565685763266,0.0,2.1222506357317203,-5.5906996252439765,-18.36249543082632,0.0,0.0
20140922,-41.83892685598846,-42.39947112414467,0.0,2.2995089427738598,-5.3397863656588225,-19.22453220099687,-17.713157605723385,-43.633916111389695
20140923,-39.821834383989874,-40.1692064274845,0.0,2.2855887493664935,-5.308547342410706,-19.70092584047514,-22.604769680099224,-46.79316341438521
20140924,-38.17047135994172,-38.26134006462561,0.0,2.5092860241334543,-5.058369639661827,-19.93257177098014,-27.021889484272556,-49.823926178775885
20140925,-36.25040983803626,-36.16026959114764,0.0,2.9990767866964747,-4.686329969557142,-20.02336993800926,-29.800872075742394,-49.77603031264796
20140926,-33.89029956756165,-33.95979720172021,0.0,3.489851996717956,-4.362884617709687,-19.940958407805798,-31.83377860328509,-49.4011430526122
20140929,-31.79777474913008,-31.89687244153088,0.0,4.0446129194306355,-3.917035874802435,-19.651981576557006,-33.23116744137892,-48.62205255924201
20140930,-30.170453415170382,-30.163420555237032,0.0,4.336950824174512,-3.8484306396486234,-19.144633976507578,-33.86761754661213,-47.587106037120826
20141008,-28.66276546899991,-28.523385950271265,0.0,4.471263473699117,-4.022499630383662,-18.433973618896516,-33.88700567288749,-46.39469638916098
20141009,-27.352854691131988,-26.97223519918529,0.0,4.336952677535957,-4.506755750652315,-17.740526688337766,-33.670450076141115,-45.181303495888045
20141010,-26.01218301293473,-25.35004582877125,0.0,4.533957662938217,-4.332475620619988,-16.93552666849493,-32.89849194507719,-43.45366218154096
20141013,-24.669312232096875,-23.665980650657247,0.0,5.095714105909417,-3.6510526474801357,-16.122418367264814,-33.495178804565924,-41.568973808945714
20141014,-23.275630391964178,-21.85383405549239,0.0,6.30875535487917,-1.6614590747937126,-15.182742062824365,-32.79624503268304,-38.33579192738267
20141015,-21.734184203430015,-20.058702221727415,0.0,7.7009357688438795,1.0856636287140702,-14.073470684515108,-31.22290531384136,-34.17641820766818
20141016,-20.04766222119235,-18.317574711717253,0.0,8.857183933555142,4.262621676711781,-12.85769967276143,-29.454078842329544,-30.405878420860585
20141017,-18.353847630990373,-16.553469662911652,0.0,10.038884973419773,7.6724770997062866,-11.566887989196973,-27.360295726263317,-26.63307181503136
20141020,-16.84248777492233,-15.012361243403861,0.0,10.94079628960382,11.112264651851639,-10.376087895839913,-25.081635037621755,-22.84414574268026
20141021,-15.315760472512691,-13.349529126820133,0.0,11.728763728317212,14.947561798246063,-9.182687470666837,-22.81947259071797,-19.195545674243824
20141022,-13.769241149875931,-11.741834088152658,0.0,12.29021595432364,18.903725556963064,-8.018551445247908,-20.719939483581225,-15.64808475770944
20141023,-12.205409860461632,-10.136693166078501,0.0,12.603878905711538,22.928975704060363,-6.775772004655645,-18.812165002195652,-12.272104497317649
20141024,-10.791333185000296,-8.67865462554096,0.0,12.204887424397553,26.108608853753818,-5.611685819161476,-17.359141282242724,-9.418087658499227
20141027,-9.504666538282597,-7.312719968209871,0.0,11.367016035947781,28.815339223432787,-4.503705016110683,-15.90728798791986,-6.5654841930575065
20141028,-8.66226456922046,-6.239026139772763,0.0,9.894722190290919,30.695345698869595,-3.5758459373536833,-14.798175405155742,-4.1365329982945385
20141029,-7.8415804430886515,-5.158533999695332,0.0,7.983614057940238,31.654087189286795,-2.7798533004579014,-13.512962208472583,-1.7910446538412474
20141030,-7.020203607866405,-4.110136580424612,0.0,5.956997508788076,31.99022652142261,-2.0405091316575863,-11.96056569128094,0.6085664141586566
20141031,-6.233294734781916,-3.0562191557132388,0.0,3.722557402435236,32.22808074839086,-1.2716639717159433,-10.582664507958084,3.1254113239292294
20141103,-5.448186653597327,-1.955484212810923,0.0,1.3981854260132536,32.24398393497023,-0.47496118020980393,-9.686803422721184,5.335412713335966
20141104,-4.69596956358982,-0.909916015453403,0.0,-1.3474378430583809,31.95464539669421,0.2756787779364164,-9.52379857113355,7.5082987261751954
20141105,-3.92274603541481,0.14003233673249277,0.0,-4.567768161620229,31.206934919590825,0.9884899065627208,-9.382687083279004,9.664933084981492
20141106,-3.1667816786506178,1.222043937057308,0.0,-8.133521518779053,30.06170343755038,1.5964179645030119,-9.363364513649135,11.81588233147823
20141107,-2.364529332880854,2.3860388156799477,0.0,-14.129598049588541,29.12976582791588,2.17167000746138,-9.501888862075186,14.16077830365715
20141110,-1.514296759176161,3.622467674924523,0.0,-19.17218183460719,27.909754867756142,2.7204452183237917,-9.772295765494649,16.455662245134775
20141111,-0.3683494122113217,5.324097455318497,0.0,-23.254446853769142,26.618072849534773,3.356931656735788,-9.883459835071523,19.323680442644022
20141112,0.8916359089021222,7.239365608904785,0.0,-26.614866473193803,25.35219418269304,4.014795468867732,-10.068485905779609,22.348513286358813
20141113,2.2078512190055886,9.286598457307573,0.0,-29.4821878496065,24.123010244678778,4.663240151284965,-10.339961816279907,25.428564797548376
20141114,3.497888483231365,11.567966747900199,0.0,-31.53635625415662,22.796622398319496,5.339804244376652,-10.412174840100475,28.48205065173123
20141117,4.8166883053816285,13.955564947246243,0.0,-33.03103776714767,21.431235389003287,5.995547071559851,-9.981967101938801,32.19705584020669
20141118,6.184419087469384,16.756816096282343,0.0,-33.67367641193477,20.031065018924302,6.823793958270904,-8.961715230778411,36.036051483265965
20141119,7.18244553763546,19.727714560245946,0.0,-33.49316115662499,18.70734338644182,7.187672411682967,-8.039617610203056,39.68294392100844
20141120,8.187126520577506,22.732887220643708,0.0,-32.97878120142519,17.47146027377279,7.313594079727058,-6.737272617567828,44.062287518774276
20141121,9.101931931440369,26.012078574328537,0.0,-30.030111246422287,15.795925326757002,7.2747576198097095,-5.151549125975882,49.11012590495719
20141124,9.958971580396998,29.53667821691781,0.0,-28.288940808888007,14.22662698992667,7.104147740222853,-3.418448166230873,53.99714974547295
20141125,10.546672459259597,32.65362795323449,0.0,-27.576943701019744,12.390327888316307,6.670066274144325,-1.5170690776806561,57.93242783560727
20141126,10.992154641786563,35.77373486148281,0.0,-27.10615070202364,10.647963929863513,6.044110579204176,0.40034420092667,61.270420879280074
20141127,11.438626447825673,38.80339537442485,0.0,-26.87864266747066,8.894756869527635,5.268496960873947,2.479598297418376,64.23971776655638
20141128,11.65586275452588,39.47692513720992,0.0,-26.478701598740905,7.547391478665051,4.4287206440696885,4.812323742704517,67.23165689802899
20141201,11.992556815695336,39.89762196704168,0.0,-26.086668694554998,6.404883175986675,3.629952122646573,8.01805159747249,69.02804539750912
20141202,12.35299775834691,39.98119402977052,0.0,-25.848852947728727,5.2568530409927385,2.662280242308479,11.668593107559058,70.75781931050845
20141203,13.05877633276414,39.79848939882224,0.0,-25.727205606302896,4.405420103211609,2.141936713193405,17.585922468501106,72.41259309088213
20141204,13.88763865587126,39.48152204188781,0.0,-25.1484776577794,3.846935825791386,1.9905804601379031,25.16072392122782,72.9019069724697
20141205,14.830408388649003,38.606962501251765,0.0,-24.054291582289334,3.56763441828931,2.1516442198628667,32.64490364030525,72.63317684810131
20141208,15.815457273182195,37.23774324612362,0.0,-22.473285486427233,3.3510087270843463,2.575768400402399,39.36858686015813,71.6905975374124
20141209,16.81314774507638,35.76400283560177,0.0,-20.565545288833096,3.099353317408686,3.157231152828518,45.57098154210701,70.51597782989683
20141210,17.773844732496283,33.81813301945547,0.0,-18.839180377713394,2.7715712620410664,3.950890503445486,51.12701135534794,69.07778627564774
20141211,18.542309984675327,31.637894018392902,0.0,-17.020186546129153,2.5275791802211476,4.877273319256021,56.04218544197145,67.6150870828358
20141212,19.53480929911561,31.453255802645163,0.0,-15.646065926853428,1.9955665428293436,5.749880531587613,60.81105975489933,65.66771566109006
20141215,20.27261967987438,31.185257775361606,0.0,-14.052802848459953,1.634143618300602,6.563709818243448,64.82015607311162,63.50977526258934
20141216,20.829051013752572,30.550927437920787,0.0,-12.455254966023608,1.4769372497344277,7.341564036461852,67.99387625533731,60.75659755309331
20141217,21.596931141635434,29.659795640848557,0.0,-10.871171064345244,1.3801305932422112,8.22354342247395,68.81750144174121,57.6148989588699
20141218,22.079691892194266,28.55709184599814,0.0,-9.55586608571793,0.9675344877391281,9.152645833385815,68.06319532318278,54.71908219549555
20141219,22.3902763646989,27.489834135041527,0.0,-8.60731388069416,0.3937241520848772,9.977690854069072,67.02729282424494,50.74219187161937
20141222,22.54567076319393,26.388212686807755,0.0,-7.783765426898665,0.026908553768753948,10.722652233621144,66.47022010988705,47.08896408361626
20141223,22.333945554094075,25.013384233471907,0.0,-7.265141308900704,-0.493727506899367,11.454422497605803,65.1975039574687,43.522711253927675
20141224,21.835071063429105,23.476646030302007,0.0,-7.3734871192606315,-1.4900277250194482,11.938724732152002,63.99554981587926,40.26875223202593
20141225,21.20063827852688,21.82477340293126,0.0,-7.790538241769763,-2.742084302419335,12.348978395823915,62.7728859576789,36.91804846067821
20141226,20.87029298733708,20.483205063189743,0.0,-8.770964485886976,-4.611827813187485,12.858824916346999,60.963405331622205,33.65101559206038
20141229,20.44123261455491,19.093625542723732,0.0,-10.434847731429265,-7.073417720140254,13.299394538738854,58.281892506675995,31.0614485804983
20141230,19.93899342677819,17.780636625866016,0.0,-12.249481954225232,-9.974826036139417,13.707804819232903,55.487425024387655,28.565572720222875
20141231,18.88535891962172,16.345208021424483,0.0,-13.393592701303977,-11.701578462580697,14.086015308415782,52.38502798931875,26.296756131883896
20150105,18.015243612775215,15.085059868135446,0.0,-14.349282331956772,-12.993486491717928,14.550908316416452,48.74070356509017,24.061067362395324
20150106,17.214155594172226,13.892346274414406,0.0,-15.23132015553178,-14.107284578752704,15.127764457143266,44.95981744050422,21.79626039926433
20150107,16.442900898202655,12.829439181189228,0.0,-15.951853773400638,-14.940631065406015,15.632827376103979,41.03028330648997,19.553690477057206
