,A.DCE,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,CY.ZCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LG.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,OP.SHF,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SN.SHF,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20111123,-1.006602762805122,0.0,0.0,-9.562369805806219,0.0,0.0,-13.712645527638538,-1.4866972503217932,0.0,0.0,-5.026498118409132,5.531134678063892,0.0,3.071722300301785,0.0,0.0,0.0,0.0,1.0439123158099368,0.0,0.0,6.323173145913689,0.0,0.0,1.2129418598663584,0.0,0.0,0.0,-2.6246071932156867,0.0,0.0,0.0,0.0,2.1275429224544777,3.9817598880848832,0.0,0.0,0.0,0.0,0.0,-0.9303115059855877,0.0,-0.5888756386977543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16032275633904822,0.0,-1.7080643531285982,0.0,0.4214786787064332,-1.5307927057677098,3.4864461654776844
20111124,-0.865955133386409,0.0,0.0,-9.64367847226388,0.0,0.0,-13.550365003789441,-1.3868854840152152,0.0,0.0,-5.039805234551292,6.0699373968196255,0.0,3.108440685460382,0.0,0.0,0.0,0.0,1.4711820345696314,0.0,0.0,7.181111940521979,0.0,0.0,1.3018556297884412,0.0,0.0,0.0,-2.609703599693195,0.0,0.0,0.0,0.0,2.612822510544538,4.064796967543686,0.0,0.0,0.0,0.0,0.0,-0.5577567042530099,0.0,-0.5230913721704709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1682825429476176,0.0,-1.6533580444268372,0.0,0.6704556196168302,-1.305051084427727,3.528809076810822
20111125,-0.7453027750104976,0.0,0.0,-9.718153668446245,0.0,0.0,-13.667144811841524,-1.2605815965591927,0.0,0.0,-5.12100043077381,6.5908420874018345,0.0,3.144139205445894,0.0,0.0,0.0,0.0,1.8268005078503042,0.0,0.0,7.857858160718282,0.0,0.0,1.355338550751605,0.0,0.0,0.0,-2.5721967479533183,0.0,0.0,0.0,0.0,3.0206778840066733,4.145989218387764,0.0,0.0,0.0,0.0,0.0,-0.2165900220404341,0.0,-0.45169799697591506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2621784684717226,0.0,-1.5856551902278342,0.0,0.8799715295362381,-1.0929023076706568,3.5715878407765933
20111128,-0.6395361285179447,0.0,0.0,-9.902739502353363,0.0,0.0,-13.869552157077617,-1.1244298241185215,0.0,0.0,-5.269914191242289,7.082583999996649,0.0,3.2147313018913635,0.0,0.0,0.0,0.0,2.136547515758323,0.0,0.0,8.416181350578729,0.0,0.0,1.4041001668754767,0.0,0.0,0.0,-2.583522012631656,0.0,0.0,0.0,0.0,3.352604358500526,4.276271680874359,0.0,0.0,0.0,0.0,0.0,0.1151456679874478,0.0,-0.369168409446739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41627493816848027,0.0,-1.5084830895125185,0.0,1.0973442016741728,-0.9361299057876669,3.6682865373016407
20111129,-0.5601090217363995,0.0,0.0,-10.137521161354218,0.0,0.0,-14.086596503327948,-0.9908349579069363,0.0,0.0,-5.317172929428547,7.597731917086537,0.0,3.2909139720460576,0.0,0.0,0.0,0.0,2.3460144978760846,0.0,0.0,8.83782807782281,0.0,0.0,1.4493008666129807,0.0,0.0,0.0,-2.6021868726890567,0.0,0.0,0.0,0.0,3.589535037437188,4.4291281265167495,0.0,0.0,0.0,0.0,0.0,0.42622572802794134,0.0,-0.2745061793651509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.654954719725252,0.0,-1.4284622530209607,0.0,1.3117124339547084,-0.843422046400501,3.7732669617849797
20111130,-0.5182979699759317,0.0,0.0,-10.410426695475161,0.0,0.0,-14.31549684219112,-0.8704795055422675,0.0,0.0,-5.267811001902684,8.227874366011736,0.0,3.3678565355507484,0.0,0.0,0.0,0.0,2.495042814057298,0.0,0.0,9.080581166027452,0.0,0.0,1.4908671537569418,0.0,0.0,0.0,-2.635247827953917,0.0,0.0,0.0,0.0,3.738673278355217,4.592623355464947,0.0,0.0,0.0,0.0,0.0,0.7311042114394511,0.0,-0.1823300169512446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9567253079897997,0.0,-1.3575641934837108,0.0,1.5133027937828019,-0.8138870168917288,3.8855132520625766
20111201,-0.49290224828137935,0.0,0.0,-10.632578693380081,0.0,0.0,-14.529219126050046,-0.7211290931131269,0.0,0.0,-5.13435434969825,8.856311784836219,0.0,3.437857493894438,0.0,0.0,0.0,0.0,2.53540595822295,0.0,0.0,9.162427247274382,0.0,0.0,1.5243175902276902,0.0,0.0,0.0,-2.6368946692032496,0.0,0.0,0.0,0.0,3.791200465401378,4.7324445184645585,0.0,0.0,0.0,0.0,0.0,1.0490407056682203,0.0,-0.08067789704189154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.292947762806311,0.0,-1.2710501777253778,0.0,1.7121806568929387,-0.8152825767243407,3.972693048352012
20111202,-0.4964702688759667,0.0,0.0,-10.856131160556737,0.0,0.0,-14.750575414946601,-0.571876628196369,0.0,0.0,-4.970402406287406,9.523102331506323,0.0,3.5128755308350663,0.0,0.0,0.0,0.0,2.408266073980629,0.0,0.0,9.178125689459169,0.0,0.0,1.5754849550036985,0.0,0.0,0.0,-2.6375632306861947,0.0,0.0,0.0,0.0,3.782968342154073,4.87106741370863,0.0,0.0,0.0,0.0,0.0,1.3544396944120354,0.0,0.027712989836135477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6939289987856099,0.0,-1.1752470559371484,0.0,1.912563071625956,-0.8714755804748636,4.060578423104921
20111205,-0.4707944403900535,0.0,0.0,-10.839915508277262,0.0,0.0,-14.76434793927605,-0.40607702352748093,0.0,0.0,-4.675755556124286,10.073237959235927,0.0,3.5194826648409996,0.0,0.0,0.0,0.0,2.3629247929148436,0.0,0.0,8.93295341848392,0.0,0.0,1.6239696233957073,0.0,0.0,0.0,-2.5490856213809856,0.0,0.0,0.0,0.0,3.6734102873786663,4.944670782426225,0.0,0.0,0.0,0.0,0.0,1.6530023390644346,0.0,0.1471386132287402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0304996932470765,0.0,-1.0374611355929433,0.0,2.099158558252149,-0.9102478334147736,4.079217883127221
20111206,-0.4209688145142158,0.0,0.0,-10.878186697226274,0.0,0.0,-15.033823045077712,-0.22259261077157347,0.0,0.0,-4.267376497584851,10.724518450477204,0.0,3.5552224272184105,0.0,0.0,0.0,0.0,2.412028476044668,0.0,0.0,8.692361142393196,0.0,0.0,1.7063783752742072,0.0,0.0,0.0,-2.404872382468727,0.0,0.0,0.0,0.0,3.554292222084406,5.029678312166996,0.0,0.0,0.0,0.0,0.0,1.992346785014082,0.0,0.2945194318217405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3463702347566042,0.0,-0.8834517360559396,0.0,2.3155912689458806,-0.9507792304740467,4.109237633617777
20111207,-0.3434360148209804,0.0,0.0,-10.817723316139421,0.0,0.0,-15.269296253932144,0.0066701420832731735,0.0,0.0,-3.7498083052763858,11.273669129274,0.0,3.563411196135348,0.0,0.0,0.0,0.0,2.5024421193935056,0.0,0.0,8.431178343081577,0.0,0.0,1.792024870079172,0.0,0.0,0.0,-2.2053798935389066,0.0,0.0,0.0,0.0,3.4285323897316102,5.030229028015549,0.0,0.0,0.0,0.0,0.0,2.3502333327325275,0.0,0.4712010527097065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5833287698981473,0.0,-0.6695669593010329,0.0,2.5295744110328746,-0.9709988745341654,4.094712662427062
20111208,-0.2304302211321198,0.0,0.0,-10.718997349039013,0.0,0.0,-15.546097941949936,0.25497922687422014,0.0,0.0,-3.0250063809038434,12.001316804584684,0.0,3.552868135488261,0.0,0.0,0.0,0.0,2.67348329446071,0.0,0.0,8.168064010236689,0.0,0.0,1.886096257981063,0.0,0.0,0.0,-1.9674866026060975,0.0,0.0,0.0,0.0,3.348734680890596,5.0310113206196405,0.0,0.0,0.0,0.0,0.0,2.7230631593350965,0.0,0.6681639007281472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.734756233102513,0.0,-0.4396806005630294,0.0,2.7466376223951525,-0.9564212615118687,4.079944771723756
20111209,-0.05374892135001445,0.0,0.0,-10.627490158576586,0.0,0.0,-15.515392034268029,0.5249695686345944,0.0,0.0,-2.0905072167466314,12.812309809544898,0.0,3.540571215563387,0.0,0.0,0.0,0.0,2.8918062154172204,0.0,0.0,7.947593956713401,0.0,0.0,2.000890079247604,0.0,0.0,0.0,-1.6620694975502601,0.0,0.0,0.0,0.0,3.321678241776222,5.028368734661375,0.0,0.0,0.0,0.0,0.0,3.1229409926865723,0.0,0.8867029556358506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8060497609539277,0.0,-0.18372281459071338,0.0,2.9959466755709214,-0.888108369840293,4.065242677758841
20111212,0.1993386570727537,0.0,0.0,-10.698482935092791,0.0,0.0,-15.5733286244189,0.8575737168397578,0.0,0.0,-0.979284950765583,13.704189936040004,0.0,3.5768889407946376,0.0,0.0,0.0,0.0,3.1423723428599386,0.0,0.0,7.772763884310636,0.0,0.0,2.1469482740558714,0.0,0.0,0.0,-1.2658471602556969,0.0,0.0,0.0,0.0,3.3581178053993086,5.179980473631549,0.0,0.0,0.0,0.0,0.0,3.613621255859055,0.0,1.1458244360033767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8445215956282053,0.0,0.12555844996027585,0.0,3.4014318720613668,-0.7469424208576111,4.174223861463065
20111213,0.5310592080789404,0.0,0.0,-10.83671960522233,0.0,0.0,-15.552296297429702,1.239852367222024,0.0,0.0,0.27410533953126526,14.589346302867114,0.0,3.6031661985340797,0.0,0.0,0.0,0.0,3.3275826827247457,0.0,0.0,8.322707662630007,0.0,0.0,2.280677362637813,0.0,0.0,0.0,-0.7898436088732724,0.0,0.0,0.0,0.0,3.4842805589481807,5.319982434176157,0.0,0.0,0.0,0.0,0.0,4.199341300939007,0.0,1.4111792889546189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.827501489177971,0.0,0.4734394821343845,0.0,3.8109269014783345,-0.524505797631611,4.279974585583631
20111214,0.933224535967395,0.0,0.0,-11.067096071633893,0.0,0.0,-15.56543370517053,1.6678008484260676,0.0,0.0,1.6203542733921175,15.375804858006449,0.0,3.7124015152161247,0.0,0.0,0.0,0.0,3.5456287658894827,0.0,0.0,8.658071628747498,0.0,0.0,2.4346206896725215,0.0,0.0,0.0,-0.27574540478719073,0.0,0.0,0.0,0.0,3.62926681915641,5.6925470948997585,0.0,0.0,0.0,0.0,0.0,4.805032586351377,0.0,1.733335031481899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8320635289453007,0.0,0.8729680329030001,0.0,4.248642524294524,-0.2587544572046282,4.521364916976064
20111215,1.3944976795771988,0.0,0.0,-11.321466684306396,0.0,0.0,-15.509089221867816,2.1479476009608365,0.0,0.0,3.055113510549908,15.974936511558486,0.0,3.825113913837181,0.0,0.0,0.0,0.0,3.841313476483818,0.0,0.0,8.977989035944764,0.0,0.0,2.564625731562055,0.0,0.0,0.0,0.2707333009456343,0.0,0.0,0.0,0.0,3.773140192249949,6.0838233509670205,0.0,0.0,0.0,0.0,0.0,5.389357860330127,0.0,2.039957825676454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9091859580439725,0.0,1.2900354430284888,0.0,4.6523668588960545,0.04254953744824444,4.751076868190771
20111216,1.963238445291487,0.0,0.0,-11.554434268567464,0.0,0.0,-15.428357657039939,2.6889074759860825,0.0,0.0,4.624717065658103,16.44986524647077,0.0,3.941355616535557,0.0,0.0,0.0,0.0,4.269836048089922,0.0,0.0,9.287274187705627,0.0,0.0,2.693072920524929,0.0,0.0,0.0,0.891013850457436,0.0,0.0,0.0,0.0,3.9275172524074327,6.441383115409191,0.0,0.0,0.0,0.0,0.0,5.973826947646594,0.0,2.347280135330684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9508384907915595,0.0,1.7245209320156634,0.0,5.0624385954057045,0.4056307193738407,4.946456214903812
20111219,2.5840293346930245,0.0,0.0,-11.874882844262066,0.0,0.0,-15.128681554283762,3.336203147888869,0.0,0.0,6.241556562766868,16.76333762955735,0.0,4.052332119846365,0.0,0.0,0.0,0.0,4.518057640696504,0.0,0.0,9.497845343587098,0.0,0.0,2.783211930854652,0.0,0.0,0.0,1.5193731588646062,0.0,0.0,0.0,0.0,4.105700924748698,6.790907913408128,0.0,0.0,0.0,0.0,0.0,6.539317605658526,0.0,2.6046033434439115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.073684544130264,0.0,2.132070919885364,0.0,5.4362742349652455,0.7616012700027075,5.161028663994289
20111220,3.3124376567164497,0.0,0.0,-12.059455296704908,0.0,0.0,-14.729278196951835,4.077376017405913,0.0,0.0,7.960356222265035,16.607202451213112,0.0,4.131955436255794,0.0,0.0,0.0,0.0,4.611010375697415,0.0,0.0,9.472725562852872,0.0,0.0,2.8396015427431847,0.0,0.0,0.0,2.236137362461208,0.0,0.0,0.0,0.0,4.243571375375722,7.0921467920753765,0.0,0.0,0.0,0.0,0.0,6.988257015022061,0.0,2.8170359816657813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1509267085515473,0.0,2.54180186802778,0.0,5.730539968455364,1.1614529111051892,5.349145175634927
20111221,4.134398548008274,0.0,0.0,-12.211235210032026,0.0,0.0,-14.313165951081942,4.8767475302201655,0.0,0.0,10.08176461275037,16.399942581208478,0.0,4.201322666887042,0.0,0.0,0.0,0.0,4.564547002883761,0.0,0.0,9.451901045038406,0.0,0.0,2.8679417103980853,0.0,0.0,0.0,3.024719177929628,0.0,0.0,0.0,0.0,4.355368460226229,7.376790718370354,0.0,0.0,0.0,0.0,0.0,7.463382887313956,0.0,3.0057486651360525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.263005509847274,0.0,2.9324810586037215,0.0,5.978929834312897,1.607886807181196,5.5311819869113
20111222,5.063800831376559,0.0,0.0,-12.367633484498404,0.0,0.0,-13.967527356092983,5.739628798074727,0.0,0.0,12.260783879391981,16.171594234127223,0.0,4.27075932576772,0.0,0.0,0.0,0.0,4.419738463996657,0.0,0.0,9.459755317826506,0.0,0.0,2.8823513373542116,0.0,0.0,0.0,4.011806406609917,0.0,0.0,0.0,0.0,4.465786193802056,7.660783693203878,0.0,0.0,0.0,0.0,0.0,7.893707384441566,0.0,3.1625530157918265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4102462289184365,0.0,3.331555122639687,0.0,6.1913147001912865,2.1234593746693076,5.713692929127512
20111223,6.1060960792883625,0.0,0.0,-12.519058652805064,0.0,0.0,-13.65139915763312,6.679345787298576,0.0,0.0,14.116831971732731,15.854185368957303,0.0,4.339302898876695,0.0,0.0,0.0,0.0,4.21311268356036,0.0,0.0,9.498517353615238,0.0,0.0,2.8942940645538657,0.0,0.0,0.0,5.073013400413489,0.0,0.0,0.0,0.0,4.556934995585761,7.952298264802499,0.0,0.0,0.0,0.0,0.0,8.339213978874795,0.0,3.2878446777995887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6202290710135814,0.0,3.7273177866461573,0.0,6.451599638597927,2.705484692058894,5.893786494519105
20111226,7.170363687984795,0.0,0.0,-12.493625103748036,0.0,0.0,-13.246813452573784,7.649345260388001,0.0,0.0,15.834412506034676,15.482516251754205,0.0,4.355029340816152,0.0,0.0,0.0,0.0,3.9661570231410406,0.0,0.0,9.52904788730382,0.0,0.0,2.888482242733692,0.0,0.0,0.0,6.276426871620883,0.0,0.0,0.0,0.0,4.684211128890475,8.090685500469954,0.0,0.0,0.0,0.0,0.0,8.678524167508607,0.0,3.360491739797115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.741950634805061,0.0,4.118941202316849,0.0,6.537313865236249,3.4694258698093137,5.946351023765841
20111227,8.30452441814366,0.0,0.0,-12.374806107162838,0.0,0.0,-12.912508946209005,8.756794437497625,0.0,0.0,17.42213136686758,15.139115682683192,0.0,4.374517703897539,0.0,0.0,0.0,0.0,3.7320188268166175,0.0,0.0,8.866455949417379,0.0,0.0,2.89988704651688,0.0,0.0,0.0,7.492320467316314,0.0,0.0,0.0,0.0,4.775492754087936,8.205556901463165,0.0,0.0,0.0,0.0,0.0,8.920919420545616,0.0,3.4233334024141353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.797993723614999,0.0,4.502355874196259,0.0,6.603933831676431,4.330184673287065,6.001944335065441
20111228,9.399089432807349,0.0,0.0,-12.134083801485987,0.0,0.0,-12.577847231949557,9.843210892821077,0.0,0.0,18.9547037957202,14.682077020427563,0.0,4.350406069176161,0.0,0.0,0.0,0.0,3.4936267129476595,0.0,0.0,8.410308874527733,0.0,0.0,2.899604225245114,0.0,0.0,0.0,8.692312107403229,0.0,0.0,0.0,0.0,4.880572805611768,8.11184909397947,0.0,0.0,0.0,0.0,0.0,9.127995220791574,0.0,3.4074779113244933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.770600290015484,0.0,4.8222032998795,0.0,6.621779201983813,5.246173839197028,5.933276231559286
20111229,10.38938359684823,0.0,0.0,-11.895445432389486,0.0,0.0,-12.325224040679736,10.882201079268086,0.0,0.0,20.21805933326585,14.305964293293846,0.0,4.32198702674957,0.0,0.0,0.0,0.0,3.270540954385057,0.0,0.0,7.981205051519469,0.0,0.0,2.908148572669566,0.0,0.0,0.0,9.832106637000614,0.0,0.0,0.0,0.0,4.991804592738322,7.994523217446135,0.0,0.0,0.0,0.0,0.0,9.328224723343071,0.0,3.3781456725863377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6195154700811973,0.0,5.112385597331318,0.0,6.631219851689714,6.142883537075723,5.876947282784315
20111230,11.335902908558737,0.0,0.0,-11.692077538277921,0.0,0.0,-12.077924343990867,11.67126854290032,0.0,0.0,21.218254836764434,13.948159704920382,0.0,4.295787959195094,0.0,0.0,0.0,0.0,3.0608950367274472,0.0,0.0,7.540285064681352,0.0,0.0,2.9096728537161747,0.0,0.0,0.0,10.751256774331294,0.0,0.0,0.0,0.0,5.132690767034707,7.918268981723598,0.0,0.0,0.0,0.0,0.0,9.586515563874318,0.0,3.328898396136957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.431308636227906,0.0,5.361791734048894,0.0,6.618439530586061,7.065349644369067,5.8585436446362475
20120104,12.630957490892026,0.0,0.0,-11.944114250869822,0.0,0.0,-12.133493684595692,12.446490863495548,0.0,0.0,22.04598563855789,13.739999810659594,0.0,4.491936577307103,0.0,0.0,0.0,0.0,3.472744472768672,0.0,0.0,7.232321032057611,0.0,0.0,2.9994983605509082,0.0,0.0,0.0,11.764016712063418,0.0,0.0,0.0,0.0,5.466680559781555,8.069707479188455,0.0,0.0,0.0,0.0,0.0,10.191912930397416,0.0,3.334518494919405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3034409862086487,0.0,5.8241349703274885,0.0,6.724365154844717,8.43573274309801,6.088275780685474
20120105,13.805484094580358,0.0,0.0,-12.294484655841027,0.0,0.0,-12.173012861746862,13.10073701142452,0.0,0.0,22.711924072555313,13.72684875112958,0.0,4.65693988744745,0.0,0.0,0.0,0.0,3.8461745052224146,0.0,0.0,7.146672274237849,0.0,0.0,3.089024284229457,0.0,0.0,0.0,12.67079815309646,0.0,0.0,0.0,0.0,5.815737295847818,8.195412574428293,0.0,0.0,0.0,0.0,0.0,10.799615765847792,0.0,3.3274159655698257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3139436624985503,0.0,6.151236744494622,0.0,6.8668109335927126,9.748217142003842,6.270415160714564
20120106,14.826112294596374,0.0,0.0,-9.612175709250213,0.0,0.0,-12.107542525689245,13.641958726276888,0.0,0.0,22.845244370419618,13.654851540287291,0.0,4.818616852500932,0.0,0.0,0.0,0.0,4.191036421327321,0.0,0.0,7.0625879758535905,0.0,0.0,3.2017303343210157,0.0,0.0,0.0,13.431071948542131,0.0,0.0,0.0,0.0,6.166614794344504,8.336578004952893,0.0,0.0,0.0,0.0,0.0,11.094966449018122,0.0,3.281767123768126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.24091388354981,0.0,6.521824563170417,0.0,7.002690218087974,10.929954713830297,6.4553037131215065
20120109,15.764826460063743,0.0,0.0,-6.933321155403386,0.0,0.0,-11.995871949731164,14.092115596576916,0.0,0.0,22.72570980779094,13.462189891698364,0.0,4.9792082456235365,0.0,0.0,0.0,0.0,4.510896334804973,0.0,0.0,7.029763264301785,0.0,0.0,3.334036573201624,0.0,0.0,0.0,14.002009437233152,0.0,0.0,0.0,0.0,6.547207327394144,8.47297002756116,0.0,0.0,0.0,0.0,0.0,11.328057412388777,0.0,3.201835867694176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.922995367302365,0.0,6.783420089548173,0.0,7.1348687311443095,12.071227142856733,6.628676206720993
20120110,16.48775302352853,0.0,0.0,-4.253402180151819,0.0,0.0,-11.903389910628272,14.389683071253375,0.0,0.0,22.721651393636467,13.237066594781119,0.0,5.153880645325864,0.0,0.0,0.0,0.0,4.871818143816579,0.0,0.0,6.948291888700277,0.0,0.0,3.488318873213541,0.0,0.0,0.0,14.366880659335981,0.0,0.0,0.0,0.0,6.95761312621533,8.652911125264312,0.0,0.0,0.0,0.0,0.0,11.476686920041795,0.0,3.1328916380607743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4271493822047123,0.0,7.019944549301647,0.0,7.199827419448437,13.08480633205895,6.821113669915393
20120111,17.278263584884343,0.0,0.0,-1.5762562655876118,0.0,0.0,-11.818007592199105,14.651806760428114,0.0,0.0,22.678692610219368,12.990879595600582,0.0,5.329881573827772,0.0,0.0,0.0,0.0,5.266140976724123,0.0,0.0,6.90034111810953,0.0,0.0,3.653458719019471,0.0,0.0,0.0,14.514838770233,0.0,0.0,0.0,0.0,7.351970921648919,8.826124069675753,0.0,0.0,0.0,0.0,0.0,11.571785850576694,0.0,3.0607259244258884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8586225201373507,0.0,7.208686249308744,0.0,7.264554118244489,13.917164127692814,7.0111251602845766
20120112,17.90661283154,0.0,0.0,1.0156839029305247,0.0,0.0,-11.745731543802469,14.727689897498662,0.0,0.0,23.32988438097685,12.678873585920936,0.0,5.5113541539680595,0.0,0.0,0.0,0.0,5.774929812760494,0.0,0.0,6.880282249424591,0.0,0.0,3.8821427934448747,0.0,0.0,0.0,14.46994980125373,0.0,0.0,0.0,0.0,7.74809635299619,9.002330235112108,0.0,0.0,0.0,0.0,0.0,11.583784043147405,0.0,2.9849812396585387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1609718584348434,0.0,7.339155449896811,0.0,7.367749960790857,14.572438423562977,7.1677575848610875
20120113,18.698962934786515,0.0,0.0,3.509803052904133,0.0,0.0,-11.63462403088208,14.893533101580289,0.0,0.0,23.749760251567515,12.444487345377178,0.0,5.652211740121353,0.0,0.0,0.0,0.0,6.308072819406395,0.0,0.0,6.983604545905562,0.0,0.0,4.16297259165875,0.0,0.0,0.0,14.494502783440678,0.0,0.0,0.0,0.0,8.325071464062564,9.16181480003977,0.0,0.0,0.0,0.0,0.0,11.559139123276482,0.0,2.9193315572535057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2917319389286904,0.0,7.47321089417639,0.0,7.544463010306269,15.4746158701381,7.3065502561150355
20120116,19.4420598080267,0.0,0.0,6.050632044403019,0.0,0.0,-11.560921701205245,15.03355237388573,0.0,0.0,24.34613247651836,12.338007874246227,0.0,5.798669317683106,0.0,0.0,0.0,0.0,6.851508275217992,0.0,0.0,7.123038572442017,0.0,0.0,4.455474665020825,0.0,0.0,0.0,14.348417521414966,0.0,0.0,0.0,0.0,8.914989242697256,9.33818889669009,0.0,0.0,0.0,0.0,0.0,11.506965643901207,0.0,2.8736377294895323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7124981523398494,0.0,7.623357417574705,0.0,7.7208636102053365,16.24120443346869,7.459104860636555
20120117,19.770060996222462,0.0,0.0,8.692832203608397,0.0,0.0,-11.487922821502963,15.09747743512686,0.0,0.0,24.421003185500933,12.115936412082492,0.0,5.938166119387609,0.0,0.0,0.0,0.0,7.327956402917831,0.0,0.0,7.25722596250495,0.0,0.0,4.7653521387849205,0.0,0.0,0.0,14.171515078791185,0.0,0.0,0.0,0.0,9.32899833784743,9.550504406842826,0.0,0.0,0.0,0.0,0.0,11.354338567740625,0.0,2.831031047990704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8042821991897884,0.0,7.76120266166696,0.0,7.858413735888194,16.710830482178153,7.697228549395024
20120118,19.30550067876138,0.0,0.0,11.95692797113401,0.0,0.0,-11.798393055966553,14.802131855356768,0.0,0.0,24.259388007495826,11.905841909232079,0.0,6.091396667230344,0.0,0.0,0.0,0.0,7.298760462783565,0.0,0.0,7.421442552342433,0.0,0.0,5.049255978467244,0.0,0.0,0.0,13.636558870608962,0.0,0.0,0.0,0.0,9.33188487422034,9.681852220388782,0.0,0.0,0.0,0.0,0.0,10.868846870653817,0.0,2.8065041669671844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0258709949743166,0.0,7.789186511854904,0.0,7.850553189464429,16.404519208881798,7.764090049499209
20120119,18.723757280541623,0.0,0.0,15.335118810851638,0.0,0.0,-12.19994643726427,14.444167273902114,0.0,0.0,23.839897103756336,12.129151454560638,0.0,6.259590328111569,0.0,0.0,0.0,0.0,7.326629385115448,0.0,0.0,7.730708296044684,0.0,0.0,5.331695041740677,0.0,0.0,0.0,12.999673794674788,0.0,0.0,0.0,0.0,9.289534568054066,9.903480623378005,0.0,0.0,0.0,0.0,0.0,10.487240119740509,0.0,2.814265598549906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.362682724732114,0.0,7.878333391617744,0.0,7.764879428042349,16.04315896518757,7.897864550308712
20120120,18.07767396688854,0.0,0.0,15.825059303868196,0.0,0.0,-12.699581521795906,14.061564541053674,0.0,0.0,23.358278079059904,12.466714187866154,0.0,6.457692986952748,0.0,0.0,0.0,0.0,7.494500936044851,0.0,0.0,8.050871996639254,0.0,0.0,5.652818878973914,0.0,0.0,0.0,12.37090381809594,0.0,0.0,0.0,0.0,9.174394423867561,10.224807107023071,0.0,0.0,0.0,0.0,0.0,10.387494034231624,0.0,2.8755007174635985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.621698719900954,0.0,7.928645302071049,0.0,7.697701145595597,15.664520639213459,8.071593644052294
20120130,17.28853330405849,0.0,0.0,16.309763602894293,0.0,0.0,-13.208946578242415,13.628858801080117,0.0,0.0,22.87453763735582,12.825877354350958,0.0,6.632058233314641,0.0,0.0,0.0,0.0,7.700987423488337,0.0,0.0,8.344335207517343,0.0,0.0,5.989446075043018,0.0,0.0,0.0,11.648565990660272,0.0,0.0,0.0,0.0,8.98717919259706,10.454821747589959,0.0,0.0,0.0,0.0,0.0,10.357704718759347,0.0,2.9908800299994955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.628252749747246,0.0,8.031083204980645,0.0,7.624600054948606,15.177494687482909,8.243460596994566
