,AU.SHF,AG.SHF
20100520,59.4034174580473,0.0
20100521,57.077058612370514,0.0
20100524,56.084608162304775,0.0
20100525,55.168046550668194,0.0
20100526,54.62385043017055,0.0
20100527,54.124522931064135,0.0
20100528,53.678980815884834,0.0
20100531,53.210317685552546,0.0
20100601,52.70275236305719,0.0
20100602,52.008308220793964,0.0
20100603,51.48053641808531,0.0
20100604,51.575025491522005,0.0
20100607,52.09710471349312,0.0
20100608,52.55456476245122,0.0
20100609,52.44321518413575,0.0
20100610,52.77235377662639,0.0
20100611,53.02848303503148,0.0
20100617,53.23004967190514,0.0
20100618,53.28461803741246,0.0
20100621,53.64859432515265,0.0
20100622,53.88499808182703,0.0
20100623,54.005968257820896,0.0
20100624,53.851497840828465,0.0
20100625,53.798707826712295,0.0
20100628,54.00398373283582,0.0
20100629,54.078833838293534,0.0
20100630,53.773033363419934,0.0
20100701,53.509361602094195,0.0
20100702,53.414668176638585,0.0
20100705,52.33133377231624,0.0
20100706,42.505504080982895,0.0
20100707,32.79911436477484,0.0
20100708,22.94978906167901,0.0
20100709,13.153975521907372,0.0
20100712,3.0748477104359018,0.0
20100713,-7.108825383520567,0.0
20100714,-16.873385893166148,0.0
20100715,-26.479806052265115,0.0
20100716,-36.204951346550324,0.0
20100719,-45.3135804450181,0.0
20100720,-45.7307142440063,0.0
20100721,-46.50863713058757,0.0
20100722,-47.22723480774493,0.0
20100723,-48.02182709585309,0.0
20100726,-48.4159547858321,0.0
20100727,-48.98355387735234,0.0
20100728,-49.803046684270235,0.0
20100729,-50.586793958855644,0.0
20100730,-51.1917653745832,0.0
20100802,-52.87700150812955,0.0
20100803,-54.08181770937844,0.0
20100804,-54.96136271934332,0.0
20100805,-56.011064684360704,0.0
20100806,-57.55926373326374,0.0
20100809,-59.21430016883001,0.0
20100810,-60.79106107904485,0.0
20100811,-62.04771111575174,0.0
20100812,-63.99146648575454,0.0
20100813,-66.00662223817979,0.0
20100816,-66.26047006704835,0.0
20100817,-67.23549114555732,0.0
20100818,-68.34232225168022,0.0
20100819,-69.27524519291069,0.0
20100820,-69.76973597681177,0.0
20100823,-70.48409029465881,0.0
20100824,-56.21706865346846,0.0
20100825,-42.05659259855711,0.0
20100826,-26.11923793520397,0.0
20100827,-10.184677064613135,0.0
20100830,5.035296538725986,0.0
20100831,21.30349386097324,0.0
20100901,37.76235892741648,0.0
20100902,53.68487552083591,0.0
20100903,69.51476716376673,0.0
20100906,85.6796488377759,0.0
20100907,86.95455869347157,0.0
20100908,89.18283768387944,0.0
20100909,89.88651111791938,0.0
20100910,90.19051464963982,0.0
20100913,91.4056500277891,0.0
20100914,91.96011912679377,0.0
20100915,92.47746799667725,0.0
20100916,92.33262518857465,0.0
20100917,92.35433017215809,0.0
20100920,92.07211539733365,0.0
20100921,91.75062708465025,0.0
20100927,90.4857458205611,0.0
20100928,89.21219637285014,0.0
20100929,88.10252425119783,0.0
20100930,85.78323741053305,0.0
20101008,83.44651240877083,0.0
20101011,81.12298505880479,0.0
20101012,79.62308851754973,0.0
20101013,78.14172624336898,0.0
20101014,76.796157621931,0.0
20101015,75.00743140589435,0.0
20101018,73.20001566153663,0.0
20101019,70.85815193410576,0.0
20101020,68.91077875358565,0.0
20101021,66.59922072622192,0.0
20101022,64.27617774298763,0.0
20101025,61.796441332666575,0.0
20101026,59.52808225593727,0.0
20101027,57.153240359810134,0.0
20101028,54.86571358406258,0.0
20101029,52.99961965536511,0.0
20101101,51.16667151992999,0.0
20101102,50.01153387044773,0.0
20101103,48.752574051052704,0.0
20101104,48.355781269984114,0.0
20101105,47.95631866196597,0.0
20101108,47.24375671410881,0.0
20101109,46.882281017925386,0.0
20101110,46.039696076793014,0.0
20101111,45.00880343159356,0.0
20101112,44.09225149223816,0.0
20101115,42.94950854248254,0.0
20101116,41.9146752657105,0.0
20101117,40.836769586208945,0.0
20101118,39.70986948940504,0.0
20101119,38.488354487789216,0.0
20101122,37.77076390822551,0.0
20101123,37.00419040837575,0.0
20101124,36.83076842741977,0.0
20101125,36.812570222918836,0.0
20101126,36.66824562813723,0.0
20101129,29.309178979022775,0.0
20101130,21.813777970249234,0.0
20101201,14.330324199380755,0.0
20101202,7.08484725195653,0.0
20101203,7.134668471282623,0.0
20101206,7.412275966769477,0.0
20101207,7.4276838576301065,0.0
20101208,7.976891240824693,0.0
20101209,8.274277041974877,0.0
20101210,8.598853430798886,0.0
20101213,16.586842303253867,0.0
20101214,24.956326819144422,0.0
20101215,33.262826259330225,0.0
20101216,41.49098175260027,0.0
20101217,33.09149472514373,0.0
20101220,24.432209808521527,0.0
20101221,15.952586323220999,0.0
20101222,6.906927039178058,0.0
20101223,-1.9805655743320345,0.0
20101224,-10.903516510346112,0.0
20101227,-20.135927493703914,0.0
20101228,-29.60661531233743,0.0
20101229,-38.99957090851705,0.0
20101230,-49.240552132064344,0.0
20101231,-50.04114289802392,0.0
20110104,-50.88563943591388,0.0
20110105,-52.19089604306937,0.0
20110106,-52.59287133592857,0.0
20110107,-54.01283746101259,0.0
20110110,-55.350849572895235,0.0
20110111,-56.520843445776705,0.0
20110112,-57.70341220491531,0.0
20110113,-59.195267613855485,0.0
20110114,-60.62589268699806,0.0
20110117,-61.89803734634091,0.0
20110118,-62.57205064936699,0.0
20110119,-63.01393602260522,0.0
20110120,-64.26625279812609,0.0
20110121,-64.24793169100455,0.0
20110124,-64.12481429248756,0.0
20110125,-64.01262336091229,0.0
20110126,-63.6582550878482,0.0
20110127,-63.09749227519574,0.0
20110128,-62.17372540636735,0.0
20110131,-61.02982418276178,0.0
20110201,-60.09060402447107,0.0
20110209,-58.911157776222346,0.0
20110210,-58.393932402249405,0.0
20110211,-58.00847967165956,0.0
20110214,-57.8299551331929,0.0
20110215,-57.868458428815956,0.0
20110216,-58.12463343728544,0.0
20110217,-58.21157091981682,0.0
20110218,-58.0665954193564,0.0
20110221,-58.38279989385336,0.0
20110222,-59.57727987334967,0.0
20110223,-60.89828305715976,0.0
20110224,-61.7019188191009,0.0
20110225,-62.71282028290416,0.0
20110228,-63.9956712707101,0.0
20110301,-65.13102314731331,0.0
20110302,-67.2022191960343,0.0
20110303,-69.33754996007553,0.0
20110304,-71.15097181825043,0.0
20110307,-75.66796378084013,0.0
20110308,-58.92204229975167,0.0
20110309,-42.982142911620684,0.0
20110310,-26.251949621912427,0.0
20110311,-9.326632280924684,0.0
20110314,6.375676402614109,0.0
20110315,21.897946564507667,0.0
20110316,38.0779564473668,0.0
20110317,38.243875750776695,0.0
20110318,38.159496097752026,0.0
20110321,41.25062665842037,0.0
20110322,24.06980441012473,0.0
20110323,7.776710180127355,0.0
20110324,-9.255463464209328,0.0
20110325,-12.279045030785822,0.0
20110328,-13.660806960679405,0.0
20110329,-15.186402781612047,0.0
20110330,-30.090280265477606,0.0
20110331,-29.082306879359457,0.0
20110401,-28.212421479638145,0.0
20110406,-27.824422044701887,0.0
20110407,-13.700037053266163,0.0
20110408,0.5982681103041148,0.0
20110411,14.720491649335214,0.0
20110412,14.890349855547104,0.0
20110413,15.59002934590126,0.0
20110414,16.721781419879115,0.0
20110415,31.7638598663816,0.0
20110418,47.45850646042369,0.0
20110419,63.35984024049583,0.0
20110420,79.7116689679373,0.0
20110421,82.33929887993497,0.0
20110422,84.91838437339037,0.0
20110425,87.68919644968474,0.0
20110426,90.41674205759739,0.0
20110427,91.18200456863484,0.0
20110428,92.9174122850358,0.0
20110429,93.3033207260595,0.0
20110503,92.99420701837998,0.0
20110504,92.5125547443043,0.0
20110505,91.05907300312737,0.0
20110506,89.8157073081126,0.0
20110509,87.7066222165349,0.0
20110510,85.75748502742417,0.0
20110511,83.76978501338415,0.0
20110512,83.01894401268342,0.0
20110513,80.37825440770754,0.0
20110516,78.36089886897692,0.0
20110517,76.17957415974263,0.0
20110518,74.10688684135462,0.0
20110519,72.64937145697428,0.0
20110520,57.56683695645555,0.0
20110523,43.204121455204096,0.0
20110524,28.682035713378397,0.0
20110525,27.116538083857236,0.0
20110526,26.05167320606841,0.0
20110527,25.778268691447867,0.0
20110530,26.671492775496183,0.0
20110531,27.738920750402183,0.0
20110601,28.747936890770802,0.0
20110602,29.84796585695133,0.0
20110603,43.73424845676592,0.0
20110607,58.24298880068498,0.0
20110608,72.69418721710552,0.0
20110609,74.13541500375804,0.0
20110610,75.31209145727546,0.0
20110613,77.79660410152134,0.0
20110614,80.30122735176136,0.0
20110615,84.0076836440736,0.0
20110616,87.72791488816789,0.0
20110617,91.44021016857224,0.0
20110620,95.40517196682092,0.0
20110621,98.15123520199427,0.0
20110622,100.9228580221584,0.0
20110623,104.66563635252217,0.0
20110624,108.24805999970285,0.0
20110627,108.65030365161014,0.0
20110628,90.6301189578533,0.0
20110629,71.31517265548719,0.0
20110630,52.10508933105769,0.0
20110701,32.59248370544572,0.0
20110704,12.725464488473822,0.0
20110705,-6.554307852899054,0.0
20110706,-26.150370122191998,0.0
20110707,-45.076647858929455,0.0
20110708,-63.70268408290447,0.0
20110711,-80.52975527362287,0.0
20110712,-79.57835097959844,0.0
20110713,-78.50558215947132,0.0
20110714,-77.04178144230677,0.0
20110715,-62.17184914262858,0.0
20110718,-47.12959676570925,0.0
20110719,-32.300978935842934,0.0
20110720,-17.15556595822091,0.0
20110721,-3.844964767108513,0.0
20110722,9.099308437588913,0.0
20110725,22.296962194509195,0.0
20110726,35.775932804232724,0.0
20110727,49.26748017362077,0.0
20110728,62.251320834033734,0.0
20110729,61.91494763258056,0.0
20110801,61.858183416905874,0.0
20110802,61.93745555365388,0.0
20110803,62.095833299428755,0.0
20110804,61.70157509545953,0.0
20110805,61.41400853436732,0.0
20110808,60.8809422378213,0.0
20110809,59.2172755926542,0.0
20110810,57.388207816581,0.0
20110811,55.57302353313205,0.0
20110812,53.80940249686251,0.0
20110815,51.69281734395572,0.0
20110816,49.60197686975449,0.0
20110817,47.340578390698624,0.0
20110818,46.087354231879495,0.0
20110819,44.81029142395853,0.0
20110822,43.21896923894119,0.0
20110823,42.342733762745794,0.0
20110824,41.70557865675428,0.0
20110825,40.55815059053718,0.0
20110826,38.86166255674487,0.0
20110829,37.31371898282052,0.0
20110830,35.76506829451714,0.0
20110831,34.270100968493736,0.0
20110901,32.66686196103729,0.0
20110902,31.026352867902432,0.0
20110905,29.77147104181628,0.0
20110906,28.6174772990692,0.0
20110907,27.50812227536373,0.0
20110908,26.58086203477143,0.0
20110909,26.292765165444173,0.0
20110913,26.011106646633863,0.0
20110914,25.69400433116439,0.0
20110915,25.455720032944125,0.0
20110916,25.160879288587505,0.0
20110919,24.823194534306648,0.0
20110920,24.50797314337271,0.0
20110921,24.15789936676392,0.0
20110922,23.716688885725066,0.0
20110923,23.6170758340132,0.0
20110926,18.61701008007948,0.0
20110927,13.92081197613193,0.0
20110928,9.222814099012437,0.0
20110929,4.494231795720518,0.0
20110930,-0.2923905206338242,0.0
20111010,-4.974605581938854,0.0
20111011,-9.696690606668074,0.0
20111012,-14.501113202986508,0.0
20111013,-19.296121621214912,0.0
20111014,-24.330236265286914,0.0
20111017,-24.510989014803467,0.0
20111018,-25.07590282751355,0.0
20111019,-25.625269532811856,0.0
20111020,-26.172450265661272,0.0
20111021,-26.604755998241995,0.0
20111024,-27.129212482786688,0.0
20111025,-27.843810274656253,0.0
20111026,-28.594699406861142,0.0
20111027,-28.987083806062078,0.0
20111028,-29.250440908006563,0.0
20111031,-29.52235843837672,0.0
20111101,-30.726539833619846,0.0
20111102,-31.863398110028086,0.0
20111103,-32.97283267270087,0.0
20111104,-34.40283467080476,0.0
20111107,-35.669257512216355,0.0
20111108,-36.7479229091461,0.0
20111109,-37.7453064919859,0.0
20111110,-39.04157906031402,0.0
20111111,-39.99549780887186,0.0
20111114,-40.90102192811282,0.0
20111115,-40.750395787922464,0.0
20111116,-40.62691450096468,0.0
20111117,-40.572705566081794,0.0
20111118,-40.64090811405265,0.0
20111121,-40.29326875525962,0.0
20111122,-40.08106949500692,0.0
20111123,-39.60673527984969,0.0
20111124,-39.94807419893098,0.0
20111125,-40.539696206103564,0.0
20111128,-41.174101106895606,0.0
20111129,-41.843160215213814,0.0
20111130,-42.46785496829523,0.0
20111201,-43.11486336507303,0.0
20111202,-43.155119455967935,0.0
20111205,-43.942775668698076,0.0
20111206,-44.63104679984371,0.0
20111207,-45.44011808163356,0.0
20111208,-45.350366937900915,0.0
20111209,-45.51971139382377,0.0
20111212,-45.45823542567476,0.0
20111213,-45.49663511679075,0.0
20111214,-45.33194427384841,0.0
20111215,-45.0959717582762,0.0
20111216,-44.220040219292436,0.0
20111219,-43.052613139704185,0.0
20111220,-41.83634718935793,0.0
20111221,-40.82607061522886,0.0
20111222,-39.90205079233892,0.0
20111223,-38.71947608576716,0.0
20111226,-37.742328231613584,0.0
20111227,-36.76413628466102,0.0
20111228,-36.02573699730776,0.0
20111229,-35.30289789896584,0.0
20111230,-35.46532305595575,0.0
20120104,-35.58083474788923,0.0
20120105,-35.389469698446526,0.0
20120106,-35.06306469464897,0.0
20120109,-34.79274639400803,0.0
20120110,-34.54318006257281,0.0
20120111,-34.331922408987936,0.0
20120112,-34.0071631976597,0.0
20120113,-33.7917366272166,0.0
20120116,-33.578366190089234,0.0
20120117,-34.48584819409676,0.0
20120118,-35.65955963798329,0.0
20120119,-37.11995679511048,0.0
20120120,-38.60879395527854,0.0
20120130,-40.2159731320814,0.0
20120131,-40.83765803954871,0.0
20120201,-33.646918304013596,0.0
20120202,-26.39081051116088,0.0
20120203,-18.974434849248535,0.0
20120206,-11.470631737626771,0.0
20120207,-2.440465668264675,0.0
20120208,6.733003392566582,0.0
20120209,16.14972197916559,0.0
20120210,25.535446186933715,0.0
20120213,35.00447749743492,0.0
20120214,43.621319109280726,0.0
20120215,44.39473361120776,0.0
20120216,45.150979894813624,0.0
20120217,45.844514225335985,0.0
20120220,46.45099913890628,0.0
20120221,46.72648848928186,0.0
20120222,47.13817250584233,0.0
20120223,47.30198336164849,0.0
20120224,47.41265455036793,0.0
20120227,47.61865934696555,0.0
20120228,50.410561320181806,0.0
20120229,53.333913832660684,0.0
20120301,56.063227732110086,0.0
20120302,55.94694103071538,0.0
20120305,55.866445674066306,0.0
20120306,55.90403985233192,0.0
20120307,55.7984864051393,0.0
20120308,55.725356105934644,0.0
20120309,55.62138594013552,0.0
20120312,55.419451470418466,0.0
20120313,52.50718110422235,0.0
20120314,49.57114512975625,0.0
20120315,37.65701844736774,0.0
20120316,28.69932049124299,0.0
20120319,19.75996216627765,0.0
20120320,10.655606033393198,0.0
20120321,1.5547303055205377,0.0
20120322,-7.660257775279586,0.0
20120323,-16.957839774628518,0.0
20120326,-26.189525075109962,0.0
20120327,-35.26195917450009,0.0
20120328,-44.162231382293086,0.0
20120329,-44.00899797515633,0.0
20120330,-45.640615427601006,0.0
20120405,-47.32632608507544,0.0
20120406,-48.4309913883111,0.0
20120409,-49.489921428603495,0.0
20120410,-50.723296843527805,0.0
20120411,-51.92957698160077,0.0
20120412,-53.20736324859521,0.0
20120413,-54.64779118554872,0.0
20120416,-56.09860321058213,0.0
20120417,-57.380808198426564,0.0
20120418,-57.156708974217025,0.0
20120419,-57.02448717465031,0.0
20120420,-57.39242855550519,0.0
20120423,-57.85617131534052,0.0
20120424,-58.075666515494,0.0
20120425,-58.13246795007261,0.0
20120426,-58.09393861353974,0.0
20120427,-58.21159853155347,0.0
20120502,-59.0624926653834,0.0
20120503,-60.25808384448333,0.0
20120504,-61.26782372622791,0.0
20120507,-62.147637869175014,0.0
20120508,-64.63997143690835,0.0
20120509,-66.99211288783255,0.0
20120510,-67.75021853524652,0.0
20120511,-68.558403176497,0.0
20120514,-69.51985900176713,0.0
20120515,-70.31411229432224,-42.11722348966242
20120516,-70.77373170791843,-46.88735750441923
20120517,-71.44268141980808,-46.21965585464889
20120518,-71.26720464224934,-41.04631731640763
20120521,-70.57927136276466,-37.64064830541975
20120522,-67.99107091993646,-35.4678447924914
20120523,-65.43051713331313,-34.18873749658719
20120524,-64.16468743137469,-33.38504885433849
20120525,-62.795670384716445,-32.86328499348932
20120528,-61.31967505232307,-32.47964882323756
20120529,-59.58981885591041,-31.198655434041367
20120530,-57.66044127489353,-29.0923638253014
20120531,-55.060326552454576,-27.568665336430122
20120601,-53.160830518624714,-28.041907429631227
20120604,-51.80342195530004,-28.772173920562796
20120605,-49.738279093759246,-29.378229152191036
20120606,-47.71904706632244,-29.88711187684447
20120607,-46.26609557252874,-30.14074501378084
20120608,-37.067544876248625,-30.368602192558743
20120611,-28.222589465833774,-30.426527874425737
20120612,-19.708480845355325,-30.361389794170275
20120613,-11.131173274246446,-30.25203870930605
20120614,-2.7171835224282135,-24.036097628256258
20120615,5.623189084685706,-17.668120020646843
20120618,14.040013842740374,-11.121028968018958
20120619,21.427794154899928,-4.633865181864619
20120620,28.842625177130447,1.9605651042931516
20120621,36.65725744370875,8.51586362543968
20120625,36.59861747258522,15.030462810420605
20120626,36.794441365461275,14.858698158767048
20120627,37.13836564943794,14.585506371788975
20120628,37.39810286699543,14.406358610859744
20120629,37.73359638931225,7.821910922903842
20120702,38.05639007784956,1.1214187076773865
20120703,38.24954307168986,-5.631396448524007
20120704,39.57234242375912,-12.399796912198742
20120705,40.858147579710526,-19.169427630792633
20120706,42.05209400216652,-26.27127240136469
20120709,43.240882748971046,-33.154740457240834
20120710,45.66421915472141,-33.86814816497672
20120711,48.54602279856759,-34.877787635485596
20120712,51.47329746884247,-35.961444700278534
20120713,54.773553629494806,-37.06861278028378
20120716,57.9504225123214,-37.93617931187483
20120717,61.07989050211401,-38.821723401143714
20120718,63.06484049204168,-39.74071141827525
20120719,65.07201511763171,-40.74525823655735
20120720,67.11408397688855,-41.53198526896492
20120723,69.51744465405064,-42.608553283303486
20120724,71.74555737472824,-44.55153263990465
20120725,73.59025707668249,-46.5113385973799
20120726,75.75254329158517,-48.35964544720826
20120727,76.19246663665572,-49.16125141725932
20120730,76.64647567766251,-50.09428579532348
20120731,77.54094519325228,-51.03243589779638
20120801,78.88798251277215,-41.74308139452824
20120802,80.21034756433203,-32.37758584111604
20120803,81.16229290482954,-23.169371138716944
20120806,82.16422438454963,-13.361640603191212
20120807,82.55398189271209,-2.431153872283157
20120808,82.78006553701239,8.82692353003771
20120809,82.68529332946117,20.060023571743944
20120810,83.78702048529168,30.435775258734452
20120813,84.97009110891088,40.84793985040998
20120814,85.90005834604717,51.2588062556916
20120815,86.0850925260416,51.4624113886907
20120816,86.18828126645785,51.656322192317255
20120817,86.58851296749256,52.02981203562537
20120820,86.17053534614494,51.8422798880776
20120821,85.55690013510801,51.84612129824831
20120822,84.93531754165376,51.45482650755783
20120823,84.01906993996508,51.00293926136788
20120824,82.7651700247715,49.807880870853985
20120827,81.51647510207324,48.438726559267046
20120828,80.19847903283708,46.99004222816079
20120829,78.82008967453699,45.59663918129295
20120830,77.6170601236822,44.25991969933434
20120831,76.52142465262686,43.08472717534493
20120903,76.06993860575417,41.94810465290256
20120904,74.78466844357405,39.998585871949196
20120905,73.51673505045662,38.44239167928255
20120906,72.6060682609938,36.93563324013847
20120907,72.02549127764132,36.137837554478764
20120910,71.157691066366,35.19812340315554
20120911,69.3026067425129,34.0222022305444
20120912,67.8796123570281,32.81285037016946
20120913,66.64213604139462,31.56596663559473
20120914,65.15760171994907,30.05916975353025
20120917,62.86314728828977,28.476928181333093
20120918,61.25305765085184,27.632546733385265
20120919,59.49695366631498,26.76021835527652
20120920,57.660501490765405,25.87277634187476
20120921,55.950374825185946,25.13207054820063
20120924,54.5492536715795,24.600018511276804
20120925,53.95184266506501,24.24857091559013
20120926,53.37502948409799,23.916981998461093
20120927,52.53763083443968,23.571378365871208
20120928,51.911138862088634,23.333955633625038
20121008,51.77327955478275,23.287819236152554
20121009,51.7458533878201,23.294061544120243
20121010,51.86586071589522,23.325684366537196
20121011,51.91818591332893,23.358069855053937
20121012,51.88793807022977,23.376108520147355
20121015,51.941744300935056,23.461225130866104
20121016,52.642278516713624,23.963248961979257
20121017,53.21098858458249,24.44699056714533
20121018,53.7542043113305,24.932542463304397
20121019,54.2595980695457,25.456032950932503
20121022,56.576550597761695,26.549988822470958
20121023,58.78381597859019,20.787039406649313
20121024,46.06117903435311,15.013082845362586
20121025,32.91008955171929,9.031369085751335
20121026,19.518811886192754,3.002425990115724
20121029,5.897703705894612,-3.159329737210339
20121030,-8.02236873371224,-9.971868152085555
20121031,-22.01051724248355,-16.78702359511408
20121101,-35.97487124686131,-23.590949446642526
20121102,-49.692150851159255,-30.33688423475222
20121105,-66.03891032725988,-37.789392341016175
20121106,-81.65285972051723,-38.519792390047016
20121107,-82.07726015588817,-39.168382926097415
20121108,-80.10424547604963,-39.099399759165046
20121109,-77.9252255843165,-39.05331475599229
20121112,-75.36903996086038,-38.84646494129286
20121113,-73.43594150207463,-38.5158397218004
20121114,-71.36096668432103,-38.12332871677556
20121115,-69.29950286557549,-37.664152737612085
20121116,-67.50874835802328,-37.30972780389369
20121119,-64.77696567612307,-36.93656480052881
20121120,-62.67794019896544,-36.438785351629285
20121121,-60.78061833025942,-35.943594984366484
20121122,-60.8320058934806,-35.94301194488528
20121123,-60.874275964778164,-35.959834163347985
20121126,-61.32730447018357,-36.237377649311185
20121127,-61.271448140869346,-36.182818060030804
20121128,-61.28855615354099,-36.19063537196334
20121129,-61.17937946999556,-36.22905705382249
20121130,-60.86584501559205,-36.311971007027104
20121203,-60.7116160402315,-36.462820039237236
20121204,-61.16579466608679,-37.04467987739956
20121205,-61.418970113332776,-37.54778564558609
20121206,-63.427967071967245,-38.6318866430727
20121207,-65.23570820329627,-39.61013702198696
20121210,-67.2179983146168,-40.55563290550014
20121211,-69.19388863509786,-41.56512253366519
20121212,-71.31535817020675,-42.69945203373753
20121213,-73.5541731677019,-44.054632826932746
20121214,-75.62934101117155,-45.14778251083217
20121217,-77.64887285122383,-46.11191239591387
20121218,-79.34981234461773,-46.743244023533656
20121219,-80.9262672184141,-47.52488537493975
20121220,-79.92323847538351,-47.313126754383944
20121221,-79.19698502427528,-47.12540704039789
20121224,-77.77303680314245,-46.139365235767286
20121225,-76.47208265259066,-45.26786130670572
20121226,-75.02395689319513,-44.26429333704854
20121227,-73.59278729034499,-43.05386301682823
20121228,-72.80332474763449,-42.02279789229816
20121231,-71.98544535796776,-41.03165159859922
20130104,-71.01336754789064,-40.12238499977508
20130107,-70.46665672175365,-38.92071351658605
20130108,-70.61152344480263,-37.792443601424004
20130109,-70.7941244593462,-36.7533439488645
20130110,-71.3281666224267,-36.377991029646026
20130111,-71.86251427423295,-35.95316256307125
20130114,-72.1361213807239,-35.494493123339
20130115,-72.40881544183183,-35.06409044942173
20130116,-72.68570779070602,-34.67487288486838
20130117,-72.63679116341133,-34.16974542421677
20130118,-72.56345588676876,-33.53075059749907
20130121,-72.72650508885201,-33.19951690600759
20130122,-74.15523290246566,-33.415132075999054
20130123,-75.48611080795388,-33.682440698731014
20130124,-78.55294619461081,-35.103571449575604
20130125,-81.21530591855782,-36.34578824004754
20130128,-84.12695334341967,-37.80297411167854
20130129,-86.79036089036137,-39.120573304627676
20130130,-89.1870941764461,-40.4466006041855
20130131,-91.89517249038244,-41.85997970507286
20130201,-94.420595006696,-42.9807736469758
20130204,-97.05962551861181,-44.849542982045826
20130205,-98.57183654016744,-47.429843671525866
20130206,-100.29623062674531,-49.97735267078625
20130207,-100.84147350273827,-51.454402100381635
20130208,-101.73415721677266,-53.07213353737787
20130218,-103.36661056359056,-54.42735515449454
20130219,-99.75494310631709,-53.898820639409166
20130220,-96.1617576884388,-53.44771969159225
20130221,-92.67407626878494,-52.973629490856766
20130222,-88.42680841145497,-52.250474689576514
20130225,-83.61041822421542,-50.81636284903834
20130226,-78.73863098884021,-48.46951654376897
20130227,-73.69594274358953,-46.118560435469384
20130228,-67.88692766781183,-43.58645842732421
20130301,-62.12455042871644,-41.07813978353367
20130304,-55.5695222147315,-38.608309281275865
20130305,-54.4916710507914,-38.140823465867584
20130306,-53.38524100283124,-37.51926140269326
20130307,-52.09134484533944,-36.885669912087856
20130308,-51.75169740396978,-37.02434116007987
20130311,-51.61112868001756,-37.1896445239369
20130312,-51.46729107713548,-37.36216848968171
20130313,-51.35640175421804,-37.49826988123446
20130314,-51.3738588668572,-37.683978451044524
20130315,-51.378600526611216,-37.822564968458735
20130318,-51.39857751259161,-37.98913274354347
20130319,-53.30505249014335,-39.35691329320283
20130320,-55.135998526134976,-40.70996930536243
20130321,-56.91608530696404,-42.13282367558428
20130322,-61.761167647243894,-45.58021013800918
20130325,-67.69334756013343,-49.16207809203932
20130326,-73.56206529254068,-52.40817402347974
20130327,-79.25424419720426,-55.63372322711696
20130328,-86.59767798759859,-58.20999119144342
20130329,-93.48824656408921,-60.21551032369322
20130401,-101.8836095730352,-62.11952379024263
