,A.DCE,B.DCE,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,JD.DCE,LH.DCE,CF.ZCE,SR.ZCE,OI.ZCE,RM.ZCE,CY.ZCE,AP.ZCE,UR.ZCE
20190823,-109.97323567065939,49.332407500048745,-80.19852124235913,292.2232472899831,326.5563662615343,-266.21898485547,-207.29662094303194,-155.65356789292045,0.0,27.252362509459754,169.66176309407473,365.40911852806516,-76.32246027492964,90.25711451274552,-106.85919546863406,0.0
20190826,-100.20459140908376,54.668790858253644,-73.59575483308586,282.4724253024571,304.40959698428856,-265.37603870886375,-209.12219830783584,-146.66913162848635,0.0,25.82829017601697,162.2521756856505,373.55243064463514,-70.87572390375257,88.64678661310384,-107.79138162588399,0.0
20190827,-87.49051568682627,56.305170889579266,-67.55248796587415,265.64806242792406,277.047877781794,-262.5182325837119,-210.09183063894884,-136.82531500660622,0.0,24.314237873727915,151.7106860134614,369.07914403364094,-65.33830818377393,86.9632102776512,-107.17764493632203,0.0
20190828,-75.12041122433581,58.00516259423166,-62.13852948365356,249.65114324455354,252.26239662443726,-259.15623628055266,-212.82064860870054,-126.56325802741333,0.0,22.73838416984738,140.81205323452502,365.1115024124669,-60.592359803412435,85.46662789242593,-106.03618781966127,0.0
20190829,-60.55553153867157,59.94621971019802,-56.094125154386646,233.50095395217983,230.79226944997723,-254.44326097955127,-215.94848860296815,-115.79536636391283,0.0,21.024927261723224,129.70499581575802,357.2585782878358,-55.621651173973035,83.95651942391616,-104.52292525304183,0.0
20190830,-43.05126360068499,61.95055922338859,-49.825311521277044,215.06110333772978,209.68860439584037,-248.53100932520607,-218.80526074390536,-105.17626320817922,0.0,19.454138699078243,118.48381667204788,345.0250629859039,-50.57464791943932,83.20302150290351,-102.30045897551506,0.0
20190902,-22.017489832634933,64.52029646815323,-42.71753200415198,198.55461891638612,192.0389683074231,-244.58500320581751,-222.78779764237532,-94.52891534679303,0.0,17.696133869417576,107.03584985742313,331.498322990628,-44.72884541578198,84.22765039757746,-99.89978134059746,0.0
20190903,2.4753617065637386,67.95681938964378,-35.031531221033546,181.29804327770887,175.12795109558755,-239.2182935115261,-228.6084385373344,-83.30566935248584,0.0,16.099294159572377,95.66156528955987,314.79587706013797,-38.53284564006114,85.42562029955545,-96.84650011480458,0.0
20190904,30.046510328489866,71.96797475502055,-27.242339807003162,164.89448678295216,159.9070583957702,-235.65739559215203,-235.38914646638037,-72.72567989805188,0.0,15.262387257623308,84.34886363402288,297.85923496096126,-32.22536956190223,87.40693421773042,-94.16184611182044,0.0
20190905,57.95053148335014,74.89387613862635,-20.730608232764826,148.62071736767615,146.6122683788572,-237.99631610797277,-244.42926868316198,-62.236839505104285,0.0,15.35442660002921,73.46945878763295,280.12071392041497,-27.082544736346563,90.59896144827349,-91.00470806795047,0.0
20190906,79.86927740769373,73.58447436184238,-15.886011682428409,134.11807402023737,133.69845156976749,-240.02363289684132,-254.89954386312434,-53.156844577279216,0.0,17.249198032002862,62.41521238764866,260.4296208161283,-23.32183544362072,94.28288401730522,-89.08403510046203,0.0
20190909,96.9724527247819,69.57572636068184,-13.332214355717568,118.97905742740438,121.54009240811494,-241.2254198026868,-263.50786173848076,-44.89046732889295,0.0,22.436481083496613,52.67218014447108,239.3233264812663,-21.544174360564437,101.32841941265069,-86.84778442260924,0.0
20190910,111.14875277567076,65.74484256795206,-12.709258230523096,107.03529868773497,112.34289302128852,-242.23544106918067,-271.28360437353956,-37.84750981398767,0.0,30.79103394007735,44.219715498126405,224.72041971791614,-21.6094605126901,111.02531298075516,-87.46851246036204,0.0
20190911,121.56638646869528,60.475513116115884,-14.438324774236184,95.13041365423541,103.18860598359325,-241.94092769070556,-277.03491362041416,-31.630754774796486,0.0,42.680093608923734,36.74363772147073,209.81178926144213,-23.736271706386677,124.75501891434456,-89.82234993517255,0.0
20190912,127.50382727973576,52.96525232493931,-18.218085854812742,82.83736413386386,94.29136755129167,-240.17986364967624,-281.2377827630511,-25.506765290429424,0.0,57.78736528976246,30.17024674804652,194.8667671905801,-27.23034615923164,142.56057240194133,-93.75497257138011,0.0
20190916,129.65059576374182,43.854950052876,-23.628062937359907,71.91954022586545,86.79246494367341,-237.08630417944133,-283.8297480369545,-18.579769426976917,0.0,75.69959566182862,25.044316696536136,179.85980696487334,-31.911967095983915,163.0796834032326,-98.9262736499298,0.0
20190917,128.3944788121973,32.75545107377052,-30.70386240481961,61.09714185341088,79.99405471862427,-235.52810924182418,-285.18839163721816,-10.817888879796959,0.0,96.01047927846555,20.03164504948905,164.22016871318152,-37.75580811559496,183.93609170278188,-104.76966978071258,0.0
20190918,123.55656202009834,19.46894537353929,-39.65293276034669,51.17598089798934,73.35174013965135,-232.13308304044486,-282.9391187690435,-3.1145953437768044,0.0,116.3824389436409,13.950938550988656,149.9295215733543,-44.874759687731,201.16391500162575,-109.51506591671958,0.0
20190919,114.588879969901,4.303156089324684,-50.10411152373662,41.19010912900755,66.6439702025069,-231.29321133786667,-277.31896656115475,4.502556619537666,0.0,136.91517663237647,6.566666949029627,135.3611815298562,-52.73796415409024,217.99592756705852,-114.10149037377448,0.0
20190920,102.9034879246233,-11.701938638990132,-61.79382942003749,30.627470733039893,60.86932963114693,-224.2687390807509,-276.91829132639907,11.985142260816307,0.0,157.14506353408004,-2.9694103736213457,121.35899097144068,-61.27928786642984,233.95347744341115,-119.37425525914777,75.8908455373623
20190923,93.42271731279436,-25.413662907524067,-74.07026867023252,18.47407510383178,54.55460007130763,-220.4548555453718,-281.642858344634,19.30719440489997,0.0,174.93645669027035,-14.717601031878496,107.90897699778517,-69.56628669221652,248.96314883707592,-123.92581488906576,60.36600306730884
20190924,84.13131577147115,-38.44912973182859,-87.02071015917195,6.078457085228248,47.834310185838675,-216.6465066125592,-289.3848516149167,26.10971228091833,0.0,195.01402754347777,-29.137763593090824,93.6681847761598,-77.72697679018853,260.75274030633824,-128.9206210312846,47.89940951873672
20190925,74.7041997544389,-51.01345631783534,-98.98240182005301,-7.091426268194121,40.98808383904353,-215.00404670760864,-302.48360119765573,31.691123650619012,0.0,210.595205963744,-45.0540649079145,77.81577834495396,-85.25682252298688,268.4355832223726,-133.39239417789562,33.333792210664654
20190926,64.40877797234901,-62.539782886260966,-110.44506590561294,-20.398762172074072,33.71649284472563,-213.57040062813303,-318.3230093297511,36.34529843039302,0.0,220.4152921824676,-60.750347878974665,60.837082010301415,-92.0661076880553,269.98341770462883,-136.11618751683568,18.827092610920104
20190927,52.32822332216862,-73.92272257213139,-122.7261496905054,-33.6228038929253,26.20735867343767,-214.45604347951635,-337.3281632348382,39.82706964631881,0.0,220.54231044608355,-76.12041843440986,42.84368409891741,-99.0786296894915,263.5302019941809,-137.86942677991664,0.5649616053017704
20190930,37.82161747859662,-83.42610034999791,-133.83081802222014,-48.34614438182313,18.014350390032455,-219.34397403051162,-359.05824459299276,40.07141587854423,0.0,214.83971288173296,-91.83773707058302,23.291067014618715,-104.95438919430735,251.0874034749034,-139.38306657238658,-16.737250052904557
20191008,19.80827180578418,-93.79622871589704,-142.40383388313813,-63.61479414365108,8.836252457729842,-222.67458553565248,-382.88979041049686,38.485056785136535,0.0,204.54945698945951,-105.46669530836525,3.0833292531932885,-109.29228560973009,234.2963864433826,-135.67990692104337,-33.62152587185119
20191009,1.7908324973771628,-101.51675595485635,-144.8559820196066,-78.26843455657203,0.15966207278745514,-226.1731798250443,-403.3232898970549,35.56764035278628,0.0,193.15779690920522,-117.39994551838649,-15.566621124948885,-109.45145601902945,219.5475856871762,-131.60600048186342,-46.70857473637818
20191010,-16.17741055075225,-107.69130097177631,-143.1844281436714,-93.67426166851195,-8.217628224036142,-223.5747767529187,-422.7998041332242,31.802574373265294,0.0,180.8586069276941,-126.85303310381498,-33.36732727958457,-106.84367275979363,204.07808590712116,-126.9167978232048,-60.8641874257615
20191011,-30.738597585349332,-110.04349343738768,-135.982396139661,-107.28954056313019,-16.4196310066636,-215.47971453305703,-431.4229560449206,27.480632959648233,0.0,167.8385293819028,-133.61845884415266,-50.31466961339023,-100.42819721635973,187.9698399839762,-122.00013515422756,-89.49740664972201
20191014,-45.0037175742421,-112.7544261019721,-124.64382420112938,-119.14547473005356,-24.543102513240637,-203.63523906477513,-433.20279167410115,22.976838446676933,0.0,155.88794980923922,-138.46226990538568,-66.71864450677177,-91.71403962136421,173.25356054811445,-115.85091356669257,-118.27972322786027
20191015,-57.24821579481121,-113.7305201009819,-108.50796224946828,-129.71377458147987,-32.725954460972076,-188.35078890072526,-431.531650570423,19.04029847517112,0.0,139.6524692534142,-141.81152489567793,-82.03506340333698,-80.01664272838664,159.4704372580628,-110.04533687416101,-147.73977029913135
20191016,-68.06855484004782,-113.17774086757314,-89.85915453820715,-137.45389717550557,-39.60562332856169,-166.2465638315271,-422.98818399887466,16.46971971682885,0.0,125.76310329326722,-144.57476383071293,-95.97704054594587,-65.79273112605114,148.53070657609072,-102.58685249402845,-176.77097592438167
20191017,-76.35475669926558,-111.48395482174274,-67.91747265098014,-143.28441897490336,-45.82760531748793,-138.8216743554697,-408.6955315587181,14.929175903665003,0.0,114.83621402516732,-148.49347286071097,-108.48950022105953,-48.784685382987696,139.80137849968432,-95.09560717387181,-205.952712911422
20191018,-80.53684023940862,-107.78061890150101,-41.500139244257504,-147.35192386390733,-51.23895781772467,-102.78798631275883,-380.8244243720507,14.202499577268323,0.0,111.18423502618694,-152.47760645658997,-118.94813078816125,-28.680539427401584,135.45927305284388,-87.01707817034482,-232.05134023768287
20191021,-80.20200193726424,-102.5432145209722,-11.581147430705572,-148.553999708171,-55.41277825922202,-59.458022492566066,-344.3983300789964,16.648615578601188,0.0,110.96016884098808,-154.79607581790486,-126.67743164716941,-5.9287625035664435,132.87214190889844,-77.33290473485029,-260.76551590011394
20191022,-76.53468050463931,-94.50690011793374,19.837264547597492,-149.7245104720783,-59.39080531084509,-10.28438481842279,-298.3365400800796,21.201130908391793,0.0,113.22661469384943,-158.2518415718777,-132.9746275147285,17.50205011689316,131.70728435500686,-71.31317786537738,-287.26419505605276
20191023,-73.72150821063025,-86.69351846289757,48.09574711461394,-150.3785219976101,-63.16752620980105,36.709779871581965,-253.23678970706447,27.527126898270346,0.0,116.93051404064992,-163.54216181786688,-139.3721950246452,38.630929482341344,132.87096996998625,-64.45223721397569,-316.5380238512166
20191024,-71.64405162263374,-78.2334197693893,74.39442457098797,-148.26466827649352,-65.9001071980788,80.36355663633398,-209.68508320291426,34.98861047793793,0.0,120.90241083124656,-170.3235559531159,-144.737614282885,56.453672539315995,134.41313111227456,-56.89303613655143,-341.4259060924656
20191025,-72.31394995541241,-70.95808785497448,97.23841963543998,-145.17657444041654,-66.77020192855132,120.10300374173107,-170.36373308141378,43.96800726867484,0.0,125.12902708641153,-177.72201383961504,-149.27386434582507,70.45982622271218,137.37748844908944,-48.4074393939431,-366.42340104061816
20191028,-75.26906424267852,-62.39257332046956,113.18871671586366,-141.25897986949323,-65.26053914977996,158.0679549339474,-129.95636615169062,55.33819058034538,0.0,128.8540870339546,-184.45878297291597,-152.5346551480023,80.55589427375662,140.5646035379798,-39.79565454150668,-386.73274653562146
20191029,-80.38677382347893,-54.662226712025394,124.97897954741279,-136.42161556109653,-61.67590272876221,194.77524458043945,-84.90449268137583,67.78892173968995,0.0,132.70511617723005,-186.67027012293138,-155.99088623582037,86.98725649162247,146.59973890183272,-29.5942436970404,-405.0864807610541
20191030,-86.26281173354572,-47.34162061902697,133.34353368332665,-130.99470358163612,-56.46777309791387,231.270062105436,-36.01520480865238,81.173640475462,0.0,136.6983878074219,-186.30274352096632,-155.98939797396923,89.96807609043694,152.83465059469978,-18.807476631024212,-420.1583699024738
20191031,-93.14813079942459,-40.77429862838635,136.9781122758066,-125.15204243701768,-49.41280364906337,267.8630992875167,17.199342941349673,93.00314773967494,0.0,141.07246489944686,-180.1831506514983,-153.73991378956418,88.3777171430556,160.55928161474358,-7.484557617776372,-431.25558616765375
20191101,-102.10955613050905,-34.93458105230333,136.3836732255074,-119.99901224709632,-40.667886322226025,302.90586304178186,72.93197842541522,104.0787149910544,0.0,147.75113978285745,-171.38494260449775,-149.90111326962034,82.3653203380791,171.24790873854857,4.394263463564332,-438.9175160320277
20191104,-112.22154191880045,-31.088976653179117,131.1302734211094,-113.92714194371351,-30.162276652623433,335.0292852383505,131.14100924555729,112.72864797712937,0.0,153.75205267277823,-161.92693953741474,-143.4757104091397,70.82715028826127,181.6374176257049,16.441490491277033,-441.1509599843254
20191105,-123.51803556001501,-28.344365743766343,121.22076566728397,-105.76282876362302,-16.6880072649768,362.5711409801383,186.01079870326967,119.01052964592077,0.0,159.54019638043513,-150.16554993827094,-133.4727842903331,54.85993368208117,192.28468041385867,32.066620805971965,-432.8722866910148
20191106,-136.83948924214275,-27.950909471235867,106.27121413194382,-96.76090925718184,-1.6106771458481504,383.6998585357868,237.88566478574066,122.66804607644201,0.0,164.38137484572786,-134.574612576844,-122.1633533563681,33.198508676528135,202.8823389231514,49.32940034498728,-422.005132046128
20191107,-148.96210187584293,-29.764679413226293,87.44564330977757,-87.58643322389372,13.023826841358517,401.1495987783697,288.2506116422793,124.29342300651017,0.0,167.44868876061474,-118.48322374891934,-110.79163590412504,9.461977994514179,211.6780400597303,67.04747280184537,-410.7943021515063
20191108,-168.09843524977245,-34.10827800629515,65.70804482110842,-78.566582101644,26.68695434261864,413.31618366622536,336.5473920278604,123.58263427622687,0.0,169.66000671473424,-103.0137453823057,-99.38156045466825,-16.05827506427908,218.84768643485086,86.1927288184835,-394.5200520354399
20191111,-173.31877601023166,-40.07894262085591,44.66367283839567,-69.81590328063598,40.931249690125284,422.67145437660764,377.08683453015163,117.43222854996648,0.0,173.74768039886666,-88.7748745098123,-87.11907285609065,-41.76191176362901,223.1127398435662,105.72931842835865,-380.4484692520052
20191112,-173.59912274739543,-46.94809962111373,21.574011633963305,-59.684443873507675,55.29759270861632,424.05811569557983,406.8797831411513,108.48725872088971,0.0,177.87805043707513,-78.61436766826743,-71.75597347399683,-68.81297509955611,223.40295671768953,124.36472350193246,-363.4831033878675
20191113,-170.8437708775719,-54.846591411161626,-2.9847689225710923,-50.32781214642902,68.30010242422028,417.9824310219543,427.90004882604524,96.84061961071194,0.0,179.57560939336128,-69.88041767202736,-58.3444187745583,-96.2917541130817,219.62195573725793,142.16573084553804,-345.7967765929885
20191114,-165.09658924319584,-63.45799806060627,-27.341802177822302,-41.872319625611894,79.47543633925557,403.9396238442831,438.4929838651322,85.24224644965332,0.0,179.8644471907917,-65.9372683779941,-45.99870718399663,-122.68150413666595,214.12909231754685,156.65410870937708,-328.69890280819607
20191115,-157.56253025786896,-72.87870393292542,-52.40063174418615,-33.91648702864403,88.01865933460307,383.346921056959,437.44529792586627,72.39644466729817,0.0,176.9042260940046,-64.96261785276583,-34.26649427959329,-147.53369486541288,204.98522576914561,169.7572072154274,-310.5845562918626
20191118,-149.272595637456,-85.08211177963356,-86.10503649678124,-27.8619184450997,94.26246404907154,360.5194499930544,426.74431052118933,58.07258340296951,0.0,173.7193302341429,-67.19335266332021,-23.825830234329953,-175.49413539834958,196.87686269631095,179.00176254122673,-287.6790170648661
20191119,-138.04871332400904,-97.86382281448475,-119.58523280422769,-23.850344430783213,98.141894829616,336.4885238045641,413.4768822380289,42.11270675425554,0.0,168.46992748860362,-72.9030890835783,-15.691077892597288,-199.76159789233432,186.1973342960001,182.8639783761274,-274.80495544041
20191120,-122.62155550114292,-110.46513029524064,-151.00651698320013,-20.5519115075455,100.38643250053164,319.35358274913665,400.30802392708216,24.986949596948755,0.0,162.7220773091795,-80.32599358586313,-7.652879895291264,-218.65659394623586,173.35068116465283,182.28467526324133,-261.6691645353534
20191121,-105.61822282113073,-122.23993734845916,-180.39962881421866,-18.03597169841771,102.08511005549215,304.5487265908763,392.5917044317056,5.914687645299452,0.0,155.93515766553136,-88.44067043851918,0.6851272670828343,-232.56333366527778,160.20109082281604,179.87932868304927,-249.43234078028908
20191122,-80.37242503666373,-133.82560303620647,-208.33629181118607,-16.870882845085532,103.36619430881174,291.511458924438,385.8434584514097,-14.8213549395882,0.0,148.7218383301593,-97.03935209652016,9.084545111589764,-242.47295497449608,145.7424471741918,175.49903837641347,-237.01817895140812
20191125,-66.72515841242742,-146.69342464639755,-238.90364068786056,-16.95312672797541,102.57613031005857,280.18441165152944,378.3445960285088,-35.53687826824574,0.0,138.8384581254027,-106.15346672660569,16.421794031330627,-246.60727684659497,131.61247055604804,169.26459259962581,-219.96401120037754
20191126,-57.40010874162639,-158.78154235696866,-265.3720127264469,-19.7065843550427,98.11024286660495,274.02325848278326,375.3435542497958,-55.0269160837673,0.0,129.4258765143403,-117.43679960240777,22.210198247143563,-246.10971163071682,118.03853059746784,162.4332008073872,-203.56814598382098
20191127,-51.320792788945674,-171.01284740280693,-288.9087090582169,-24.568575288877156,92.22044561525799,268.30929473335294,372.9159394581305,-73.76792924881528,0.0,121.12251939824334,-130.19481729501248,28.10411725457132,-242.59029105777063,106.59248849463934,153.9205123029491,-186.40680361635629
20191128,-49.918333976174914,-182.71535896076654,-311.0051357171875,-30.99515740323414,85.46125943662796,261.1717595358583,370.3633013093249,-92.01000530833645,0.0,112.40815179366832,-147.14350572890925,34.397071275556975,-236.92696400483624,94.02410103661651,147.18222731946548,-168.24636775108985
20191129,-49.371446052132484,-194.23277265904437,-328.4231903564655,-36.89596964435072,79.4543905078659,254.29956114371512,365.6397480662053,-111.52598258444377,0.0,103.19304623765314,-164.54385816931307,42.44158391631875,-229.59691521383948,80.92684662758886,140.38045343009256,-151.1556018254125
20191202,-47.142354451043765,-203.80346546961283,-334.3778221943952,-43.67910923160566,73.21497420851442,246.52436419380584,360.055851285914,-124.40361792719266,0.0,92.7085006191871,-181.6153466540617,49.69188521064346,-215.51629593178419,66.03829711942035,135.5449313538361,-137.68430508573516
20191203,-38.077796037720944,-212.22969916543556,-336.95689540655087,-51.00594281947373,66.61023902699459,237.4846281299553,350.2547515915031,-134.20920257594213,0.0,82.44297479620441,-197.74552596837776,57.159698954427846,-198.67099005758334,51.45214987501733,131.8577264271393,-123.12703383827724
20191204,-22.085134017670594,-224.1526271210364,-341.5157363748434,-59.79015333217361,59.46899218236,228.213604028853,340.6200606306169,-140.84645770815953,0.0,70.81294100698027,-214.49178881040478,65.59687104869766,-181.86242442388956,34.608334550632904,129.59751513233897,-107.3197633379701
20191205,2.8322632876038996,-235.25031492918356,-342.66770252923016,-68.65985398667587,52.33262654418404,218.24177223597817,326.41572417240764,-144.30853289866428,0.0,60.17969693386914,-245.98858399762625,73.68403509925874,-165.3210269196125,17.59962174582975,127.5698254679382,-89.46795489310617
20191206,38.23897891104238,-245.6719987195892,-342.13195048062823,-77.27732738108041,44.97627580679148,210.91258475745843,313.5286808557903,-144.73539425464952,0.0,50.25561105759576,-275.385903219043,80.0749356315141,-148.43994398426153,2.0766153893329133,125.17079307821152,-72.75383073903447
20191209,80.66143972221157,-252.1827763287205,-336.34035702726254,-85.58118027275067,37.68461025434279,202.4500975894738,305.70504833509835,-142.1640495640031,0.0,40.471790645357075,-295.22699406903735,87.18000372709129,-133.27107015010117,-14.237402321166991,123.07004880402569,-57.7819975519575
20191210,129.48889387799164,-257.5112300457975,-328.97483691466493,-92.28892438920403,32.93881888301403,194.04041009221027,296.4386307973428,-140.05113418812192,0.0,29.16087195625741,-311.2699614070244,92.3655676676305,-117.02267436433792,-31.56004094520572,121.24390364294166,-42.17625600621123
20191211,182.80345624854218,-260.97447454701216,-318.647195187942,-97.89301788293446,28.546791966947588,186.99995533398027,287.09246065330234,-137.6369801338419,0.0,17.669097441108036,-322.3763836762512,94.87431484895302,-98.28289593793257,-51.32652737423899,120.64143974908924,-26.86987050885275
20191212,237.98477242172822,-263.28590257278927,-305.02070055200534,-100.937184088533,25.087278964400788,183.07924494077778,279.3672010693253,-134.7278763048825,0.0,7.208112668021724,-327.6832768759556,95.40192901549688,-78.38342152869753,-69.11179983568803,121.13339054244666,-11.094092033363106
20191213,293.4980597483762,-263.9240791454277,-292.0425595795296,-102.08188525910677,22.019781744041687,178.11608122089777,271.6326584486185,-129.2338929632051,0.0,-2.0634663394062622,-331.43272181250825,94.14120142417678,-58.54056344459174,-84.21928360964246,121.87649124177236,4.8139203845446845
20191216,342.1262922047889,-257.7466134018021,-278.88176733980924,-99.85535807631359,19.5164871041155,177.32879645599354,267.1645667297921,-128.3542159094581,0.0,-9.596311638954294,-332.72132675604,90.54721856119384,-38.787735391400446,-96.02725526162763,125.75562621363777,23.094429800771938
20191217,379.76358111199863,-249.4478541733387,-266.63679679054957,-92.60532644081175,17.493618004443853,176.40751242916846,264.9541920484769,-128.22365406125533,0.0,-15.25284364704244,-334.8649823071581,85.52632427460863,-21.778501514602063,-104.5242197457342,128.24338377223455,42.06766576265226
20191218,404.31077797040115,-234.78835829990635,-249.8647264251913,-81.84556888153523,15.507844648418972,174.49816853287103,260.2683347957329,-128.4898857669905,0.0,-18.975142399032038,-337.54340322847264,78.61880885692392,-4.905823765942554,-109.03392207171942,130.9731677043594,59.336833534830745
20191219,415.6247041010189,-218.852176553273,-234.58293959863235,-68.68000185573291,13.39761262680509,172.1399291994568,252.8512203646015,-129.0393492681245,0.0,-21.118937050177955,-328.7879527981866,73.51740636326151,10.343592859588371,-110.08775282854674,132.94633255396386,75.27409465354637
20191220,414.17511219510317,-201.2964438715665,-220.16870616727107,-52.25965771928071,11.660978599740146,167.03122671467858,242.5746647047793,-129.94052603175138,0.0,-22.589839777908075,-315.6287151330397,71.36515979288653,24.37403478168094,-109.20650296781699,134.0878275684554,90.06962120365255
20191223,403.8054536540725,-183.19997454199387,-203.73696689980412,-34.39274355519605,9.488679669734758,162.49992519094775,231.76700502316697,-130.811270790199,0.0,-23.615877684867066,-308.5923367734112,69.8945627837788,37.72943886948967,-105.63793850565875,134.51272913531315,105.2416886379954
20191224,382.48314839265174,-164.68551019851287,-188.7339426330657,-14.645927767127807,7.17976854213232,157.94118076891377,221.61402842987226,-131.2370195419429,0.0,-23.88753703642818,-301.7175165610328,72.24024988901456,48.05576665706509,-100.12463038387327,133.94646906848902,117.69082250488918
20191225,354.9964981434768,-146.19726430065467,-176.60441573681453,6.544314140773802,5.018813154571957,155.1021385035493,212.87667969745743,-131.18167017883917,0.0,-23.882367914639726,-298.1116777412313,77.38115650524108,55.271935404827744,-91.93819591352869,133.68348740363143,129.08444128718924
20191226,327.12842813047627,-127.55444580884186,-166.46764659437787,28.03582195490572,2.97969510348167,156.84756214393855,205.9585839144092,-130.6022063346526,0.0,-23.862754745609625,-295.51915478168,85.20758631690475,60.019996210285534,-83.5968975128505,131.9774293557809,138.77300455419362
20191227,298.2086318601315,-107.09840834502825,-157.9692246644972,50.28643913129196,2.614279553054319,162.58907592833836,200.85980543077596,-129.27528547017707,0.0,-22.06989777587228,-287.40733631836827,96.15966141053622,64.20763522109793,-72.6211167931466,129.0988435159856,146.9580759927108
20191230,273.0147839152896,-89.76446480602701,-147.90735025682395,75.22498339805144,3.760674913240302,169.87732894255225,196.1298825139841,-131.39534409086912,0.0,-16.579347293692475,-271.921941941582,112.11321990799256,68.28908722156186,-54.917621658288816,121.02576702166002,152.41533979828483
20191231,253.92349379800504,-72.49418957803758,-137.23675515455207,99.13280333583823,6.266407261250327,180.58774031126532,197.55331588459842,-132.37279359013377,0.0,-8.090633711438787,-251.0795993641872,129.8590405885378,74.3974276478823,-31.99949584892959,112.93495023363968,156.7213073131649
20200102,240.75039998911046,-55.64212650072754,-126.7194508461865,122.0577718933358,10.103388770110332,194.4487952838611,200.61793564412613,-133.4334057671178,0.0,3.457565827680651,-226.06381331597407,148.02388938472058,81.49748540257467,-6.547498044716943,103.84518287583838,161.97478614084113
20200103,230.96437640406398,-38.95974880150559,-116.36357043785571,143.83378729774066,14.370699278280942,212.76639654643773,209.42790283584728,-134.4180455870626,0.0,17.73629756100583,-194.08460352248724,164.7258584175257,90.10233388799767,20.422844227947405,93.67795703894852,171.88422006079426
20200106,223.16933619801293,-23.344774723844026,-105.48508338402469,163.03756714276338,18.36913840661229,235.1215174365299,220.2528653411493,-135.64237118695178,0.0,35.72887531702497,-164.72225163264073,180.29179889315628,98.20505110954282,49.278899939747944,82.6115384330947,180.4590103025036
20200107,218.98238751947247,-9.501677032515186,-95.69288163182496,181.7538859005101,22.47302454678562,261.1652575880397,232.03844841946466,-140.07619492157693,0.0,57.545579724945014,-131.57904026439917,194.53475122995502,106.57644039680781,81.12723864589394,70.87642195204315,187.5689540777752
20200108,221.1902081988319,2.2441091577375345,-86.78068097201036,197.08576908751223,25.862955490018255,288.83055229741956,244.78929864200228,-144.30066377396025,0.0,81.48204452227768,-94.52085471365795,206.0604798508147,115.14125102253918,114.99435883903178,58.706995236973604,195.92076625322971
20200109,224.35082574112462,12.242095126067833,-78.74676498707632,213.36072803984908,29.46358554479807,317.7984603458178,257.8849155452324,-145.93527722558008,0.0,108.40692819978588,-53.41613603015816,216.45164430505915,124.11060416327568,151.76750180969447,44.50970905799782,202.73387021758086
20200110,231.20178188438393,19.82582108110733,-71.98673707698846,229.023275553342,33.5562056493745,340.24291857140804,267.7053881557975,-147.66841713102355,0.0,137.14899135485544,-8.563545533792858,226.12937665789772,130.47871278594673,189.157873642994,29.87783769883934,209.0876077177414
20200113,243.08771013376273,23.038897272521204,-67.23361121122768,240.06374876544845,34.938305280454976,364.43319586357745,275.05311019487914,-148.8037394268562,0.0,165.47822109210034,34.883155902059556,234.03777169675215,135.88120363299726,223.61044652845015,14.662799475611084,213.8139042296587
20200114,259.8946101427151,21.00137152882939,-67.37523847556908,240.6788686261889,31.946157037986524,386.5958694151737,281.6083697704199,-145.86080022417957,0.0,184.81511385256172,75.07312089400831,238.87720200057575,138.83253423255582,244.56672153205736,0.07535018214176574,217.91083714142147
20200115,273.80720766193787,14.914056698422081,-67.79693405966444,234.6763716773411,24.11189080262015,412.0443642555225,283.4526331826161,-143.3452312269052,0.0,196.25031453606306,112.48213909865581,239.26261825206498,138.20834636558624,253.48798132247316,-14.93991327809827,221.73027977054713
20200116,285.00243576353967,5.585466452163439,-69.51433079009145,221.84117585179237,10.933405878026056,432.358895479122,284.92517095664897,-138.87019938866655,0.0,203.17860313215562,147.87247124660186,236.66405084357922,135.63089118041887,256.6056805809136,-30.652866810071725,227.00080390518832
20200117,295.07091242694725,-7.2218965715728825,-72.41739010212152,203.55670055236348,-6.483927837683675,458.7336050762721,289.22052374240786,-133.59389751215977,0.0,205.70940752200812,180.2959035612433,234.22468078287906,131.20774688700018,254.74340040896217,-44.59108153130826,226.66438133932917
20200120,304.2965390481578,-21.244860922404435,-75.63594255719677,181.19410511890345,-29.121087214314013,485.2326536709168,293.7137930409278,-127.09958413738191,0.0,202.14327892727383,203.7439925913812,228.6465508355547,126.87874774038502,246.7590076531636,-57.58342803511899,227.24115652733727
20200121,306.24434386688824,-36.287877213130294,-77.06952623574634,152.02354652126957,-54.159804455429686,501.4258321558177,293.6872199712417,-116.51463925525177,0.0,191.23061290700338,218.89280816539448,213.97861022987863,121.83544177658912,230.5560888517153,-69.92437376512694,220.92241034762787
20200122,308.52398282306456,-51.91580313340599,-78.02174908771764,120.47177447558401,-78.16861145702858,513.177685065965,291.25096468629283,-104.62201866120384,0.0,174.72379512337892,226.65198978440702,195.7050702371138,114.7657105312998,207.23495766388373,-81.33958848720883,213.2128929211346
20200123,308.53270377706815,-68.51333604055398,-79.37813666241047,83.30939122413773,-102.34887058381803,514.8187836602606,284.307425736948,-94.83007361177091,0.0,151.06629426351103,227.74812822703467,171.80865261099927,105.6369393273723,174.82091859361168,-90.90164031636962,204.62565739001437
