,dailyPnl,NonFerrous,cumulativePnl
20100315,0.2779958842571099,0.2779958842571099,-0.014794718020716635
20100316,-0.08700480866553231,-0.08700480866553231,-0.10179952668624895
20100317,-0.18884509552062817,-0.18884509552062817,-0.29064462220687715
20100318,0.1563837927137144,0.1563837927137144,-0.13426082949316276
20100319,-0.08725152738785209,-0.08725152738785209,-0.22151235688101484
20100322,0.06795275610936921,0.06795275610936921,-0.15355960077164563
20100323,0.0010557550504936115,0.0010557550504936115,-0.15250384572115203
20100324,-0.01399844565211543,-0.01399844565211543,-0.16650229137326744
20100325,0.005065120826630819,0.005065120826630819,-0.16143717054663662
20100326,0.008855388418358524,0.008855388418358524,-0.15258178212827808
20100329,0.05003592981430258,0.05003592981430258,-0.1025458523139755
20100330,-0.00485058063215767,-0.00485058063215767,-0.10739643294613317
20100331,-0.0364762070609245,-0.0364762070609245,-0.14387264000705768
20100401,0.18100161632231743,0.18100161632231743,0.03712897631525974
20100402,0.02935037524936642,0.02935037524936642,0.06647935156462617
20100406,0.09663102685965727,0.09663102685965727,0.16311037842428344
20100407,0.004069751309731253,0.004069751309731253,0.1671801297340147
20100408,-0.16271398922675506,-0.16271398922675506,0.0044661405072596305
20100409,0.05231864844001491,0.05231864844001491,0.05678478894727454
20100412,0.03141106775152583,0.03141106775152583,0.08819585669880037
20100413,-0.03649386112399622,-0.03649386112399622,0.05170199557480415
20100414,0.018258139283073356,0.018258139283073356,0.0699601348578775
20100415,0.0014871684232021247,0.0014871684232021247,0.07144730328107962
20100416,0.019329445546021607,0.019329445546021607,0.09077674882710123
20100419,-0.41255957392323783,-0.41255957392323783,-0.3217828250961366
20100420,0.21034361350152214,0.21034361350152214,-0.11143921159461445
20100421,0.05706591475174863,0.05706591475174863,-0.05437329684286582
20100422,-0.09936874958685181,-0.09936874958685181,-0.15374204642971762
20100423,0.06580437632308418,0.06580437632308418,-0.08793767010663343
20100426,0.2289493248884568,0.2289493248884568,0.14101165478182337
20100427,-0.3375631512602553,-0.3375631512602553,-0.19655149647843195
20100428,-0.5873466031853466,-0.5873466031853466,-0.7838980996637785
20100429,0.10324550712220903,0.10324550712220903,-0.6806525925415695
20100430,-0.051044925661188775,-0.051044925661188775,-0.7316975182027583
20100504,-0.23048707824507148,-0.23048707824507148,-0.9621845964478297
20100505,-0.3080758484415399,-0.3080758484415399,-1.2702604448893697
20100506,-0.15355963226594163,-0.15355963226594163,-1.4238200771553113
20100507,-0.25387231443682023,-0.25387231443682023,-1.6776923915921316
20100510,0.1134597618529878,0.1134597618529878,-1.5642326297391438
20100511,-0.001474969532068377,-0.001474969532068377,-1.5657075992712122
20100512,-0.02446596760400089,-0.02446596760400089,-1.590173566875213
20100513,-0.15205308116008237,-0.15205308116008237,-1.7422266480352955
20100514,0.10478369711159113,0.10478369711159113,-1.6374429509237043
20100517,0.6515815020407817,0.6515815020407817,-0.9858614488829226
20100518,0.4040923488029489,0.4040923488029489,-0.5817691000799736
20100519,0.3782924023304419,0.3782924023304419,-0.2034766977495317
20100520,-0.2489680284011625,-0.2489680284011625,-0.4524447261506942
20100521,0.06697997590590826,0.06697997590590826,-0.38546475024478594
20100524,-0.682632472014233,-0.682632472014233,-1.068097222259019
20100525,0.6632846931412827,0.6632846931412827,-0.40481252911773635
20100526,-0.36425668778588316,-0.36425668778588316,-0.7690692169036195
20100527,-0.12931308479414594,-0.12931308479414594,-0.8983823016977655
20100528,-0.10227968617560708,-0.10227968617560708,-1.0006619878733725
20100531,0.0673234977156854,0.0673234977156854,-0.9333384901576871
20100601,0.3129227729527801,0.3129227729527801,-0.620415717204907
20100602,0.24255175572736012,0.24255175572736012,-0.37786396147754686
20100603,0.06994112811931301,0.06994112811931301,-0.30792283335823384
20100604,0.5394067256916952,0.5394067256916952,0.2314838923334614
20100607,0.501664796483404,0.501664796483404,0.7331486888168655
20100608,0.09037622726216774,0.09037622726216774,0.8235249160790332
20100609,-0.5355634758997052,-0.5355634758997052,0.287961440179328
20100610,0.14901902777638829,0.14901902777638829,0.4369804679557163
20100611,-0.2401385031604789,-0.2401385031604789,0.1968419647952374
20100617,0.09841736509942745,0.09841736509942745,0.29525932989466486
20100618,0.2274757683576074,0.2274757683576074,0.5227350982522723
20100621,-0.8242201252866712,-0.8242201252866712,-0.30148502703439894
20100622,0.03685221410392874,0.03685221410392874,-0.2646328129304702
20100623,-0.2582372763674265,-0.2582372763674265,-0.5228700892978967
20100624,-0.25417679268533583,-0.25417679268533583,-0.7770468819832326
20100625,0.23009703218658395,0.23009703218658395,-0.5469498497966486
20100628,-0.2022441778801837,-0.2022441778801837,-0.7491940276768323
20100629,0.2950526100675991,0.2950526100675991,-0.4541414176092332
20100630,0.08108140683216684,0.08108140683216684,-0.37306001077706635
20100701,0.05773271133474188,0.05773271133474188,-0.31532729944232446
20100702,-0.39079038479388173,-0.39079038479388173,-0.7061176842362062
20100705,-0.0890003006541646,-0.0890003006541646,-0.7951179848903709
20100706,-0.09176113016060053,-0.09176113016060053,-0.8868791150509714
20100707,0.08971761964487096,0.08971761964487096,-0.7971614954061004
20100708,-0.05654340745489621,-0.05654340745489621,-0.8537049028609965
20100709,-0.0077205745838616726,-0.0077205745838616726,-0.8614254774448582
20100712,0.12292107441130323,0.12292107441130323,-0.738504403033555
20100713,0.23371901366882908,0.23371901366882908,-0.504785389364726
20100714,-0.21209764064667183,-0.21209764064667183,-0.7168830300113977
20100715,-0.0189436210049838,-0.0189436210049838,-0.7358266510163816
20100716,-0.10592749638146194,-0.10592749638146194,-0.8417541473978435
20100719,0.07376556510793444,0.07376556510793444,-0.7679885822899091
20100720,-0.3207444083114302,-0.3207444083114302,-1.0887329906013392
20100721,0.0,0.0,-1.0887329906013392
20100722,-0.1424500275892105,-0.1424500275892105,-1.2311830181905496
20100723,-0.21756737558387249,-0.21756737558387249,-1.4487503937744222
20100726,-0.10626733063394844,-0.10626733063394844,-1.5550177244083705
20100727,0.10338711326678761,0.10338711326678761,-1.4516306111415829
20100728,-0.13338162384070967,-0.13338162384070967,-1.5850122349822926
20100729,-0.00920280899168839,-0.00920280899168839,-1.594215043973981
20100730,0.013362164500061672,0.013362164500061672,-1.5808528794739194
20100802,-0.08626325510453794,-0.08626325510453794,-1.6671161345784573
20100803,-0.010038005038180047,-0.010038005038180047,-1.6771541396166374
20100804,-0.021150538918640147,-0.021150538918640147,-1.6983046785352776
20100805,0.018637431393643804,0.018637431393643804,-1.6796672471416338
20100806,0.18683188596631795,0.18683188596631795,-1.4928353611753158
20100809,0.3139834728890247,0.3139834728890247,-1.178851888286291
20100810,-0.3662216572039722,-0.3662216572039722,-1.5450735454902633
20100811,-0.2826784086110163,-0.2826784086110163,-1.8277519541012797
20100812,-0.7663250872621189,-0.7663250872621189,-2.5940770413633985
20100813,0.7206859243152627,0.7206859243152627,-1.8733911170481359
20100816,0.0796840532855118,0.0796840532855118,-1.793707063762624
20100817,0.2557206507442249,0.2557206507442249,-1.5379864130183991
20100818,0.1514392135126626,0.1514392135126626,-1.3865471995057366
20100819,0.25591997377788145,0.25591997377788145,-1.1306272257278551
20100820,-1.0543040049238441,-1.0543040049238441,-2.1849312306516993
20100823,-0.08349510256499841,-0.08349510256499841,-2.2684263332166976
20100824,-0.45952742843694033,-0.45952742843694033,-2.727953761653638
20100825,-0.13133254541306652,-0.13133254541306652,-2.8592863070667045
20100826,0.625583028175622,0.625583028175622,-2.2337032788910824
20100827,0.22075098188133643,0.22075098188133643,-2.012952297009746
20100830,0.7333307192010794,0.7333307192010794,-1.2796215778086666
20100831,-0.6761834095007432,-0.6761834095007432,-1.9558049873094099
20100901,0.5291246000688561,0.5291246000688561,-1.4266803872405538
20100902,0.3932675990692236,0.3932675990692236,-1.0334127881713302
20100903,-0.0986903216246588,-0.0986903216246588,-1.132103109795989
20100906,0.6891411535884843,0.6891411535884843,-0.4429619562075048
20100907,-0.18755495973654052,-0.18755495973654052,-0.6305169159440454
20100908,0.14656809242329902,0.14656809242329902,-0.4839488235207463
20100909,-0.6971549375378792,-0.6971549375378792,-1.1811037610586255
20100910,0.033558732458330416,0.033558732458330416,-1.147545028600295
20100913,0.3748548352969078,0.3748548352969078,-0.7726901933033873
20100914,-0.44485837092871383,-0.44485837092871383,-1.2175485642321011
20100915,-0.12216554580273242,-0.12216554580273242,-1.3397141100348335
20100916,0.15659206466607137,0.15659206466607137,-1.183122045368762
20100917,0.45245990378956286,0.45245990378956286,-0.7306621415791992
20100920,0.19868491966071458,0.19868491966071458,-0.5319772219184846
20100921,-0.42117626179365614,-0.42117626179365614,-0.9531534837121407
20100927,0.19323220897923918,0.19323220897923918,-0.7599212747329015
20100928,-0.1315559890691263,-0.1315559890691263,-0.8914772638020279
20100929,0.1757448809774198,0.1757448809774198,-0.715732382824608
20100930,-0.11324279303909923,-0.11324279303909923,-0.8289751758637073
20101008,0.0862791716649753,0.0862791716649753,-0.7426960041987319
20101011,1.398903224128036,1.398903224128036,0.656207219929304
20101012,-0.223502712738191,-0.223502712738191,0.432704507191113
20101013,0.6453067095348627,0.6453067095348627,1.0780112167259757
20101014,0.21469033294726986,0.21469033294726986,1.2927015496732455
20101015,0.15578723068005765,0.15578723068005765,1.448488780353303
20101018,-0.4965152937081134,-0.4965152937081134,0.9519734866451897
20101019,0.30741978655725877,0.30741978655725877,1.2593932732024484
20101020,-0.254523475026231,-0.254523475026231,1.0048697981762174
20101021,0.5327648459292164,0.5327648459292164,1.5376346441054336
20101022,0.8184515452262623,0.8184515452262623,2.356086189331696
20101025,0.8597715933336555,0.8597715933336555,3.2158577826653514
20101026,0.006262784310884234,0.006262784310884234,3.2221205669762356
20101027,-0.7649290344063452,-0.7649290344063452,2.4571915325698903
20101028,-0.038178927267809484,-0.038178927267809484,2.419012605302081
20101029,-1.210945953943762,-1.210945953943762,1.208066651358319
20101101,0.746588699991,0.746588699991,1.9546553513493188
20101102,-0.27728999094248297,-0.27728999094248297,1.677365360406836
20101103,-0.011768848455914834,-0.011768848455914834,1.665596511950921
20101104,0.46215470671373227,0.46215470671373227,2.1277512186646534
20101105,0.8930112494969455,0.8930112494969455,3.0207624681615988
20101108,-0.5777274730501777,-0.5777274730501777,2.443034995111421
20101109,0.2962775273417031,0.2962775273417031,2.7393125224531243
20101110,-0.19860259227596772,-0.19860259227596772,2.5407099301771567
20101111,0.3815797652616624,0.3815797652616624,2.922289695438819
20101112,-1.06211292087392,-1.06211292087392,1.8601767745648992
20101115,-1.2429804975933516,-1.2429804975933516,0.6171962769715476
20101116,-0.4713809317958901,-0.4713809317958901,0.14581534517565747
20101117,-0.6422998258876459,-0.6422998258876459,-0.4964844807119884
20101118,0.2596213947219343,0.2596213947219343,-0.23686308599005412
20101119,0.25697906569750084,0.25697906569750084,0.02011597970744672
20101122,-0.33921704449262124,-0.33921704449262124,-0.3191010647851745
20101123,-0.7163419029464101,-0.7163419029464101,-1.0354429677315846
20101124,0.3324262826859255,0.3324262826859255,-0.7030166850456592
20101125,-0.15715107549994925,-0.15715107549994925,-0.8601677605456084
20101126,0.03109190897091673,0.03109190897091673,-0.8290758515746917
20101129,0.10684909573902786,0.10684909573902786,-0.7222267558356638
20101130,-0.05682595044393836,-0.05682595044393836,-0.7790527062796021
20101201,0.04085857084403396,0.04085857084403396,-0.7381941354355681
20101202,0.03711238778295125,0.03711238778295125,-0.7010817476526169
20101203,-0.004726751386587955,-0.004726751386587955,-0.7058084990392048
20101206,-0.01621844229246632,-0.01621844229246632,-0.7220269413316711
20101207,-0.02935130253161435,-0.02935130253161435,-0.7513782438632854
20101208,0.20396040484855002,0.20396040484855002,-0.5474178390147354
20101209,-0.18166566806817827,-0.18166566806817827,-0.7290835070829137
20101210,-0.07072183629315218,-0.07072183629315218,-0.7998053433760659
20101213,-0.3291341919920973,-0.3291341919920973,-1.1289395353681633
20101214,-0.01315002829376039,-0.01315002829376039,-1.1420895636619237
20101215,0.2530839036397844,0.2530839036397844,-0.8890056600221393
20101216,-0.01595055171191991,-0.01595055171191991,-0.9049562117340593
20101217,-0.0753891235699568,-0.0753891235699568,-0.9803453353040161
20101220,0.04006375489092657,0.04006375489092657,-0.9402815804130895
20101221,-0.15735913716579703,-0.15735913716579703,-1.0976407175788865
20101222,0.1379838546671669,0.1379838546671669,-0.9596568629117196
20101223,-0.08187926175287401,-0.08187926175287401,-1.0415361246645936
20101224,0.02036673209666683,0.02036673209666683,-1.0211693925679268
20101227,0.060243314784129885,0.060243314784129885,-0.9609260777837969
20101228,-0.1077700609521544,-0.1077700609521544,-1.0686961387359513
20101229,-0.07044883518593187,-0.07044883518593187,-1.139144973921883
20101230,-0.045944909692895795,-0.045944909692895795,-1.185089883614779
20101231,0.017987532359902803,0.017987532359902803,-1.1671023512548762
20110104,-0.005912648345201083,-0.005912648345201083,-1.1730149996000772
20110105,0.022372062883775447,0.022372062883775447,-1.1506429367163018
20110106,-0.022284171822217612,-0.022284171822217612,-1.1729271085385193
20110107,0.03046098098993123,0.03046098098993123,-1.1424661275485881
20110110,0.0004449348905683275,0.0004449348905683275,-1.1420211926580197
20110111,-0.001843993805135658,-0.001843993805135658,-1.1438651864631553
20110112,-0.0006425497887338125,-0.0006425497887338125,-1.1445077362518892
20110113,-0.00016917691062588592,-0.00016917691062588592,-1.144676913162515
20110114,-0.0003612438591093923,-0.0003612438591093923,-1.1450381570216244
20110117,-0.0005651796272744813,-0.0005651796272744813,-1.145603336648899
20110118,-0.0014692647481358127,-0.0014692647481358127,-1.1470726013970347
20110119,0.005683978986690038,0.005683978986690038,-1.1413886224103447
20110120,-0.15042035593269112,-0.15042035593269112,-1.2918089783430358
20110121,-0.14077545435712133,-0.14077545435712133,-1.4325844327001571
20110124,0.020503696467115824,0.020503696467115824,-1.4120807362330412
20110125,-0.6955629543728029,-0.6955629543728029,-2.107643690605844
20110126,0.04041018323983129,0.04041018323983129,-2.0672335073660126
20110127,0.08898272356052125,0.08898272356052125,-1.9782507838054915
20110128,0.11045708197408029,0.11045708197408029,-1.8677937018314112
20110131,0.39218556548920247,0.39218556548920247,-1.4756081363422089
20110201,0.9315371925744568,0.9315371925744568,-0.5440709437677521
20110209,-0.2596288364659451,-0.2596288364659451,-0.8036997802336971
20110210,0.18220595312777926,0.18220595312777926,-0.6214938271059178
20110211,-0.34773659482955893,-0.34773659482955893,-0.9692304219354768
20110214,0.47051485868526943,0.47051485868526943,-0.4987155632502074
20110215,-0.07048706784991833,-0.07048706784991833,-0.5692026311001257
20110216,0.436897657753073,0.436897657753073,-0.1323049733470527
20110217,-0.2530489179922003,-0.2530489179922003,-0.385353891339253
20110218,0.243715762516845,0.243715762516845,-0.141638128822408
20110221,0.5046854477110508,0.5046854477110508,0.36304731888864283
20110222,-0.5738368173782393,-0.5738368173782393,-0.2107894984895965
20110223,-0.2907087754095072,-0.2907087754095072,-0.5014982738991036
20110224,-0.11164280095892033,-0.11164280095892033,-0.6131410748580239
20110225,0.05287942867541063,0.05287942867541063,-0.5602616461826133
20110228,0.07723011631109596,0.07723011631109596,-0.4830315298715174
20110301,-0.04155014506724321,-0.04155014506724321,-0.5245816749387606
20110302,-0.0198929354406248,-0.0198929354406248,-0.5444746103793854
20110303,-0.022853732288172994,-0.022853732288172994,-0.5673283426675584
20110304,0.0236992271589613,0.0236992271589613,-0.543629115508597
20110307,-0.050329912225522036,-0.050329912225522036,-0.5939590277341191
20110308,-0.0756630605038486,-0.0756630605038486,-0.6696220882379678
20110309,0.08029678271330096,0.08029678271330096,-0.5893253055246668
20110310,-0.15669149321848247,-0.15669149321848247,-0.7460167987431492
20110311,0.002223709323478673,0.002223709323478673,-0.7437930894196705
20110314,-0.02081195651066119,-0.02081195651066119,-0.7646050459303316
20110315,0.0030426003404329456,0.0030426003404329456,-0.7615624455898987
20110316,-0.03409057993302313,-0.03409057993302313,-0.7956530255229218
20110317,0.11027534947931732,0.11027534947931732,-0.6853776760436046
20110318,-0.08051756940136798,-0.08051756940136798,-0.7658952454449726
20110321,0.11062645894190196,0.11062645894190196,-0.6552687865030706
20110322,-0.0926503063930672,-0.0926503063930672,-0.7479190928961379
20110323,-0.27986657111292795,-0.27986657111292795,-1.027785664009066
20110324,0.015489934557286904,0.015489934557286904,-1.012295729451779
20110325,-0.015728560710532205,-0.015728560710532205,-1.0280242901623111
20110328,0.21732017690602573,0.21732017690602573,-0.8107041132562853
20110329,0.021612504414287928,0.021612504414287928,-0.7890916088419974
20110330,-0.07093489751873812,-0.07093489751873812,-0.8600265063607355
20110331,0.11437534454969335,0.11437534454969335,-0.7456511618110422
20110401,0.06568754300097739,0.06568754300097739,-0.6799636188100648
20110406,-0.31380470816888256,-0.31380470816888256,-0.9937683269789475
20110407,0.021248987441366288,0.021248987441366288,-0.9725193395375812
20110408,-0.12311742940819895,-0.12311742940819895,-1.0956367689457802
20110411,-0.003916525627955419,-0.003916525627955419,-1.0995532945737356
20110412,0.06758846732378153,0.06758846732378153,-1.0319648272499542
20110413,0.006335757492035123,0.006335757492035123,-1.0256290697579191
20110414,0.04422420175992058,0.04422420175992058,-0.9814048679979985
20110415,0.0119669169365872,0.0119669169365872,-0.9694379510614113
20110418,0.002179289318662511,0.002179289318662511,-0.9672586617427488
20110419,0.4674683155268596,0.4674683155268596,-0.4997903462158892
20110420,-0.24726623874787695,-0.24726623874787695,-0.7470565849637661
20110421,0.04879965859736455,0.04879965859736455,-0.6982569263664016
20110422,0.2442994944030248,0.2442994944030248,-0.4539574319633768
20110425,0.452744067095385,0.452744067095385,-0.0012133648679917841
20110426,0.04479644413286821,0.04479644413286821,0.04358307926487642
20110427,0.1504954029874111,0.1504954029874111,0.19407848225228752
20110428,-0.3916952453611558,-0.3916952453611558,-0.19761676310886828
20110429,0.2739328567766609,0.2739328567766609,0.07631609366779263
20110503,0.12380337703164053,0.12380337703164053,0.20011947069943314
20110504,0.0633711140259142,0.0633711140259142,0.26349058472534737
20110505,0.9126426084581168,0.9126426084581168,1.1761331931834642
20110506,0.7500044440810661,0.7500044440810661,1.9261376372645302
20110509,-0.7787147952002459,-0.7787147952002459,1.1474228420642842
20110510,-0.22504293812276363,-0.22504293812276363,0.9223799039415206
20110511,0.158693330928212,0.158693330928212,1.0810732348697325
20110512,1.0547253724756336,1.0547253724756336,2.1357986073453663
20110513,-1.3585459616427533,-1.3585459616427533,0.777252645702613
20110516,0.3804968850422725,0.3804968850422725,1.1577495307448855
20110517,-0.107458002450816,-0.107458002450816,1.0502915282940695
20110518,-0.13499455029077298,-0.13499455029077298,0.9152969780032965
20110519,-0.2808151707120567,-0.2808151707120567,0.6344818072912397
20110520,0.1566411600764118,0.1566411600764118,0.7911229673676515
20110523,0.738876019355095,0.738876019355095,1.5299989867227466
20110524,-0.35406361392823804,-0.35406361392823804,1.1759353727945085
20110525,-0.743461645740336,-0.743461645740336,0.43247372705417253
20110526,-0.6260434256800708,-0.6260434256800708,-0.19356969862589823
20110527,-0.2794280670258608,-0.2794280670258608,-0.47299776565175905
20110530,0.48023296339537186,0.48023296339537186,0.007235197743612809
20110531,-0.1507071596200146,-0.1507071596200146,-0.1434719618764018
20110601,0.25848814614963245,0.25848814614963245,0.11501618427323065
20110602,0.08662071114991512,0.08662071114991512,0.20163689542314578
20110603,-0.40419360290686074,-0.40419360290686074,-0.20255670748371496
20110607,-0.10751927054045807,-0.10751927054045807,-0.310075978024173
20110608,0.15939433970761724,0.15939433970761724,-0.1506816383165558
20110609,0.011217064607476413,0.011217064607476413,-0.1394645737090794
20110610,-0.16731074252035985,-0.16731074252035985,-0.3067753162294392
20110613,0.19594677767590715,0.19594677767590715,-0.11082853855353206
20110614,-0.024665014545576396,-0.024665014545576396,-0.13549355309910846
20110615,-0.1009172394568217,-0.1009172394568217,-0.23641079255593017
20110616,0.35158088388546505,0.35158088388546505,0.11517009132953487
20110617,0.07933338566528131,0.07933338566528131,0.19450347699481618
20110620,0.24100832933408173,0.24100832933408173,0.4355118063288979
20110621,-0.42838644318581404,-0.42838644318581404,0.007125363143083874
20110622,0.08242718538888152,0.08242718538888152,0.0895525485319654
20110623,-0.2622637751531739,-0.2622637751531739,-0.1727112266212085
20110624,-0.4923340658509787,-0.4923340658509787,-0.6650452924721872
20110627,0.9298825408404127,0.9298825408404127,0.2648372483682254
20110628,-0.41006607058484346,-0.41006607058484346,-0.14522882221661804
20110629,-0.38138024442075513,-0.38138024442075513,-0.5266090666373732
20110630,-0.9764073259845625,-0.9764073259845625,-1.5030163926219355
20110701,-0.03599940824920253,-0.03599940824920253,-1.539015800871138
20110704,-0.8040342216553286,-0.8040342216553286,-2.3430500225264668
20110705,0.18567104744041785,0.18567104744041785,-2.157378975086049
20110706,-0.2036952124019334,-0.2036952124019334,-2.3610741874879824
20110707,0.02868335055481798,0.02868335055481798,-2.3323908369331643
20110708,-0.0008308090872983254,-0.0008308090872983254,-2.3332216460204624
20110711,0.021084579512103907,0.021084579512103907,-2.3121370665083587
20110712,-0.05672506659061613,-0.05672506659061613,-2.368862133098975
20110713,-0.38797113627768276,-0.38797113627768276,-2.7568332693766577
20110714,0.19139624288750895,0.19139624288750895,-2.565437026489149
20110715,0.13662833054905998,0.13662833054905998,-2.4288086959400887
20110718,0.0012248775950706018,0.0012248775950706018,-2.4275838183450182
20110719,0.06229312846810284,0.06229312846810284,-2.3652906898769155
20110720,-0.004023205262729908,-0.004023205262729908,-2.3693138951396455
20110721,0.0707646976731255,0.0707646976731255,-2.29854919746652
20110722,0.008933539387166371,0.008933539387166371,-2.2896156580793536
20110725,0.0020776243006917737,0.0020776243006917737,-2.2875380337786617
20110726,0.09972747258971755,0.09972747258971755,-2.187810561188944
20110727,0.039848173768553555,0.039848173768553555,-2.1479623874203906
20110728,-0.023020318014372144,-0.023020318014372144,-2.1709827054347626
20110729,-0.16348486572411605,-0.16348486572411605,-2.3344675711588785
20110801,0.19224359894159004,0.19224359894159004,-2.1422239722172884
20110802,-0.9382985893709114,-0.9382985893709114,-3.0805225615881997
20110803,-0.21840871054380523,-0.21840871054380523,-3.298931272132005
20110804,-0.4714568971685353,-0.4714568971685353,-3.7703881693005403
20110805,-2.7484291285912548,-2.7484291285912548,-6.518817297891795
20110808,-0.9134818501461708,-0.9134818501461708,-7.432299148037966
20110809,-0.9276587416152072,-0.9276587416152072,-8.359957889653174
20110810,1.2503194551741306,1.2503194551741306,-7.109638434479043
20110811,0.16844198800110483,0.16844198800110483,-6.941196446477939
20110812,0.3360587493699375,0.3360587493699375,-6.605137697108002
20110815,0.39481902004098873,0.39481902004098873,-6.210318677067013
20110816,-1.09907958967617,-1.09907958967617,-7.309398266743183
20110817,0.7051258651530725,0.7051258651530725,-6.60427240159011
20110818,0.05983471340304235,0.05983471340304235,-6.5444376881870685
20110819,-0.16701731166528017,-0.16701731166528017,-6.711454999852348
20110822,-0.05662559538966921,-0.05662559538966921,-6.768080595242018
20110823,0.05923090540883782,0.05923090540883782,-6.70884968983318
20110824,0.030117665863723102,0.030117665863723102,-6.678732023969457
20110825,-0.032396172379451825,-0.032396172379451825,-6.711128196348908
20110826,-0.013018905688774403,-0.013018905688774403,-6.724147102037683
20110829,0.013881476779121384,0.013881476779121384,-6.710265625258561
20110830,-0.15067262188327268,-0.15067262188327268,-6.860938247141834
20110831,-0.01729741995582894,-0.01729741995582894,-6.878235667097663
20110901,0.14978308952205605,0.14978308952205605,-6.728452577575608
20110902,0.10929807792974758,0.10929807792974758,-6.61915449964586
20110905,0.07181315172937121,0.07181315172937121,-6.547341347916489
20110906,0.13322853365290227,0.13322853365290227,-6.414112814263587
20110907,-0.5053224139875889,-0.5053224139875889,-6.919435228251175
20110908,0.1565191571189143,0.1565191571189143,-6.762916071132261
20110909,-0.059521100475528645,-0.059521100475528645,-6.822437171607789
20110913,0.6493315549010388,0.6493315549010388,-6.17310561670675
20110914,0.560135579181471,0.560135579181471,-5.61297003752528
20110915,0.12560682107721724,0.12560682107721724,-5.487363216448062
20110916,-0.40547883756748015,-0.40547883756748015,-5.892842054015542
20110919,3.136719114862894,3.136719114862894,-2.756122939152648
20110920,0.010839405777164406,0.010839405777164406,-2.7452835333754835
20110921,-0.3552507982980565,-0.3552507982980565,-3.10053433167354
20110922,3.877081276107041,3.877081276107041,0.7765469444335009
20110923,4.648094296848078,4.648094296848078,5.424641241281579
20110926,4.651382195840505,4.651382195840505,10.076023437122084
20110927,-4.085504604947,-4.085504604947,5.990518832175083
20110928,-0.40882429931524317,-0.40882429931524317,5.58169453285984
20110929,1.0336836563339935,1.0336836563339935,6.615378189193834
20110930,-2.633278112241309,-2.633278112241309,3.9821000769525248
20111010,0.8079878490473479,0.8079878490473479,4.790087925999873
20111011,-0.09457124718810642,-0.09457124718810642,4.695516678811766
20111012,-0.3298315098378616,-0.3298315098378616,4.365685168973905
20111013,0.04517656540048605,0.04517656540048605,4.410861734374391
20111014,-0.42173960043812386,-0.42173960043812386,3.9891221339362675
20111017,0.09709388276535026,0.09709388276535026,4.086216016701618
20111018,1.4005050068153915,1.4005050068153915,5.48672102351701
20111019,-0.12009795128963212,-0.12009795128963212,5.3666230722273776
20111020,1.5010617747590183,1.5010617747590183,6.867684846986396
20111021,-0.9704553519452036,-0.9704553519452036,5.897229495041192
20111024,-1.7396800001766686,-1.7396800001766686,4.157549494864524
20111025,-0.0775534334258287,-0.0775534334258287,4.079996061438695
20111026,0.17454489639721438,0.17454489639721438,4.25454095783591
20111027,-0.28706192151423215,-0.28706192151423215,3.9674790363216776
20111028,-0.6039193985600639,-0.6039193985600639,3.3635596377616137
20111031,0.1693240801683781,0.1693240801683781,3.532883717929992
20111101,0.05865967187622693,0.05865967187622693,3.591543389806219
20111102,0.012286908388591119,0.012286908388591119,3.60383029819481
20111103,0.4653997707857213,0.4653997707857213,4.069230068980532
20111104,-0.8558820009254519,-0.8558820009254519,3.2133480680550797
