,A.DCE,AG.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,OI.ZCE,P.DCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE
20180116,-3.4210416065417077,5.022046705867691,-59.287191209803005,20.826240140882774,12.388693660571146,8.56112031647579,0.0,7.592274731891385,12.690521583668811,-3.432678182798362,0.0,0.0,-6.928126028608035,0.0,8.54816555752262,5.642116910855705,-5.421352550898608,1.4880245897771989,7.613915704181788,-13.78328575342828,0.0,0.0,-7.2184503970526945,3.322435520115147,-5.7347562604300135,-7.342004667075716,0.0,0.0,0.0,-0.5221816520502309,0.0,-8.46238952539536,-2.5837126704836444,9.350566023899733,0.0,0.0,-17.38857961729293,0.0,8.036283813252421,0.0,-15.736703379547208,0.0,-2.381012217419976,0.0,-7.161923049784708,-7.13393238694579
20180117,-3.694095930991204,9.527194078402125,-55.40660742596115,21.362756012334877,11.6937323731637,8.547654250557207,0.0,8.141959096653666,12.378100626643105,-1.6269873350810615,0.0,0.0,-7.004105908000071,0.0,8.908763165894172,5.732926904348575,-5.529979801097113,0.6627514076033791,7.146939287947099,-13.055487668623119,0.0,0.0,-5.35388953128254,3.9298131969362564,-5.035750790635095,-7.266299556030739,0.0,0.0,0.0,-0.5043351013238107,0.0,-8.741291495200375,-2.028331476258537,9.569316441539218,0.0,0.0,-15.649143503481596,0.0,8.114520647341143,0.0,-17.381269674480585,0.0,-2.021842608880004,0.0,-7.489731577545463,-7.216943654914974
20180118,-3.462236172685243,12.555798881144183,-54.244946396797566,21.713624624762424,11.108563924735673,8.597865421335277,0.0,9.250169387395545,11.75994657147293,1.1641552112502915,0.0,0.0,-7.08158848223767,0.0,9.259805379135694,5.837280494626909,-5.663521134736695,-0.2009820571028367,6.828119388621327,-12.579816034457506,0.0,0.0,-3.787709859380952,4.458402290977661,-4.197129323602722,-7.2504148177974805,0.0,0.0,0.0,-0.4942620839890593,0.0,-8.998822535503495,-1.4781146091909751,9.830846581928919,0.0,0.0,-14.00781236330593,0.0,8.056834974779363,0.0,-18.228354666225844,0.0,-1.747860840377711,0.0,-7.772357633555229,-6.994656208717872
20180119,-3.0210045968791945,11.808935305208056,-53.76818864607546,21.01373535070082,11.289588727306784,6.826731709204007,0.0,10.354404508550513,11.235830201625326,3.552156182017566,0.0,0.0,-7.195039002428549,0.0,9.414956161552468,5.945588049589501,-5.7964688741809995,-1.2763158924387785,6.605620462559139,-12.277294340329277,0.0,0.0,-1.9601095595714355,4.917665681376361,-3.3247060000365356,-6.9696737007433365,0.0,0.0,0.0,-0.4887503574684308,0.0,-9.101641475023861,-0.6986250848007473,10.068963377123598,0.0,0.0,-12.77599409494523,0.0,7.993625195091923,0.0,-17.415080817930576,0.0,-1.5374146170596057,0.0,-8.038220033844647,-6.437819589920869
20180122,-2.196684319721755,10.163666681973492,-51.96677654794216,17.315299308568953,10.878104303926216,5.422938793603707,0.0,10.780113924317662,10.735671316689293,5.239412525442794,0.0,0.0,-7.227218980856723,0.0,9.567313178551535,6.068238231191996,-5.944530469505392,-1.910974166966532,6.454487419347109,-12.11422505475567,0.0,0.0,-0.6572099890956238,5.323328319197127,-2.522603356032615,-7.459186918132346,0.0,0.0,0.0,-0.48755439933482103,0.0,-9.249494579585662,0.19006265157706817,10.337524974719202,0.0,0.0,-11.746071363073257,0.0,7.898153014130418,0.0,-15.016313301863613,0.0,-1.3692551403070017,0.0,-6.3949432017914525,-6.266114336005079
20180123,-1.8803495792936993,8.782078651451789,-50.574554932311955,14.587773087926127,10.430435620687364,4.302736716529517,0.0,10.732407239821356,10.463350465000872,6.22247124783293,0.0,0.0,-7.285642400601644,0.0,9.757176240502028,6.013171272650269,-6.105498050811025,-2.5978428275041923,6.353782287762885,-12.014217295807185,0.0,0.0,0.6124073945882366,5.664142418435807,-1.9085102410988644,-7.727673118262199,0.0,0.0,0.0,-0.48814956209892824,0.0,-9.409551362312493,1.186645591725642,10.313923015224319,0.0,0.0,-10.943972804120177,0.0,7.871919402425208,0.0,-13.747198192159866,0.0,-1.2396319773501405,0.0,-5.082681138407174,-6.668023175973145
20180124,-1.8935162561591952,10.19680328742422,-48.824324318414455,15.780299746033199,10.333700772673332,3.417120988121,0.0,10.317441072385627,9.757476426501633,7.0268788840839145,0.0,0.0,-7.37303584467249,0.0,9.926713263650491,6.0044841075017255,-6.274599985402776,-3.595375917422594,6.307031766053235,-11.937734145409063,0.0,0.0,1.7413346533862883,5.962201545175852,-1.6702222253888703,-8.222380243741819,0.0,0.0,0.0,-0.4905851596807868,0.0,-9.58807395103242,1.9526535183022098,10.358469905609047,0.0,0.0,-10.340521586281307,0.0,7.88350303113563,0.0,-13.256667306761859,0.0,-3.5724321829183756,0.0,-4.033458584682284,-7.424918166947486
20180125,-1.8201630277567364,9.513194870897085,-47.76680338512608,16.155620834060475,10.423399382768029,2.7048568990850006,0.0,9.779031986279657,8.826035892109354,7.392733729123207,0.0,0.0,-7.38415285405314,0.0,10.089541099286292,6.004277852576069,-6.29500753291479,-4.719015872620967,6.234202065378389,-11.921196804852011,0.0,0.0,2.9972559588959196,6.222779569017727,-1.3338219211089735,-8.693260488952413,0.0,0.0,0.0,-0.4950666508456921,0.0,-9.774802468386923,2.5439482307450696,10.455339697870334,0.0,0.0,-9.899375569318396,0.0,7.936024656399433,0.0,-13.640011045119362,0.0,-5.525672295501296,0.0,-3.187144505703998,-7.744522831753159
20180126,-1.4846817383161681,9.65369345964374,-46.88280007819596,17.041697218345004,10.239083170801802,2.1285985360763595,0.0,9.43546634891291,8.009653086134865,7.6570879879896045,0.0,0.0,-7.432225176303154,0.0,10.265041108100306,5.993431611499826,-6.321748710168231,-5.837769464424017,6.1859768663133385,-11.943442674708924,0.0,0.0,4.349322325909946,6.467197960918633,-1.385661958096916,-9.650532241400876,0.0,0.0,0.0,-0.5009664262753954,0.0,-9.944799345144546,3.1032677722718898,10.588262891589805,0.0,0.0,-9.42734329363889,0.0,7.905702553630152,0.0,-14.963862227751818,0.0,-7.109525307121852,0.0,-2.5036397669750756,-8.52717255254273
20180129,-1.6319565041952002,9.10917355334421,-44.858815845812146,17.58455560823978,10.821900439046356,1.6604508385714953,0.0,9.030810372933173,7.217208326060191,8.056205347729808,0.0,0.0,-7.495950284267966,0.0,10.462393727432392,6.008885042024669,-6.37149242949513,-6.984163909127818,6.164930797458119,-11.994945153025004,0.0,0.0,5.127933130146757,6.691304814299344,-1.4315825311759032,-10.169473004169989,0.0,0.0,0.0,-0.5075928491603092,0.0,-10.134040949484616,3.1258382500869932,10.751629518349345,0.0,0.0,-9.064281520950297,0.0,7.878365481930376,0.0,-16.403143856603858,0.0,-8.459744525374457,0.0,-3.8602222675517983,-8.70743358091438
20180130,-1.7495102052325908,8.392573524313882,-43.472270251069496,16.97388665106208,10.260727588846972,1.2801150722276722,0.0,8.110775858271763,6.464712405974042,8.317571515211913,0.0,0.0,-7.6007229558752565,0.0,10.93649729537135,6.086363725293638,-6.437284907539494,-8.33557395006425,6.188479052960653,-12.116115443110129,0.0,0.0,5.962871801290405,7.007388235705389,-1.611860245401857,-10.311501086197891,0.0,0.0,0.0,-0.5291998120053353,0.0,-10.548960002946234,3.3738275916209557,10.710665619073405,0.0,0.0,-8.778923568210704,0.0,7.839821564816946,0.0,-19.115505492457427,0.0,-9.539257050337891,0.0,-5.107505992922396,-9.098824483580522
20180131,-2.176909850373459,6.600000933330273,-42.26917598703809,14.501217522366735,9.2597384292239,0.9695463976279451,0.0,7.187395072674311,6.015751872735011,8.305389534548906,0.0,0.0,-7.6618316986306585,0.0,11.685345627977455,6.147157373681375,-6.489628769125244,-9.155776721283164,6.226419764793064,-12.207143987388957,0.0,0.0,7.382866100529336,7.246521941298221,-1.1376548135062146,-9.942914480425992,0.0,0.0,0.0,-0.546471271722692,0.0,-11.244386554386287,4.211177678957483,10.534478334464184,0.0,0.0,-8.539069205788065,0.0,7.9238522452397655,0.0,-21.373740287674334,0.0,-10.439470898782579,0.0,-4.0716914330442595,-8.888082686175999
20180201,-2.517860772117762,4.995854332827594,-41.49395333476843,11.285247514322263,8.580528788655947,0.7176609443029756,0.0,6.392199772346983,5.478109234865754,7.79054463687427,0.0,0.0,-7.7160828318979835,0.0,12.187778600325265,6.233066353253097,-6.831844782853308,-10.022321834734273,6.281394671384151,-12.246564797853711,0.0,0.0,8.185558743963238,7.4730309138501365,-0.992661149129134,-9.693330214761215,0.0,0.0,0.0,-2.728902052767522,0.0,-11.801882231597151,5.087290305048347,10.391315376167224,0.0,0.0,-8.344076286643276,0.0,7.990729543237053,0.0,-22.765399465350594,0.0,-11.22831418622996,0.0,-3.242721572478402,-8.698583984402367
20180202,-2.3168441166802927,3.9830076237621723,-40.83323559937684,7.589694237342598,8.598468125949509,0.5125233876191939,0.0,6.014384187455187,4.929222595267261,7.804829235961394,0.0,0.0,-7.714668845194787,0.0,12.507184244939626,6.270814007688052,-7.00292217682082,-10.123887959736354,6.189702521454844,-12.258094801171797,0.0,0.0,9.096615312163237,6.1754303456328845,-0.9006751697914069,-9.67423063066997,0.0,0.0,0.0,-4.499035872510993,0.0,-12.283500198781722,5.860553962204183,10.249087316823278,0.0,0.0,-8.208848652345647,0.0,8.094046197027293,0.0,-24.52512252447222,0.0,-11.87023522314444,0.0,-2.567870574669088,-8.608101314106689
20180205,-1.8212925937022166,4.321061006868433,-40.31622438358967,5.828191867897118,8.475145911390479,0.34682907184768713,0.0,5.142461994301051,4.93072738185984,7.430781480450798,0.0,0.0,-8.123274342694648,0.0,12.766809052817045,6.355311979349294,-6.918106800569736,-10.878686731358787,6.086323072124483,-12.223159532684358,0.0,0.0,9.965845267337063,6.768970728405441,-0.5651716090889789,-9.744439882451562,0.0,0.0,0.0,-3.7761272580056744,0.0,-12.69101868653886,6.827998227713121,10.111383358624904,0.0,0.0,-8.05389692287477,0.0,8.09268817469279,0.0,-25.17151522943359,0.0,-12.57160788836342,0.0,-2.0198939966310108,-8.32551359374081
20180206,-1.9935711533858569,4.316280777435599,-40.904429544333304,3.9626136623223003,8.065415717765854,0.21684257487885886,0.0,5.182375463306697,5.0257853010784075,7.400108993948244,0.0,0.0,-8.457781634694246,0.0,12.933006842453784,6.437958101502498,-6.860083404384472,-10.984720504655526,5.999380125060684,-12.124687929092454,0.0,0.0,10.200715005611814,7.230251808298973,-0.5736812630797037,-10.306605354563333,0.0,0.0,0.0,-3.184329219935424,0.0,-12.939673157617563,7.126168757198222,9.69778809895835,0.0,0.0,-7.901010611511459,0.0,8.087899887315281,0.0,-25.183281166807365,0.0,-13.13280588701163,0.0,-1.5732908566789734,-8.055081303193182
20180207,-2.4770342396215863,4.788514704718302,-37.076728728403005,3.792653319242017,7.41015014243804,0.10821275134351284,0.0,5.604194173410499,4.743129263214728,7.299876310144227,0.0,0.0,-8.720880987805847,0.0,13.076708555808228,6.478224323245955,-6.873481841566789,-10.956065520268345,5.959408185942572,-12.1436708329808,0.0,0.0,10.301858143080429,7.604200897659391,-1.2310310034079264,-11.101849945622797,0.0,0.0,0.0,-2.7011120900053047,0.0,-13.18882226321229,7.510208771503085,9.334673437034011,0.0,0.0,-7.775027519098591,0.0,8.08552878411588,0.0,-25.48765890944226,0.0,-13.612566765492103,0.0,-1.2091550115268554,-8.405319016472458
20180208,-2.880853377072867,5.9728964067360835,-33.15730072718324,5.606210907569507,7.097161019480024,0.022716942035815035,0.0,7.3442486196462395,4.5428227489162225,7.292824965560696,0.0,0.0,-7.043446487472183,0.0,13.203836091255774,6.510555023597362,-6.876636726352437,-10.964232785059114,5.946581588608586,-12.232821366315608,0.0,0.0,10.629808446475899,7.911265853494074,-1.0200863162972638,-11.103516264599667,0.0,0.0,0.0,-2.30697235767363,0.0,-13.40304149599762,7.9879241632878495,9.040759611559489,0.0,0.0,-7.635136672764967,0.0,8.066178905154752,0.0,-24.482341954851602,0.0,-14.000886459228184,0.0,-0.9121696162687326,-7.712335506732691
20180209,-3.1664100044443586,3.8374655605033223,-29.93264732637071,6.479039907922998,6.891015759698605,-0.046363932307621473,0.0,9.121531030463965,4.329411806016187,8.28442204378912,0.0,0.0,-5.674856059425283,0.0,13.094224574336902,6.593449483687461,-6.827727324583648,-11.247388442965775,5.988520522059658,-12.393699582734966,0.0,0.0,11.050298958649755,8.164965408982441,-1.0370376316569965,-11.580015763687925,0.0,0.0,0.0,-1.9866372231358207,0.0,-13.712053669981461,8.583603486511777,8.825484241756534,0.0,0.0,-7.51994995565233,0.0,8.219664670866194,0.0,-24.566920164343216,0.0,-14.354322892789035,0.0,-0.667481008988585,-7.866167859399335
20180212,-3.8212559551860585,4.278874536408956,-27.41663474158123,8.210671745024213,6.49019767523525,-0.10588402733788373,0.0,10.404320915276536,4.353250159548167,8.38835438676764,0.0,0.0,-4.5559309240961205,0.0,13.00053146968295,6.6866334692184894,-6.8264283359886715,-11.509907412920702,6.045616998933438,-12.507487797921234,0.0,0.0,11.878462619474917,8.30919962044541,-0.6979267120553192,-11.66410011742471,0.0,0.0,0.0,-1.7248798543821795,0.0,-13.936755589963349,8.895591452921254,8.68532592503441,0.0,0.0,-7.421818861314479,0.0,8.325497276671475,0.0,-24.503339947807817,0.0,-14.740368580753975,0.0,-0.46921547806086317,-7.819305272689729
20180213,-4.109020099938943,4.905243674255779,-25.4209028806296,10.176869139171968,6.210248429871713,-0.1565633701222225,0.0,10.90164321980316,3.9206125592966785,8.057309509098433,0.0,0.0,-3.6400910574339513,0.0,12.9566660648331,6.764670414020429,-6.864469641702345,-12.179416926392223,6.350109112944983,-13.26954503770235,0.0,0.0,12.603728897930075,6.682486275426598,-0.5357608202014723,-11.629502155439837,0.0,0.0,0.0,1.2794705991656232,0.0,-14.15690853609707,8.735512640247762,8.588716930973714,0.0,0.0,-7.593823851933599,0.0,8.410521618129264,0.0,-25.269574815198848,0.0,-15.20019668464262,0.0,-0.2941899462254465,-8.057365455627068
20180214,-3.495918476024165,5.744566923762452,-23.35892277336092,12.107310520049136,5.7043530574269345,-0.19782872309563831,0.0,11.493803723193151,2.756632458069692,7.676702267703916,0.0,0.0,-2.8932493492465574,0.0,12.928331852172946,6.7689879654617355,-6.88219896320898,-12.290665964354767,6.597365908645348,-10.722578182029116,0.0,0.0,12.973732766937589,5.353175459158405,-0.285569902750244,-11.445003125141671,0.0,0.0,0.0,3.486612433864205,0.0,-14.451856224245027,8.291904736383819,8.482502861536226,0.0,0.0,-7.64022146284038,0.0,8.44532450844389,0.0,-25.489258686130377,0.0,-15.642974552165708,0.0,-0.15355029791996896,-7.232428663655328
20180222,-2.5074710303441563,6.487434073228268,-21.761807214683376,12.731973328427822,4.980725211117828,-0.2279914635455895,0.0,12.795527724982994,1.8478605334693063,7.965492258195728,0.0,0.0,-2.281235832977047,0.0,12.698083855935463,6.786457256522718,-6.87666756856685,-12.449170337685768,6.821842046626919,-8.640067280425892,0.0,0.0,12.335215409686276,4.267803712941728,-0.486790375242266,-11.45708920654675,0.0,0.0,0.0,5.277406425090459,0.0,-14.288249956212852,7.862494368597365,8.4004980702194,0.0,0.0,-7.98043238127864,0.0,8.62565121100727,0.0,-24.884069555701217,0.0,-15.657103814873212,0.0,-0.036753005810446555,-6.7117015206755495
20180223,-1.699605204518878,7.533424757490157,-19.413557742239462,13.127140840194896,4.629633589096599,-0.25015251201481714,0.0,13.625042455274984,1.3768314487276108,9.009642805451413,0.0,0.0,-1.7949767858373658,0.0,12.60818412530584,6.7715057672347445,-6.840974451067925,-12.115903324031267,6.986073739220513,-6.940748483579486,0.0,0.0,11.698802584770734,5.639020500061097,-0.4717483917692485,-11.569965384790319,0.0,0.0,0.0,6.80567556822651,0.0,-13.983670274345267,7.634897488598885,8.11623151673019,0.0,0.0,-8.25661282766823,0.0,8.876509753266943,0.0,-23.850678365581818,0.0,-15.569373965763125,0.0,0.057767146139174476,-5.94541464361283
20180226,-1.7391107084176058,7.8234711625818765,-17.502392016059147,13.661429073822152,4.543620888479046,-0.2696697003837248,0.0,13.508643849338512,1.09058103503606,9.329996247721471,0.0,0.0,-1.391700881103488,0.0,12.14245745265821,6.7650074783011815,-6.758592512842059,-11.628157946712548,7.184341413789489,-5.5500657395380975,0.0,0.0,10.811748401325586,6.476340994992501,-0.331333603356645,-11.290964554858828,0.0,0.0,0.0,7.960174807825736,0.0,-13.443192412858284,7.184934973413197,7.869528929842396,0.0,0.0,-8.571227543054187,0.0,9.190046900397551,0.0,-22.436417204101392,0.0,-15.370525428517634,0.0,0.13341372131914375,-5.333370667093981
20180227,-1.4363447174148067,8.007152134738034,-15.89750181852123,14.11793260023176,4.694279965162547,-0.28563309650984947,0.0,14.3081633590348,1.1314891832135603,9.941614158315911,0.0,0.0,-1.0613722696500356,0.0,11.759737303333361,7.018171184675649,-6.689750157463019,-10.742644844911265,7.342335215681581,-4.408770889717534,0.0,0.0,10.000250081931402,7.230868911607291,-0.3047544569906482,-10.61968202431194,0.0,0.0,0.0,9.020221787501885,0.0,-13.01933449219776,6.736152938603078,7.708946721557623,0.0,0.0,-8.857118523249303,0.0,9.433843584500455,0.0,-21.22671320445339,0.0,-15.202795129408784,0.0,0.19489628751197785,-4.4532128110089895
20180228,-0.7960670738594654,7.645003552681347,-14.39691800205267,13.774069068611118,4.866468990979973,-0.3125927786246427,0.0,14.812065460605229,1.2656305744217502,10.678115004910687,0.0,0.0,-0.7905472266350042,0.0,11.458171675742127,7.206419810352186,-6.581358033317096,-10.056636081579033,7.409651176789126,-3.47350027473359,0.0,0.0,9.680914730536793,7.867920636358676,0.08114085016257579,-10.062815553387754,0.0,0.0,0.0,9.893140771705289,0.0,-12.672697883141328,6.6691312360848585,7.545721405466216,0.0,0.0,-9.093535483388857,0.0,9.594775033981897,0.0,-19.24242186940589,0.0,-15.341662164788156,0.0,0.24601527023595485,-3.849076852104766
20180301,-1.6320106133172072,6.712967807945176,-13.208455975976824,13.123487093727718,4.993685495429069,-0.3426998193070381,0.0,14.211774789508645,0.926339524698501,11.424349014258922,0.0,0.0,-0.5623414211129985,0.0,11.235852769259559,7.402092408824918,-6.575740697039156,-10.046310569164953,7.519228538582385,-5.067580356863257,0.0,0.0,9.052179046283602,8.477301194941917,-0.010129430908872854,-9.0173782150932,0.0,0.0,0.0,10.39941131136737,0.0,-12.41411977730941,6.771241812400882,7.412242824236989,0.0,0.0,-9.246846898564472,0.0,9.728805133422938,0.0,-18.626009739896233,0.0,-15.399124227998547,0.0,0.28342315986813993,-3.2286191741020853
20180302,-2.232353509422071,6.420624785536229,-12.266224065047318,13.391806267300815,5.133522621478083,-0.36736275201559526,0.0,13.771433044942544,0.9827908514086493,11.78478626900887,0.0,0.0,-0.37554979346485506,0.0,11.053835492131364,7.660240139579323,-6.584929448045361,-10.36101640166791,7.666550497722982,-6.41733431344271,0.0,0.0,7.945755305942065,8.934755329778023,-0.020334170742515333,-7.6661579685748205,0.0,0.0,0.0,10.865097438837088,0.0,-12.223880242344151,6.3828041355600655,7.304914079731264,0.0,0.0,-9.497915830507802,0.0,9.994240736878883,0.0,-18.386921150131833,0.0,-15.496353029023346,0.0,0.31666453725472965,-2.765408119451989
20180305,-2.8187576256205045,5.783400252939366,-11.461834585292493,13.464779548623174,5.255848958500186,-0.3835994311754299,0.0,12.8913225446273,0.16175635092624485,11.863527671107049,0.0,0.0,-0.22324511926268722,0.0,10.738182747768267,7.571700503989295,-6.469030429217655,-10.071977693205607,7.76219235090164,-7.484565165617215,0.0,0.0,7.0391903343208515,9.368145937108325,-0.1424174377722635,-6.4769072620910855,0.0,0.0,0.0,11.186197370513874,0.0,-11.884306917776371,6.06724685730906,7.200470614542864,0.0,0.0,-9.347317796767351,0.0,10.09188902550049,0.0,-18.676286077706937,0.0,-15.462996449263168,0.0,0.33762541882147384,-2.3154918020919064
