trade_date,AG.SHF,AU.SHF
20180102,0.0,0.0
20180103,-143.05973306924216,374.38601825022596
20180104,-146.52958195841202,230.3586822210435
20180105,-160.21373565423755,192.3114111836414
20180108,-176.09351521231773,180.46586050115434
20180109,-191.8545608560314,178.76769426075572
20180110,-188.73611333054853,177.823984716651
20180111,-187.0050124020419,179.43911711711135
20180112,-100.65164692966509,183.18555765040637
20180115,-46.30775974030515,188.51904644612586
20180116,-6.484974128547247,192.8347394358704
20180117,21.27233327907642,194.54492812179924
20180118,42.401316149189974,191.6944080679848
20180119,59.36725159195937,189.42822614614937
20180122,73.6027404304307,188.93188502997768
20180123,85.46597360641776,188.79512712403906
20180124,95.61052497622474,188.06486759333254
20180125,95.17377430148366,187.67530293689654
20180126,94.74777066733712,184.53367956763444
20180129,94.73608579675415,181.4295009651975
20180130,93.43833672119919,177.14824312116352
20180131,92.2968992291725,174.37535913051693
20180201,91.41303513442921,172.99696562388948
20180202,90.72288699438454,172.44889613903078
20180205,86.94185357856509,169.03991802319905
20180206,83.31885862328606,163.782771760188
20180207,80.20216866015133,155.5210830288064
20180208,77.18536924153898,149.23881951266995
20180209,51.551890575898355,143.55428497073146
20180212,54.13020092835611,139.11941411615356
20180213,55.99316291867994,134.68358535919887
20180214,57.57172464026884,130.06748425853021
20180222,58.629847723644026,125.6493810203579
20180223,59.33198179342103,121.85402351142272
20180226,59.65268978410426,118.40751841236086
20180227,59.95702910512064,115.51216015711913
20180228,60.04871616155192,112.8906710159499
20180301,61.99964523284884,111.12756543265111
20180302,63.552459152392764,109.63365725676363
20180305,64.6603920845654,108.2844763005154
20180306,66.13980558336797,108.00863501767728
20180307,67.1364135639692,107.4681911370358
20180308,67.95661159017179,107.03339464844449
20180309,68.59047662603226,106.40501155227426
20180312,72.68524483584484,106.8820041596964
20180313,77.28678499305566,108.3032352420938
20180314,81.7849117121153,113.51868170274174
20180315,89.32895856252492,117.92353276974453
20180316,95.31786983717313,121.79504881521189
20180319,98.61700992872059,124.3506600280753
20180320,101.85724812164635,126.6618605940406
20180321,104.62331998511452,130.5144048354791
20180322,106.22355760934724,133.1876571919254
20180323,107.99668053627727,132.12155059741855
20180326,110.86648096183629,131.68310047429543
20180327,112.95260775718107,132.09208809830744
20180328,114.06401387511839,133.75124602110748
20180329,111.793993025371,131.46004689284916
20180330,109.69478301040301,129.82267722668809
20180402,108.00082100599681,128.78317929476606
20180403,106.22998107897311,126.75206278020742
20180404,105.30744891559611,125.46220413538433
20180409,104.56400942982697,124.28639374054532
20180410,104.09910196299369,123.89284800842063
20180411,103.44788024473034,122.887263287788
20180412,102.85803686072444,121.93012024738073
20180413,101.93629824460047,120.06704022528422
20180416,66.04080296494979,118.31948614087325
20180417,71.51358059447413,117.2478113372358
20180418,77.00107478020584,116.89240123312277
20180419,77.39912325001806,116.77162392947625
20180420,49.02401506532526,116.11847658123448
20180423,25.215343099023382,116.492421576474
20180424,6.949992388498189,119.95392135792041
20180425,-8.004548861225844,122.79163631818861
20180426,-20.292139932857957,125.01549963691322
20180427,-30.934605470722644,127.53529749238979
20180502,-40.595157826017775,134.70969693241184
20180503,-48.537035384850604,140.80399624156047
20180504,-55.11520966160785,145.80890188936908
20180507,-60.66529481594937,153.10733089774456
20180508,-65.27915256655768,159.13087522391527
20180509,-69.02030434323088,95.78678231127034
20180510,-71.97766486835145,43.98742289642667
20180511,-74.35588253287618,-1.818079125453168
20180514,-76.31168306017113,38.07547690758226
20180515,-77.55646018076415,74.85623337324982
20180516,-78.61026576290843,98.66073691413547
20180517,-79.55404055440019,117.50071694433433
20180518,-80.31149105832633,60.251226059355574
20180521,-88.28509184646994,11.887485934452306
20180522,-93.88964619004827,-26.93914537253907
20180523,-98.20547780411557,-59.553049439262104
20180524,-106.38625456269456,-81.77539602631164
