,A.DCE,AP.ZCE,B.DCE,C.DCE,CF.ZCE,CS.DCE,JD.DCE,LH.DCE,M.DCE,OI.ZCE,P.DCE,RM.ZCE,SR.ZCE,UR.ZCE,Y.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-13.016483363634284,-310.9617511455106,68.05778034860393,12.477290217198286,1.7698936229726128,-46.03053651029897,-0.5250133332510518,0.0,-105.29062791237403,-22.852427024345847,-13.66471635524228,-24.192132266159106,-20.12243254987101,0.0,-15.809587201910208
20180104,-5.856336951267666,-343.50889681967504,66.64250429468544,12.561072330529463,2.9443728252242978,-25.628604632967033,2.693531186455814,0.0,-67.27864336373463,-21.96512334925156,-16.35378355039304,-13.368413333605895,-20.161245098492625,0.0,-16.93263742676658
20180105,-11.82186177944287,-346.71157900398356,59.70753149828808,10.647823911164487,4.9253569363320775,-21.16751740287723,2.836397299916134,0.0,-51.421330220261346,-21.90508906059399,-19.879385531344184,-8.624224644652534,-19.46201142555203,0.0,-17.6815750598854
20180108,-15.72730478005315,-307.4144574368642,62.63382272438694,8.908658431469549,7.726209937120721,-18.47677775969875,2.493081178884492,0.0,-38.787802038573226,-18.29251791975533,-19.212900214433017,-4.651581923566433,-17.93491372433723,0.0,-16.042755973300796
20180109,-14.640418198531519,-230.91725457809602,55.4373711728545,9.143772059206476,10.28349491391095,-15.777644786617612,0.9078095386568775,0.0,-34.87330752098799,-16.66488161408365,-18.11759756388376,-4.376814087922687,-21.367458975891687,0.0,-14.996089316059159
20180110,-13.367651115934372,-185.1700957555444,43.25086727563562,9.110204329836328,13.981550280557228,-13.98061374360553,-0.18438618796807693,0.0,-32.50205218162347,-16.378903025041883,-16.656132781278544,-4.960328114054856,-22.898899253311914,0.0,-15.456996863305834
20180111,-9.711998223842468,-153.42282928252627,33.757996928720765,9.307335706258462,19.25100775819154,-12.025268495409565,-0.03918251625983096,0.0,-28.557980251200117,-15.026571152193851,-15.041699180975552,-6.251281158851789,-23.831825641429646,0.0,-14.753016172946907
20180112,-8.215223166593711,-132.5342161270753,27.368182307146224,11.796375631879503,21.990948778839446,-10.496103253660278,1.3394528890321158,0.0,-22.77032233525921,-13.617280162699238,-14.254956553201508,-6.211228368802744,-26.34041552767275,0.0,-14.153287749859576
20180115,-6.982369389053828,-118.8845185117468,25.03178606081567,12.944318696736907,22.80346064184607,-9.346745302419833,2.2653101888500053,0.0,-17.841955819179883,-12.284998316530459,-14.20623371524346,-5.798502956415844,-27.43198691894537,0.0,-13.511565563067387
20180116,-6.3650126821657045,-110.3066747913224,23.049761252308777,14.125792817768742,23.611326640661485,-6.386663092762571,2.76854141943065,0.0,-13.430274637691495,-10.66979023492949,-13.660153308014728,-4.807121866993325,-29.278894590104933,0.0,-13.273024809109119
20180117,-6.873043404363835,-103.08666175461194,21.756752304535638,15.148507053751674,23.03005240247612,-3.0270883001573594,1.233080915020801,0.0,-9.961169341046457,-9.369256891037928,-13.519300302607068,-3.773808405409137,-32.33868939175158,0.0,-13.427471271372594
20180118,-6.441657156596688,-100.92533545888227,20.66801822181492,17.21038567621285,21.879947009672165,2.165966841633343,-0.373936797465755,0.0,-7.047216627012957,-7.80896125973357,-13.489745982041592,-2.7501034232394574,-33.91473181842677,0.0,-13.013894771330827
20180119,-5.620724558055017,-100.03830470080428,21.004823585990664,19.264868304195023,20.904803259700945,6.608957664923234,-2.37464719116196,0.0,-3.646878243529576,-6.185775646294224,-12.967413611971013,-1.299825619288806,-32.401596652641416,0.0,-11.977873422230644
20180122,-4.087036979324459,-96.68669072788448,20.239236997297116,20.056921176365265,19.974233564311042,9.748179357939255,-3.5554594790002674,0.0,-1.2227708389867638,-4.693425044149814,-13.878176530145067,0.3536207175559622,-27.938574153254812,0.0,-11.658407527200712
20180123,-3.498480958613103,-94.09639535616888,19.406327850335835,19.968160592085194,19.46756750351233,11.577207459603342,-4.8334117047038045,0.0,1.1394134540054914,-3.5508752262493997,-14.377708037024497,2.2078112777485317,-25.577324365194393,0.0,-12.40617828175089
20180124,-3.522978195089445,-90.84000699980693,19.2263480064078,19.196096050880122,18.154254856724325,13.073846610842507,-6.689370064306749,0.0,3.2398369933602327,-3.1075288959674268,-15.298134471363781,3.6330059196307305,-24.664668026673997,0.0,-13.814417868023995
20180125,-3.3865009806157444,-88.87243836832201,19.39323659078913,18.194360013906852,16.421264880001058,13.754537171300463,-8.779956320653278,0.0,5.57653907324283,-2.481639927259311,-16.174229847349725,4.733138211620276,-25.377897515496517,0.0,-14.4090577405346
20180126,-2.762321883280207,-87.22770763808848,19.050307400904263,17.555139597875048,14.90234534871172,14.24638100244582,-10.861451262552938,0.0,8.092123670845433,-2.578090812931453,-17.955280049417524,5.773779158048331,-27.84098640358337,0.0,-15.865215242095909
20180129,-3.036333678632394,-83.46198748929164,20.134666999649916,16.802257664460374,13.427963704786057,14.988958073581456,-12.99437334258583,0.0,9.540766573627423,-2.6635282508922082,-18.920794333138023,5.815772619121989,-30.518839196526198,0.0,-16.200599567586657
20180130,-3.255048001342688,-80.88225262782078,19.09057788317264,15.090489136813076,12.027908801780045,15.475242416786028,-15.508736813909369,0.0,11.094210185800316,-2.9989436212185585,-19.18504442048061,6.2771687333602015,-35.565318659919775,0.0,-16.928801193194076
20180131,-4.050245626672003,-78.6438378030032,17.228189339423842,13.372494710917383,11.192596105671951,15.452577255021941,-17.03476357452316,0.0,13.73617797303091,-2.1166615752487004,-18.499271287605403,7.8350989015049075,-39.76687326345869,0.0,-16.536705928822776
20180201,-4.6846012383514415,-77.20149872014515,15.964487089267791,11.892995554372908,10.192286082558784,14.49468352558553,-18.647012494921604,0.0,15.229626297531905,-1.846893879109298,-18.03490774020288,9.465148639985301,-42.35612219227136,0.0,-16.18413446703854
20180202,-4.310600069017687,-75.97220155022546,15.997864090343962,11.190051461334788,9.171056052665216,14.521260710199519,-18.835981162382556,0.0,16.9246909233683,-1.6757495340810211,-17.999372044076765,10.903842918079787,-45.6301717001729,0.0,-16.015787100889316
20180205,-3.3886025924624326,-75.01027728160078,15.768417170388352,9.56779822516382,9.173855780598197,13.825326845201218,-20.240320631587817,0.0,18.54193512110626,-1.0515289999901065,-18.129999738618878,12.703819570651902,-46.83281646101743,0.0,-15.490019036416294
20180206,-3.70913515048651,-76.1046613138468,15.00609441064756,9.642059156666193,9.350715617733616,13.76825920673433,-20.4376015738836,0.0,18.978921581579904,-1.067361621104165,-19.175935675973424,13.258580202031437,-46.85470755420332,0.0,-14.986866734581877
20180207,-4.608641508247574,-68.98303958602426,13.786941247127773,10.426873183555387,8.824820445265448,13.58177147084707,-20.384287595274593,0.0,19.16710326036181,-2.290392473990245,-20.65552654029911,13.973105145789892,-47.42101700461616,0.0,-15.638500869206986
