,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,8.623316048173004,0.0,0.0,0.0,-30.112691602786786,0.0,-18.949053819809755,0.0,8.92185608173953,0.0,0.0,0.0,-0.553938541385647,0.0,13.214667278848843,0.0,0.0,0.0,0.0,-0.8709362579202468,-0.6212045307080106
20180104,10.466877007663095,0.0,0.0,0.0,-21.285169863888807,0.0,-21.055914676152945,0.0,10.940287701431757,0.0,0.0,0.0,-0.6521450496453465,0.0,12.762770828451824,0.0,0.0,0.0,0.0,-0.8838132116295624,-0.7625055168456766
20180105,11.835899208261807,0.0,0.0,0.0,-19.483579841296507,0.0,-22.21275231201099,0.0,12.04966779465729,0.0,0.0,0.0,-0.7104738766123705,0.0,7.339809309726708,0.0,0.0,0.0,0.0,-0.9275599255729151,-0.8475512226788574
20180108,12.844897294401061,0.0,0.0,0.0,-16.102637299532457,0.0,-23.3535536204245,0.0,12.447622601829034,0.0,0.0,0.0,-0.775139696134212,0.0,4.6451274310173805,0.0,0.0,0.0,0.0,-0.9829776133897425,-0.9158790817617113
20180109,13.910768999512166,0.0,0.0,0.0,-14.399178774657145,0.0,-24.306993618292747,0.0,12.759815078084037,0.0,0.0,0.0,-0.8237458490789656,0.0,8.912071333394099,0.0,0.0,0.0,0.0,-1.0376556741546634,-0.948320994952734
20180110,14.64492849344921,0.0,0.0,0.0,-13.549014464976514,0.0,-25.01935226404189,0.0,13.178647317553848,0.0,0.0,0.0,-0.8709174040666177,0.0,12.114615066428586,0.0,0.0,0.0,0.0,-1.067687176127688,-0.972445366765353
20180111,15.22448603536404,0.0,0.0,0.0,-13.056872265322204,0.0,-25.914904809983653,0.0,13.669081036787182,0.0,0.0,0.0,-0.9227223398220772,0.0,14.234317471049524,0.0,0.0,0.0,0.0,-1.1083911086250537,-6.224452289195997
20180112,15.846238928092594,0.0,0.0,0.0,-12.88266553915588,0.0,-26.923463598759565,0.0,10.393053280752104,0.0,0.0,0.0,-0.9768901553865317,0.0,15.824571537928303,0.0,0.0,0.0,0.0,-6.432157757236488,-9.796376085616004
20180115,16.126513269048075,0.0,0.0,0.0,-12.84257666997477,0.0,-27.555606158545757,0.0,7.9681571858000915,0.0,0.0,0.0,-1.0228710821927556,0.0,17.01135265923716,0.0,0.0,0.0,0.0,-5.300652318651537,-12.626054895024463
20180116,15.928376691974778,0.0,0.0,0.0,-12.890112166835129,0.0,-25.644467011078227,0.0,6.18155130904366,0.0,0.0,0.0,-0.9715441143242461,0.0,17.397178453995497,0.0,0.0,0.0,0.0,-4.429987911076541,-13.325102785480778
20180117,15.903322427745202,0.0,0.0,0.0,-13.031476391986603,0.0,-24.290363620174528,0.0,7.311606730888929,0.0,0.0,0.0,-0.938339747125272,0.0,17.804174142046158,0.0,0.0,0.0,0.0,-3.7617355551174945,-13.935006340155315
20180118,15.996742729380141,0.0,0.0,0.0,-13.17563645327499,0.0,-23.405353634262305,0.0,8.29507219964981,0.0,0.0,0.0,-0.9195984132108388,0.0,18.290763564743003,0.0,0.0,0.0,0.0,-3.25197927858914,-14.460845729940214
20180119,12.701463151964305,0.0,0.0,0.0,-13.38671661039217,0.0,-22.842497451492005,0.0,9.149553857736743,0.0,0.0,0.0,-0.9093435805489543,0.0,18.73379133100946,0.0,0.0,0.0,0.0,-2.8604339440418376,-14.955495530842168
20180122,10.08963881932699,0.0,0.0,0.0,-13.446589010194465,0.0,-22.539099191510903,0.0,9.904308733992146,0.0,0.0,0.0,-0.9071184428384954,0.0,19.233463118505412,0.0,0.0,0.0,0.0,-2.547565138205049,-11.898099836990601
20180123,8.00544890081462,0.0,0.0,0.0,-13.555288596572145,0.0,-22.353029939150787,0.0,10.538409780809868,0.0,0.0,0.0,-0.9082257718269097,0.0,19.18955053608559,0.0,0.0,0.0,0.0,-2.306395000272441,-9.456573063450602
20180124,6.357718182758852,0.0,0.0,0.0,-13.717888308538637,0.0,-22.210729354052624,0.0,11.092963142016554,0.0,0.0,0.0,-0.912757318437608,0.0,19.27243217123076,0.0,0.0,0.0,0.0,-6.646682141185223,-7.504443966831913
20180125,5.0325165391728,0.0,0.0,0.0,-13.738572039937953,0.0,-22.17996083543138,0.0,11.577781106017833,0.0,0.0,0.0,-0.9210953485992673,0.0,19.452663085430352,0.0,0.0,0.0,0.0,-10.28077944772831,-5.929835860490396
20180126,3.9603600995257886,0.0,0.0,0.0,-13.828012910869601,0.0,-22.221350347764204,0.0,12.032533296470284,0.0,0.0,0.0,-0.9320721649467165,0.0,19.699973089541547,0.0,0.0,0.0,0.0,-13.227614261538777,-4.658142373334057
20180129,3.089348760158494,0.0,0.0,0.0,-13.946576543534226,0.0,-22.317173189268953,0.0,12.449494891208223,0.0,0.0,0.0,-0.944400943883289,0.0,20.003924567120407,0.0,0.0,0.0,0.0,-15.739762149903523,-7.182129454947949
20180130,2.381715748145276,0.0,0.0,0.0,-14.141511145396297,0.0,-22.542616350094224,0.0,13.037583320774441,0.0,0.0,0.0,-0.984601738947778,0.0,19.927709259506564,0.0,0.0,0.0,0.0,-17.748247196916708,-9.502760900956043
20180131,1.803887770627939,0.0,0.0,0.0,-14.255206904572557,0.0,-22.711979341080916,0.0,13.482503097815773,0.0,0.0,0.0,-1.016736121625345,0.0,19.599904330496166,0.0,0.0,0.0,0.0,-19.423138420412787,-7.575578022680271
20180201,1.335242752747785,0.0,0.0,0.0,-14.356143751002046,0.0,-22.785323657639246,0.0,13.903933950968911,0.0,0.0,0.0,-5.077253705725003,0.0,19.333542751194106,0.0,0.0,0.0,0.0,-20.890819351051782,-6.033239670072897
20180202,0.9535744481635924,0.0,0.0,0.0,-14.353512960636605,0.0,-22.80677578415086,0.0,11.489685595352622,0.0,0.0,0.0,-8.370672935193896,0.0,19.068920596423187,0.0,0.0,0.0,0.0,-22.085144358118843,-4.777646884701698
