trade_date,AD.SHF,AL.SHF,AO.SHF,CU.SHF,NI.SHF,PB.SHF,SN.SHF,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,0.0,-42.364337039140025,0.0,102.7261028271032,-14.604765414559834,-18.5404326682344,-31.239487417120074,-55.12081374403108
20180104,0.0,-48.9525906014269,0.0,69.45770576499987,-17.830104143510297,-22.737959759592158,-38.262696160057644,-52.88544176370667
20180105,0.0,-48.30879058223862,0.0,61.18181679093847,-19.378141281719742,-26.481981058213126,-44.479432994865846,-56.66393983080645
20180108,0.0,-46.92186782596614,0.0,58.96570546727776,-21.083617797745728,-28.949078986536733,-46.21703665065769,-58.44656550092556
20180109,0.0,-46.52035085740703,0.0,56.056288902104825,-22.744670910516707,-30.613619779774435,-48.91192680938546,-57.290133475614724
20180110,0.0,-47.30130429129938,0.0,55.25312487712027,-24.29442161448229,-30.827118708274647,-51.01536418093496,-52.416435551255056
20180111,0.0,-46.03733236024748,0.0,54.208293267349205,-25.79990586764394,-31.517728208018607,-53.47513613306293,-49.355486182103924
20180112,0.0,-45.2496212528439,0.0,53.816928716286675,-25.53768785311374,-32.09466992333524,-56.119493854210546,-47.7459470705527
20180115,0.0,-45.0194778654256,0.0,53.734141918327666,-25.64624340351568,-32.88752874904646,-58.25981378728464,-46.99247341711679
20180116,0.0,-42.084325143794565,0.0,52.387893556134934,-24.87161381325704,-32.40548462148586,-60.598530964816895,-45.39074318717228
20180117,0.0,-40.081611676339605,0.0,50.649520760423,-24.390851931922587,-31.46214794957623,-62.97905980005939,-44.5351833016109
20180118,0.0,-38.776761547531756,0.0,49.51244481944436,-24.212806177305104,-30.87430805882425,-64.11893269111832,-44.15805226417843
20180119,0.0,-37.48804772380445,0.0,48.8889516422766,-24.26088964916925,-30.374991105788094,-61.27306696395639,-44.136296303556875
20180122,0.0,-36.6512733363887,0.0,48.46696147330268,-24.154745797663022,-30.124169684266437,-59.246668619418394,-44.37550285419965
20180123,0.0,-36.1928739553574,0.0,48.43131618895593,-24.121330696241237,-29.734663866378416,-57.969067161057055,-44.86255985908583
20180124,0.0,-36.02597371538375,0.0,47.167041366750055,-24.100680621743322,-29.352471358338146,-57.1888048924597,-44.40262904291196
20180125,0.0,-35.676124078468604,0.0,44.59073217566814,-22.591753093683018,-29.195740719157126,-56.85749331157446,-43.31038179189688
20180126,0.0,-35.39101995296418,0.0,42.6182492050864,-21.44518193685458,-29.081436201447488,-56.887206544720726,-42.54689483676375
20180129,0.0,-35.267817715210434,0.0,41.137438976234414,-20.57279711430735,-28.82466376654855,-53.63414154145538,-40.03990200722712
20180130,0.0,-35.0441550242323,0.0,39.739404864135174,-19.82750479919868,-28.47937085753128,-50.90576589975404,-37.87022096868598
20180131,0.0,-34.86849891340134,0.0,38.58170795688669,-19.193787774021946,-28.361622344668138,-48.88000128664174,-36.12076233009648
