,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF,SF.ZCE,SM.ZCE,SS.SHF
20180315,15.92083414957993,12.343062489030714,-10.879876151881122,14.113779682796816,-16.57033931163329,-14.995962979594244,16.095898748025707,0.0
20180316,15.74859513614927,12.161231280233096,-10.886325210780777,13.859039047439703,-16.17872344237281,-14.86227853009347,15.929693745108372,0.0
20180319,15.525267939031751,11.765318010254857,-10.811756240511553,13.671747555477511,-15.750419849005514,-14.79316824847286,15.839919700686716,0.0
20180320,15.351238057246725,11.487576697280403,-10.753645601659729,13.51483405277731,-15.403478159135002,-14.549928466286449,15.765579596563372,0.0
20180321,15.07269246666878,11.336547103958122,-10.734336897241803,13.405065206187132,-15.129345856810556,-14.546588316261177,15.809882942061362,0.0
20180322,14.882471076122924,11.181604883824374,-10.782193543844475,13.304125104389628,-14.970507673144102,-14.54734143220698,15.836938560530456,0.0
20180323,14.100079115628267,10.789866848042188,-10.555551511652235,13.071549688477104,-14.06434604977924,-14.472489888836012,15.784564435273952,0.0
20180326,13.680765181108399,10.462591064329628,-10.551068908503126,12.873477355956902,-13.438773442073014,-14.339817697215217,15.74113235662453,0.0
20180327,13.202648536558481,10.151469618911909,-10.523746143783338,12.751446826848966,-12.812392022846904,-14.129514394685362,15.740173410560397,0.0
20180328,12.81043438739871,9.897892348805486,-10.417839288966773,12.634819087016755,-12.30113866554278,-13.975408238195717,15.886181467589557,0.0
20180329,12.423910420121503,9.682437588597873,-10.365155423105229,12.429473046624539,-11.771323597121176,-13.85002242785373,16.06158881254652,0.0
20180330,11.97628884881232,9.484278588458467,-10.164789170551648,12.100825521749575,-11.199539733646844,-13.700325088854239,15.762871735206375,0.0
20180402,11.634637764644188,9.367398512194397,-9.984895433371248,11.847971273299933,-10.736794647925882,-13.792559946326843,15.593554248218215,0.0
20180403,11.356355142672667,9.277010475534754,-9.816506329310137,11.637050532698412,-10.358248183735025,-13.885534614529156,15.610438848276374,0.0
20180404,11.1811142572903,9.124984067495218,-9.669442648052206,11.501167270053717,-10.06619183855394,-14.010223058349172,16.10796859127383,0.0
20180409,10.942472992084719,9.01309222864289,-9.564420621362162,11.429196286840542,-9.78459032602351,-14.095076070480133,16.44160672950868,0.0
20180410,10.803783674570283,8.947386647208788,-9.592699193840865,11.42649501035689,-9.591722907857632,-14.617839716643871,16.87747893044674,0.0
20180411,10.66203178628207,8.894653019401936,-9.585709629192143,11.514362049759194,-9.430594536543074,-15.230800123482963,17.06743231243474,0.0
20180412,10.535422476446755,8.84396474527075,-9.579181066241645,11.510968916620808,-9.29863080514563,-15.729761330850028,17.183409222577772,0.0
20180413,10.434025512066501,8.860774165917995,-9.577443916870056,11.82070688228481,-9.181105901812527,-14.78803476140752,16.38737770552563,0.0
20180416,10.271859424138006,8.809969328553402,-9.580227303021932,11.906878765186118,-9.029646662771468,-14.01405171579336,15.709315025381784,0.0
20180417,10.121286882617683,8.767003425985576,-7.838336928445516,11.840307546188022,-8.898836980078322,-13.09403394981169,15.045080591576175,0.0
20180418,9.9741734228361,8.803373374456783,-6.413155949397282,11.69444780846661,-8.798194204525016,-12.208959318936802,14.511869898705628,0.0
20180419,9.841207511710167,8.566688679644086,-5.247099977368607,11.487031621062458,-8.686429429607788,-11.487343429134304,14.08830707182176,0.0
20180420,9.780150526975524,8.331059981328371,-4.29305553953278,11.129502475621218,-8.575729194540447,-10.893838187311834,13.638616948258719,0.0
20180423,9.669398473931315,8.078308414480754,-3.5124765769935937,10.669186793019579,-8.443255210532435,-10.398768302499274,13.265698457331874,0.0
20180424,10.218544185397107,8.093988419359812,-2.873816686285439,10.435090197210181,-8.942271343550267,-9.927395897941688,13.082409105493122,0.0
20180425,10.706183634468228,8.102995395528158,-2.3512766200141177,10.22232606695178,-9.361087828182981,-9.56022138731913,12.938065905455558,0.0
20180426,11.158799248286908,8.115671860517208,-1.9237441727007996,10.050792852316995,-9.730953751263602,-9.304593032924839,12.812813926455787,0.0
20180427,11.547958731637577,8.129205638032563,-1.5739424728518532,9.931847583669697,-10.051767986363872,-9.097521993642003,12.588767194788796,0.0
20180502,11.744448311838905,8.085722073290881,-1.2877442374315622,9.700017809549708,-10.187727709690506,-8.928915294926805,12.405425818225064,0.0
20180503,11.887200820543848,8.050752045821929,-1.0535817853788911,9.551817336113338,-10.34873475724226,-8.79295201179014,12.394665584673685,0.0
20180504,12.017162847686638,8.02070592238627,-0.8619942528746045,9.41468724600381,-10.537276919709534,-8.68057464489485,12.394217047814864,0.0
20180507,12.14188990797164,8.007907745432417,-0.7052409035932711,9.253031430878284,-10.683408005284372,-8.584947839694829,12.362492326387219,0.0
20180508,12.22771282876302,8.126933785476773,-0.5769882584676563,9.124307596895408,-10.830786238150143,-8.512519548154312,12.305565482595348,0.0
20180509,12.362591808341177,8.207544322077933,-0.47205489906652653,8.998893378842046,-10.9688541637662,-8.449588051352684,12.265443735991326,0.0
20180510,12.452686028634309,8.288163464143194,-0.3862002868070344,8.89691667677162,-11.061952266737567,-8.373924175864046,12.259562755871663,0.0
20180511,12.594706543652007,8.316454864339235,-0.3159552253932842,8.840153333382037,-11.125397330116396,-8.318100632065622,12.335764271407477,0.0
20180514,12.71555259545539,8.335362322487981,-0.25848154572159976,8.860318280109826,-11.170215296595513,-8.257105671515058,12.298128867226284,0.0
20180515,12.82891352659865,8.345179377984994,-0.21145756009968536,8.876557918622368,-11.232629161706763,-8.492562328507239,12.93698671583437,0.0
20180516,13.27636919749014,8.472176177905736,-0.17298293399213763,9.012023726475455,-11.526904006185934,-8.662885220372392,13.001303113090657,0.0
20180517,13.657352360796041,8.57599881352572,-0.14150369835896096,9.077114702852839,-11.766875200405458,-8.951183984598146,13.184763480409956,0.0
20180518,13.997119537760481,8.67524112302075,-0.11574699892150242,9.118939519750727,-11.947304313327717,-9.471879404107622,13.319627571529558,0.0
20180521,14.216778091393644,9.092299137055146,-0.09467340920737896,9.195641926461768,-12.141748770754754,-9.998447151465749,13.426573223855279,0.0
20180522,14.461366960830295,9.528597166842225,-0.07743034544129963,9.477394741603739,-12.409479601366993,-10.410779952786953,13.67044444484037,0.0
20180523,14.871189278820095,10.227941361955732,-0.06331994365933952,9.711463293425453,-12.816488233678783,-10.724735966872784,13.660381618152933,0.0
20180524,15.048688392295277,10.83617399330178,-0.05177564770310923,9.880175477671205,-13.070301803261957,-11.107797288059947,13.602268101218927,0.0
20180525,15.186673872772547,11.307327705694128,-0.04233040688199217,10.02639268907157,-13.270581863937801,-11.531350587632787,13.557564924864272,0.0
20180528,15.293930074000585,11.695596428042785,-0.03460235299145643,10.099409520592877,-13.436433997735394,-11.923851189105212,13.505131792694108,0.0
20180529,15.275675124324277,11.86016715989368,-0.028280812870395623,10.137841665119623,-13.5172659806233,-12.133219367902418,13.492560229457387,0.0
20180530,15.675461113567813,12.166372848935133,-0.023102830716744363,10.428269100327777,-14.35860634454965,-12.240594506455938,13.48758079018774,0.0
20180531,16.240163499756964,12.324157846993579,-0.018867088742467685,10.516042982914222,-15.035134790318546,-12.321884792453073,13.486056789023868,0.0
20180601,16.70219272428332,12.452913169208664,-0.015401520968653557,10.602033088125584,-15.5226095878396,-12.386127499541068,13.446347150271183,0.0
20180604,16.979954899454214,12.550786892963467,-0.012567813790806324,10.774232271597413,-15.908717987857361,-12.516296499295494,13.475837302685592,0.0
20180605,17.162223912270804,12.534254077294673,-0.010249568526338557,10.910763202773504,-16.249494223768835,-12.540478574026304,13.520579473548958,0.0
20180606,17.623885351013815,12.545131414142773,-0.008352105589939228,11.079434753163266,-16.830970336686338,-12.536192750339024,13.59413173542707,0.0
20180607,18.055849695846828,12.551062245158427,-0.006801251229904719,11.214459830520811,-17.37220559776022,-12.578566556483905,13.664726879729626,0.0
20180608,18.531438786882894,12.793514351476173,-0.005529217717414718,11.37897467534994,-18.05546067530948,-12.61340711732191,13.6039256275333,0.0
20180611,18.917993796409327,13.032252421418491,-0.004488229899973594,11.49438745636452,-18.626661888345538,-12.795817515177099,13.606230414824626,0.0
20180612,19.1879580243774,13.201884508852704,-0.0036396536671200875,11.443471190702846,-18.923630698153257,-12.970557498458652,13.617765468981963,0.0
20180613,19.376617440627275,13.34677903755405,-0.0029453790663912603,11.348484076962054,-19.17778381742231,-13.218991902142264,14.159118911279034,0.0
20180614,19.59852813006426,13.456450775875563,-0.0023789924899640102,11.33787030809568,-19.332203043012008,-13.7339514786435,14.630906063889674,0.0
20180615,20.01970360224047,13.581777015451555,-0.001915303519033567,11.363900289253765,-19.79508862116512,-14.179776135972261,15.024420639850325,0.0
20180619,19.499526543938416,13.200819869947551,-0.0015404502133087108,10.984696913992185,-19.113421194909545,-14.356966257152344,15.295491566801877,0.0
20180620,18.9353547420341,12.956292697718412,-0.0012335212203459847,10.673614382978302,-18.5322282393413,-14.426625214456994,15.430653419446267,0.0
20180621,18.556125154143732,12.756628053593328,-0.0009804515934066166,10.538250231944202,-18.060567974306963,-14.498765165303924,16.041502722252325,0.0
20180622,18.416089038242983,12.580157591024419,-0.0007734090541168243,10.44793327374164,-17.732107098159503,-14.655582641122995,16.798557732521157,0.0
20180625,18.277136889276072,12.422846483314055,-0.0006043941378973738,10.387599011823717,-17.408314586729954,-14.643835941295547,17.478087656891176,0.0
20180626,18.073517680634037,12.292353803083975,-0.00046736235274936,10.350533710186617,-17.030135158917137,-14.397788595142014,17.806848867170846,0.0
20180627,18.097620375400943,12.322168411428612,-0.0003535217055673808,10.378272313863237,-16.833950605436552,-14.288325820219331,18.320247781545277,0.0
20180628,18.024307746372337,12.406861457117204,-0.0002609890293827903,10.394390417617783,-16.495861418655224,-14.325187747062653,18.737979518219408,0.0
20180629,17.894164037873228,12.487604141657407,-0.00018605106587669254,10.520342972174197,-16.186099234848662,-14.34270560214743,19.11967198956678,0.0
20180702,17.606738398820813,12.407990120293384,1.4349052216202238,10.53919712560835,-15.864207191936517,-14.243291626215012,19.224353161808132,0.0
20180703,17.413553595968494,12.355285876758382,2.6581729903958653,10.565977502168112,-15.60912241001703,-14.162975840255093,18.941542433657883,0.0
20180704,17.31352936414486,12.438266662283777,3.6646787346448844,10.592314044772134,-15.384171314542373,-14.049517517422151,18.61401741394468,0.0
20180705,17.180455117972897,12.49165474842976,4.4755847201436145,10.618000814882857,-15.244429151471735,-13.978601576844566,18.353544996704407,0.0
20180706,17.106173816285683,12.523745990253442,5.196606268357668,10.67415303136336,-15.158224261900983,-13.921309972614681,18.143339836149732,0.0
20180709,16.940606248818366,12.542735939436062,5.775845323327771,10.70473288124605,-15.012808569359771,-13.853578175779692,18.333161454440226,0.0
20180710,16.742603331227716,12.566910529602403,6.2496142349674235,10.72027290708144,-14.870222784508039,-13.70212205988739,18.58023854199249,0.0
20180711,16.63304195830305,12.573843957568226,6.75135614140752,10.922495572614896,-14.821916608224253,-13.581687626449037,18.777343837103654,0.0
20180712,16.381594222419842,12.57250761190191,7.107241123744437,11.09260839401556,-14.561791208250124,-13.571913681689955,18.115993126826726,0.0
20180713,16.18126723987105,12.56934501280503,7.454379866823756,11.17739871385105,-14.363831749600324,-13.54019103919879,17.61411532572778,0.0
20180716,16.001190067768324,12.552929985163011,7.738143214206042,11.251594797283609,-14.20152275447933,-13.515044344095035,17.18492883577809,0.0
20180717,16.558364263058017,13.84834060630454,8.24729147322603,12.007929709862362,-14.64567529485743,-13.666513809461362,16.75351698216624,0.0
20180718,17.19548763921353,14.92548075682338,8.732374452887523,12.673164578538278,-15.083315678276838,-13.841082677947815,16.550900968779974,0.0
20180719,17.826928774430414,15.800871984227557,9.106302342879108,13.194732190535486,-15.567197202437683,-13.971467932199735,16.418487893773584,0.0
20180720,18.270202356521086,16.502969292789857,9.364333529191345,13.603241727669282,-15.987027744404944,-14.160603127583347,16.17634486591737,0.0
20180723,18.7074846303736,17.24634172738812,9.527845142347148,13.98063749675024,-16.47056104444699,-14.443561139249093,16.0088991484253,0.0
20180724,19.204469939676596,17.872833695651803,9.781811554031286,14.359667468958397,-17.02536689657724,-15.167548827235784,15.705266314470693,0.0
20180725,19.51909758806681,18.40441892958557,9.982702260748205,14.561891113510303,-17.488059447365153,-15.720565030761454,15.461990047565516,0.0
20180726,19.837933407621342,19.047422266740682,10.193859844468179,14.78139256935497,-18.12961158575749,-16.18232799220052,15.265675855213653,0.0
20180727,19.645090148457303,18.685056987546442,10.24019334726895,15.077150655232694,-18.245070496644466,-16.633569481107248,15.085926769242631,0.0
20180730,19.81287264486212,18.891125359881315,10.685815958037002,16.024759252410526,-18.72478055714478,-17.264557449351628,14.937760172384598,0.0
20180731,19.92197674492972,19.052591207024822,11.028977120474353,16.808347439279856,-19.114061621326027,-17.779726062322393,14.90665195611977,0.0
20180801,19.86416762898272,18.539495903855244,11.277173993489471,17.434755353892193,-19.255545479580796,-18.217015123010594,14.950839659823721,0.0
20180802,19.981441442482215,18.238796012298657,11.58246257980198,17.966714511500857,-19.352535792194175,-18.524540443477747,14.963880435123075,0.0
20180803,20.02364000126017,17.84988888104518,11.688621829466657,18.350057286886354,-19.422440392805896,-18.338149652181787,14.823858055562807,0.0
20180806,20.129792577469402,17.036639963114652,11.695049850882905,18.252316000369724,-19.537418066670565,-18.217932272264036,14.387820173528736,0.0
20180807,20.262359929241445,16.359850010500406,11.527570425764022,18.03807353097738,-19.642259889116726,-17.492703234280786,13.930420495979172,0.0
20180808,20.174782647038274,15.727255606572689,11.335808711833984,17.761777903542377,-19.702082541177695,-16.84796151968315,13.576768406910084,0.0
20180809,20.38077528580521,15.201497908602642,11.209248355182407,17.539922159653614,-20.32763063476855,-16.307575354910217,13.51489077714445,0.0
20180810,20.319714634347328,14.702518769509542,11.186287586349316,17.058542284025997,-20.779434189999506,-15.857133898671584,13.498612114728457,0.0
20180813,19.838329713162928,14.227637365248022,11.211081835011981,16.577807262191147,-20.146363363087644,-15.487352206442258,13.500737488866896,0.0
20180814,19.334213543342653,13.71043023427348,11.174856905409563,16.141810348068322,-19.6303732468414,-15.174288898679052,13.620568497143028,0.0
20180815,18.939943410204393,13.26112283241513,11.19565103287986,15.728313456227697,-19.226889291539685,-14.910631439295207,13.718652101019591,0.0
20180816,18.50592424496475,12.812098900563042,11.145230140507813,15.446195602062689,-18.846791016699505,-14.668226401656813,13.823540885908967,0.0
20180817,18.048405087811275,12.390958005812793,10.90782862369802,15.09189776789853,-18.098120924880497,-14.457645170902545,13.710963316755562,0.0
20180820,17.14239881556278,12.047087973733008,10.673148928179604,14.624097477513114,-17.3800800611656,-14.148500586138704,13.58109178879206,0.0
20180821,16.381016676163085,11.658853720070574,10.252738956570191,13.999444019364546,-16.71148357995201,-13.706105508197115,13.101512943527057,0.0
20180822,15.76134496924067,11.292961446799717,9.906252564857315,13.351825144797044,-16.150200119655022,-13.361201083101617,12.69577776415965,0.0
20180823,15.22005229415835,10.993289727514556,9.463998037697158,12.686055416737526,-15.593285181082837,-13.086597732509041,12.339532693079365,0.0
20180824,14.863107420176359,10.899116368140122,9.162280829200508,12.136889991747255,-15.287235453892622,-12.854115389905136,12.061759365106791,0.0
20180827,14.383107621911655,10.748540889117788,8.916509393299794,11.622868563327991,-14.695513146943384,-12.671733258826723,11.805850198202217,0.0
20180828,13.95277155468926,10.617780129158229,8.68939146577306,11.19661693889721,-14.220052520984774,-12.504480333797593,11.605484418131018,0.0
20180829,13.522497659682353,10.614936123626839,8.505542686945526,10.802964592502821,-13.76544027822708,-12.53534999533192,11.4620739129381,0.0
20180830,13.150581810920674,10.599922635585111,8.208361862100169,10.478158163478627,-13.362507447874815,-12.61152135664644,11.325139332802719,0.0
20180831,12.79545469909422,10.640506481886437,8.01057432326439,10.21689580374199,-13.040875461552018,-13.004777237737262,11.241587476895493,0.0
20180903,12.484258523082023,11.000479619513401,7.8638257304824215,10.029646174404665,-12.792486079141954,-13.326143797495773,11.462064635410117,0.0
20180904,12.221890070010408,11.36967373199453,7.760417439913428,9.904500106514032,-12.581831810367278,-14.091817783182128,11.721401834014225,0.0
20180905,12.004517811472763,11.698931906035112,7.681690480154042,9.81594962543766,-12.402140563774347,-14.670600857149543,11.94253836371296,0.0
20180906,11.805079591526045,11.70397424884907,7.611505361526437,9.6194647954375,-12.222587444993067,-15.11974903794208,12.099631136312606,0.0
20180907,11.660414863638316,11.736368116699264,7.527016727640597,9.548963769226022,-12.076574589932866,-15.437638791732397,12.22226998834378,0.0
20180910,11.63015199163157,11.886289542377384,7.458679398235116,9.394092981462025,-12.096506221274277,-15.622995105567941,12.324236549284322,0.0
20180911,11.276111459887629,12.090584260810866,7.280060398805258,9.214965989830201,-11.668022454462232,-15.951776134905161,12.336338420565824,0.0
20180912,10.98624950345123,12.271951035234656,7.137684239187885,9.073538590048058,-11.319023341289972,-16.251053229977053,12.360481725200101,0.0
20180913,10.752143837230472,12.354319572623503,7.067951452383693,8.943777121590639,-11.029090884580365,-16.158353556638524,12.41835732941042,0.0
20180914,10.606566353975344,12.566040738291335,7.164499974033332,8.867572348961454,-10.96500272989743,-15.84721927464515,12.855297675942106,0.0
20180917,10.791601802405332,12.743459672898009,7.227289870779519,8.87918368283059,-11.022369026789171,-15.810690758719034,13.1873925054056,0.0
20180918,10.892011954213661,13.069722433195222,7.326226921883679,8.974418619452814,-11.024033654651197,-16.355162408381425,13.65011314131107,0.0
20180919,10.965783936872999,13.508698023977072,7.417264492176212,9.198113611851618,-11.023678180657717,-16.724707235211195,14.172358459520737,0.0
20180920,11.031610345652682,13.847075633355844,7.585549705532575,9.423112263099119,-11.042912933737123,-17.02936213712626,14.620969984443771,0.0
20180921,11.154624057262048,14.135567485124854,7.65933882062157,9.599256763309928,-11.08763334424498,-17.297353743162073,14.855275607434388,0.0
20180925,11.332572302598379,14.693534020022048,7.6794454452465315,9.815313117581999,-11.211643604316935,-17.403409777924537,15.124217217963523,0.0
20180926,11.579764993810352,15.151427793575916,7.766841080882467,9.995212611430047,-11.327714160141442,-17.530640215410823,15.409447687640421,0.0
20180927,11.835243718106673,15.518280815229755,7.834307927530146,10.198069355048212,-11.443403730873463,-17.79144528892381,15.600742045438851,0.0
20180928,12.053716517989749,15.840778251238683,8.069568036509303,10.370660663259809,-11.507381992994103,-18.113708568148468,15.718901090974535,0.0
20181008,12.303881219472132,16.094463977058705,8.161784910999826,10.231763019009128,-11.551656390206468,-18.216992920948346,15.88546736799055,0.0
20181009,12.474036037299015,16.05167358693332,8.205758150344012,10.190788432264796,-11.518137976192039,-18.10973580213014,15.999244932031708,0.0
20181010,12.639619012669465,15.987936504686122,8.209868749119087,10.11441821762054,-11.497803935888426,-18.04146564207662,16.101194182696176,0.0
20181011,12.786419551500614,15.905811188985146,8.212672915765882,10.055739570230543,-11.486018467427643,-17.96212160300623,16.16919681383611,0.0
20181012,12.948754942040772,16.44835633065019,8.163766885525087,10.13773170439534,-11.482546676209978,-17.80170724765372,15.968701454934376,0.0
20181015,13.041313516283866,16.835218929766043,8.142518617114238,10.15333858869263,-11.47299476556053,-17.658728790801455,15.809760819269975,0.0
20181016,13.186251011768338,17.141109684081442,8.152347013914252,10.352685349850754,-11.59134216848526,-17.57032897396263,15.694887869699539,0.0
20181017,14.727658848661694,16.890857728000068,8.448945117455686,10.590608871412654,-12.509209750471632,-17.50115947375387,15.815893358841938,0.0
20181018,15.136062015990037,16.587296916680987,8.48839375046258,10.82017198789818,-13.000762482431298,-17.56268599718989,15.957372677344498,0.0
20181019,15.53329243240264,16.57027809172362,8.469149766242897,10.90875052907869,-13.331238343901138,-17.742997574524008,16.075310900272928,0.0
20181022,15.766063432726588,16.412923862172406,8.45340964329424,10.988917392762268,-13.378171871445241,-18.39984008612876,16.16452237191543,0.0
20181023,15.946507984156431,16.22638392860753,8.440874653338803,11.012219145974665,-13.413010828839724,-18.84881603275874,16.19236005696395,0.0
20181024,16.09772748168018,15.7365218931651,8.39590018909317,11.031270965920465,-13.484722637350705,-19.20619021888407,16.59573505921958,0.0
20181025,16.24053187461008,15.321322321723478,8.361770249219045,11.027338319690351,-13.555860978114518,-19.545598468299243,16.916098071559478,0.0
20181026,16.341907893987962,14.987253349556818,8.327042928778662,11.160287615059612,-13.605239343153578,-19.779189973018102,17.187411706998503,0.0
20181029,16.199467363300258,14.717645545182728,8.305082953868572,11.190544138695458,-13.529008594408168,-19.95474667145916,17.513957607847516,0.0
20181030,16.17336495935077,14.545698543984154,8.347256426262211,11.241313863141908,-13.634592969307077,-19.964148757276536,17.78467580769569,0.0
20181031,16.111912243535187,14.338607169919543,8.394415076000145,11.27913549126616,-13.666793362954449,-19.98122130306866,18.01063904696357,0.0
20181101,15.616955651196085,13.941662061950868,8.422125567496748,11.360996503863152,-13.656111288659412,-19.949171830723103,18.19994536829417,0.0
20181102,15.050928129506378,13.502032087382021,8.442652584892842,11.329272605471347,-13.757292766820068,-20.04928956389337,18.511260571319553,0.0
20181105,14.578635414481639,13.113917669150519,8.504955546847686,11.710496361402987,-13.851706064010358,-20.355066015825802,18.917472906314817,0.0
20181106,14.226964488352756,12.862320518070343,8.652217953522957,11.97600427609292,-13.760810644374788,-21.090499113696836,19.213571940430406,0.0
20181107,13.938991144054595,12.687777436045005,8.83090807860741,12.346625897482463,-13.679370167999988,-21.69726013771483,19.45751433147921,0.0
20181108,13.704751071520581,12.488820857661313,8.967754529440162,12.650259249911324,-13.538900100779324,-21.862748963761828,19.73780144187384,0.0
