trade_date,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,7.276771804501089,0.0,0.0,0.0,-25.410547866817492,0.0,-15.990129526469016,0.0,7.52869434643691,0.0,0.0,0.0,9.718406639674862,0.0,11.151176383122767,0.0,0.0,0.0,0.0,15.279876880444517,10.898534376624735
20180104,8.832457846269058,0.0,0.0,0.0,-17.96145740853112,0.0,-17.76800077574247,0.0,9.23194472221337,0.0,0.0,0.0,11.441360921828522,0.0,10.769844267909406,0.0,0.0,0.0,0.0,15.505792687122959,13.377546648343285
20180105,9.98770509609743,0.0,0.0,0.0,-16.44118847643653,0.0,-18.74419641138556,0.0,10.168093384486824,0.0,0.0,0.0,12.464693325930225,0.0,11.570579892969503,0.0,0.0,0.0,0.0,16.273293634407707,14.869605226137095
20180108,10.839146558175033,0.0,0.0,0.0,-13.588185383066282,0.0,-19.706859817113354,0.0,10.503906928153304,0.0,0.0,0.0,13.599203172869318,0.0,12.610291842443354,0.0,0.0,0.0,0.0,17.24555244111084,16.06836261486205
20180109,11.738580734962657,0.0,0.0,0.0,-12.150724562344546,0.0,-20.511418673012088,0.0,10.76735006256922,0.0,0.0,0.0,14.451959073055873,0.0,13.716137229728819,0.0,0.0,0.0,0.0,18.204835085451077,16.63752991593252
20180110,12.35810007945192,0.0,0.0,0.0,-11.433314734928114,0.0,-21.11254140574298,0.0,11.120780994934933,0.0,0.0,0.0,15.279546104730974,0.0,14.809361536376588,0.0,0.0,0.0,0.0,18.731713658377206,17.060772636352898
20180111,12.847158807733747,0.0,0.0,0.0,-11.018021306942442,0.0,-21.868252025573376,0.0,11.534632724380684,0.0,0.0,0.0,16.18842207922878,0.0,15.492915886793183,0.0,0.0,0.0,0.0,19.445831449953342,8.320183130499563
20180112,13.371824017022085,0.0,0.0,0.0,-10.871017232635074,0.0,-22.719322787255738,0.0,11.827099726083963,0.0,0.0,0.0,17.138752881489733,0.0,16.04283466387037,0.0,0.0,0.0,0.0,10.31657042566261,2.2181712633477044
20180115,13.608333082722172,0.0,0.0,0.0,-10.837188302870493,0.0,-23.252755300894368,0.0,12.126472538231198,0.0,0.0,0.0,17.94545129834698,0.0,16.459201659206713,0.0,0.0,0.0,0.0,12.772258796626792,-2.4507804422682877
20180116,13.441135841030814,0.0,0.0,0.0,-10.87730105779378,0.0,-21.6400435105482,0.0,11.559012979712463,0.0,0.0,0.0,17.04496088639632,0.0,16.34278034272985,0.0,0.0,0.0,0.0,14.348576784275775,-4.763907898074248
20180117,13.41999383921738,0.0,0.0,0.0,-10.996591038817417,0.0,-20.497385475024267,0.0,11.216869975015767,0.0,0.0,0.0,16.46241694235969,0.0,16.346656662212926,0.0,0.0,0.0,0.0,15.57073380653029,-6.602450881680488
20180118,13.498826415120607,0.0,0.0,0.0,-11.118240281806804,0.0,-19.750571178040172,0.0,11.038388004509414,0.0,0.0,0.0,16.133615296793035,0.0,16.493004921699896,0.0,0.0,0.0,0.0,16.702470855316456,-8.076455376015597
20180119,13.579489430756789,0.0,0.0,0.0,-11.29635994334065,0.0,-19.27560586563697,0.0,10.966787186381607,0.0,0.0,0.0,15.95370249711542,0.0,16.659127213978486,0.0,0.0,0.0,0.0,17.75276204963283,-9.303731974799359
20180122,13.66156425418223,0.0,0.0,0.0,-11.34688317457969,0.0,-19.019583716914617,0.0,10.975680995553855,0.0,0.0,0.0,15.914664243800505,0.0,16.916197021389834,0.0,0.0,0.0,0.0,18.538313575927344,-10.379303485502918
20180123,13.761258027034488,0.0,0.0,0.0,-11.438609151094443,0.0,-18.862569468370925,0.0,11.010098840589981,0.0,0.0,0.0,15.934091441204734,0.0,16.74793459579198,0.0,0.0,0.0,0.0,19.30949308422998,-11.308098704109458
20180124,13.452893876391474,0.0,0.0,0.0,-11.575818664563274,0.0,-18.74248934146595,0.0,11.076921489094973,0.0,0.0,0.0,16.01359378556094,0.0,16.71275075884782,0.0,0.0,0.0,0.0,11.6198678203966,-11.981544004074381
20180125,13.200885511694795,0.0,0.0,0.0,-11.593272599061047,0.0,-18.716525374991964,0.0,11.163362037964175,0.0,0.0,0.0,16.159877825451286,0.0,16.780277547086037,0.0,0.0,0.0,0.0,5.313874188674238,-12.599120196420538
20180126,13.045875522484385,0.0,0.0,0.0,-11.668747138568774,0.0,-18.751451850452572,0.0,11.28671649572854,0.0,0.0,0.0,16.3524572488052,0.0,16.92073153877979,0.0,0.0,0.0,0.0,0.21311503496397893,-13.115542797229198
20180129,12.983214632356479,0.0,0.0,0.0,-11.768796875165863,0.0,-18.832311805879655,0.0,11.427900841227867,0.0,0.0,0.0,16.568755769533784,0.0,17.122012018145632,0.0,0.0,0.0,0.0,-4.021691898567928,-13.537727636198312
20180130,12.958101529741244,0.0,0.0,0.0,-11.933292135066733,0.0,-19.022551665702313,0.0,11.753360115748857,0.0,0.0,0.0,17.27404641910235,0.0,17.01293779014393,0.0,0.0,0.0,0.0,-7.431223387924785,-14.111496350525302
20180131,12.992908043007535,0.0,0.0,0.0,-12.029234124209117,0.0,-19.16546836162917,0.0,11.990096645465801,0.0,0.0,0.0,17.83781834440354,0.0,16.699969658256272,0.0,0.0,0.0,0.0,-10.237095908985484,-14.550798764688459
20180201,12.999031268975482,0.0,0.0,0.0,-12.114409524719804,0.0,-19.227359848821635,0.0,12.232918072570277,0.0,0.0,0.0,10.970496593973166,0.0,16.445639427196028,0.0,0.0,0.0,0.0,-12.608039407463881,-14.470985727815675
20180202,13.00619899694323,0.0,0.0,0.0,-12.112189536371025,0.0,-19.245462192337083,0.0,7.5476674599544324,0.0,0.0,0.0,5.389998738219083,0.0,16.198271215097677,0.0,0.0,0.0,0.0,-14.537839049580802,-14.404415894084774
20180205,12.964095487978133,0.0,0.0,0.0,-12.753708612644028,0.0,-19.19061309875772,0.0,8.873251243723152,0.0,0.0,0.0,7.724167768223121,0.0,15.96246118556714,0.0,0.0,0.0,0.0,-16.39030663718161,-14.286581019191683
20180206,12.762143741727177,0.0,0.0,0.0,-13.278891974794558,0.0,-19.036010645873642,0.0,9.918539931675818,0.0,0.0,0.0,9.553372558879012,0.0,15.297114777181003,0.0,0.0,0.0,0.0,-17.884072720887737,-14.181853157847897
20180207,12.68103281072396,0.0,0.0,0.0,-13.691963397007214,0.0,-19.065814197323494,0.0,10.767632520036825,0.0,0.0,0.0,11.035453351419134,0.0,14.713967046179624,0.0,0.0,0.0,0.0,-19.13723633261902,-14.087154528352915
20180208,12.51076655523514,0.0,0.0,0.0,-13.957995154294382,0.0,-19.205782377252866,0.0,11.463610435154228,0.0,0.0,0.0,12.256818050407867,0.0,14.241862315439393,0.0,0.0,0.0,0.0,-20.15503926058154,-14.000428910741775
