,Simple_PnL,Position_Factor,Compound_PnL_Rate,Compound_Net_Value,Drawdown,Max_Drawdown
20200310,-0.5641888246730845,0.8,-0.005641888246730845,0.9750128366763726,0.05249008447391457,0.06652882440030916
20200311,1.2033603931317107,0.5,0.007521002457073192,0.9823459106166934,0.04536386007114168,0.06652882440030916
20200312,0.8554774882497813,0.8,0.008554774882497814,0.9907496587387616,0.03719716279935359,0.06652882440030916
20200313,0.4603075974980059,0.8,0.004603075974980059,0.9953101546901216,0.03276530819079271,0.06652882440030916
20200316,1.0398403927407085,0.8,0.010398403927407086,1.0056597917116394,0.022707611172759545,0.06652882440030916
20200317,0.3971754423404509,1.0,0.004964693029255635,1.010652583869353,0.017855654462404336,0.06652882440030916
20200318,3.744301418041264,1.0,0.046803767725515796,1.0579549326559665,0.0,0.06652882440030916
20200319,3.360641921571761,1.0,0.04200802401964701,1.1023975288786825,0.0,0.06652882440030916
20200320,-3.459480389739392,1.0,-0.043243504871742396,1.0547259959680204,0.04324350487174233,0.06652882440030916
20200323,2.243115589618774,0.8,0.022431155896187743,1.0783847192113412,0.02178235077483004,0.06652882440030916
20200324,0.8482756151798179,1.0,0.010603445189747724,1.08981931247496,0.011409873547627236,0.06652882440030916
20200325,-0.6301692314889943,1.0,-0.007877115393612428,1.0812346799924073,0.019197112050678533,0.06652882440030916
20200326,0.5381734084271448,1.0,0.006727167605339309,1.0885083269054217,0.012599086635642576,0.06652882440030916
20200327,0.3425969393337212,1.0,0.004282461741671515,1.093169822170885,0.008370580000468197,0.06652882440030916
20200330,1.3803953815642491,1.0,0.017254942269553115,1.1120324043432612,0.0,0.06652882440030916
20200331,-0.9247175766531968,1.0,-0.01155896970816496,1.0991784554669597,0.011558969708164946,0.06652882440030916
20200401,-0.2135923931627887,1.0,-0.0026699049145348587,1.0962437535067575,0.014198013272669119,0.06652882440030916
20200402,-0.50658477230841,1.0,-0.006332309653855126,1.0893019986034482,0.020440416710012177,0.06652882440030916
20200403,0.6772670652886923,1.0,0.008465838316108653,1.098523853201039,0.012147623656884377,0.06652882440030916
20200407,0.3563405098558134,1.0,0.004454256373197667,1.1034169600752695,0.007747475913779556,0.06652882440030916
20200408,-1.1104379642778066,1.0,-0.013880474553472582,1.0881010090390746,0.021520411824977326,0.06652882440030916
20200409,0.3549644631573541,1.0,0.0044370557894669255,1.0929289739207562,0.017178843303390146,0.06652882440030916
20200410,0.0507280012642439,1.0,0.0006341000158030487,1.093622000200391,0.01655563639239721,0.06652882440030916
20200413,1.8362218972798607,1.0,0.02295277371599826,1.1187236585018279,0.0,0.06652882440030916
20200414,-0.3650775684625653,1.0,-0.004563469605782066,1.1136183970889855,0.004563469605782022,0.06652882440030916
20200415,-0.4564258392685471,1.0,-0.005705322990856838,1.1072648444450326,0.010242756528578867,0.06652882440030916
20200416,0.6183785454499499,1.0,0.007729731818124373,1.1158237047442299,0.00259219847149883,0.06652882440030916
20200417,-1.345176234293784,1.0,-0.0168147029286723,1.0970614606281852,0.019363314352940586,0.06652882440030916
20200420,0.1154315099373307,1.0,0.0014428938742166338,1.0986444038893648,0.017948359686388304,0.06652882440030916
20200421,1.3295379214334604,1.0,0.016619224017918256,1.1169030213536344,0.0016274234788523634,0.06652882440030916
20200422,-0.2075129226561503,1.0,-0.0025939115332018784,1.114005873725077,0.0042171136195231496,0.06652882440030916
20200423,0.0361292948004838,1.0,0.00045161618500604744,1.114508976807843,0.003767401951281668,0.06652882440030916
20200424,0.6673623163097553,1.0,0.008342028953871941,1.1238062429617244,0.0,0.06652882440030916
20200427,1.3798319082862636,1.0,0.017247898853578292,1.143189539371348,0.0,0.06652882440030916
20200428,-0.1573487650403547,1.0,-0.0019668595630044335,1.1409410460935088,0.001966859563004575,0.06652882440030916
20200429,-0.2207910529753899,1.0,-0.002759888162192374,1.1377921764066359,0.004721319412772318,0.06652882440030916
20200430,-0.1649175200004043,1.0,-0.002061469000005054,1.1354466531065253,0.00677305555916885,0.06652882440030916
