,AD.SHF,AL.SHF,AO.SHF,CU.SHF,NI.SHF,PB.SHF,SN.SHF,ZN.SHF
20100104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100106,0.0,22.216627801724574,0.0,44.17404469363368,0.0,0.0,0.0,0.0
20100107,0.0,14.915070585433234,0.0,30.57693331965205,0.0,0.0,0.0,0.0
20100108,0.0,12.529484750524903,0.0,26.16563859188041,0.0,0.0,0.0,0.0
20100111,0.0,11.15372318845942,0.0,23.107769979707474,0.0,0.0,0.0,0.0
20100112,0.0,10.582381890885975,0.0,21.393554468521028,0.0,0.0,0.0,0.0
20100113,0.0,9.794321944104558,0.0,19.21280956599592,0.0,0.0,0.0,0.0
20100114,0.0,9.38855276167403,0.0,17.78411441690741,0.0,0.0,0.0,0.0
20100115,0.0,9.223123878454995,0.0,16.950167771535067,0.0,0.0,0.0,0.0
20100118,0.0,9.214941910632508,0.0,16.504706401770026,0.0,0.0,0.0,0.0
20100119,0.0,9.312994644204725,0.0,16.267857110094543,0.0,0.0,0.0,0.0
20100120,0.0,9.419887645633745,0.0,16.10805980279618,0.0,0.0,0.0,0.0
20100121,0.0,9.589979025280721,0.0,16.119661428268927,0.0,0.0,0.0,0.0
20100122,0.0,9.724315009521682,0.0,15.903268554317938,0.0,0.0,0.0,0.0
20100125,0.0,5.789966703246715,0.0,9.854972335964337,0.0,0.0,0.0,0.0
20100126,0.0,2.6068989084869902,0.0,4.984728479036686,0.0,0.0,0.0,0.0
20100127,0.0,-0.009696522974571962,0.0,1.0010796153299457,0.0,0.0,0.0,0.0
20100128,0.0,-1.9911471625923634,0.0,-1.9229793863279547,0.0,0.0,0.0,0.0
20100129,0.0,-3.618319941971103,0.0,-4.131651261736139,0.0,0.0,0.0,0.0
20100201,0.0,-4.962658053425009,0.0,-5.936017383298355,0.0,0.0,0.0,0.0
20100202,0.0,-6.107111513362294,0.0,-7.444296598095692,0.0,0.0,0.0,0.0
20100203,0.0,-7.135577092855475,0.0,-8.526284484576696,0.0,0.0,0.0,0.0
20100204,0.0,-7.9853186401182885,0.0,-9.267026857411414,0.0,0.0,0.0,0.0
20100205,0.0,-8.691452926351248,0.0,-9.734736550488563,0.0,0.0,0.0,0.0
20100208,0.0,-9.657211341263505,0.0,-10.212374225425851,0.0,0.0,0.0,0.0
20100209,0.0,-10.399932200044184,0.0,-10.543863265300159,0.0,0.0,0.0,0.0
20100210,0.0,-11.424047506168113,0.0,-10.75266364282558,0.0,0.0,0.0,0.0
20100211,0.0,-12.318848272150053,0.0,-10.938336382208778,0.0,0.0,0.0,0.0
20100212,0.0,-12.985772536673554,0.0,-11.027342336873664,0.0,0.0,0.0,0.6129283901274302
20100222,0.0,-13.501527070750893,0.0,-10.871567014643935,0.0,0.0,0.0,1.093165685528557
20100223,0.0,-13.929454768852032,0.0,-10.761228572541915,0.0,0.0,0.0,0.28952701660567626
20100224,0.0,-14.340025160975491,0.0,-10.671806431120235,0.0,0.0,0.0,-0.36259686372198685
20100225,0.0,-14.682563522237226,0.0,-10.59813860471682,0.0,0.0,0.0,-0.8962720327856998
20100226,0.0,-15.124493549854526,0.0,-10.591403091459044,0.0,0.0,0.0,-1.3747218504897687
20100301,0.0,-15.497128541347632,0.0,-6.897792626187148,0.0,0.0,0.0,-1.754913420656571
20100302,0.0,-15.75769766178606,0.0,-3.9174062794557325,0.0,0.0,0.0,-2.0560604023214446
20100303,0.0,-15.939424612360058,0.0,-1.482375811663245,0.0,0.0,0.0,-2.2985732893270305
20100304,0.0,-16.973579091869144,0.0,0.5994118521136581,0.0,0.0,0.0,-2.5522696283350492
