,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AU.SHF,BU.SHF,BZ.DCE,CF.ZCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SN.SHF,SP.SHF,SR.ZCE,TA.ZCE,V.DCE,Y.DCE,ZN.SHF
20100118,1.4063706810147092,1.4063706810147092,7.587936974724546,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,12.47805596890988,1.4063706810147092,1.4063706810147092,1.4063706810147092,5.878414957708796,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,-5.604870869102402,1.4063706810147092,-11.114522588131198,1.4063706810147092,1.4063706810147092,1.4063706810147092,-14.24587266433027,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,8.658475398468857,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,1.4063706810147092,-7.520519308785718,-36.18462807710124,-6.342702265846659,1.4063706810147092
20100119,1.2974216289453055,1.2974216289453055,7.544763646336781,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,12.21022370169824,1.2974216289453055,1.2974216289453055,1.2974216289453055,5.896607109031837,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,-4.449908879192842,1.2974216289453055,-11.271826170031131,1.2974216289453055,1.2974216289453055,1.2974216289453055,-13.126972864193903,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,8.311093034472684,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,1.2974216289453055,-4.736162458846123,-35.800290087318025,-7.392440787152594,1.2974216289453055
20100120,1.2753414106800942,1.2753414106800942,7.594389379240368,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,12.080948271764752,1.2753414106800942,1.2753414106800942,1.2753414106800942,5.6463567408661035,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,-3.5061305390250075,1.2753414106800942,-11.382063403634302,1.2753414106800942,1.2753414106800942,1.2753414106800942,-12.224538163800917,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,7.383550618591252,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,1.2753414106800942,-3.318260332135938,-36.16452850607819,-8.195990618231232,1.2753414106800942
20100121,1.1700435952110082,1.1700435952110082,7.6031922438920265,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,11.983433057387467,1.1700435952110082,1.1700435952110082,1.1700435952110082,5.856203082988139,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,-2.042830224905891,1.1700435952110082,-11.603647485428116,1.1700435952110082,1.1700435952110082,1.1700435952110082,-11.528469743367047,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,7.235398337594271,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,1.1700435952110082,-1.7757899558951398,-35.5247512855574,-8.814176668671589,1.1700435952110082
20100122,1.1006386399376022,1.1006386399376022,7.623902538423736,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,11.768867458803763,1.1006386399376022,1.1006386399376022,1.1006386399376022,6.268262136548066,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,-1.1381705619082796,1.1006386399376022,-11.869126443135302,1.1006386399376022,1.1006386399376022,1.1006386399376022,-11.040515864802193,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,6.656587776776748,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,1.1006386399376022,-0.9607473177464193,-34.27461769698476,-9.355517143916227,1.1006386399376022
20100125,1.216394499903147,1.216394499903147,5.100419311084566,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,7.82730593138482,1.216394499903147,1.216394499903147,1.216394499903147,6.698480952026876,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,-0.44741374967715075,1.216394499903147,-11.998480441778245,1.216394499903147,1.216394499903147,1.216394499903147,-10.54458418920444,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,6.478167460273237,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,1.216394499903147,0.08724669256611724,-33.63946977393619,-9.702690689543443,1.216394499903147
20100126,1.3629319521893783,1.3629319521893783,3.1116915841104915,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,4.706786948579005,1.3629319521893783,1.3629319521893783,1.3629319521893783,6.7328973565968555,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,-0.33030159024406136,1.3629319521893783,-12.118510488892165,1.3629319521893783,1.3629319521893783,1.3629319521893783,-10.125691067681803,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,5.947200974458404,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,1.3629319521893783,0.5002361038651738,-33.41439368127543,-9.986670561765953,1.3629319521893783
20100127,1.5171473932691766,1.5171473932691766,1.5106427728204426,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,2.18869150797525,1.5171473932691766,1.5171473932691766,1.5171473932691766,6.880354342389808,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,-0.6466421254505793,1.5171473932691766,-12.231736107320879,1.5171473932691766,1.5171473932691766,1.5171473932691766,-9.782334092697697,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,5.217440048356701,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,1.5171473932691766,0.42591175506228696,-33.490493630745405,-10.137698448272744,1.5171473932691766
20100128,1.6106563011497095,1.6106563011497095,0.2749551859972545,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,0.3206834859865378,1.6106563011497095,1.6106563011497095,1.6106563011497095,7.486814818669887,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,-0.7619514897277737,1.6106563011497095,-12.33657385049596,1.6106563011497095,1.6106563011497095,1.6106563011497095,-9.59602331870844,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,4.6453211961572745,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,1.6106563011497095,0.6213900443763756,-33.45855088366367,-10.347723126531903,1.6106563011497095
20100129,1.6926889153224398,1.6926889153224398,-0.7345520602651593,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,-1.078904918323201,1.6926889153224398,1.6926889153224398,1.6926889153224398,7.594340568471427,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,-0.738714802168444,1.6926889153224398,-12.490513844150351,1.6926889153224398,1.6926889153224398,1.6926889153224398,-9.493441522386398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,3.922982690326541,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.6926889153224398,1.2692720200324865,-33.529674557935486,-10.579527779241939,1.6926889153224398
20100201,1.8064476817209518,1.8064476817209518,-1.5226020342478008,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,-2.1755508301887265,1.8064476817209518,1.8064476817209518,1.8064476817209518,7.399001911972159,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,-0.6455424019871788,1.8064476817209518,-12.412257566124277,1.8064476817209518,1.8064476817209518,1.8064476817209518,-9.399781417303297,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,0.10272114976659365,1.8064476817209518,3.6442068598889903,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8064476817209518,1.8102075334225936,-33.84019553997388,-10.766533480295632,1.8064476817209518
20100202,1.9160846222501258,1.9160846222501258,-2.180687234701969,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,-3.0776975825048174,1.9160846222501258,1.9160846222501258,1.9160846222501258,7.395392460718199,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,-0.6917173621464603,1.9160846222501258,-12.342017269450492,1.9160846222501258,1.9160846222501258,1.9160846222501258,-9.331766405324512,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,-0.924254783971031,1.9160846222501258,3.14739283449289,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9160846222501258,1.9412919813610776,-34.33957785585484,-10.911066694622075,1.9160846222501258
20100203,1.9123022955682825,1.9123022955682825,-2.8743847254827064,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,-3.807298901225671,1.9123022955682825,1.9123022955682825,1.9123022955682825,7.392225868628143,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,-0.40250504087673655,1.9123022955682825,-12.233735191124236,1.9123022955682825,1.9123022955682825,1.9123022955682825,-9.176756262428883,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,-1.8638213052629091,1.9123022955682825,2.9113968306671207,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,1.9123022955682825,2.3814967614624627,-32.635846514989886,-10.884444977551736,1.9123022955682825
20100204,1.9260642339043892,1.9260642339043892,-3.4306463160918956,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,-4.290441677932249,1.9260642339043892,1.9260642339043892,1.9260642339043892,7.381086149947374,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,-0.24400027886035125,1.9260642339043892,-12.287759718691177,1.9260642339043892,1.9260642339043892,1.9260642339043892,-9.223005816064282,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,-2.7568333185296074,1.9260642339043892,2.5630981051753667,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,1.9260642339043892,2.6897255977426457,-30.935425582680995,-11.099852628955285,1.9260642339043892
20100205,1.8494475281836478,1.8494475281836478,-3.980951944102427,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,-4.680807347239092,1.8494475281836478,1.8494475281836478,1.8494475281836478,7.120963852561075,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,0.06514010688088004,1.8494475281836478,-12.387383608421873,1.8494475281836478,1.8494475281836478,1.8494475281836478,-9.3614706600906,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,-0.3767413591281714,1.8494475281836478,2.005279830825796,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,1.8494475281836478,3.1272312003433216,-29.295832878845275,-11.417748094660361,1.8494475281836478
20100208,1.7892453751399109,1.7892453751399109,-4.689004048169726,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,-5.061418351541189,1.7892453751399109,1.7892453751399109,1.7892453751399109,6.927390328578531,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,0.3570306711269759,1.7892453751399109,-12.442358021616307,1.7892453751399109,1.7892453751399109,1.7892453751399109,-9.45010646491497,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.6357723907408461,1.7892453751399109,1.282906581573464,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,1.7892453751399109,3.388229860757375,-27.58723433329981,-11.617060617712335,1.7892453751399109
20100209,1.713504074452091,1.713504074452091,-5.2629772716194685,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,-5.359529092589442,1.713504074452091,1.713504074452091,1.713504074452091,6.910486633844765,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,0.7656316262389281,1.713504074452091,-12.52550468217612,1.713504074452091,1.713504074452091,1.713504074452091,-9.579967566100759,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,3.2059866135165747,1.713504074452091,0.9976890754178942,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,1.713504074452091,3.8553898194614677,-26.018503708812947,-11.820831829647803,1.713504074452091
20100210,1.7569897276247972,1.7569897276247972,-5.9064885326544925,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,-5.45611088513072,1.7569897276247972,1.7569897276247972,1.7569897276247972,7.044333498635526,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.3324273056098386,1.7569897276247972,-12.958278487137477,1.7569897276247972,1.7569897276247972,1.7569897276247972,-9.986400189355097,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.3126968731076407,1.7569897276247972,1.1075021717626892,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,1.7569897276247972,4.432163833889934,-24.725125226976328,-12.42039164574503,1.7569897276247972
20100211,1.7051399641949414,1.7051399641949414,-6.55858844505138,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,-5.632513614663122,1.7051399641949414,1.7051399641949414,1.7051399641949414,7.132488644310777,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.70935878694362,1.7051399641949414,-13.226298152729546,1.7051399641949414,1.7051399641949414,1.7051399641949414,-10.471222468599343,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,2.9792583829813957,1.7051399641949414,1.2383019853467734,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,1.7051399641949414,4.937101422720253,-23.703442474128394,-12.96892292136915,1.7051399641949414
20100212,1.6757749921400622,1.6757749921400622,-7.035339477052971,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,-5.721585551192849,1.6757749921400622,1.6757749921400622,1.6757749921400622,7.25954173230784,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,2.111954777796628,1.6757749921400622,-13.44151675006582,1.6757749921400622,1.6757749921400622,1.6757749921400622,-10.860809768489277,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,2.711422551562905,1.6757749921400622,1.4578351110315741,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,1.6757749921400622,5.425827079508407,-22.513430953217963,-13.429863054241649,2.0869395457112403
20100222,1.715521494295037,1.715521494295037,-7.3415713733078505,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,-5.577341864939946,1.715521494295037,1.715521494295037,1.715521494295037,7.241326985118935,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,2.419222167321311,1.715521494295037,-13.438461266328957,1.715521494295037,1.715521494295037,1.715521494295037,-10.901178161489343,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,-0.5948429543320326,1.715521494295037,1.653653815508299,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,1.715521494295037,5.829202475118863,-21.311277354916502,-13.60873756712999,2.4488387762310775
20100223,1.748475267663262,1.748475267663262,-7.59568001014046,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,-5.470370870279059,1.748475267663262,1.748475267663262,1.748475267663262,7.198673695898605,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,2.7346530267846902,1.748475267663262,-13.194121495900712,1.748475267663262,1.748475267663262,1.748475267663262,-10.888920929705,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,-3.218484540110845,1.748475267663262,1.9598459605553646,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,1.748475267663262,6.188859907934192,-20.175264129131772,-13.684619661771038,1.9426957483049214
20100224,1.7103473583434083,1.7103473583434083,-7.909226703621854,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,-5.44851262877079,1.7103473583434083,1.7103473583434083,1.7103473583434083,7.117181270601452,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,2.8749214809486068,1.7103473583434083,-13.14303323146383,1.7103473583434083,1.7103473583434083,1.7103473583434083,-11.117854783032227,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,-2.3574431933477964,1.7103473583434083,2.2083046211878727,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,1.7103473583434083,6.479894023505578,-19.215455851170283,-13.976653284578584,1.4671101710961931
20100225,1.77376757839148,1.77376757839148,-8.07558802846176,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,-5.335674565719193,1.77376757839148,1.77376757839148,1.77376757839148,6.990901648394749,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,2.8963821551096056,1.77376757839148,-12.996678198352747,1.77376757839148,1.77376757839148,1.77376757839148,-11.294567174781776,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,-4.563025113176011,1.77376757839148,2.32388753048707,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,1.77376757839148,6.511656253957973,-18.438521660225987,-14.178098251760792,1.1725304743930034
20100226,1.8262685995319627,1.8262685995319627,-8.31954245862969,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,-5.2786552283344115,1.8262685995319627,1.8262685995319627,1.8262685995319627,6.965434313752774,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,2.95218163342716,1.8262685995319627,-12.870165730853182,1.8262685995319627,1.8262685995319627,1.8262685995319627,-11.423223322097602,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,-6.4799105392952665,1.8262685995319627,2.416346884202213,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,1.8262685995319627,6.654016314762258,-17.801155468504195,-14.333730826676772,0.9040778427558656
20100301,1.8184075253410326,1.8184075253410326,-8.577374495807682,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,-2.8087689465844425,1.8184075253410326,1.8184075253410326,1.8184075253410326,6.862570726015366,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,2.9056972759153252,1.8184075253410326,-12.720087321158523,1.8184075253410326,1.8184075253410326,1.8184075253410326,-11.548857178929099,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,-8.099750957065664,1.8184075253410326,2.3091771019670464,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,1.8184075253410326,6.516295591754403,-17.36322421698351,-14.48748756701904,0.6411767023238223
