,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20100104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100106,0.0,0.0,0.0,0.0,0.0,5.127048342576898,-51.891924812471586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.080068856670097,0.0,0.0,0.0,0.0,-122.6089179535766,-78.7891106587729
20100107,0.0,0.0,0.0,0.0,0.0,0.8107046288542542,-34.55087183273439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.909085467680505,0.0,0.0,0.0,0.0,-78.2086418512229,-66.45891600994652
20100108,0.0,0.0,0.0,0.0,0.0,1.2914254888426888,-29.656358951008034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.044317829832324,0.0,0.0,0.0,0.0,-63.429920630824775,-64.19090784579926
20100111,0.0,0.0,0.0,0.0,0.0,3.560829201775189,-21.62957444221232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.900222326562535,0.0,0.0,0.0,0.0,-51.79590658159542,-62.00665155990335
20100112,0.0,0.0,0.0,0.0,0.0,4.7815305527491105,-18.446292969005338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.331019013378636,0.0,0.0,0.0,0.0,-40.19626421246695,-62.16015966415582
20100113,0.0,0.0,0.0,0.0,0.0,6.276106800402061,-16.887642947266166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.731009469103068,0.0,0.0,0.0,0.0,-30.830264390585395,-60.707509561477686
20100114,0.0,0.0,0.0,0.0,0.0,6.488309845213411,-14.250650077561664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.512417837207826,0.0,0.0,0.0,0.0,-22.4895132205169,-58.41847277567963
20100115,0.0,0.0,0.0,0.0,0.0,6.373992261689921,-12.875837418450269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.441150158342543,0.0,0.0,0.0,0.0,-17.975130389550824,-57.928695458048296
20100118,0.0,0.0,0.0,0.0,0.0,6.666535029066368,-10.45174969190016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.810807573020075,0.0,0.0,0.0,0.0,-13.307431933929703,-56.037394644004955
20100119,0.0,0.0,0.0,0.0,0.0,6.856066087707844,-8.567620932512003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.455371909214179,0.0,0.0,0.0,0.0,-8.994342896312627,-55.3020451840202
20100120,0.0,0.0,0.0,0.0,0.0,6.515929854078329,-7.127802917633725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.105587541165344,0.0,0.0,0.0,0.0,-6.847742337359287,-55.8121048989853
20100121,0.0,0.0,0.0,0.0,0.0,6.985719381148911,-4.789473122482849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04170382760676,0.0,0.0,0.0,0.0,-4.391392692731939,-54.701411775351644
20100122,0.0,0.0,0.0,0.0,0.0,7.70344409081902,-3.337422226627621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.282326213422436,0.0,0.0,0.0,0.0,-3.0729350706440024,-52.73435836968728
20100125,0.0,0.0,0.0,0.0,0.0,8.172218141021995,-2.4802607691702416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.843793930688079,0.0,0.0,0.0,0.0,-1.683235438842842,-51.960093812333284
20100126,0.0,0.0,0.0,0.0,0.0,8.005077825352187,-2.524125438974231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833829928493539,0.0,0.0,0.0,0.0,-1.2860320105182288,-51.843015231532846
20100127,0.0,0.0,0.0,0.0,0.0,7.995002907456818,-3.225589401528785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.516074769539991,0.0,0.0,0.0,0.0,-1.6267192713149108,-52.186349403521014
20100128,0.0,0.0,0.0,0.0,0.0,8.759666534955162,-3.53687753731569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.523814741611029,0.0,0.0,0.0,0.0,-1.474712177654928,-52.27812688651894
20100129,0.0,0.0,0.0,0.0,0.0,8.797669486436634,-3.624525395897361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324728168202477,0.0,0.0,0.0,0.0,-0.6311931165484056,-52.50643897348964
20100201,0.0,0.0,0.0,0.0,0.0,8.336893906042455,-3.6552137618922336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7395716988075596,0.0,0.0,0.0,0.0,0.005604860221021647,-53.1389183565357
20100202,0.0,0.0,0.0,0.0,0.0,8.168076025219563,-3.8874846048483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.835527293697004,0.0,0.0,0.0,0.0,0.037576940679943556,-54.04679134594076
20100203,0.0,0.0,0.0,0.0,0.0,8.16899390884745,-3.450713642164181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4893633209975474,0.0,0.0,0.0,0.0,0.6994343411644188,-51.501378337256234
20100204,0.0,0.0,0.0,0.0,0.0,8.131872682286714,-3.234943617413024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9496347430328077,0.0,0.0,0.0,0.0,1.1384000062127706,-48.98705366386066
20100205,0.0,0.0,0.0,0.0,0.0,7.858318491143432,-2.6598904641282637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23230125641598492,0.0,0.0,0.0,0.0,1.9048088710603397,-46.428677798566405
20100208,0.0,0.0,0.0,0.0,0.0,7.659500040066862,-2.1350212347415187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7548058773651602,0.0,0.0,0.0,0.0,2.383627134430466,-43.79190340927103
20100209,0.0,0.0,0.0,0.0,0.0,7.747210030588034,-1.4130058845864606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0670748029624246,0.0,0.0,0.0,0.0,3.1929371589134834,-41.34046755237976
20100210,0.0,0.0,0.0,0.0,0.0,7.8819126733279585,-0.6329007682545339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9681996139130863,0.0,0.0,0.0,0.0,3.9879171101256534,-39.477235927350655
20100211,0.0,0.0,0.0,0.0,0.0,8.09061982671071,0.006289054377672472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6959214950328066,0.0,0.0,0.0,0.0,4.817927315285678,-37.87690693197269
20100212,0.0,0.0,0.0,0.0,0.0,8.323794279376399,0.6502189245316955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.324885837828587,0.0,0.0,0.0,0.0,5.590251807557103,-36.05916640862022
20100222,0.0,0.0,0.0,0.0,0.0,8.237390685142516,1.0490158183709193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09222695981527948,0.0,0.0,0.0,0.0,6.1323181659862795,-34.32635091193993
20100223,0.0,0.0,0.0,0.0,0.0,8.124682245778851,1.4701081137168936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3150930628363327,0.0,0.0,0.0,0.0,6.61933959401166,-32.682005725779696
20100224,0.0,0.0,0.0,0.0,0.0,8.060038193328886,1.7360459114306892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7423114196410967,0.0,0.0,0.0,0.0,7.110025739632302,-31.194369169058923
20100225,0.0,0.0,0.0,0.0,0.0,7.777250151629379,1.6734962663125355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8200710243290896,0.0,0.0,0.0,0.0,7.062832759524911,-30.130724538906865
20100226,0.0,0.0,0.0,0.0,0.0,7.661021701546431,1.6784133196671773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8796374345277335,0.0,0.0,0.0,0.0,7.19678680794946,-29.258858361892294
20100301,0.0,0.0,0.0,0.0,0.0,7.519400209177143,1.6208370848927962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7315966415690296,0.0,0.0,0.0,0.0,7.003203327076534,-28.594309897885946
20100302,0.0,0.0,0.0,0.0,0.0,7.346734706922594,1.249762242089708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3300041194495638,0.0,0.0,0.0,0.0,6.647848018187038,-28.53106410223348
20100303,0.0,0.0,0.0,0.0,0.0,7.17334510277472,0.883505077408227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005837389050413636,0.0,0.0,0.0,0.0,6.058510162826219,-28.28245500791457
20100304,0.0,0.0,0.0,0.0,0.0,6.678932411051539,0.2490646799849719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6031670435059462,0.0,0.0,0.0,0.0,5.288010307275826,-28.65637086125993
20100305,0.0,0.0,0.0,0.0,0.0,7.871458962363008,-1.6676348071552445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.713345119574899,0.0,0.0,0.0,0.0,3.374443880524273,-31.06893872310405
20100308,0.0,0.0,0.0,0.0,0.0,9.260559297290389,-2.9336022444220173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6991737744077142,0.0,0.0,0.0,0.0,5.075625421915529,-31.05993877385233
20100309,0.0,0.0,0.0,0.0,0.0,8.970183356018275,-4.127246469554336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3948199757428004,0.0,0.0,0.0,0.0,7.032317248505461,-29.949084466785628
20100310,0.0,0.0,0.0,0.0,0.0,9.810997520445058,-5.21002182060878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9446715264197556,0.0,0.0,0.0,0.0,9.535284466602116,-28.95147505241335
