,GMV
20100104,0.0
20100105,0.0
20100106,560.0718454016767
20100107,334.45433839860726
20100108,260.803227428243
20100111,217.91116153215344
20100112,191.08258682111685
20100113,172.8608956583774
20100114,156.25249389083928
20100115,147.5916482984801
20100118,137.73872668423738
20100119,130.76514163999107
20100120,127.30870686969894
20100121,121.64089543573385
20100122,117.28399834546352
20100125,112.20393223341533
20100126,110.20817350358922
20100127,109.72080342690906
20100128,109.72152195687566
20100129,114.19284152542964
20100201,117.90757297670591
20100202,122.98109989255177
20100203,123.14722756937192
20100204,123.77528547548613
20100205,119.07290953335226
20100208,116.95471794634855
20100209,116.83941240807486
20100210,118.16422517021725
20100211,120.50524970068086
20100212,121.49397583314033
20100222,121.5347078523194
20100223,123.97099104780247
20100224,122.28104754315531
20100225,125.00507924475986
20100226,127.63216631200584
20100301,126.04732522490872
20100302,125.2167631612462
20100303,125.34048613116855
20100304,128.2572339038644
20100305,137.00849367057018
20100308,145.72407031744393
20100309,153.16839404127566
20100310,153.59454166935473
20100311,155.17918824694277
20100312,150.72525236526567
20100315,146.30583769990187
20100316,137.90459123587843
20100317,132.59091620178032
20100318,130.21044781898408
20100319,123.80702890831168
20100322,122.0331996177815
20100323,133.30233383927123
20100324,142.58654854158172
20100325,152.70579299229442
20100326,150.4644573511269
20100329,151.51630660565027
20100330,148.12029303475057
20100331,151.33890564772463
20100401,140.81831370180137
20100402,139.55343286064803
20100406,140.1113662157372
20100407,141.22841714377404
20100408,142.71152483431914
20100409,149.9808793992762
20100412,148.92714484302527
20100413,169.61740732109737
20100414,187.00989529156308
20100415,204.1398428116582
20100416,203.48561363336967
20100419,200.09971164690808
20100420,200.01017916610905
20100421,196.71233509460131
20100422,192.59461663502626
20100423,187.5107566915469
20100426,175.59853574054418
20100427,177.551661153262
20100428,193.35717568198842
20100429,210.00420608701046
20100430,218.42698376612964
20100504,226.87082820308385
20100505,228.4587750643235
20100506,232.3237807356754
20100507,225.1031222089223
20100510,221.70641790934218
20100511,223.15431829002748
20100512,224.22112776176553
20100513,220.02494582271365
20100514,230.56337641593532
20100517,230.73214668463083
20100518,229.3881040603194
20100519,228.4754892240341
20100520,226.46739003098045
20100521,223.7353153880795
