,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AU.SHF,BU.SHF,BZ.DCE,CF.ZCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SN.SHF,SP.SHF,SR.ZCE,TA.ZCE,V.DCE,Y.DCE,ZN.SHF
20100118,0.9824450995358626,0.9824450995358626,6.5822389745619265,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,11.012128923271591,0.9824450995358626,0.9824450995358626,0.9824450995358626,5.0336070477559085,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,-5.368939909248286,0.9824450995358626,-10.360055830974988,0.9824450995358626,0.9824450995358626,0.9824450995358626,-13.196701778637948,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,7.552024660491327,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,0.9824450995358626,-7.104298860289151,-33.07071143071279,-6.037330983609926,0.9824450995358626
20100119,0.9063368133282496,0.9063368133282496,6.565715990379247,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,10.792090569387879,0.9063368133282496,0.9063368133282496,0.9063368133282496,5.072674187676934,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,-4.300088977166257,0.9063368133282496,-10.479967804971292,0.9063368133282496,0.9063368133282496,0.9063368133282496,-12.160519076550873,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,7.259922993918558,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,0.9063368133282496,-4.559402064801967,-32.69995793070825,-6.96568720459752,0.9063368133282496
20100120,0.8909122865486612,0.8909122865486612,6.61524887521337,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,10.679559409562398,0.8909122865486612,0.8909122865486612,0.8909122865486612,4.85055353451642,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,-3.440555834211154,0.8909122865486612,-10.575252530780439,0.8909122865486612,0.8909122865486612,0.8909122865486612,-11.338438554789537,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,6.424253010346176,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,0.8909122865486612,-3.270366858820272,-33.025338754061295,-7.689034051292137,0.8909122865486612
20100121,0.817354636210846,0.817354636210846,6.645053424570253,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,10.613051907982188,0.817354636210846,0.817354636210846,0.817354636210846,5.062480539616944,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,-2.093142523292193,0.817354636210846,-10.75415227258421,0.817354636210846,0.817354636210846,0.817354636210846,-10.686049814480635,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,6.3118741030358665,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,0.817354636210846,-1.8512345032628095,-32.42394341922826,-8.227209932722545,0.817354636210846
20100122,0.7688705778382224,0.7688705778382224,6.678203502260947,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,10.433068866555542,0.7688705778382224,0.7688705778382224,0.7688705778382224,5.450147948301118,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,-1.259235157856253,0.7688705778382224,-10.980257009230204,0.7688705778382224,0.7688705778382224,0.7688705778382224,-10.229630352349872,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,5.801926678536673,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,0.7688705778382224,-1.0985099389168673,-31.277076088551013,-8.70321373424365,0.7688705778382224
20100125,0.8497338800251368,0.8497338800251368,4.368217273179848,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,6.838465470596439,0.8497338800251368,0.8497338800251368,0.8497338800251368,5.815878814554705,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,-0.6574865884665222,0.8497338800251368,-11.121435277048125,0.8497338800251368,0.8497338800251368,0.8497338800251368,-9.80437113128774,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,5.616299924174929,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,0.8497338800251368,-0.17314522133774696,-30.72570282895265,-9.0417116629871,0.8497338800251368
20100126,0.9521002076516528,0.9521002076516528,2.5362769373729557,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,3.981251370652491,0.9521002076516528,0.9521002076516528,0.9521002076516528,5.816676263610454,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,-0.5817762193561419,0.9521002076516528,-11.260548694116885,0.9521002076516528,0.9521002076516528,0.9521002076516528,-9.45528163740309,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,5.104924972872688,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.9521002076516528,0.17059618457386394,-30.552189452758572,-9.329344918367532,0.9521002076516528
20100127,1.059830130073169,1.059830130073169,1.053937685987395,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.6681724888969258,1.059830130073169,1.059830130073169,1.059830130073169,5.918283796540098,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,-0.9003163308815774,1.059830130073169,-11.395089862193936,1.059830130073169,1.059830130073169,1.059830130073169,-9.176211062346633,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,4.411873149792613,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,1.059830130073169,0.0712951289587838,-30.653099000019235,-9.498130628877314,1.059830130073169
20100128,1.1251524306233318,1.1251524306233318,-0.0848404042197166,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,-0.04341578106944634,1.1251524306233318,1.1251524306233318,1.1251524306233318,6.448281701043854,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,-1.0241595631207738,1.1251524306233318,-11.509447000306974,1.1251524306233318,1.1251524306233318,1.1251524306233318,-9.026820857848662,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,3.874212633878292,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,1.1251524306233318,0.2289900565198162,-30.643548617744994,-9.707775130553205,1.1251524306233318
20100129,1.1824577633382933,1.1824577633382933,-1.0163456632525625,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,-1.3282900692137707,1.1824577633382933,1.1824577633382933,1.1824577633382933,6.528680906406381,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,-1.0201166325353879,1.1824577633382933,-11.66590593075762,1.1824577633382933,1.1824577633382933,1.1824577633382933,-8.950900310337152,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,3.2028494937457337,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,1.1824577633382933,0.7988903591934998,-30.724985410440258,-9.934770559383637,1.1824577633382933
20100201,1.2619259605114783,1.2619259605114783,-1.7538133074000497,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,-2.345310428758475,1.2619259605114783,1.2619259605114783,1.2619259605114783,6.328142099967775,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,-0.959297334682378,1.2619259605114783,-11.618598937960495,1.2619259605114783,1.2619259605114783,1.2619259605114783,-8.88963920747998,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,-0.2814559179722222,1.2619259605114783,2.9267261261507564,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2619259605114783,1.2653319572329376,-31.029866263929552,-10.127760658804007,1.2619259605114783
20100202,1.3385147833624182,1.3385147833624182,-2.3726931632843073,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,-3.185282208324997,1.3385147833624182,1.3385147833624182,1.3385147833624182,6.302142610901508,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,-1.0238563189849783,1.3385147833624182,-11.577698980111695,1.3385147833624182,1.3385147833624182,1.3385147833624182,-8.850755103706536,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,-1.234508695514956,1.3385147833624182,2.453939557210193,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3385147833624182,1.3613497750859118,-31.50497941106132,-10.281421000768013,1.3385147833624182
20100203,1.3358725721989009,1.3358725721989009,-3.0003198082700173,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,-3.8454336255506547,1.3358725721989009,1.3358725721989009,1.3358725721989009,6.300058185035747,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,-0.7610788036490588,1.3358725721989009,-11.478823624536284,1.3358725721989009,1.3358725721989009,1.3358725721989009,-8.709549452323467,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,-2.0848646336437135,1.3358725721989009,2.240938245264884,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.3358725721989009,1.7609092330503595,-29.960809030927134,-10.256520616755816,1.3358725721989009
20100204,1.3454862174923787,1.3454862174923787,-3.5070824524707898,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,-4.285958965678889,1.3454862174923787,1.3454862174923787,1.3454862174923787,6.287113769828767,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,-0.620344672221901,1.3454862174923787,-11.530616784336818,1.3454862174923787,1.3454862174923787,1.3454862174923787,-8.75429937270349,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,-2.896684744611253,1.3454862174923787,1.9225662326589703,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,1.3454862174923787,2.03727629538364,-28.423274749513116,-10.454508476322394,1.3454862174923787
20100205,1.2919642633631774,1.2919642633631774,-3.9897125322226548,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,-4.623701688640259,1.2919642633631774,1.2919642633631774,1.2919642633631774,6.067356683790121,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,-0.32441470828064023,1.2919642633631774,-11.604980622541849,1.2919642633631774,1.2919642633631774,1.2919642633631774,-8.863848684562035,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,-0.7247089070766543,1.2919642633631774,1.4331305523593283,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,1.2919642633631774,2.4494905020203737,-26.922106762085658,-10.726601462150958,1.2919642633631774
20100208,1.24990898516536,1.24990898516536,-4.618645959955038,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,-4.956010834147798,1.24990898516536,1.24990898516536,1.24990898516536,5.90448215839812,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,-0.047514151008865683,1.24990898516536,-11.642300164811678,1.24990898516536,1.24990898516536,1.24990898516536,-8.931661607589747,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,1.1108799693487101,1.24990898516536,0.7912238008316288,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,1.24990898516536,2.6984065185386834,-25.361830390426295,-10.894674866000427,1.24990898516536
20100209,1.1969985606963771,1.1969985606963771,-5.122897668632795,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,-5.210362603893693,1.1969985606963771,1.1969985606963771,1.1969985606963771,5.904871892786606,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,0.33833425498292563,1.1969985606963771,-11.701919000528429,1.1969985606963771,1.1969985606963771,1.1969985606963771,-9.033598397375647,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,2.549017480131256,1.1969985606963771,0.5485518310507985,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,1.1969985606963771,3.137302701430737,-23.925036850446006,-11.063565784531933,1.1969985606963771
20100210,1.2273762324129238,1.2273762324129238,-5.714860829248159,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,-5.306870059235938,1.2273762324129238,1.2273762324129238,1.2273762324129238,6.017106513909909,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,0.8427711117358513,1.2273762324129238,-12.102978066665225,1.2273762324129238,1.2273762324129238,1.2273762324129238,-9.410795357862293,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,0.8248975907174243,1.2273762324129238,0.639014599711003,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,1.2273762324129238,3.650778791427042,-22.762398862519106,-11.615713949971774,1.2273762324129238
20100211,1.1911556636244718,1.1911556636244718,-6.294839557047118,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,-5.455921406431973,1.1911556636244718,1.1911556636244718,1.1911556636244718,6.107714421146721,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1949774357555756,1.1911556636244718,-12.335023906360297,1.1911556636244718,1.1911556636244718,1.1911556636244718,-9.839239632894778,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,2.3453616008540745,1.1911556636244718,0.7682537112109482,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,1.1911556636244718,4.118944046026293,-21.826121439105993,-12.101871307864034,1.1911556636244718
20100212,1.1706422433130441,1.1706422433130441,-6.720633710303353,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,-5.530522525245134,1.1706422433130441,1.1706422433130441,1.1706422433130441,6.228897919222082,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.565771370151859,1.1706422433130441,-12.523899509175722,1.1706422433130441,1.1706422433130441,1.1706422433130441,-10.186073388411696,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,2.1088207864830855,1.1706422433130441,0.9732135733985793,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,1.1706422433130441,4.567761632171237,-20.74201886207608,-12.513342590201317,1.5431104235958626
20100222,1.1984078649894518,1.1984078649894518,-7.006285048706832,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,-5.4080943757132065,1.1984078649894518,1.1984078649894518,1.1984078649894518,6.204157261155928,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.8358803972623894,1.1984078649894518,-12.5293717645104,1.1984078649894518,1.1984078649894518,1.1984078649894518,-10.230882722316379,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,-0.89451876133577,1.1984078649894518,1.1423628058133353,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,1.1984078649894518,4.924933548887549,-19.661245017562763,-12.683622668081231,1.8627096663006772
20100223,1.2214283058972992,1.2214283058972992,-7.243310403640176,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,-5.3180227761268775,1.2214283058972992,1.2214283058972992,1.2214283058972992,6.1586863285387645,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,2.1147928534609988,1.2214283058972992,-12.31485972497528,1.2214283058972992,1.2214283058972992,1.2214283058972992,-10.226610987042179,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,-3.278070653998458,1.2214283058972992,1.4129060406943261,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,1.2214283058972992,5.243910235218519,-18.63897854871585,-12.759195107699737,1.39736990487497
20100224,1.1947933808576139,1.1947933808576139,-7.519443327622994,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,-5.29031709167807,1.1947933808576139,1.1947933808576139,1.1947933808576139,6.092768099005482,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,2.2497646824538426,1.1947933808576139,-12.260674974285758,1.1947933808576139,1.1947933808576139,1.1947933808576139,-10.426094330395893,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,-2.4901608093818837,1.1947933808576139,1.645885854514108,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,1.1947933808576139,5.515458554246403,-17.761597131669014,-13.015839643842243,0.9744482374735607
20100225,1.2390966966468473,1.2390966966468473,-7.683295878246947,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,-5.201246847667145,1.2390966966468473,1.2390966966468473,1.2390966966468473,5.96522499848553,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,2.2560574363736037,1.2390966966468473,-12.14124217898431,1.2390966966468473,1.2390966966468473,1.2390966966468473,-10.599323766800328,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,-4.501314586761646,1.2390966966468473,1.7374426160959673,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,1.2390966966468473,5.531083342974639,-17.07093155522815,-13.211473972120501,0.6944444689687217
20100226,1.2757722130212936,1.2757722130212936,-7.915175181408157,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,-5.16047825222049,1.2757722130212936,1.2757722130212936,1.2757722130212936,5.931270079075322,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,2.295720978665688,1.2757722130212936,-12.037520735362403,1.2757722130212936,1.2757722130212936,1.2757722130212936,-10.726755978813584,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,-6.2486785259126245,1.2757722130212936,1.8103158233753105,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,1.2757722130212936,5.649160898252577,-16.50443491515728,-13.363343750094852,0.44037259000742407
20100301,1.2702807206855782,1.2702807206855782,-8.147111849765635,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,-2.921413299084044,1.2702807206855782,1.2702807206855782,1.2702807206855782,5.839717147260911,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,2.255241197747856,1.2702807206855782,-11.899937072880599,1.2702807206855782,1.2702807206855782,1.2702807206855782,-10.838936176817073,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,-7.714439410494474,1.2702807206855782,1.714861970592414,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,1.2702807206855782,5.5260313783512585,-16.106089415953534,-13.501000072327878,0.20384389238014866
